Ratio,Run,Phase,Tree,Metric,Value
20,31,Insert,WAVL Tree,Rotations,6891
20,31,Insert,RB Tree,Path,10290
20,31,Insert,WAVL Tree,Path,17795
20,31,Delete,RB Tree,Rotations,687
20,31,Delete,WAVL Tree,Rotations,646
20,31,Delete,RB Tree,Path,729
20,31,Delete,WAVL Tree,Path,719
20,32,Insert,RB Tree,Rotations,5806
20,32,Insert,WAVL Tree,Rotations,6936
20,32,Insert,RB Tree,Path,10354
20,32,Insert,WAVL Tree,Path,17847
20,32,Delete,RB Tree,Rotations,656
20,32,Delete,WAVL Tree,Rotations,656
20,32,Delete,RB Tree,Path,719
20,32,Delete,WAVL Tree,Path,731
20,33,Insert,RB Tree,Rotations,5876
20,33,Insert,WAVL Tree,Rotations,7107
20,33,Insert,RB Tree,Path,10246
20,33,Insert,WAVL Tree,Path,17851
20,33,Delete,RB Tree,Rotations,635
20,33,Delete,WAVL Tree,Rotations,629
20,33,Delete,RB Tree,Path,693
20,33,Delete,WAVL Tree,Path,697
20,34,Insert,RB Tree,Rotations,5803
20,34,Insert,WAVL Tree,Rotations,6912
20,34,Insert,RB Tree,Path,10274
20,34,Insert,WAVL Tree,Path,17761
20,34,Delete,RB Tree,Rotations,634
20,34,Delete,WAVL Tree,Rotations,611
20,34,Delete,RB Tree,Path,729
20,34,Delete,WAVL Tree,Path,734
20,35,Insert,RB Tree,Rotations,5852
20,35,Insert,WAVL Tree,Rotations,6973
20,35,Insert,RB Tree,Path,10288
20,35,Insert,WAVL Tree,Path,17801
20,35,Delete,RB Tree,Rotations,652
20,35,Delete,WAVL Tree,Rotations,640
20,35,Delete,RB Tree,Path,707
20,35,Delete,WAVL Tree,Path,697
20,36,Insert,RB Tree,Rotations,5819
20,36,Insert,WAVL Tree,Rotations,6870
20,36,Insert,RB Tree,Path,10192
20,36,Insert,WAVL Tree,Path,17818
20,36,Delete,RB Tree,Rotations,637
20,36,Delete,WAVL Tree,Rotations,616
20,36,Delete,RB Tree,Path,707
20,36,Delete,WAVL Tree,Path,718
20,37,Insert,RB Tree,Rotations,5784
20,37,Insert,WAVL Tree,Rotations,7002
20,37,Insert,RB Tree,Path,10230
20,37,Insert,WAVL Tree,Path,17817
20,37,Delete,RB Tree,Rotations,673
20,37,Delete,WAVL Tree,Rotations,705
20,37,Delete,RB Tree,Path,722
20,37,Delete,WAVL Tree,Path,737
20,38,Insert,RB Tree,Rotations,6030
20,38,Insert,WAVL Tree,Rotations,7282
20,38,Insert,RB Tree,Path,10334
20,38,Insert,WAVL Tree,Path,18021
20,38,Delete,RB Tree,Rotations,663
20,38,Delete,WAVL Tree,Rotations,645
20,38,Delete,RB Tree,Path,753
20,38,Delete,WAVL Tree,Path,718
20,39,Insert,RB Tree,Rotations,5807
20,39,Insert,WAVL Tree,Rotations,7001
20,39,Insert,RB Tree,Path,10226
20,39,Insert,WAVL Tree,Path,17840
20,39,Delete,RB Tree,Rotations,648
20,39,Delete,WAVL Tree,Rotations,611
20,39,Delete,RB Tree,Path,715
20,39,Delete,WAVL Tree,Path,758
20,40,Insert,RB Tree,Rotations,5896
20,40,Insert,WAVL Tree,Rotations,6915
20,40,Insert,RB Tree,Path,10258
20,40,Insert,WAVL Tree,Path,17757
20,40,Delete,RB Tree,Rotations,644
20,40,Delete,WAVL Tree,Rotations,646
20,40,Delete,RB Tree,Path,685
20,40,Delete,WAVL Tree,Path,723
20,41,Insert,RB Tree,Rotations,5669
20,41,Insert,WAVL Tree,Rotations,6882
20,41,Insert,RB Tree,Path,10256
20,41,Insert,WAVL Tree,Path,17864
20,41,Delete,RB Tree,Rotations,641
20,41,Delete,WAVL Tree,Rotations,617
20,41,Delete,RB Tree,Path,707
20,41,Delete,WAVL Tree,Path,745
20,42,Insert,RB Tree,Rotations,5839
20,42,Insert,WAVL Tree,Rotations,6938
20,42,Insert,RB Tree,Path,10222
20,42,Insert,WAVL Tree,Path,17759
20,42,Delete,RB Tree,Rotations,661
20,42,Delete,WAVL Tree,Rotations,635
20,42,Delete,RB Tree,Path,711
20,42,Delete,WAVL Tree,Path,723
20,43,Insert,RB Tree,Rotations,5778
20,43,Insert,WAVL Tree,Rotations,6861
20,43,Insert,RB Tree,Path,10284
20,43,Insert,WAVL Tree,Path,17854
20,43,Delete,RB Tree,Rotations,656
20,43,Delete,WAVL Tree,Rotations,668
20,43,Delete,RB Tree,Path,714
20,43,Delete,WAVL Tree,Path,734
20,44,Insert,RB Tree,Rotations,5652
20,44,Insert,WAVL Tree,Rotations,6834
20,44,Insert,RB Tree,Path,10174
20,44,Insert,WAVL Tree,Path,17677
20,44,Delete,RB Tree,Rotations,670
20,44,Delete,WAVL Tree,Rotations,636
20,44,Delete,RB Tree,Path,724
20,44,Delete,WAVL Tree,Path,731
20,45,Insert,RB Tree,Rotations,5727
20,45,Insert,WAVL Tree,Rotations,6858
20,45,Insert,RB Tree,Path,10278
20,45,Insert,WAVL Tree,Path,17763
20,45,Delete,RB Tree,Rotations,690
20,45,Delete,WAVL Tree,Rotations,619
20,45,Delete,RB Tree,Path,740
20,45,Delete,WAVL Tree,Path,733
20,46,Insert,RB Tree,Rotations,5885
20,46,Insert,WAVL Tree,Rotations,7035
20,46,Insert,RB Tree,Path,10268
20,46,Insert,WAVL Tree,Path,17885
20,46,Delete,RB Tree,Rotations,679
20,46,Delete,WAVL Tree,Rotations,683
20,46,Delete,RB Tree,Path,713
20,46,Delete,WAVL Tree,Path,728
20,47,Insert,RB Tree,Rotations,5691
20,47,Insert,WAVL Tree,Rotations,7023
20,47,Insert,RB Tree,Path,10232
20,47,Insert,WAVL Tree,Path,17824
20,47,Delete,RB Tree,Rotations,733
20,47,Delete,WAVL Tree,Rotations,689
20,47,Delete,RB Tree,Path,763
20,47,Delete,WAVL Tree,Path,683
20,48,Insert,RB Tree,Rotations,5847
20,48,Insert,WAVL Tree,Rotations,6857
20,48,Insert,RB Tree,Path,10190
20,48,Insert,WAVL Tree,Path,17707
20,48,Delete,RB Tree,Rotations,691
20,48,Delete,WAVL Tree,Rotations,643
20,48,Delete,RB Tree,Path,737
20,48,Delete,WAVL Tree,Path,736
20,49,Insert,RB Tree,Rotations,5832
20,49,Insert,WAVL Tree,Rotations,6985
20,49,Insert,RB Tree,Path,10254
20,49,Insert,WAVL Tree,Path,17733
20,49,Delete,RB Tree,Rotations,639
20,49,Delete,WAVL Tree,Rotations,588
20,49,Delete,RB Tree,Path,684
20,49,Delete,WAVL Tree,Path,717
20,50,Insert,RB Tree,Rotations,5830
20,50,Insert,WAVL Tree,Rotations,6973
20,50,Insert,RB Tree,Path,10228
20,50,Insert,WAVL Tree,Path,17841
20,50,Delete,RB Tree,Rotations,619
20,50,Delete,WAVL Tree,Rotations,594
20,50,Delete,RB Tree,Path,688
20,50,Delete,WAVL Tree,Path,731
30,1,Insert,RB Tree,Rotations,5877
30,1,Insert,WAVL Tree,Rotations,7045
30,1,Insert,RB Tree,Path,10262
30,1,Insert,WAVL Tree,Path,17855
30,1,Delete,RB Tree,Rotations,998
30,1,Delete,WAVL Tree,Rotations,971
30,1,Delete,RB Tree,Path,1259
30,1,Delete,WAVL Tree,Path,1294
30,2,Insert,RB Tree,Rotations,5726
30,2,Insert,WAVL Tree,Rotations,6885
30,2,Insert,RB Tree,Path,10234
30,2,Insert,WAVL Tree,Path,17721
30,2,Delete,RB Tree,Rotations,1005
30,2,Delete,WAVL Tree,Rotations,953
30,2,Delete,RB Tree,Path,1192
30,2,Delete,WAVL Tree,Path,1242
30,3,Insert,RB Tree,Rotations,5854
30,3,Insert,WAVL Tree,Rotations,7069
30,3,Insert,RB Tree,Path,10164
30,3,Insert,WAVL Tree,Path,17856
30,3,Delete,RB Tree,Rotations,1066
30,3,Delete,WAVL Tree,Rotations,924
30,3,Delete,RB Tree,Path,1267
30,3,Delete,WAVL Tree,Path,1299
30,4,Insert,RB Tree,Rotations,5777
30,4,Insert,WAVL Tree,Rotations,7042
30,4,Insert,RB Tree,Path,10308
30,4,Insert,WAVL Tree,Path,17914
30,4,Delete,RB Tree,Rotations,1154
30,4,Delete,WAVL Tree,Rotations,1043
30,4,Delete,RB Tree,Path,1330
30,4,Delete,WAVL Tree,Path,1266
30,5,Insert,RB Tree,Rotations,5885
30,5,Insert,WAVL Tree,Rotations,6920
30,5,Insert,RB Tree,Path,10278
30,5,Insert,WAVL Tree,Path,17776
30,5,Delete,RB Tree,Rotations,1025
30,5,Delete,WAVL Tree,Rotations,933
30,5,Delete,RB Tree,Path,1235
30,5,Delete,WAVL Tree,Path,1257
30,6,Insert,RB Tree,Rotations,5848
30,6,Insert,WAVL Tree,Rotations,7006
30,6,Insert,RB Tree,Path,10202
30,6,Insert,WAVL Tree,Path,17878
30,6,Delete,RB Tree,Rotations,997
30,6,Delete,WAVL Tree,Rotations,1016
30,6,Delete,RB Tree,Path,1247
30,6,Delete,WAVL Tree,Path,1290
30,7,Insert,RB Tree,Rotations,5736
30,7,Insert,WAVL Tree,Rotations,6979
30,7,Insert,RB Tree,Path,10258
30,7,Insert,WAVL Tree,Path,17843
30,7,Delete,RB Tree,Rotations,1037
30,7,Delete,WAVL Tree,Rotations,963
30,7,Delete,RB Tree,Path,1294
30,7,Delete,WAVL Tree,Path,1312
30,8,Insert,RB Tree,Rotations,5866
30,8,Insert,WAVL Tree,Rotations,7036
30,8,Insert,RB Tree,Path,10264
30,8,Insert,WAVL Tree,Path,17903
30,8,Delete,RB Tree,Rotations,1008
30,8,Delete,WAVL Tree,Rotations,947
30,8,Delete,RB Tree,Path,1253
30,8,Delete,WAVL Tree,Path,1336
30,9,Insert,RB Tree,Rotations,5836
30,9,Insert,WAVL Tree,Rotations,6984
30,9,Insert,RB Tree,Path,10206
30,9,Insert,WAVL Tree,Path,17809
30,9,Delete,RB Tree,Rotations,959
30,9,Delete,WAVL Tree,Rotations,983
30,9,Delete,RB Tree,Path,1216
30,9,Delete,WAVL Tree,Path,1286
30,10,Insert,RB Tree,Rotations,5875
30,10,Insert,WAVL Tree,Rotations,6946
30,10,Insert,RB Tree,Path,10240
30,10,Insert,WAVL Tree,Path,17765
30,10,Delete,RB Tree,Rotations,1057
30,10,Delete,WAVL Tree,Rotations,988
30,10,Delete,RB Tree,Path,1255
30,10,Delete,WAVL Tree,Path,1324
30,11,Insert,RB Tree,Rotations,5762
30,11,Insert,WAVL Tree,Rotations,6819
30,11,Insert,RB Tree,Path,10394
30,11,Insert,WAVL Tree,Path,17836
30,11,Delete,RB Tree,Rotations,1062
30,11,Delete,WAVL Tree,Rotations,975
30,11,Delete,RB Tree,Path,1329
30,11,Delete,WAVL Tree,Path,1331
30,12,Insert,RB Tree,Rotations,5843
30,12,Insert,WAVL Tree,Rotations,7037
30,12,Insert,RB Tree,Path,10282
30,12,Insert,WAVL Tree,Path,17818
30,12,Delete,RB Tree,Rotations,1042
30,12,Delete,WAVL Tree,Rotations,969
30,12,Delete,RB Tree,Path,1227
30,12,Delete,WAVL Tree,Path,1251
30,13,Insert,RB Tree,Rotations,5803
30,13,Insert,WAVL Tree,Rotations,7061
30,13,Insert,RB Tree,Path,10166
30,13,Insert,WAVL Tree,Path,17809
30,13,Delete,RB Tree,Rotations,1012
30,13,Delete,WAVL Tree,Rotations,1002
30,13,Delete,RB Tree,Path,1252
30,13,Delete,WAVL Tree,Path,1301
30,14,Insert,RB Tree,Rotations,5929
30,14,Insert,WAVL Tree,Rotations,7001
30,14,Insert,RB Tree,Path,10204
30,14,Insert,WAVL Tree,Path,17781
30,14,Delete,RB Tree,Rotations,1011
30,14,Delete,WAVL Tree,Rotations,931
30,14,Delete,RB Tree,Path,1215
30,14,Delete,WAVL Tree,Path,1301
30,15,Insert,RB Tree,Rotations,5746
30,15,Insert,WAVL Tree,Rotations,7002
30,15,Insert,RB Tree,Path,10270
30,15,Insert,WAVL Tree,Path,17800
30,15,Delete,RB Tree,Rotations,1109
30,15,Delete,WAVL Tree,Rotations,998
30,15,Delete,RB Tree,Path,1333
30,15,Delete,WAVL Tree,Path,1276
30,16,Insert,RB Tree,Rotations,5779
30,16,Insert,WAVL Tree,Rotations,6875
30,16,Insert,RB Tree,Path,10232
30,16,Insert,WAVL Tree,Path,17828
30,16,Delete,RB Tree,Rotations,1049
30,16,Delete,WAVL Tree,Rotations,988
30,16,Delete,RB Tree,Path,1251
30,16,Delete,WAVL Tree,Path,1319
30,17,Insert,RB Tree,Rotations,5889
30,17,Insert,WAVL Tree,Rotations,7089
30,17,Insert,RB Tree,Path,10242
30,17,Insert,WAVL Tree,Path,17846
30,17,Delete,RB Tree,Rotations,1053
30,17,Delete,WAVL Tree,Rotations,962
30,17,Delete,RB Tree,Path,1275
30,17,Delete,WAVL Tree,Path,1302
30,18,Insert,RB Tree,Rotations,5790
30,18,Insert,WAVL Tree,Rotations,6901
30,18,Insert,RB Tree,Path,10288
30,18,Insert,WAVL Tree,Path,17767
30,18,Delete,RB Tree,Rotations,1044
30,18,Delete,WAVL Tree,Rotations,1017
30,18,Delete,RB Tree,Path,1285
30,18,Delete,WAVL Tree,Path,1245
30,19,Insert,RB Tree,Rotations,5797
30,19,Insert,WAVL Tree,Rotations,6756
30,19,Insert,RB Tree,Path,10140
30,19,Insert,WAVL Tree,Path,17736
30,19,Delete,RB Tree,Rotations,1046
30,19,Delete,WAVL Tree,Rotations,977
30,19,Delete,RB Tree,Path,1238
30,19,Delete,WAVL Tree,Path,1322
30,20,Insert,RB Tree,Rotations,5880
30,20,Insert,WAVL Tree,Rotations,7031
30,20,Insert,RB Tree,Path,10218
30,20,Insert,WAVL Tree,Path,17832
30,20,Delete,RB Tree,Rotations,1042
30,20,Delete,WAVL Tree,Rotations,1025
30,20,Delete,RB Tree,Path,1274
30,20,Delete,WAVL Tree,Path,1315
30,21,Insert,RB Tree,Rotations,5866
30,21,Insert,WAVL Tree,Rotations,6996
30,21,Insert,RB Tree,Path,10306
30,21,Insert,WAVL Tree,Path,17841
30,21,Delete,RB Tree,Rotations,1036
30,21,Delete,WAVL Tree,Rotations,1013
30,21,Delete,RB Tree,Path,1275
30,21,Delete,WAVL Tree,Path,1307
30,22,Insert,RB Tree,Rotations,5776
30,22,Insert,WAVL Tree,Rotations,6978
30,22,Insert,RB Tree,Path,10216
30,22,Insert,WAVL Tree,Path,17754
30,22,Delete,RB Tree,Rotations,1019
30,22,Delete,WAVL Tree,Rotations,957
30,22,Delete,RB Tree,Path,1228
30,22,Delete,WAVL Tree,Path,1279
30,23,Insert,RB Tree,Rotations,5874
30,23,Insert,WAVL Tree,Rotations,7098
30,23,Insert,RB Tree,Path,10304
30,23,Insert,WAVL Tree,Path,17899
30,23,Delete,RB Tree,Rotations,1058
30,23,Delete,WAVL Tree,Rotations,975
30,23,Delete,RB Tree,Path,1262
30,23,Delete,WAVL Tree,Path,1297
30,24,Insert,RB Tree,Rotations,5771
30,24,Insert,WAVL Tree,Rotations,6923
30,24,Insert,RB Tree,Path,10268
30,24,Insert,WAVL Tree,Path,17763
30,24,Delete,RB Tree,Rotations,1073
30,24,Delete,WAVL Tree,Rotations,950
30,24,Delete,RB Tree,Path,1306
30,24,Delete,WAVL Tree,Path,1335
30,25,Insert,RB Tree,Rotations,5780
30,25,Insert,WAVL Tree,Rotations,6941
30,25,Insert,RB Tree,Path,10268
30,25,Insert,WAVL Tree,Path,17792
30,25,Delete,RB Tree,Rotations,1075
30,25,Delete,WAVL Tree,Rotations,1025
30,25,Delete,RB Tree,Path,1257
30,25,Delete,WAVL Tree,Path,1277
30,26,Insert,RB Tree,Rotations,5901
30,26,Insert,WAVL Tree,Rotations,6891
30,26,Insert,RB Tree,Path,10286
30,26,Insert,WAVL Tree,Path,17817
30,26,Delete,RB Tree,Rotations,1052
30,26,Delete,WAVL Tree,Rotations,972
30,26,Delete,RB Tree,Path,1264
30,26,Delete,WAVL Tree,Path,1340
30,27,Insert,RB Tree,Rotations,5839
30,27,Insert,WAVL Tree,Rotations,6952
30,27,Insert,RB Tree,Path,10304
30,27,Insert,WAVL Tree,Path,17750
30,27,Delete,RB Tree,Rotations,974
30,27,Delete,WAVL Tree,Rotations,990
30,27,Delete,RB Tree,Path,1233
30,27,Delete,WAVL Tree,Path,1282
30,28,Insert,RB Tree,Rotations,5822
30,28,Insert,WAVL Tree,Rotations,6996
30,28,Insert,RB Tree,Path,10202
30,28,Insert,WAVL Tree,Path,17885
30,28,Delete,RB Tree,Rotations,1058
30,28,Delete,WAVL Tree,Rotations,992
30,28,Delete,RB Tree,Path,1276
30,28,Delete,WAVL Tree,Path,1321
30,29,Insert,RB Tree,Rotations,5736
30,29,Insert,WAVL Tree,Rotations,6853
30,29,Insert,RB Tree,Path,10232
30,29,Insert,WAVL Tree,Path,17739
30,29,Delete,RB Tree,Rotations,1056
30,29,Delete,WAVL Tree,Rotations,970
30,29,Delete,RB Tree,Path,1260
30,29,Delete,WAVL Tree,Path,1314
30,30,Insert,RB Tree,Rotations,5664
30,30,Insert,WAVL Tree,Rotations,6960
30,30,Insert,RB Tree,Path,10204
30,30,Insert,WAVL Tree,Path,17823
30,30,Delete,RB Tree,Rotations,1027
30,30,Delete,WAVL Tree,Rotations,971
30,30,Delete,RB Tree,Path,1240
30,30,Delete,WAVL Tree,Path,1296
30,31,Insert,RB Tree,Rotations,5948
30,31,Insert,WAVL Tree,Rotations,7130
30,31,Insert,RB Tree,Path,10202
30,31,Insert,WAVL Tree,Path,17958
30,31,Delete,RB Tree,Rotations,1046
30,31,Delete,WAVL Tree,Rotations,1028
30,31,Delete,RB Tree,Path,1258
30,31,Delete,WAVL Tree,Path,1298
30,32,Insert,RB Tree,Rotations,5834
30,32,Insert,WAVL Tree,Rotations,6965
30,32,Insert,RB Tree,Path,10264
30,32,Insert,WAVL Tree,Path,17945
30,32,Delete,RB Tree,Rotations,1001
30,32,Delete,WAVL Tree,Rotations,986
30,32,Delete,RB Tree,Path,1226
30,32,Delete,WAVL Tree,Path,1325
30,33,Insert,RB Tree,Rotations,5918
30,33,Insert,WAVL Tree,Rotations,7115
30,33,Insert,RB Tree,Path,10348
30,33,Insert,WAVL Tree,Path,17923
30,33,Delete,RB Tree,Rotations,1075
30,33,Delete,WAVL Tree,Rotations,1026
30,33,Delete,RB Tree,Path,1271
30,33,Delete,WAVL Tree,Path,1317
30,34,Insert,RB Tree,Rotations,5776
30,34,Insert,WAVL Tree,Rotations,6859
30,34,Insert,RB Tree,Path,10244
30,34,Insert,WAVL Tree,Path,17764
30,34,Delete,RB Tree,Rotations,1069
30,34,Delete,WAVL Tree,Rotations,973
30,34,Delete,RB Tree,Path,1282
30,34,Delete,WAVL Tree,Path,1289
30,35,Insert,RB Tree,Rotations,5842
30,35,Insert,WAVL Tree,Rotations,7020
30,35,Insert,RB Tree,Path,10252
30,35,Insert,WAVL Tree,Path,17866
30,35,Delete,RB Tree,Rotations,1082
30,35,Delete,WAVL Tree,Rotations,973
30,35,Delete,RB Tree,Path,1281
30,35,Delete,WAVL Tree,Path,1344
30,36,Insert,RB Tree,Rotations,5805
30,36,Insert,WAVL Tree,Rotations,6926
30,36,Insert,RB Tree,Path,10220
30,36,Insert,WAVL Tree,Path,17774
30,36,Delete,RB Tree,Rotations,963
30,36,Delete,WAVL Tree,Rotations,921
30,36,Delete,RB Tree,Path,1180
30,36,Delete,WAVL Tree,Path,1300
30,37,Insert,RB Tree,Rotations,5767
30,37,Insert,WAVL Tree,Rotations,6906
30,37,Insert,RB Tree,Path,10246
30,37,Insert,WAVL Tree,Path,17835
30,37,Delete,RB Tree,Rotations,1055
30,37,Delete,WAVL Tree,Rotations,974
30,37,Delete,RB Tree,Path,1266
30,37,Delete,WAVL Tree,Path,1300
30,38,Insert,RB Tree,Rotations,5858
30,38,Insert,WAVL Tree,Rotations,6929
30,38,Insert,RB Tree,Path,10276
30,38,Insert,WAVL Tree,Path,17734
30,38,Delete,RB Tree,Rotations,1029
30,38,Delete,WAVL Tree,Rotations,975
30,38,Delete,RB Tree,Path,1265
30,38,Delete,WAVL Tree,Path,1308
30,39,Insert,RB Tree,Rotations,5768
30,39,Insert,WAVL Tree,Rotations,6938
30,39,Insert,RB Tree,Path,10320
30,39,Insert,WAVL Tree,Path,17804
30,39,Delete,RB Tree,Rotations,1039
30,39,Delete,WAVL Tree,Rotations,944
30,39,Delete,RB Tree,Path,1279
30,39,Delete,WAVL Tree,Path,1322
30,40,Insert,RB Tree,Rotations,5779
30,40,Insert,WAVL Tree,Rotations,6943
30,40,Insert,RB Tree,Path,10222
30,40,Insert,WAVL Tree,Path,17852
30,40,Delete,RB Tree,Rotations,1020
30,40,Delete,WAVL Tree,Rotations,1029
30,40,Delete,RB Tree,Path,1254
30,40,Delete,WAVL Tree,Path,1314
30,41,Insert,RB Tree,Rotations,5914
30,41,Insert,WAVL Tree,Rotations,6998
30,41,Insert,RB Tree,Path,10282
30,41,Insert,WAVL Tree,Path,17814
30,41,Delete,RB Tree,Rotations,1082
30,41,Delete,WAVL Tree,Rotations,1010
30,41,Delete,RB Tree,Path,1272
30,41,Delete,WAVL Tree,Path,1297
30,42,Insert,RB Tree,Rotations,5797
30,42,Insert,WAVL Tree,Rotations,7046
30,42,Insert,RB Tree,Path,10272
30,42,Insert,WAVL Tree,Path,17799
30,42,Delete,RB Tree,Rotations,1060
30,42,Delete,WAVL Tree,Rotations,935
30,42,Delete,RB Tree,Path,1286
30,42,Delete,WAVL Tree,Path,1316
30,43,Insert,RB Tree,Rotations,5857
30,43,Insert,WAVL Tree,Rotations,7040
30,43,Insert,RB Tree,Path,10316
30,43,Insert,WAVL Tree,Path,17925
30,43,Delete,RB Tree,Rotations,1080
30,43,Delete,WAVL Tree,Rotations,1003
30,43,Delete,RB Tree,Path,1293
30,43,Delete,WAVL Tree,Path,1340
30,44,Insert,RB Tree,Rotations,5920
30,44,Insert,WAVL Tree,Rotations,6949
30,44,Insert,RB Tree,Path,10274
30,44,Insert,WAVL Tree,Path,17920
30,44,Delete,RB Tree,Rotations,1064
30,44,Delete,WAVL Tree,Rotations,998
30,44,Delete,RB Tree,Path,1294
30,44,Delete,WAVL Tree,Path,1301
30,45,Insert,RB Tree,Rotations,5634
30,45,Insert,WAVL Tree,Rotations,6896
30,45,Insert,RB Tree,Path,10270
30,45,Insert,WAVL Tree,Path,17745
30,45,Delete,RB Tree,Rotations,1035
30,45,Delete,WAVL Tree,Rotations,932
30,45,Delete,RB Tree,Path,1243
30,45,Delete,WAVL Tree,Path,1294
30,46,Insert,RB Tree,Rotations,5807
30,46,Insert,WAVL Tree,Rotations,6951
30,46,Insert,RB Tree,Path,10272
30,46,Insert,WAVL Tree,Path,17868
30,46,Delete,RB Tree,Rotations,1081
30,46,Delete,WAVL Tree,Rotations,1007
30,46,Delete,RB Tree,Path,1258
30,46,Delete,WAVL Tree,Path,1319
30,47,Insert,RB Tree,Rotations,5921
30,47,Insert,WAVL Tree,Rotations,7007
30,47,Insert,RB Tree,Path,10238
30,47,Insert,WAVL Tree,Path,17847
30,47,Delete,RB Tree,Rotations,1109
30,47,Delete,WAVL Tree,Rotations,988
30,47,Delete,RB Tree,Path,1280
30,47,Delete,WAVL Tree,Path,1253
30,48,Insert,RB Tree,Rotations,5675
30,48,Insert,WAVL Tree,Rotations,6861
30,48,Insert,RB Tree,Path,10230
30,48,Insert,WAVL Tree,Path,17755
30,48,Delete,RB Tree,Rotations,973
30,48,Delete,WAVL Tree,Rotations,953
30,48,Delete,RB Tree,Path,1238
30,48,Delete,WAVL Tree,Path,1330
30,49,Insert,RB Tree,Rotations,5835
30,49,Insert,WAVL Tree,Rotations,6893
30,49,Insert,RB Tree,Path,10260
30,49,Insert,WAVL Tree,Path,17794
30,49,Delete,RB Tree,Rotations,1085
30,49,Delete,WAVL Tree,Rotations,970
30,49,Delete,RB Tree,Path,1277
30,49,Delete,WAVL Tree,Path,1296
30,50,Insert,RB Tree,Rotations,5802
30,50,Insert,WAVL Tree,Rotations,6858
30,50,Insert,RB Tree,Path,10244
30,50,Insert,WAVL Tree,Path,17778
30,50,Delete,RB Tree,Rotations,1019
30,50,Delete,WAVL Tree,Rotations,994
30,50,Delete,RB Tree,Path,1237
30,50,Delete,WAVL Tree,Path,1328
40,1,Insert,RB Tree,Rotations,5807
40,1,Insert,WAVL Tree,Rotations,6917
40,1,Insert,RB Tree,Path,10260
40,1,Insert,WAVL Tree,Path,17830
40,1,Delete,RB Tree,Rotations,1461
40,1,Delete,WAVL Tree,Rotations,1381
40,1,Delete,RB Tree,Path,1955
40,1,Delete,WAVL Tree,Path,2008
40,2,Insert,RB Tree,Rotations,5718
40,2,Insert,WAVL Tree,Rotations,6817
40,2,Insert,RB Tree,Path,10248
40,2,Insert,WAVL Tree,Path,17717
40,2,Delete,RB Tree,Rotations,1445
40,2,Delete,WAVL Tree,Rotations,1379
40,2,Delete,RB Tree,Path,1955
40,2,Delete,WAVL Tree,Path,2038
40,3,Insert,RB Tree,Rotations,5850
40,3,Insert,WAVL Tree,Rotations,7093
40,3,Insert,RB Tree,Path,10354
40,3,Insert,WAVL Tree,Path,17968
40,3,Delete,RB Tree,Rotations,1365
40,3,Delete,WAVL Tree,Rotations,1350
40,3,Delete,RB Tree,Path,1923
40,3,Delete,WAVL Tree,Path,2033
40,4,Insert,RB Tree,Rotations,5882
40,4,Insert,WAVL Tree,Rotations,7020
40,4,Insert,RB Tree,Path,10162
40,4,Insert,WAVL Tree,Path,17876
40,4,Delete,RB Tree,Rotations,1383
40,4,Delete,WAVL Tree,Rotations,1344
40,4,Delete,RB Tree,Path,1909
40,4,Delete,WAVL Tree,Path,2055
40,5,Insert,RB Tree,Rotations,5927
40,5,Insert,WAVL Tree,Rotations,6909
40,5,Insert,RB Tree,Path,10294
40,5,Insert,WAVL Tree,Path,17731
40,5,Delete,RB Tree,Rotations,1389
40,5,Delete,WAVL Tree,Rotations,1342
40,5,Delete,RB Tree,Path,1893
40,5,Delete,WAVL Tree,Path,2011
40,6,Insert,RB Tree,Rotations,5787
40,6,Insert,WAVL Tree,Rotations,7098
40,6,Insert,RB Tree,Path,10336
40,6,Insert,WAVL Tree,Path,17896
40,6,Delete,RB Tree,Rotations,1413
40,6,Delete,WAVL Tree,Rotations,1330
40,6,Delete,RB Tree,Path,1952
40,6,Delete,WAVL Tree,Path,2019
40,7,Insert,RB Tree,Rotations,5933
40,7,Insert,WAVL Tree,Rotations,7038
40,7,Insert,RB Tree,Path,10288
40,7,Insert,WAVL Tree,Path,17870
40,7,Delete,RB Tree,Rotations,1440
40,7,Delete,WAVL Tree,Rotations,1377
40,7,Delete,RB Tree,Path,1929
40,7,Delete,WAVL Tree,Path,2053
40,8,Insert,RB Tree,Rotations,5676
40,8,Insert,WAVL Tree,Rotations,6899
40,8,Insert,RB Tree,Path,10326
40,8,Insert,WAVL Tree,Path,17850
40,8,Delete,RB Tree,Rotations,1382
40,8,Delete,WAVL Tree,Rotations,1324
40,8,Delete,RB Tree,Path,1915
40,8,Delete,WAVL Tree,Path,2021
40,9,Insert,RB Tree,Rotations,5823
40,9,Insert,WAVL Tree,Rotations,6980
40,9,Insert,RB Tree,Path,10232
40,9,Insert,WAVL Tree,Path,17820
40,9,Delete,RB Tree,Rotations,1434
40,9,Delete,WAVL Tree,Rotations,1354
40,9,Delete,RB Tree,Path,1919
40,9,Delete,WAVL Tree,Path,1970
40,10,Insert,RB Tree,Rotations,5906
40,10,Insert,WAVL Tree,Rotations,7003
40,10,Insert,RB Tree,Path,10272
40,10,Insert,WAVL Tree,Path,17822
40,10,Delete,RB Tree,Rotations,1431
40,10,Delete,WAVL Tree,Rotations,1343
40,10,Delete,RB Tree,Path,1888
40,10,Delete,WAVL Tree,Path,1988
40,11,Insert,RB Tree,Rotations,5831
