Ratio,Run,Phase,Tree,Metric,Value
40,11,Insert,WAVL Tree,Rotations,6988
40,11,Insert,RB Tree,Path,10244
40,11,Insert,WAVL Tree,Path,17890
40,11,Delete,RB Tree,Rotations,1414
40,11,Delete,WAVL Tree,Rotations,1325
40,11,Delete,RB Tree,Path,1893
40,11,Delete,WAVL Tree,Path,1995
40,12,Insert,RB Tree,Rotations,5777
40,12,Insert,WAVL Tree,Rotations,7007
40,12,Insert,RB Tree,Path,10296
40,12,Insert,WAVL Tree,Path,17804
40,12,Delete,RB Tree,Rotations,1420
40,12,Delete,WAVL Tree,Rotations,1301
40,12,Delete,RB Tree,Path,1927
40,12,Delete,WAVL Tree,Path,2083
40,13,Insert,RB Tree,Rotations,5832
40,13,Insert,WAVL Tree,Rotations,7025
40,13,Insert,RB Tree,Path,10250
40,13,Insert,WAVL Tree,Path,17845
40,13,Delete,RB Tree,Rotations,1507
40,13,Delete,WAVL Tree,Rotations,1307
40,13,Delete,RB Tree,Path,1921
40,13,Delete,WAVL Tree,Path,1977
40,14,Insert,RB Tree,Rotations,5862
40,14,Insert,WAVL Tree,Rotations,7033
40,14,Insert,RB Tree,Path,10328
40,14,Insert,WAVL Tree,Path,17920
40,14,Delete,RB Tree,Rotations,1423
40,14,Delete,WAVL Tree,Rotations,1365
40,14,Delete,RB Tree,Path,1948
40,14,Delete,WAVL Tree,Path,2043
40,15,Insert,RB Tree,Rotations,5781
40,15,Insert,WAVL Tree,Rotations,7004
40,15,Insert,RB Tree,Path,10130
40,15,Insert,WAVL Tree,Path,17795
40,15,Delete,RB Tree,Rotations,1414
40,15,Delete,WAVL Tree,Rotations,1350
40,15,Delete,RB Tree,Path,1870
40,15,Delete,WAVL Tree,Path,2030
40,16,Insert,RB Tree,Rotations,5870
40,16,Insert,WAVL Tree,Rotations,7086
40,16,Insert,RB Tree,Path,10222
40,16,Insert,WAVL Tree,Path,17856
40,16,Delete,RB Tree,Rotations,1429
40,16,Delete,WAVL Tree,Rotations,1347
40,16,Delete,RB Tree,Path,1870
40,16,Delete,WAVL Tree,Path,1980
40,17,Insert,RB Tree,Rotations,5777
40,17,Insert,WAVL Tree,Rotations,6891
40,17,Insert,RB Tree,Path,10242
40,17,Insert,WAVL Tree,Path,17794
40,17,Delete,RB Tree,Rotations,1426
40,17,Delete,WAVL Tree,Rotations,1351
40,17,Delete,RB Tree,Path,1916
40,17,Delete,WAVL Tree,Path,2013
40,18,Insert,RB Tree,Rotations,5871
40,18,Insert,WAVL Tree,Rotations,6997
40,18,Insert,RB Tree,Path,10270
40,18,Insert,WAVL Tree,Path,17912
40,18,Delete,RB Tree,Rotations,1475
40,18,Delete,WAVL Tree,Rotations,1424
40,18,Delete,RB Tree,Path,1919
40,18,Delete,WAVL Tree,Path,2027
40,19,Insert,RB Tree,Rotations,5732
40,19,Insert,WAVL Tree,Rotations,7020
40,19,Insert,RB Tree,Path,10254
40,19,Insert,WAVL Tree,Path,17812
40,19,Delete,RB Tree,Rotations,1401
40,19,Delete,WAVL Tree,Rotations,1328
40,19,Delete,RB Tree,Path,1880
40,19,Delete,WAVL Tree,Path,2015
40,20,Insert,RB Tree,Rotations,5788
40,20,Insert,WAVL Tree,Rotations,6880
40,20,Insert,RB Tree,Path,10274
40,20,Insert,WAVL Tree,Path,17739
40,20,Delete,RB Tree,Rotations,1458
40,20,Delete,WAVL Tree,Rotations,1289
40,20,Delete,RB Tree,Path,1957
40,20,Delete,WAVL Tree,Path,1948
40,21,Insert,RB Tree,Rotations,5870
40,21,Insert,WAVL Tree,Rotations,6930
40,21,Insert,RB Tree,Path,10246
40,21,Insert,WAVL Tree,Path,17820
40,21,Delete,RB Tree,Rotations,1427
40,21,Delete,WAVL Tree,Rotations,1347
40,21,Delete,RB Tree,Path,1911
40,21,Delete,WAVL Tree,Path,1976
40,22,Insert,RB Tree,Rotations,5815
40,22,Insert,WAVL Tree,Rotations,7015
40,22,Insert,RB Tree,Path,10300
40,22,Insert,WAVL Tree,Path,17888
40,22,Delete,RB Tree,Rotations,1466
40,22,Delete,WAVL Tree,Rotations,1370
40,22,Delete,RB Tree,Path,1937
40,22,Delete,WAVL Tree,Path,2043
40,23,Insert,RB Tree,Rotations,5742
40,23,Insert,WAVL Tree,Rotations,6882
40,23,Insert,RB Tree,Path,10270
40,23,Insert,WAVL Tree,Path,17775
40,23,Delete,RB Tree,Rotations,1425
40,23,Delete,WAVL Tree,Rotations,1318
40,23,Delete,RB Tree,Path,1945
40,23,Delete,WAVL Tree,Path,2020
40,24,Insert,RB Tree,Rotations,5889
40,24,Insert,WAVL Tree,Rotations,7031
40,24,Insert,RB Tree,Path,10324
40,24,Insert,WAVL Tree,Path,17821
40,24,Delete,RB Tree,Rotations,1517
40,24,Delete,WAVL Tree,Rotations,1438
40,24,Delete,RB Tree,Path,2002
40,24,Delete,WAVL Tree,Path,1964
40,25,Insert,RB Tree,Rotations,5789
40,25,Insert,WAVL Tree,Rotations,7055
40,25,Insert,RB Tree,Path,10252
40,25,Insert,WAVL Tree,Path,17916
40,25,Delete,RB Tree,Rotations,1462
40,25,Delete,WAVL Tree,Rotations,1465
40,25,Delete,RB Tree,Path,1915
40,25,Delete,WAVL Tree,Path,1988
40,26,Insert,RB Tree,Rotations,5813
40,26,Insert,WAVL Tree,Rotations,6942
40,26,Insert,RB Tree,Path,10176
40,26,Insert,WAVL Tree,Path,17855
40,26,Delete,RB Tree,Rotations,1445
40,26,Delete,WAVL Tree,Rotations,1387
40,26,Delete,RB Tree,Path,1888
40,26,Delete,WAVL Tree,Path,2024
40,27,Insert,RB Tree,Rotations,5836
40,27,Insert,WAVL Tree,Rotations,7084
40,27,Insert,RB Tree,Path,10254
40,27,Insert,WAVL Tree,Path,17846
40,27,Delete,RB Tree,Rotations,1447
40,27,Delete,WAVL Tree,Rotations,1304
40,27,Delete,RB Tree,Path,1909
40,27,Delete,WAVL Tree,Path,2028
40,28,Insert,RB Tree,Rotations,5752
40,28,Insert,WAVL Tree,Rotations,6996
40,28,Insert,RB Tree,Path,10254
40,28,Insert,WAVL Tree,Path,17881
40,28,Delete,RB Tree,Rotations,1390
40,28,Delete,WAVL Tree,Rotations,1341
40,28,Delete,RB Tree,Path,1893
40,28,Delete,WAVL Tree,Path,2060
40,29,Insert,RB Tree,Rotations,5809
40,29,Insert,WAVL Tree,Rotations,6880
40,29,Insert,RB Tree,Path,10210
40,29,Insert,WAVL Tree,Path,17756
40,29,Delete,RB Tree,Rotations,1376
40,29,Delete,WAVL Tree,Rotations,1365
40,29,Delete,RB Tree,Path,1893
40,29,Delete,WAVL Tree,Path,2040
40,30,Insert,RB Tree,Rotations,5833
40,30,Insert,WAVL Tree,Rotations,6996
40,30,Insert,RB Tree,Path,10280
40,30,Insert,WAVL Tree,Path,17811
40,30,Delete,RB Tree,Rotations,1415
40,30,Delete,WAVL Tree,Rotations,1315
40,30,Delete,RB Tree,Path,1917
40,30,Delete,WAVL Tree,Path,1989
40,31,Insert,RB Tree,Rotations,5818
40,31,Insert,WAVL Tree,Rotations,6987
40,31,Insert,RB Tree,Path,10238
40,31,Insert,WAVL Tree,Path,17822
40,31,Delete,RB Tree,Rotations,1430
40,31,Delete,WAVL Tree,Rotations,1374
40,31,Delete,RB Tree,Path,1919
40,31,Delete,WAVL Tree,Path,1970
40,32,Insert,RB Tree,Rotations,5788
40,32,Insert,WAVL Tree,Rotations,6956
40,32,Insert,RB Tree,Path,10248
40,32,Insert,WAVL Tree,Path,17808
40,32,Delete,RB Tree,Rotations,1405
40,32,Delete,WAVL Tree,Rotations,1370
40,32,Delete,RB Tree,Path,1912
40,32,Delete,WAVL Tree,Path,1961
40,33,Insert,RB Tree,Rotations,5783
40,33,Insert,WAVL Tree,Rotations,6850
40,33,Insert,RB Tree,Path,10150
40,33,Insert,WAVL Tree,Path,17758
40,33,Delete,RB Tree,Rotations,1442
40,33,Delete,WAVL Tree,Rotations,1421
40,33,Delete,RB Tree,Path,1842
40,33,Delete,WAVL Tree,Path,1990
40,34,Insert,RB Tree,Rotations,5748
40,34,Insert,WAVL Tree,Rotations,6972
40,34,Insert,RB Tree,Path,10216
40,34,Insert,WAVL Tree,Path,17818
40,34,Delete,RB Tree,Rotations,1400
40,34,Delete,WAVL Tree,Rotations,1383
40,34,Delete,RB Tree,Path,1874
40,34,Delete,WAVL Tree,Path,1996
40,35,Insert,RB Tree,Rotations,5887
40,35,Insert,WAVL Tree,Rotations,7024
40,35,Insert,RB Tree,Path,10192
40,35,Insert,WAVL Tree,Path,17810
40,35,Delete,RB Tree,Rotations,1407
40,35,Delete,WAVL Tree,Rotations,1381
40,35,Delete,RB Tree,Path,1854
40,35,Delete,WAVL Tree,Path,1995
40,36,Insert,RB Tree,Rotations,5792
40,36,Insert,WAVL Tree,Rotations,6887
40,36,Insert,RB Tree,Path,10228
40,36,Insert,WAVL Tree,Path,17665
40,36,Delete,RB Tree,Rotations,1458
40,36,Delete,WAVL Tree,Rotations,1360
40,36,Delete,RB Tree,Path,1930
40,36,Delete,WAVL Tree,Path,2019
40,37,Insert,RB Tree,Rotations,5803
40,37,Insert,WAVL Tree,Rotations,7012
40,37,Insert,RB Tree,Path,10282
40,37,Insert,WAVL Tree,Path,17857
40,37,Delete,RB Tree,Rotations,1475
40,37,Delete,WAVL Tree,Rotations,1354
40,37,Delete,RB Tree,Path,1976
40,37,Delete,WAVL Tree,Path,2055
40,38,Insert,RB Tree,Rotations,5814
40,38,Insert,WAVL Tree,Rotations,7006
40,38,Insert,RB Tree,Path,10248
40,38,Insert,WAVL Tree,Path,17874
40,38,Delete,RB Tree,Rotations,1337
40,38,Delete,WAVL Tree,Rotations,1320
40,38,Delete,RB Tree,Path,1896
40,38,Delete,WAVL Tree,Path,2005
40,39,Insert,RB Tree,Rotations,5797
40,39,Insert,WAVL Tree,Rotations,6888
40,39,Insert,RB Tree,Path,10294
40,39,Insert,WAVL Tree,Path,17821
40,39,Delete,RB Tree,Rotations,1403
40,39,Delete,WAVL Tree,Rotations,1398
40,39,Delete,RB Tree,Path,1881
40,39,Delete,WAVL Tree,Path,2011
40,40,Insert,RB Tree,Rotations,5900
40,40,Insert,WAVL Tree,Rotations,6936
40,40,Insert,RB Tree,Path,10316
40,40,Insert,WAVL Tree,Path,17911
40,40,Delete,RB Tree,Rotations,1414
40,40,Delete,WAVL Tree,Rotations,1389
40,40,Delete,RB Tree,Path,1955
40,40,Delete,WAVL Tree,Path,2019
40,41,Insert,RB Tree,Rotations,5822
40,41,Insert,WAVL Tree,Rotations,6890
40,41,Insert,RB Tree,Path,10268
40,41,Insert,WAVL Tree,Path,17770
40,41,Delete,RB Tree,Rotations,1426
40,41,Delete,WAVL Tree,Rotations,1320
40,41,Delete,RB Tree,Path,1901
40,41,Delete,WAVL Tree,Path,2017
40,42,Insert,RB Tree,Rotations,5850
40,42,Insert,WAVL Tree,Rotations,7085
40,42,Insert,RB Tree,Path,10308
40,42,Insert,WAVL Tree,Path,17865
40,42,Delete,RB Tree,Rotations,1389
40,42,Delete,WAVL Tree,Rotations,1320
40,42,Delete,RB Tree,Path,1887
40,42,Delete,WAVL Tree,Path,2053
40,43,Insert,RB Tree,Rotations,5969
40,43,Insert,WAVL Tree,Rotations,6990
40,43,Insert,RB Tree,Path,10288
40,43,Insert,WAVL Tree,Path,17868
40,43,Delete,RB Tree,Rotations,1364
40,43,Delete,WAVL Tree,Rotations,1379
40,43,Delete,RB Tree,Path,1880
40,43,Delete,WAVL Tree,Path,2058
40,44,Insert,RB Tree,Rotations,5912
40,44,Insert,WAVL Tree,Rotations,7089
40,44,Insert,RB Tree,Path,10258
40,44,Insert,WAVL Tree,Path,17858
40,44,Delete,RB Tree,Rotations,1473
40,44,Delete,WAVL Tree,Rotations,1386
40,44,Delete,RB Tree,Path,1960
40,44,Delete,WAVL Tree,Path,1938
40,45,Insert,RB Tree,Rotations,5717
40,45,Insert,WAVL Tree,Rotations,6977
40,45,Insert,RB Tree,Path,10134
40,45,Insert,WAVL Tree,Path,17694
40,45,Delete,RB Tree,Rotations,1451
40,45,Delete,WAVL Tree,Rotations,1373
40,45,Delete,RB Tree,Path,1846
40,45,Delete,WAVL Tree,Path,1924
40,46,Insert,RB Tree,Rotations,5826
40,46,Insert,WAVL Tree,Rotations,7067
40,46,Insert,RB Tree,Path,10180
40,46,Insert,WAVL Tree,Path,17816
40,46,Delete,RB Tree,Rotations,1365
40,46,Delete,WAVL Tree,Rotations,1365
40,46,Delete,RB Tree,Path,1848
40,46,Delete,WAVL Tree,Path,1966
40,47,Insert,RB Tree,Rotations,5955
40,47,Insert,WAVL Tree,Rotations,7125
40,47,Insert,RB Tree,Path,10252
40,47,Insert,WAVL Tree,Path,17899
40,47,Delete,RB Tree,Rotations,1444
40,47,Delete,WAVL Tree,Rotations,1374
40,47,Delete,RB Tree,Path,1920
40,47,Delete,WAVL Tree,Path,2005
40,48,Insert,RB Tree,Rotations,5943
40,48,Insert,WAVL Tree,Rotations,6930
40,48,Insert,RB Tree,Path,10240
40,48,Insert,WAVL Tree,Path,17812
40,48,Delete,RB Tree,Rotations,1437
40,48,Delete,WAVL Tree,Rotations,1420
40,48,Delete,RB Tree,Path,1943
40,48,Delete,WAVL Tree,Path,1977
40,49,Insert,RB Tree,Rotations,5877
40,49,Insert,WAVL Tree,Rotations,6928
40,49,Insert,RB Tree,Path,10290
40,49,Insert,WAVL Tree,Path,17856
40,49,Delete,RB Tree,Rotations,1516
40,49,Delete,WAVL Tree,Rotations,1371
40,49,Delete,RB Tree,Path,1972
40,49,Delete,WAVL Tree,Path,2130
40,50,Insert,RB Tree,Rotations,5736
40,50,Insert,WAVL Tree,Rotations,6900
40,50,Insert,RB Tree,Path,10146
40,50,Insert,WAVL Tree,Path,17678
40,50,Delete,RB Tree,Rotations,1418
40,50,Delete,WAVL Tree,Rotations,1321
40,50,Delete,RB Tree,Path,1875
40,50,Delete,WAVL Tree,Path,2020
50,1,Insert,RB Tree,Rotations,5694
50,1,Insert,WAVL Tree,Rotations,6836
50,1,Insert,RB Tree,Path,10228
50,1,Insert,WAVL Tree,Path,17877
50,1,Delete,RB Tree,Rotations,1808
50,1,Delete,WAVL Tree,Rotations,1793
50,1,Delete,RB Tree,Path,2647
50,1,Delete,WAVL Tree,Path,2923
50,2,Insert,RB Tree,Rotations,5776
50,2,Insert,WAVL Tree,Rotations,6910
50,2,Insert,RB Tree,Path,10238
50,2,Insert,WAVL Tree,Path,17766
50,2,Delete,RB Tree,Rotations,1829
50,2,Delete,WAVL Tree,Rotations,1753
50,2,Delete,RB Tree,Path,2665
50,2,Delete,WAVL Tree,Path,2821
50,3,Insert,RB Tree,Rotations,5852
50,3,Insert,WAVL Tree,Rotations,7021
50,3,Insert,RB Tree,Path,10218
50,3,Insert,WAVL Tree,Path,17819
50,3,Delete,RB Tree,Rotations,1709
50,3,Delete,WAVL Tree,Rotations,1629
50,3,Delete,RB Tree,Path,2590
50,3,Delete,WAVL Tree,Path,2933
50,4,Insert,RB Tree,Rotations,5801
50,4,Insert,WAVL Tree,Rotations,7043
50,4,Insert,RB Tree,Path,10328
50,4,Insert,WAVL Tree,Path,17949
50,4,Delete,RB Tree,Rotations,1842
50,4,Delete,WAVL Tree,Rotations,1824
50,4,Delete,RB Tree,Path,2714
50,4,Delete,WAVL Tree,Path,2898
50,5,Insert,RB Tree,Rotations,5740
50,5,Insert,WAVL Tree,Rotations,6858
50,5,Insert,RB Tree,Path,10310
50,5,Insert,WAVL Tree,Path,17760
50,5,Delete,RB Tree,Rotations,1775
50,5,Delete,WAVL Tree,Rotations,1773
50,5,Delete,RB Tree,Path,2691
50,5,Delete,WAVL Tree,Path,2830
50,6,Insert,RB Tree,Rotations,5849
50,6,Insert,WAVL Tree,Rotations,7100
50,6,Insert,RB Tree,Path,10280
50,6,Insert,WAVL Tree,Path,17892
50,6,Delete,RB Tree,Rotations,1840
50,6,Delete,WAVL Tree,Rotations,1688
50,6,Delete,RB Tree,Path,2653
50,6,Delete,WAVL Tree,Path,2940
50,7,Insert,RB Tree,Rotations,5741
50,7,Insert,WAVL Tree,Rotations,6900
50,7,Insert,RB Tree,Path,10216
50,7,Insert,WAVL Tree,Path,17890
50,7,Delete,RB Tree,Rotations,1869
50,7,Delete,WAVL Tree,Rotations,1740
50,7,Delete,RB Tree,Path,2634
50,7,Delete,WAVL Tree,Path,2894
50,8,Insert,RB Tree,Rotations,5867
50,8,Insert,WAVL Tree,Rotations,6930
50,8,Insert,RB Tree,Path,10198
50,8,Insert,WAVL Tree,Path,17794
50,8,Delete,RB Tree,Rotations,1805
50,8,Delete,WAVL Tree,Rotations,1739
50,8,Delete,RB Tree,Path,2654
50,8,Delete,WAVL Tree,Path,2877
50,9,Insert,RB Tree,Rotations,5854
50,9,Insert,WAVL Tree,Rotations,6963
50,9,Insert,RB Tree,Path,10170
50,9,Insert,WAVL Tree,Path,17820
50,9,Delete,RB Tree,Rotations,1786
50,9,Delete,WAVL Tree,Rotations,1674
50,9,Delete,RB Tree,Path,2614
50,9,Delete,WAVL Tree,Path,2899
50,10,Insert,RB Tree,Rotations,5768
50,10,Insert,WAVL Tree,Rotations,6940
50,10,Insert,RB Tree,Path,10304
50,10,Insert,WAVL Tree,Path,17867
50,10,Delete,RB Tree,Rotations,1854
50,10,Delete,WAVL Tree,Rotations,1723
50,10,Delete,RB Tree,Path,2700
50,10,Delete,WAVL Tree,Path,2883
50,11,Insert,RB Tree,Rotations,5781
50,11,Insert,WAVL Tree,Rotations,6899
50,11,Insert,RB Tree,Path,10250
50,11,Insert,WAVL Tree,Path,17796
50,11,Delete,RB Tree,Rotations,1784
50,11,Delete,WAVL Tree,Rotations,1718
50,11,Delete,RB Tree,Path,2655
50,11,Delete,WAVL Tree,Path,2871
50,12,Insert,RB Tree,Rotations,5776
50,12,Insert,WAVL Tree,Rotations,6917
50,12,Insert,RB Tree,Path,10220
50,12,Insert,WAVL Tree,Path,17893
50,12,Delete,RB Tree,Rotations,1783
50,12,Delete,WAVL Tree,Rotations,1812
50,12,Delete,RB Tree,Path,2608
50,12,Delete,WAVL Tree,Path,2853
50,13,Insert,RB Tree,Rotations,5805
50,13,Insert,WAVL Tree,Rotations,6937
50,13,Insert,RB Tree,Path,10298
50,13,Insert,WAVL Tree,Path,17830
50,13,Delete,RB Tree,Rotations,1842
50,13,Delete,WAVL Tree,Rotations,1677
50,13,Delete,RB Tree,Path,2675
50,13,Delete,WAVL Tree,Path,2825
50,14,Insert,RB Tree,Rotations,5761
50,14,Insert,WAVL Tree,Rotations,6917
50,14,Insert,RB Tree,Path,10216
50,14,Insert,WAVL Tree,Path,17825
50,14,Delete,RB Tree,Rotations,1846
50,14,Delete,WAVL Tree,Rotations,1760
50,14,Delete,RB Tree,Path,2640
50,14,Delete,WAVL Tree,Path,2826
50,15,Insert,RB Tree,Rotations,5861
50,15,Insert,WAVL Tree,Rotations,7006
50,15,Insert,RB Tree,Path,10168
50,15,Insert,WAVL Tree,Path,17945
50,15,Delete,RB Tree,Rotations,1785
50,15,Delete,WAVL Tree,Rotations,1861
50,15,Delete,RB Tree,Path,2605
50,15,Delete,WAVL Tree,Path,2875
50,16,Insert,RB Tree,Rotations,5841
50,16,Insert,WAVL Tree,Rotations,7022
50,16,Insert,RB Tree,Path,10284
50,16,Insert,WAVL Tree,Path,17838
50,16,Delete,RB Tree,Rotations,1904
50,16,Delete,WAVL Tree,Rotations,1752
50,16,Delete,RB Tree,Path,2703
50,16,Delete,WAVL Tree,Path,2862
50,17,Insert,RB Tree,Rotations,5977
50,17,Insert,WAVL Tree,Rotations,7070
50,17,Insert,RB Tree,Path,10200
50,17,Insert,WAVL Tree,Path,17833
50,17,Delete,RB Tree,Rotations,1814
50,17,Delete,WAVL Tree,Rotations,1759
50,17,Delete,RB Tree,Path,2632
50,17,Delete,WAVL Tree,Path,2881
50,18,Insert,RB Tree,Rotations,5790
50,18,Insert,WAVL Tree,Rotations,6943
50,18,Insert,RB Tree,Path,10310
50,18,Insert,WAVL Tree,Path,17885
50,18,Delete,RB Tree,Rotations,1866
50,18,Delete,WAVL Tree,Rotations,1798
50,18,Delete,RB Tree,Path,2700
50,18,Delete,WAVL Tree,Path,2851
50,19,Insert,RB Tree,Rotations,5753
50,19,Insert,WAVL Tree,Rotations,6883
50,19,Insert,RB Tree,Path,10244
50,19,Insert,WAVL Tree,Path,17749
50,19,Delete,RB Tree,Rotations,1774
50,19,Delete,WAVL Tree,Rotations,1699
50,19,Delete,RB Tree,Path,2638
50,19,Delete,WAVL Tree,Path,2788
50,20,Insert,RB Tree,Rotations,5892
50,20,Insert,WAVL Tree,Rotations,6977
50,20,Insert,RB Tree,Path,10312
50,20,Insert,WAVL Tree,Path,17802
50,20,Delete,RB Tree,Rotations,1776
50,20,Delete,WAVL Tree,Rotations,1648
50,20,Delete,RB Tree,Path,2647
50,20,Delete,WAVL Tree,Path,2929
50,21,Insert,RB Tree,Rotations,5777
50,21,Insert,WAVL Tree,Rotations,7006
50,21,Insert,RB Tree,Path,10234
50,21,Insert,WAVL Tree,Path,17955
50,21,Delete,RB Tree,Rotations,1720
50,21,Delete,WAVL Tree,Rotations,1665
50,21,Delete,RB Tree,Path,2627
50,21,Delete,WAVL Tree,Path,2924
50,22,Insert,RB Tree,Rotations,5780
50,22,Insert,WAVL Tree,Rotations,6975
50,22,Insert,RB Tree,Path,10238
50,22,Insert,WAVL Tree,Path,17888
50,22,Delete,RB Tree,Rotations,1847
50,22,Delete,WAVL Tree,Rotations,1763
50,22,Delete,RB Tree,Path,2643
50,22,Delete,WAVL Tree,Path,2849
50,23,Insert,RB Tree,Rotations,5778
50,23,Insert,WAVL Tree,Rotations,6930
50,23,Insert,RB Tree,Path,10194
50,23,Insert,WAVL Tree,Path,17763
50,23,Delete,RB Tree,Rotations,1750
50,23,Delete,WAVL Tree,Rotations,1724
50,23,Delete,RB Tree,Path,2603
50,23,Delete,WAVL Tree,Path,2885
50,24,Insert,RB Tree,Rotations,5869
50,24,Insert,WAVL Tree,Rotations,7079
50,24,Insert,RB Tree,Path,10246
50,24,Insert,WAVL Tree,Path,17806
50,24,Delete,RB Tree,Rotations,1821
50,24,Delete,WAVL Tree,Rotations,1777
50,24,Delete,RB Tree,Path,2661
50,24,Delete,WAVL Tree,Path,2810
50,25,Insert,RB Tree,Rotations,5798
50,25,Insert,WAVL Tree,Rotations,6986
50,25,Insert,RB Tree,Path,10348
50,25,Insert,WAVL Tree,Path,17842
50,25,Delete,RB Tree,Rotations,1854
50,25,Delete,WAVL Tree,Rotations,1801
50,25,Delete,RB Tree,Path,2715
50,25,Delete,WAVL Tree,Path,2826
50,26,Insert,RB Tree,Rotations,5834
50,26,Insert,WAVL Tree,Rotations,7032
50,26,Insert,RB Tree,Path,10284
50,26,Insert,WAVL Tree,Path,17895
50,26,Delete,RB Tree,Rotations,1757
50,26,Delete,WAVL Tree,Rotations,1674
50,26,Delete,RB Tree,Path,2619
50,26,Delete,WAVL Tree,Path,2874
50,27,Insert,RB Tree,Rotations,5829
50,27,Insert,WAVL Tree,Rotations,6919
50,27,Insert,RB Tree,Path,10214
50,27,Insert,WAVL Tree,Path,17729
50,27,Delete,RB Tree,Rotations,1777
50,27,Delete,WAVL Tree,Rotations,1738
50,27,Delete,RB Tree,Path,2553
50,27,Delete,WAVL Tree,Path,2825
50,28,Insert,RB Tree,Rotations,5868
50,28,Insert,WAVL Tree,Rotations,6918
50,28,Insert,RB Tree,Path,10256
50,28,Insert,WAVL Tree,Path,17832
50,28,Delete,RB Tree,Rotations,1827
50,28,Delete,WAVL Tree,Rotations,1723
50,28,Delete,RB Tree,Path,2655
50,28,Delete,WAVL Tree,Path,2878
50,29,Insert,RB Tree,Rotations,5840
50,29,Insert,WAVL Tree,Rotations,7054
50,29,Insert,RB Tree,Path,10198
50,29,Insert,WAVL Tree,Path,17844
50,29,Delete,RB Tree,Rotations,1770
50,29,Delete,WAVL Tree,Rotations,1674
50,29,Delete,RB Tree,Path,2649
50,29,Delete,WAVL Tree,Path,2872
50,30,Insert,RB Tree,Rotations,5952
50,30,Insert,WAVL Tree,Rotations,7054
50,30,Insert,RB Tree,Path,10210
50,30,Insert,WAVL Tree,Path,17922
50,30,Delete,RB Tree,Rotations,1768
50,30,Delete,WAVL Tree,Rotations,1734
50,30,Delete,RB Tree,Path,2591
50,30,Delete,WAVL Tree,Path,2897
50,31,Insert,RB Tree,Rotations,5771
50,31,Insert,WAVL Tree,Rotations,7002
50,31,Insert,RB Tree,Path,10218
50,31,Insert,WAVL Tree,Path,17732
50,31,Delete,RB Tree,Rotations,1738
50,31,Delete,WAVL Tree,Rotations,1640
50,31,Delete,RB Tree,Path,2600
50,31,Delete,WAVL Tree,Path,2795
50,32,Insert,RB Tree,Rotations,5912
50,32,Insert,WAVL Tree,Rotations,7032
50,32,Insert,RB Tree,Path,10270
50,32,Insert,WAVL Tree,Path,17906
50,32,Delete,RB Tree,Rotations,1869
50,32,Delete,WAVL Tree,Rotations,1723
50,32,Delete,RB Tree,Path,2680
50,32,Delete,WAVL Tree,Path,2872
50,33,Insert,RB Tree,Rotations,5969
50,33,Insert,WAVL Tree,Rotations,7000
50,33,Insert,RB Tree,Path,10228
50,33,Insert,WAVL Tree,Path,17833
50,33,Delete,RB Tree,Rotations,1805
50,33,Delete,WAVL Tree,Rotations,1782
50,33,Delete,RB Tree,Path,2644
50,33,Delete,WAVL Tree,Path,2909
50,34,Insert,RB Tree,Rotations,5878
50,34,Insert,WAVL Tree,Rotations,7177
50,34,Insert,RB Tree,Path,10248
50,34,Insert,WAVL Tree,Path,17978
50,34,Delete,RB Tree,Rotations,1836
50,34,Delete,WAVL Tree,Rotations,1755
50,34,Delete,RB Tree,Path,2660
50,34,Delete,WAVL Tree,Path,2879
50,35,Insert,RB Tree,Rotations,5648
50,35,Insert,WAVL Tree,Rotations,6801
50,35,Insert,RB Tree,Path,10272
50,35,Insert,WAVL Tree,Path,17761
50,35,Delete,RB Tree,Rotations,1796
50,35,Delete,WAVL Tree,Rotations,1717
50,35,Delete,RB Tree,Path,2665
50,35,Delete,WAVL Tree,Path,2954
50,36,Insert,RB Tree,Rotations,5770
50,36,Insert,WAVL Tree,Rotations,6964
50,36,Insert,RB Tree,Path,10254
50,36,Insert,WAVL Tree,Path,17885
50,36,Delete,RB Tree,Rotations,1789
50,36,Delete,WAVL Tree,Rotations,1725
50,36,Delete,RB Tree,Path,2664
50,36,Delete,WAVL Tree,Path,2868
50,37,Insert,RB Tree,Rotations,5802
50,37,Insert,WAVL Tree,Rotations,6917
50,37,Insert,RB Tree,Path,10270
50,37,Insert,WAVL Tree,Path,17748
50,37,Delete,RB Tree,Rotations,1783
50,37,Delete,WAVL Tree,Rotations,1733
50,37,Delete,RB Tree,Path,2669
50,37,Delete,WAVL Tree,Path,2858
50,38,Insert,RB Tree,Rotations,5836
50,38,Insert,WAVL Tree,Rotations,7040
50,38,Insert,RB Tree,Path,10268
50,38,Insert,WAVL Tree,Path,17782
50,38,Delete,RB Tree,Rotations,1809
50,38,Delete,WAVL Tree,Rotations,1748
50,38,Delete,RB Tree,Path,2658
50,38,Delete,WAVL Tree,Path,2862
50,39,Insert,RB Tree,Rotations,5758
50,39,Insert,WAVL Tree,Rotations,6828
50,39,Insert,RB Tree,Path,10230
50,39,Insert,WAVL Tree,Path,17760
50,39,Delete,RB Tree,Rotations,1725
50,39,Delete,WAVL Tree,Rotations,1710
50,39,Delete,RB Tree,Path,2620
50,39,Delete,WAVL Tree,Path,2874
50,40,Insert,RB Tree,Rotations,5823
50,40,Insert,WAVL Tree,Rotations,6992
50,40,Insert,RB Tree,Path,10304
50,40,Insert,WAVL Tree,Path,17814
