Ratio,Run,Phase,Tree,Metric,Value_ns
40,3,Traversal,RB Tree,Latency,47781792
40,3,Traversal,WAVL Tree,Latency,48195412
40,4,Insert,RB Tree,Latency,1000
40,4,Insert,WAVL Tree,Latency,1041
40,4,Lookup,RB Tree,Latency,1005
40,4,Lookup,WAVL Tree,Latency,1018
40,4,Delete,RB Tree,Latency,1007
40,4,Delete,WAVL Tree,Latency,1013
40,4,Traversal,RB Tree,Latency,47976172
40,4,Traversal,WAVL Tree,Latency,49166392
40,5,Insert,RB Tree,Latency,1003
40,5,Insert,WAVL Tree,Latency,1043
40,5,Lookup,RB Tree,Latency,1006
40,5,Lookup,WAVL Tree,Latency,1020
40,5,Delete,RB Tree,Latency,1008
40,5,Delete,WAVL Tree,Latency,1014
40,5,Traversal,RB Tree,Latency,49021965
40,5,Traversal,WAVL Tree,Latency,49113109
40,6,Insert,RB Tree,Latency,1005
40,6,Insert,WAVL Tree,Latency,1046
40,6,Lookup,RB Tree,Latency,1008
40,6,Lookup,WAVL Tree,Latency,1026
40,6,Delete,RB Tree,Latency,1006
40,6,Delete,WAVL Tree,Latency,1012
40,6,Traversal,RB Tree,Latency,48839467
40,6,Traversal,WAVL Tree,Latency,48996687
40,7,Insert,RB Tree,Latency,1002
40,7,Insert,WAVL Tree,Latency,1044
40,7,Lookup,RB Tree,Latency,1007
40,7,Lookup,WAVL Tree,Latency,1026
40,7,Delete,RB Tree,Latency,1006
40,7,Delete,WAVL Tree,Latency,1009
40,7,Traversal,RB Tree,Latency,47352561
40,7,Traversal,WAVL Tree,Latency,48816915
40,8,Insert,RB Tree,Latency,1001
40,8,Insert,WAVL Tree,Latency,1042
40,8,Lookup,RB Tree,Latency,1007
40,8,Lookup,WAVL Tree,Latency,1019
40,8,Delete,RB Tree,Latency,1009
40,8,Delete,WAVL Tree,Latency,1013
40,8,Traversal,RB Tree,Latency,47244385
40,8,Traversal,WAVL Tree,Latency,48633375
40,9,Insert,RB Tree,Latency,1007
40,9,Insert,WAVL Tree,Latency,1044
40,9,Lookup,RB Tree,Latency,1009
40,9,Lookup,WAVL Tree,Latency,1021
40,9,Delete,RB Tree,Latency,1007
40,9,Delete,WAVL Tree,Latency,1014
40,9,Traversal,RB Tree,Latency,49794272
40,9,Traversal,WAVL Tree,Latency,49872986
40,10,Insert,RB Tree,Latency,1001
40,10,Insert,WAVL Tree,Latency,1044
40,10,Lookup,RB Tree,Latency,1007
40,10,Lookup,WAVL Tree,Latency,1023
40,10,Delete,RB Tree,Latency,1007
40,10,Delete,WAVL Tree,Latency,1012
40,10,Traversal,RB Tree,Latency,47689817
40,10,Traversal,WAVL Tree,Latency,47993707
40,11,Insert,RB Tree,Latency,1001
40,11,Insert,WAVL Tree,Latency,1041
40,11,Lookup,RB Tree,Latency,1006
40,11,Lookup,WAVL Tree,Latency,1022
40,11,Delete,RB Tree,Latency,1006
40,11,Delete,WAVL Tree,Latency,1011
40,11,Traversal,RB Tree,Latency,47756744
40,11,Traversal,WAVL Tree,Latency,48171686
40,12,Insert,RB Tree,Latency,1002
40,12,Insert,WAVL Tree,Latency,1043
40,12,Lookup,RB Tree,Latency,1007
40,12,Lookup,WAVL Tree,Latency,1020
40,12,Delete,RB Tree,Latency,1008
40,12,Delete,WAVL Tree,Latency,1013
40,12,Traversal,RB Tree,Latency,47398185
40,12,Traversal,WAVL Tree,Latency,48987481
40,13,Insert,RB Tree,Latency,1005
40,13,Insert,WAVL Tree,Latency,1045
40,13,Lookup,RB Tree,Latency,1007
40,13,Lookup,WAVL Tree,Latency,1023
40,13,Delete,RB Tree,Latency,1008
40,13,Delete,WAVL Tree,Latency,1012
40,13,Traversal,RB Tree,Latency,49900364
40,13,Traversal,WAVL Tree,Latency,49731831
40,14,Insert,RB Tree,Latency,1011
40,14,Insert,WAVL Tree,Latency,1045
40,14,Lookup,RB Tree,Latency,1011
40,14,Lookup,WAVL Tree,Latency,1025
40,14,Delete,RB Tree,Latency,1007
40,14,Delete,WAVL Tree,Latency,1014
40,14,Traversal,RB Tree,Latency,48890724
40,14,Traversal,WAVL Tree,Latency,48918172
40,15,Insert,RB Tree,Latency,1005
40,15,Insert,WAVL Tree,Latency,1045
40,15,Lookup,RB Tree,Latency,1007
40,15,Lookup,WAVL Tree,Latency,1021
40,15,Delete,RB Tree,Latency,1007
40,15,Delete,WAVL Tree,Latency,1014
40,15,Traversal,RB Tree,Latency,49583036
40,15,Traversal,WAVL Tree,Latency,49839223
40,16,Insert,RB Tree,Latency,1015
40,16,Insert,WAVL Tree,Latency,1043
40,16,Lookup,RB Tree,Latency,1009
40,16,Lookup,WAVL Tree,Latency,1023
40,16,Delete,RB Tree,Latency,1006
40,16,Delete,WAVL Tree,Latency,1014
40,16,Traversal,RB Tree,Latency,47894453
40,16,Traversal,WAVL Tree,Latency,48260363
40,17,Insert,RB Tree,Latency,1007
40,17,Insert,WAVL Tree,Latency,1045
40,17,Lookup,RB Tree,Latency,1008
40,17,Lookup,WAVL Tree,Latency,1025
40,17,Delete,RB Tree,Latency,1008
40,17,Delete,WAVL Tree,Latency,1012
40,17,Traversal,RB Tree,Latency,48846522
40,17,Traversal,WAVL Tree,Latency,49095164
40,18,Insert,RB Tree,Latency,1007
40,18,Insert,WAVL Tree,Latency,1048
40,18,Lookup,RB Tree,Latency,1008
40,18,Lookup,WAVL Tree,Latency,1024
40,18,Delete,RB Tree,Latency,1008
40,18,Delete,WAVL Tree,Latency,1014
40,18,Traversal,RB Tree,Latency,48587011
40,18,Traversal,WAVL Tree,Latency,49014103
40,19,Insert,RB Tree,Latency,1008
40,19,Insert,WAVL Tree,Latency,1045
40,19,Lookup,RB Tree,Latency,1011
40,19,Lookup,WAVL Tree,Latency,1021
40,19,Delete,RB Tree,Latency,1007
40,19,Delete,WAVL Tree,Latency,1015
40,19,Traversal,RB Tree,Latency,48724771
40,19,Traversal,WAVL Tree,Latency,48920193
40,20,Insert,RB Tree,Latency,1003
40,20,Insert,WAVL Tree,Latency,1043
40,20,Lookup,RB Tree,Latency,1007
40,20,Lookup,WAVL Tree,Latency,1019
40,20,Delete,RB Tree,Latency,1009
40,20,Delete,WAVL Tree,Latency,1015
40,20,Traversal,RB Tree,Latency,50045609
40,20,Traversal,WAVL Tree,Latency,51552269
40,21,Insert,RB Tree,Latency,1002
40,21,Insert,WAVL Tree,Latency,1042
40,21,Lookup,RB Tree,Latency,1006
40,21,Lookup,WAVL Tree,Latency,1018
40,21,Delete,RB Tree,Latency,1009
40,21,Delete,WAVL Tree,Latency,1016
40,21,Traversal,RB Tree,Latency,47642057
40,21,Traversal,WAVL Tree,Latency,48141437
40,22,Insert,RB Tree,Latency,1003
40,22,Insert,WAVL Tree,Latency,1042
40,22,Lookup,RB Tree,Latency,1007
40,22,Lookup,WAVL Tree,Latency,1022
40,22,Delete,RB Tree,Latency,1008
40,22,Delete,WAVL Tree,Latency,1013
40,22,Traversal,RB Tree,Latency,47829201
40,22,Traversal,WAVL Tree,Latency,48053397
40,23,Insert,RB Tree,Latency,1004
40,23,Insert,WAVL Tree,Latency,1045
40,23,Lookup,RB Tree,Latency,1015
40,23,Lookup,WAVL Tree,Latency,1026
40,23,Delete,RB Tree,Latency,1006
40,23,Delete,WAVL Tree,Latency,1010
40,23,Traversal,RB Tree,Latency,47997487
40,23,Traversal,WAVL Tree,Latency,49440588
40,24,Insert,RB Tree,Latency,1001
40,24,Insert,WAVL Tree,Latency,1047
40,24,Lookup,RB Tree,Latency,1006
40,24,Lookup,WAVL Tree,Latency,1025
40,24,Delete,RB Tree,Latency,1008
40,24,Delete,WAVL Tree,Latency,1014
40,24,Traversal,RB Tree,Latency,47294902
40,24,Traversal,WAVL Tree,Latency,48376353
40,25,Insert,RB Tree,Latency,1005
40,25,Insert,WAVL Tree,Latency,1043
40,25,Lookup,RB Tree,Latency,1007
40,25,Lookup,WAVL Tree,Latency,1021
40,25,Delete,RB Tree,Latency,1007
40,25,Delete,WAVL Tree,Latency,1013
40,25,Traversal,RB Tree,Latency,49756353
40,25,Traversal,WAVL Tree,Latency,49660528
40,26,Insert,RB Tree,Latency,1006
40,26,Insert,WAVL Tree,Latency,1045
40,26,Lookup,RB Tree,Latency,1007
40,26,Lookup,WAVL Tree,Latency,1025
40,26,Delete,RB Tree,Latency,1008
40,26,Delete,WAVL Tree,Latency,1014
40,26,Traversal,RB Tree,Latency,48718243
40,26,Traversal,WAVL Tree,Latency,48869733
40,27,Insert,RB Tree,Latency,1004
40,27,Insert,WAVL Tree,Latency,1044
40,27,Lookup,RB Tree,Latency,1011
40,27,Lookup,WAVL Tree,Latency,1021
40,27,Delete,RB Tree,Latency,1008
40,27,Delete,WAVL Tree,Latency,1014
40,27,Traversal,RB Tree,Latency,48821022
40,27,Traversal,WAVL Tree,Latency,49230371
40,28,Insert,RB Tree,Latency,1001
40,28,Insert,WAVL Tree,Latency,1042
40,28,Lookup,RB Tree,Latency,1005
40,28,Lookup,WAVL Tree,Latency,1019
40,28,Delete,RB Tree,Latency,1008
40,28,Delete,WAVL Tree,Latency,1012
40,28,Traversal,RB Tree,Latency,49914661
40,28,Traversal,WAVL Tree,Latency,51467271
40,29,Insert,RB Tree,Latency,1005
40,29,Insert,WAVL Tree,Latency,1045
40,29,Lookup,RB Tree,Latency,1008
40,29,Lookup,WAVL Tree,Latency,1021
40,29,Delete,RB Tree,Latency,1006
40,29,Delete,WAVL Tree,Latency,1013
40,29,Traversal,RB Tree,Latency,49503610
40,29,Traversal,WAVL Tree,Latency,49611168
40,30,Insert,RB Tree,Latency,1005
40,30,Insert,WAVL Tree,Latency,1043
40,30,Lookup,RB Tree,Latency,1006
40,30,Lookup,WAVL Tree,Latency,1022
40,30,Delete,RB Tree,Latency,1007
40,30,Delete,WAVL Tree,Latency,1014
40,30,Traversal,RB Tree,Latency,49698932
40,30,Traversal,WAVL Tree,Latency,49626435
40,31,Insert,RB Tree,Latency,1001
40,31,Insert,WAVL Tree,Latency,1043
40,31,Lookup,RB Tree,Latency,1006
40,31,Lookup,WAVL Tree,Latency,1021
40,31,Delete,RB Tree,Latency,1008
40,31,Delete,WAVL Tree,Latency,1013
40,31,Traversal,RB Tree,Latency,48883979
40,31,Traversal,WAVL Tree,Latency,49137089
40,32,Insert,RB Tree,Latency,1005
40,32,Insert,WAVL Tree,Latency,1045
40,32,Lookup,RB Tree,Latency,1012
40,32,Lookup,WAVL Tree,Latency,1024
40,32,Delete,RB Tree,Latency,1008
40,32,Delete,WAVL Tree,Latency,1012
40,32,Traversal,RB Tree,Latency,48885418
40,32,Traversal,WAVL Tree,Latency,49132453
40,33,Insert,RB Tree,Latency,1003
40,33,Insert,WAVL Tree,Latency,1044
40,33,Lookup,RB Tree,Latency,1006
40,33,Lookup,WAVL Tree,Latency,1043
40,33,Delete,RB Tree,Latency,1007
40,33,Delete,WAVL Tree,Latency,1012
40,33,Traversal,RB Tree,Latency,49704861
40,33,Traversal,WAVL Tree,Latency,49671058
40,34,Insert,RB Tree,Latency,1003
40,34,Insert,WAVL Tree,Latency,1044
40,34,Lookup,RB Tree,Latency,1008
40,34,Lookup,WAVL Tree,Latency,1023
40,34,Delete,RB Tree,Latency,1007
40,34,Delete,WAVL Tree,Latency,1012
40,34,Traversal,RB Tree,Latency,49050200
40,34,Traversal,WAVL Tree,Latency,49161739
40,35,Insert,RB Tree,Latency,1019
40,35,Insert,WAVL Tree,Latency,1046
40,35,Lookup,RB Tree,Latency,1015
40,35,Lookup,WAVL Tree,Latency,1023
40,35,Delete,RB Tree,Latency,1008
40,35,Delete,WAVL Tree,Latency,1015
40,35,Traversal,RB Tree,Latency,47637679
40,35,Traversal,WAVL Tree,Latency,48180426
40,36,Insert,RB Tree,Latency,1002
40,36,Insert,WAVL Tree,Latency,1041
40,36,Lookup,RB Tree,Latency,1006
40,36,Lookup,WAVL Tree,Latency,1020
40,36,Delete,RB Tree,Latency,1007
40,36,Delete,WAVL Tree,Latency,1013
40,36,Traversal,RB Tree,Latency,50007348
40,36,Traversal,WAVL Tree,Latency,51485078
40,37,Insert,RB Tree,Latency,1005
40,37,Insert,WAVL Tree,Latency,1046
40,37,Lookup,RB Tree,Latency,1008
40,37,Lookup,WAVL Tree,Latency,1027
40,37,Delete,RB Tree,Latency,1006
40,37,Delete,WAVL Tree,Latency,1010
40,37,Traversal,RB Tree,Latency,48497888
40,37,Traversal,WAVL Tree,Latency,48890125
40,38,Insert,RB Tree,Latency,1002
40,38,Insert,WAVL Tree,Latency,1042
40,38,Lookup,RB Tree,Latency,1009
40,38,Lookup,WAVL Tree,Latency,1023
40,38,Delete,RB Tree,Latency,1007
40,38,Delete,WAVL Tree,Latency,1011
40,38,Traversal,RB Tree,Latency,47638733
40,38,Traversal,WAVL Tree,Latency,47943596
40,39,Insert,RB Tree,Latency,1007
40,39,Insert,WAVL Tree,Latency,1045
40,39,Lookup,RB Tree,Latency,1007
40,39,Lookup,WAVL Tree,Latency,1021
40,39,Delete,RB Tree,Latency,1006
40,39,Delete,WAVL Tree,Latency,1011
40,39,Traversal,RB Tree,Latency,49753826
40,39,Traversal,WAVL Tree,Latency,49785324
40,40,Insert,RB Tree,Latency,1008
40,40,Insert,WAVL Tree,Latency,1045
40,40,Lookup,RB Tree,Latency,1011
40,40,Lookup,WAVL Tree,Latency,1022
40,40,Delete,RB Tree,Latency,1007
40,40,Delete,WAVL Tree,Latency,1013
40,40,Traversal,RB Tree,Latency,49666782
40,40,Traversal,WAVL Tree,Latency,49662451
40,41,Insert,RB Tree,Latency,1005
40,41,Insert,WAVL Tree,Latency,1045
40,41,Lookup,RB Tree,Latency,1006
40,41,Lookup,WAVL Tree,Latency,1022
40,41,Delete,RB Tree,Latency,1008
40,41,Delete,WAVL Tree,Latency,1015
40,41,Traversal,RB Tree,Latency,48984892
40,41,Traversal,WAVL Tree,Latency,49471625
40,42,Insert,RB Tree,Latency,1001
40,42,Insert,WAVL Tree,Latency,1051
40,42,Lookup,RB Tree,Latency,1006
40,42,Lookup,WAVL Tree,Latency,1032
40,42,Delete,RB Tree,Latency,1007
40,42,Delete,WAVL Tree,Latency,1011
40,42,Traversal,RB Tree,Latency,47109044
40,42,Traversal,WAVL Tree,Latency,48489131
40,43,Insert,RB Tree,Latency,1007
40,43,Insert,WAVL Tree,Latency,1043
40,43,Lookup,RB Tree,Latency,1011
40,43,Lookup,WAVL Tree,Latency,1023
40,43,Delete,RB Tree,Latency,1007
40,43,Delete,WAVL Tree,Latency,1013
40,43,Traversal,RB Tree,Latency,48643465
40,43,Traversal,WAVL Tree,Latency,49047154
40,44,Insert,RB Tree,Latency,1006
40,44,Insert,WAVL Tree,Latency,1044
40,44,Lookup,RB Tree,Latency,1008
40,44,Lookup,WAVL Tree,Latency,1021
40,44,Delete,RB Tree,Latency,1007
40,44,Delete,WAVL Tree,Latency,1014
40,44,Traversal,RB Tree,Latency,48948520
40,44,Traversal,WAVL Tree,Latency,49135417
40,45,Insert,RB Tree,Latency,1003
40,45,Insert,WAVL Tree,Latency,1043
40,45,Lookup,RB Tree,Latency,1007
40,45,Lookup,WAVL Tree,Latency,1021
40,45,Delete,RB Tree,Latency,1009
40,45,Delete,WAVL Tree,Latency,1013
40,45,Traversal,RB Tree,Latency,47684496
40,45,Traversal,WAVL Tree,Latency,49230738
40,46,Insert,RB Tree,Latency,1006
40,46,Insert,WAVL Tree,Latency,1044
40,46,Lookup,RB Tree,Latency,1008
40,46,Lookup,WAVL Tree,Latency,1024
40,46,Delete,RB Tree,Latency,1009
40,46,Delete,WAVL Tree,Latency,1014
40,46,Traversal,RB Tree,Latency,47727852
40,46,Traversal,WAVL Tree,Latency,48053179
40,47,Insert,RB Tree,Latency,1007
40,47,Insert,WAVL Tree,Latency,1043
40,47,Lookup,RB Tree,Latency,1009
40,47,Lookup,WAVL Tree,Latency,1023
40,47,Delete,RB Tree,Latency,1008
40,47,Delete,WAVL Tree,Latency,1014
40,47,Traversal,RB Tree,Latency,48859772
40,47,Traversal,WAVL Tree,Latency,48901120
40,48,Insert,RB Tree,Latency,1010
40,48,Insert,WAVL Tree,Latency,1047
40,48,Lookup,RB Tree,Latency,1012
40,48,Lookup,WAVL Tree,Latency,1025
40,48,Delete,RB Tree,Latency,1006
40,48,Delete,WAVL Tree,Latency,1011
40,48,Traversal,RB Tree,Latency,48564744
40,48,Traversal,WAVL Tree,Latency,49195979
40,49,Insert,RB Tree,Latency,1002
40,49,Insert,WAVL Tree,Latency,1044
40,49,Lookup,RB Tree,Latency,1007
40,49,Lookup,WAVL Tree,Latency,1021
40,49,Delete,RB Tree,Latency,1008
40,49,Delete,WAVL Tree,Latency,1014
40,49,Traversal,RB Tree,Latency,47650844
40,49,Traversal,WAVL Tree,Latency,48059421
40,50,Insert,RB Tree,Latency,1009
40,50,Insert,WAVL Tree,Latency,1046
40,50,Lookup,RB Tree,Latency,1009
40,50,Lookup,WAVL Tree,Latency,1026
40,50,Delete,RB Tree,Latency,1007
40,50,Delete,WAVL Tree,Latency,1011
40,50,Traversal,RB Tree,Latency,48031889
40,50,Traversal,WAVL Tree,Latency,48128342
50,1,Insert,RB Tree,Latency,1004
50,1,Insert,WAVL Tree,Latency,1043
50,1,Lookup,RB Tree,Latency,1009
50,1,Lookup,WAVL Tree,Latency,1021
50,1,Delete,RB Tree,Latency,1008
50,1,Delete,WAVL Tree,Latency,1016
50,1,Traversal,RB Tree,Latency,41172243
50,1,Traversal,WAVL Tree,Latency,41511817
50,2,Insert,RB Tree,Latency,1004
50,2,Insert,WAVL Tree,Latency,1044
50,2,Lookup,RB Tree,Latency,1008
50,2,Lookup,WAVL Tree,Latency,1020
50,2,Delete,RB Tree,Latency,1007
50,2,Delete,WAVL Tree,Latency,1013
50,2,Traversal,RB Tree,Latency,41769663
50,2,Traversal,WAVL Tree,Latency,41540091
50,3,Insert,RB Tree,Latency,1012
50,3,Insert,WAVL Tree,Latency,1055
50,3,Lookup,RB Tree,Latency,1009
50,3,Lookup,WAVL Tree,Latency,1035
50,3,Delete,RB Tree,Latency,1008
50,3,Delete,WAVL Tree,Latency,1015
50,3,Traversal,RB Tree,Latency,40172289
50,3,Traversal,WAVL Tree,Latency,40906052
50,4,Insert,RB Tree,Latency,1009
50,4,Insert,WAVL Tree,Latency,1046
50,4,Lookup,RB Tree,Latency,1010
50,4,Lookup,WAVL Tree,Latency,1021
50,4,Delete,RB Tree,Latency,1007
50,4,Delete,WAVL Tree,Latency,1016
50,4,Traversal,RB Tree,Latency,40264611
50,4,Traversal,WAVL Tree,Latency,40858129
50,5,Insert,RB Tree,Latency,1004
50,5,Insert,WAVL Tree,Latency,1043
50,5,Lookup,RB Tree,Latency,1008
50,5,Lookup,WAVL Tree,Latency,1019
50,5,Delete,RB Tree,Latency,1009
50,5,Delete,WAVL Tree,Latency,1015
50,5,Traversal,RB Tree,Latency,40528603
50,5,Traversal,WAVL Tree,Latency,41017429
50,6,Insert,RB Tree,Latency,1005
50,6,Insert,WAVL Tree,Latency,1044
50,6,Lookup,RB Tree,Latency,1006
50,6,Lookup,WAVL Tree,Latency,1020
50,6,Delete,RB Tree,Latency,1007
50,6,Delete,WAVL Tree,Latency,1014
50,6,Traversal,RB Tree,Latency,40113941
50,6,Traversal,WAVL Tree,Latency,40698589
50,7,Insert,RB Tree,Latency,1003
50,7,Insert,WAVL Tree,Latency,1046
50,7,Lookup,RB Tree,Latency,1005
50,7,Lookup,WAVL Tree,Latency,1020
50,7,Delete,RB Tree,Latency,1008
50,7,Delete,WAVL Tree,Latency,1014
50,7,Traversal,RB Tree,Latency,39013985
50,7,Traversal,WAVL Tree,Latency,40076216
50,8,Insert,RB Tree,Latency,1001
50,8,Insert,WAVL Tree,Latency,1042
50,8,Lookup,RB Tree,Latency,1006
50,8,Lookup,WAVL Tree,Latency,1018
50,8,Delete,RB Tree,Latency,1007
50,8,Delete,WAVL Tree,Latency,1014
50,8,Traversal,RB Tree,Latency,40799632
50,8,Traversal,WAVL Tree,Latency,40932611
50,9,Insert,RB Tree,Latency,1002
50,9,Insert,WAVL Tree,Latency,1045
50,9,Lookup,RB Tree,Latency,1008
50,9,Lookup,WAVL Tree,Latency,1023
50,9,Delete,RB Tree,Latency,1008
50,9,Delete,WAVL Tree,Latency,1015
50,9,Traversal,RB Tree,Latency,41405923
50,9,Traversal,WAVL Tree,Latency,41547074
50,10,Insert,RB Tree,Latency,1003
50,10,Insert,WAVL Tree,Latency,1044
50,10,Lookup,RB Tree,Latency,1008
50,10,Lookup,WAVL Tree,Latency,1020
50,10,Delete,RB Tree,Latency,1008
50,10,Delete,WAVL Tree,Latency,1015
50,10,Traversal,RB Tree,Latency,40784389
50,10,Traversal,WAVL Tree,Latency,42773213
50,11,Insert,RB Tree,Latency,1003
50,11,Insert,WAVL Tree,Latency,1044
50,11,Lookup,RB Tree,Latency,1006
50,11,Lookup,WAVL Tree,Latency,1018
50,11,Delete,RB Tree,Latency,1008
50,11,Delete,WAVL Tree,Latency,1015
50,11,Traversal,RB Tree,Latency,40480078
50,11,Traversal,WAVL Tree,Latency,41081978
50,12,Insert,RB Tree,Latency,1005
50,12,Insert,WAVL Tree,Latency,1045
50,12,Lookup,RB Tree,Latency,1010
50,12,Lookup,WAVL Tree,Latency,1020
50,12,Delete,RB Tree,Latency,1008
50,12,Delete,WAVL Tree,Latency,1014
50,12,Traversal,RB Tree,Latency,39550123
50,12,Traversal,WAVL Tree,Latency,40146085
50,13,Insert,RB Tree,Latency,1002
50,13,Insert,WAVL Tree,Latency,1042
50,13,Lookup,RB Tree,Latency,1007
50,13,Lookup,WAVL Tree,Latency,1020
50,13,Delete,RB Tree,Latency,1006
50,13,Delete,WAVL Tree,Latency,1016
50,13,Traversal,RB Tree,Latency,39586014
50,13,Traversal,WAVL Tree,Latency,39940113
50,14,Insert,RB Tree,Latency,1005
50,14,Insert,WAVL Tree,Latency,1044
50,14,Lookup,RB Tree,Latency,1007
50,14,Lookup,WAVL Tree,Latency,1016
50,14,Delete,RB Tree,Latency,1008
50,14,Delete,WAVL Tree,Latency,1016
50,14,Traversal,RB Tree,Latency,38550877
50,14,Traversal,WAVL Tree,Latency,39574902
50,15,Insert,RB Tree,Latency,1007
50,15,Insert,WAVL Tree,Latency,1045
50,15,Lookup,RB Tree,Latency,1007
50,15,Lookup,WAVL Tree,Latency,1022
50,15,Delete,RB Tree,Latency,1007
50,15,Delete,WAVL Tree,Latency,1013
50,15,Traversal,RB Tree,Latency,40309145
50,15,Traversal,WAVL Tree,Latency,40776179
50,16,Insert,RB Tree,Latency,1007
50,16,Insert,WAVL Tree,Latency,1045
50,16,Lookup,RB Tree,Latency,1007
50,16,Lookup,WAVL Tree,Latency,1022
50,16,Delete,RB Tree,Latency,1008
50,16,Delete,WAVL Tree,Latency,1014
50,16,Traversal,RB Tree,Latency,41560568
50,16,Traversal,WAVL Tree,Latency,41722531
50,17,Insert,RB Tree,Latency,1004
50,17,Insert,WAVL Tree,Latency,1044
50,17,Lookup,RB Tree,Latency,1007
50,17,Lookup,WAVL Tree,Latency,1023
50,17,Delete,RB Tree,Latency,1007
50,17,Delete,WAVL Tree,Latency,1013
50,17,Traversal,RB Tree,Latency,40207441
50,17,Traversal,WAVL Tree,Latency,41007622
50,18,Insert,RB Tree,Latency,1004
50,18,Insert,WAVL Tree,Latency,1046
50,18,Lookup,RB Tree,Latency,1006
50,18,Lookup,WAVL Tree,Latency,1023
50,18,Delete,RB Tree,Latency,1008
50,18,Delete,WAVL Tree,Latency,1014
50,18,Traversal,RB Tree,Latency,41515437
50,18,Traversal,WAVL Tree,Latency,41696118
50,19,Insert,RB Tree,Latency,1001
50,19,Insert,WAVL Tree,Latency,1041
50,19,Lookup,RB Tree,Latency,1005
50,19,Lookup,WAVL Tree,Latency,1018
50,19,Delete,RB Tree,Latency,1007
50,19,Delete,WAVL Tree,Latency,1013
50,19,Traversal,RB Tree,Latency,40490848
50,19,Traversal,WAVL Tree,Latency,40691434
50,20,Insert,RB Tree,Latency,1010
50,20,Insert,WAVL Tree,Latency,1045
50,20,Lookup,RB Tree,Latency,1012
50,20,Lookup,WAVL Tree,Latency,1024
50,20,Delete,RB Tree,Latency,1007
50,20,Delete,WAVL Tree,Latency,1013
50,20,Traversal,RB Tree,Latency,40097911
50,20,Traversal,WAVL Tree,Latency,40780896
50,21,Insert,RB Tree,Latency,1004
50,21,Insert,WAVL Tree,Latency,1047
50,21,Lookup,RB Tree,Latency,1006
50,21,Lookup,WAVL Tree,Latency,1030
50,21,Delete,RB Tree,Latency,1006
50,21,Delete,WAVL Tree,Latency,1011
50,21,Traversal,RB Tree,Latency,38678017
50,21,Traversal,WAVL Tree,Latency,39875319
50,22,Insert,RB Tree,Latency,1006
50,22,Insert,WAVL Tree,Latency,1045
50,22,Lookup,RB Tree,Latency,1008
50,22,Lookup,WAVL Tree,Latency,1024
50,22,Delete,RB Tree,Latency,1006
50,22,Delete,WAVL Tree,Latency,1012
50,22,Traversal,RB Tree,Latency,40194212
50,22,Traversal,WAVL Tree,Latency,40653912
50,23,Insert,RB Tree,Latency,1003
50,23,Insert,WAVL Tree,Latency,1046
50,23,Lookup,RB Tree,Latency,1007
50,23,Lookup,WAVL Tree,Latency,1023
50,23,Delete,RB Tree,Latency,1007
50,23,Delete,WAVL Tree,Latency,1013
50,23,Traversal,RB Tree,Latency,39719630
50,23,Traversal,WAVL Tree,Latency,39982096
50,24,Insert,RB Tree,Latency,1007
50,24,Insert,WAVL Tree,Latency,1044
50,24,Lookup,RB Tree,Latency,1009
50,24,Lookup,WAVL Tree,Latency,1019
50,24,Delete,RB Tree,Latency,1008
50,24,Delete,WAVL Tree,Latency,1016
50,24,Traversal,RB Tree,Latency,40376000
50,24,Traversal,WAVL Tree,Latency,40688822
50,25,Insert,RB Tree,Latency,1002
50,25,Insert,WAVL Tree,Latency,1044
50,25,Lookup,RB Tree,Latency,1006
50,25,Lookup,WAVL Tree,Latency,1020
50,25,Delete,RB Tree,Latency,1005
50,25,Delete,WAVL Tree,Latency,1013
50,25,Traversal,RB Tree,Latency,40538867
50,25,Traversal,WAVL Tree,Latency,40904349
50,26,Insert,RB Tree,Latency,1006
50,26,Insert,WAVL Tree,Latency,1045
50,26,Lookup,RB Tree,Latency,1008
50,26,Lookup,WAVL Tree,Latency,1020
50,26,Delete,RB Tree,Latency,1007
50,26,Delete,WAVL Tree,Latency,1015
50,26,Traversal,RB Tree,Latency,40429559
50,26,Traversal,WAVL Tree,Latency,41035089
50,27,Insert,RB Tree,Latency,1007
50,27,Insert,WAVL Tree,Latency,1046
50,27,Lookup,RB Tree,Latency,1010
50,27,Lookup,WAVL Tree,Latency,1019
50,27,Delete,RB Tree,Latency,1009
50,27,Delete,WAVL Tree,Latency,1015
50,27,Traversal,RB Tree,Latency,41167156
50,27,Traversal,WAVL Tree,Latency,41474949
50,28,Insert,RB Tree,Latency,1006
50,28,Insert,WAVL Tree,Latency,1045
50,28,Lookup,RB Tree,Latency,1009
50,28,Lookup,WAVL Tree,Latency,1018
50,28,Delete,RB Tree,Latency,1008
50,28,Delete,WAVL Tree,Latency,1015
50,28,Traversal,RB Tree,Latency,40247682
50,28,Traversal,WAVL Tree,Latency,40718696
50,29,Insert,RB Tree,Latency,1001
50,29,Insert,WAVL Tree,Latency,1042
50,29,Lookup,RB Tree,Latency,1006
50,29,Lookup,WAVL Tree,Latency,1017
50,29,Delete,RB Tree,Latency,1008
50,29,Delete,WAVL Tree,Latency,1015
50,29,Traversal,RB Tree,Latency,40742997
50,29,Traversal,WAVL Tree,Latency,42297259
50,30,Insert,RB Tree,Latency,1004
50,30,Insert,WAVL Tree,Latency,1048
50,30,Lookup,RB Tree,Latency,1009
50,30,Lookup,WAVL Tree,Latency,1030
