Ratio,Run,Phase,Tree,Metric,Value_ns
20,27,Insert,RB Tree,Latency,1002
20,27,Insert,WAVL Tree,Latency,1041
20,27,Lookup,RB Tree,Latency,1007
20,27,Lookup,WAVL Tree,Latency,1026
20,27,Delete,RB Tree,Latency,1008
20,27,Delete,WAVL Tree,Latency,1012
20,27,Traversal,RB Tree,Latency,64759535
20,27,Traversal,WAVL Tree,Latency,64211634
20,28,Insert,RB Tree,Latency,1009
20,28,Insert,WAVL Tree,Latency,1044
20,28,Lookup,RB Tree,Latency,1008
20,28,Lookup,WAVL Tree,Latency,1025
20,28,Delete,RB Tree,Latency,1007
20,28,Delete,WAVL Tree,Latency,1010
20,28,Traversal,RB Tree,Latency,63595708
20,28,Traversal,WAVL Tree,Latency,65555303
20,29,Insert,RB Tree,Latency,1004
20,29,Insert,WAVL Tree,Latency,1042
20,29,Lookup,RB Tree,Latency,1008
20,29,Lookup,WAVL Tree,Latency,1027
20,29,Delete,RB Tree,Latency,1008
20,29,Delete,WAVL Tree,Latency,1012
20,29,Traversal,RB Tree,Latency,65932653
20,29,Traversal,WAVL Tree,Latency,65848006
20,30,Insert,RB Tree,Latency,1004
20,30,Insert,WAVL Tree,Latency,1044
20,30,Lookup,RB Tree,Latency,1006
20,30,Lookup,WAVL Tree,Latency,1025
20,30,Delete,RB Tree,Latency,1007
20,30,Delete,WAVL Tree,Latency,1013
20,30,Traversal,RB Tree,Latency,65939567
20,30,Traversal,WAVL Tree,Latency,65399278
20,31,Insert,RB Tree,Latency,1000
20,31,Insert,WAVL Tree,Latency,1040
20,31,Lookup,RB Tree,Latency,1004
20,31,Lookup,WAVL Tree,Latency,1025
20,31,Delete,RB Tree,Latency,1003
20,31,Delete,WAVL Tree,Latency,1010
20,31,Traversal,RB Tree,Latency,65592947
20,31,Traversal,WAVL Tree,Latency,64628374
20,32,Insert,RB Tree,Latency,1003
20,32,Insert,WAVL Tree,Latency,1043
20,32,Lookup,RB Tree,Latency,1007
20,32,Lookup,WAVL Tree,Latency,1026
20,32,Delete,RB Tree,Latency,1007
20,32,Delete,WAVL Tree,Latency,1010
20,32,Traversal,RB Tree,Latency,67618473
20,32,Traversal,WAVL Tree,Latency,68284894
20,33,Insert,RB Tree,Latency,1003
20,33,Insert,WAVL Tree,Latency,1042
20,33,Lookup,RB Tree,Latency,1007
20,33,Lookup,WAVL Tree,Latency,1027
20,33,Delete,RB Tree,Latency,1007
20,33,Delete,WAVL Tree,Latency,1010
20,33,Traversal,RB Tree,Latency,63903496
20,33,Traversal,WAVL Tree,Latency,63457981
20,34,Insert,RB Tree,Latency,1001
20,34,Insert,WAVL Tree,Latency,1043
20,34,Lookup,RB Tree,Latency,1006
20,34,Lookup,WAVL Tree,Latency,1022
20,34,Delete,RB Tree,Latency,1009
20,34,Delete,WAVL Tree,Latency,1014
20,34,Traversal,RB Tree,Latency,63726520
20,34,Traversal,WAVL Tree,Latency,65376300
20,35,Insert,RB Tree,Latency,1004
20,35,Insert,WAVL Tree,Latency,1044
20,35,Lookup,RB Tree,Latency,1007
20,35,Lookup,WAVL Tree,Latency,1026
20,35,Delete,RB Tree,Latency,1008
20,35,Delete,WAVL Tree,Latency,1013
20,35,Traversal,RB Tree,Latency,64573689
20,35,Traversal,WAVL Tree,Latency,64744171
20,36,Insert,RB Tree,Latency,1000
20,36,Insert,WAVL Tree,Latency,1042
20,36,Lookup,RB Tree,Latency,1005
20,36,Lookup,WAVL Tree,Latency,1022
20,36,Delete,RB Tree,Latency,1008
20,36,Delete,WAVL Tree,Latency,1013
20,36,Traversal,RB Tree,Latency,67472225
20,36,Traversal,WAVL Tree,Latency,68812961
20,37,Insert,RB Tree,Latency,1006
20,37,Insert,WAVL Tree,Latency,1044
20,37,Lookup,RB Tree,Latency,1008
20,37,Lookup,WAVL Tree,Latency,1025
20,37,Delete,RB Tree,Latency,1006
20,37,Delete,WAVL Tree,Latency,1013
20,37,Traversal,RB Tree,Latency,64891047
20,37,Traversal,WAVL Tree,Latency,64717981
20,38,Insert,RB Tree,Latency,1001
20,38,Insert,WAVL Tree,Latency,1043
20,38,Lookup,RB Tree,Latency,1005
20,38,Lookup,WAVL Tree,Latency,1025
20,38,Delete,RB Tree,Latency,1008
20,38,Delete,WAVL Tree,Latency,1012
20,38,Traversal,RB Tree,Latency,63938068
20,38,Traversal,WAVL Tree,Latency,65233825
20,39,Insert,RB Tree,Latency,1002
20,39,Insert,WAVL Tree,Latency,1043
20,39,Lookup,RB Tree,Latency,1008
20,39,Lookup,WAVL Tree,Latency,1022
20,39,Delete,RB Tree,Latency,1010
20,39,Delete,WAVL Tree,Latency,1012
20,39,Traversal,RB Tree,Latency,64386515
20,39,Traversal,WAVL Tree,Latency,64079705
20,40,Insert,RB Tree,Latency,1002
20,40,Insert,WAVL Tree,Latency,1045
20,40,Lookup,RB Tree,Latency,1006
20,40,Lookup,WAVL Tree,Latency,1029
20,40,Delete,RB Tree,Latency,1007
20,40,Delete,WAVL Tree,Latency,1011
20,40,Traversal,RB Tree,Latency,63813821
20,40,Traversal,WAVL Tree,Latency,65244999
20,41,Insert,RB Tree,Latency,1000
20,41,Insert,WAVL Tree,Latency,1044
20,41,Lookup,RB Tree,Latency,1008
20,41,Lookup,WAVL Tree,Latency,1028
20,41,Delete,RB Tree,Latency,1007
20,41,Delete,WAVL Tree,Latency,1013
20,41,Traversal,RB Tree,Latency,66625334
20,41,Traversal,WAVL Tree,Latency,65059154
20,42,Insert,RB Tree,Latency,999
20,42,Insert,WAVL Tree,Latency,1041
20,42,Lookup,RB Tree,Latency,1004
20,42,Lookup,WAVL Tree,Latency,1025
20,42,Delete,RB Tree,Latency,1008
20,42,Delete,WAVL Tree,Latency,1011
20,42,Traversal,RB Tree,Latency,64506013
20,42,Traversal,WAVL Tree,Latency,66138753
20,43,Insert,RB Tree,Latency,1002
20,43,Insert,WAVL Tree,Latency,1044
20,43,Lookup,RB Tree,Latency,1009
20,43,Lookup,WAVL Tree,Latency,1031
20,43,Delete,RB Tree,Latency,1006
20,43,Delete,WAVL Tree,Latency,1009
20,43,Traversal,RB Tree,Latency,65704134
20,43,Traversal,WAVL Tree,Latency,65412478
20,44,Insert,RB Tree,Latency,1009
20,44,Insert,WAVL Tree,Latency,1045
20,44,Lookup,RB Tree,Latency,1010
20,44,Lookup,WAVL Tree,Latency,1025
20,44,Delete,RB Tree,Latency,1007
20,44,Delete,WAVL Tree,Latency,1013
20,44,Traversal,RB Tree,Latency,65041204
20,44,Traversal,WAVL Tree,Latency,64725035
20,45,Insert,RB Tree,Latency,1001
20,45,Insert,WAVL Tree,Latency,1042
20,45,Lookup,RB Tree,Latency,1007
20,45,Lookup,WAVL Tree,Latency,1022
20,45,Delete,RB Tree,Latency,1008
20,45,Delete,WAVL Tree,Latency,1013
20,45,Traversal,RB Tree,Latency,63662406
20,45,Traversal,WAVL Tree,Latency,63475512
20,46,Insert,RB Tree,Latency,1002
20,46,Insert,WAVL Tree,Latency,1043
20,46,Lookup,RB Tree,Latency,1008
20,46,Lookup,WAVL Tree,Latency,1025
20,46,Delete,RB Tree,Latency,1008
20,46,Delete,WAVL Tree,Latency,1012
20,46,Traversal,RB Tree,Latency,65238645
20,46,Traversal,WAVL Tree,Latency,65001605
20,47,Insert,RB Tree,Latency,1002
20,47,Insert,WAVL Tree,Latency,1043
20,47,Lookup,RB Tree,Latency,1009
20,47,Lookup,WAVL Tree,Latency,1025
20,47,Delete,RB Tree,Latency,1007
20,47,Delete,WAVL Tree,Latency,1014
20,47,Traversal,RB Tree,Latency,65213711
20,47,Traversal,WAVL Tree,Latency,65107832
20,48,Insert,RB Tree,Latency,1004
20,48,Insert,WAVL Tree,Latency,1048
20,48,Lookup,RB Tree,Latency,1007
20,48,Lookup,WAVL Tree,Latency,1031
20,48,Delete,RB Tree,Latency,1007
20,48,Delete,WAVL Tree,Latency,1011
20,48,Traversal,RB Tree,Latency,67131122
20,48,Traversal,WAVL Tree,Latency,68878960
20,49,Insert,RB Tree,Latency,1004
20,49,Insert,WAVL Tree,Latency,1043
20,49,Lookup,RB Tree,Latency,1007
20,49,Lookup,WAVL Tree,Latency,1025
20,49,Delete,RB Tree,Latency,1007
20,49,Delete,WAVL Tree,Latency,1014
20,49,Traversal,RB Tree,Latency,65947249
20,49,Traversal,WAVL Tree,Latency,65282784
20,50,Insert,RB Tree,Latency,1002
20,50,Insert,WAVL Tree,Latency,1044
20,50,Lookup,RB Tree,Latency,1007
20,50,Lookup,WAVL Tree,Latency,1028
20,50,Delete,RB Tree,Latency,1008
20,50,Delete,WAVL Tree,Latency,1012
20,50,Traversal,RB Tree,Latency,64575924
20,50,Traversal,WAVL Tree,Latency,64537162
30,1,Insert,RB Tree,Latency,1003
30,1,Insert,WAVL Tree,Latency,1044
30,1,Lookup,RB Tree,Latency,1007
30,1,Lookup,WAVL Tree,Latency,1028
30,1,Delete,RB Tree,Latency,1003
30,1,Delete,WAVL Tree,Latency,1009
30,1,Traversal,RB Tree,Latency,57564947
30,1,Traversal,WAVL Tree,Latency,57569417
30,2,Insert,RB Tree,Latency,1003
30,2,Insert,WAVL Tree,Latency,1046
30,2,Lookup,RB Tree,Latency,1011
30,2,Lookup,WAVL Tree,Latency,1028
30,2,Delete,RB Tree,Latency,1008
30,2,Delete,WAVL Tree,Latency,1013
30,2,Traversal,RB Tree,Latency,56582984
30,2,Traversal,WAVL Tree,Latency,56513004
30,3,Insert,RB Tree,Latency,1003
30,3,Insert,WAVL Tree,Latency,1044
30,3,Lookup,RB Tree,Latency,1004
30,3,Lookup,WAVL Tree,Latency,1026
30,3,Delete,RB Tree,Latency,1007
30,3,Delete,WAVL Tree,Latency,1012
30,3,Traversal,RB Tree,Latency,56402447
30,3,Traversal,WAVL Tree,Latency,56527043
30,4,Insert,RB Tree,Latency,1003
30,4,Insert,WAVL Tree,Latency,1044
30,4,Lookup,RB Tree,Latency,1008
30,4,Lookup,WAVL Tree,Latency,1028
30,4,Delete,RB Tree,Latency,1009
30,4,Delete,WAVL Tree,Latency,1012
30,4,Traversal,RB Tree,Latency,57631017
30,4,Traversal,WAVL Tree,Latency,57537221
30,5,Insert,RB Tree,Latency,1007
30,5,Insert,WAVL Tree,Latency,1045
30,5,Lookup,RB Tree,Latency,1004
30,5,Lookup,WAVL Tree,Latency,1023
30,5,Delete,RB Tree,Latency,1006
30,5,Delete,WAVL Tree,Latency,1014
30,5,Traversal,RB Tree,Latency,56906627
30,5,Traversal,WAVL Tree,Latency,56709117
30,6,Insert,RB Tree,Latency,1007
30,6,Insert,WAVL Tree,Latency,1044
30,6,Lookup,RB Tree,Latency,1008
30,6,Lookup,WAVL Tree,Latency,1023
30,6,Delete,RB Tree,Latency,1008
30,6,Delete,WAVL Tree,Latency,1012
30,6,Traversal,RB Tree,Latency,56505391
30,6,Traversal,WAVL Tree,Latency,57185223
30,7,Insert,RB Tree,Latency,1001
30,7,Insert,WAVL Tree,Latency,1043
30,7,Lookup,RB Tree,Latency,1006
30,7,Lookup,WAVL Tree,Latency,1022
30,7,Delete,RB Tree,Latency,1008
30,7,Delete,WAVL Tree,Latency,1013
30,7,Traversal,RB Tree,Latency,56876945
30,7,Traversal,WAVL Tree,Latency,56672171
30,8,Insert,RB Tree,Latency,1003
30,8,Insert,WAVL Tree,Latency,1043
30,8,Lookup,RB Tree,Latency,1006
30,8,Lookup,WAVL Tree,Latency,1024
30,8,Delete,RB Tree,Latency,1007
30,8,Delete,WAVL Tree,Latency,1012
30,8,Traversal,RB Tree,Latency,56315145
30,8,Traversal,WAVL Tree,Latency,56330720
30,9,Insert,RB Tree,Latency,1006
30,9,Insert,WAVL Tree,Latency,1046
30,9,Lookup,RB Tree,Latency,1007
30,9,Lookup,WAVL Tree,Latency,1026
30,9,Delete,RB Tree,Latency,1005
30,9,Delete,WAVL Tree,Latency,1010
30,9,Traversal,RB Tree,Latency,56678248
30,9,Traversal,WAVL Tree,Latency,57215534
30,10,Insert,RB Tree,Latency,1008
30,10,Insert,WAVL Tree,Latency,1042
30,10,Lookup,RB Tree,Latency,1011
30,10,Lookup,WAVL Tree,Latency,1024
30,10,Delete,RB Tree,Latency,1009
30,10,Delete,WAVL Tree,Latency,1014
30,10,Traversal,RB Tree,Latency,55873680
30,10,Traversal,WAVL Tree,Latency,55521962
30,11,Insert,RB Tree,Latency,1001
30,11,Insert,WAVL Tree,Latency,1042
30,11,Lookup,RB Tree,Latency,1007
30,11,Lookup,WAVL Tree,Latency,1026
30,11,Delete,RB Tree,Latency,1005
30,11,Delete,WAVL Tree,Latency,1008
30,11,Traversal,RB Tree,Latency,58238633
30,11,Traversal,WAVL Tree,Latency,57656021
30,12,Insert,RB Tree,Latency,1011
30,12,Insert,WAVL Tree,Latency,1048
30,12,Lookup,RB Tree,Latency,1019
30,12,Lookup,WAVL Tree,Latency,1036
30,12,Delete,RB Tree,Latency,1014
30,12,Delete,WAVL Tree,Latency,1013
30,12,Traversal,RB Tree,Latency,56602121
30,12,Traversal,WAVL Tree,Latency,56447424
30,13,Insert,RB Tree,Latency,1004
30,13,Insert,WAVL Tree,Latency,1044
30,13,Lookup,RB Tree,Latency,1006
30,13,Lookup,WAVL Tree,Latency,1025
30,13,Delete,RB Tree,Latency,1004
30,13,Delete,WAVL Tree,Latency,1008
30,13,Traversal,RB Tree,Latency,56593251
30,13,Traversal,WAVL Tree,Latency,56618673
30,14,Insert,RB Tree,Latency,1005
30,14,Insert,WAVL Tree,Latency,1043
30,14,Lookup,RB Tree,Latency,1008
30,14,Lookup,WAVL Tree,Latency,1023
30,14,Delete,RB Tree,Latency,1005
30,14,Delete,WAVL Tree,Latency,1013
30,14,Traversal,RB Tree,Latency,57861562
30,14,Traversal,WAVL Tree,Latency,57804083
30,15,Insert,RB Tree,Latency,1004
30,15,Insert,WAVL Tree,Latency,1050
30,15,Lookup,RB Tree,Latency,1008
30,15,Lookup,WAVL Tree,Latency,1029
30,15,Delete,RB Tree,Latency,1008
30,15,Delete,WAVL Tree,Latency,1015
30,15,Traversal,RB Tree,Latency,56414948
30,15,Traversal,WAVL Tree,Latency,56485417
30,16,Insert,RB Tree,Latency,1003
30,16,Insert,WAVL Tree,Latency,1043
30,16,Lookup,RB Tree,Latency,1007
30,16,Lookup,WAVL Tree,Latency,1021
30,16,Delete,RB Tree,Latency,1008
30,16,Delete,WAVL Tree,Latency,1014
30,16,Traversal,RB Tree,Latency,57589182
30,16,Traversal,WAVL Tree,Latency,57458370
30,17,Insert,RB Tree,Latency,1004
30,17,Insert,WAVL Tree,Latency,1062
30,17,Lookup,RB Tree,Latency,1007
30,17,Lookup,WAVL Tree,Latency,1056
30,17,Delete,RB Tree,Latency,1005
30,17,Delete,WAVL Tree,Latency,1009
30,17,Traversal,RB Tree,Latency,56665956
30,17,Traversal,WAVL Tree,Latency,56458528
30,18,Insert,RB Tree,Latency,1003
30,18,Insert,WAVL Tree,Latency,1044
30,18,Lookup,RB Tree,Latency,1008
30,18,Lookup,WAVL Tree,Latency,1022
30,18,Delete,RB Tree,Latency,1008
30,18,Delete,WAVL Tree,Latency,1015
30,18,Traversal,RB Tree,Latency,55431029
30,18,Traversal,WAVL Tree,Latency,55403024
30,19,Insert,RB Tree,Latency,1004
30,19,Insert,WAVL Tree,Latency,1044
30,19,Lookup,RB Tree,Latency,1007
30,19,Lookup,WAVL Tree,Latency,1027
30,19,Delete,RB Tree,Latency,1007
30,19,Delete,WAVL Tree,Latency,1010
30,19,Traversal,RB Tree,Latency,56597092
30,19,Traversal,WAVL Tree,Latency,56878412
30,20,Insert,RB Tree,Latency,1005
30,20,Insert,WAVL Tree,Latency,1044
30,20,Lookup,RB Tree,Latency,1007
30,20,Lookup,WAVL Tree,Latency,1024
30,20,Delete,RB Tree,Latency,1008
30,20,Delete,WAVL Tree,Latency,1014
30,20,Traversal,RB Tree,Latency,56447284
30,20,Traversal,WAVL Tree,Latency,56363615
30,21,Insert,RB Tree,Latency,1002
30,21,Insert,WAVL Tree,Latency,1044
30,21,Lookup,RB Tree,Latency,1005
30,21,Lookup,WAVL Tree,Latency,1021
30,21,Delete,RB Tree,Latency,1006
30,21,Delete,WAVL Tree,Latency,1013
30,21,Traversal,RB Tree,Latency,56715962
30,21,Traversal,WAVL Tree,Latency,56733143
30,22,Insert,RB Tree,Latency,1006
30,22,Insert,WAVL Tree,Latency,1045
30,22,Lookup,RB Tree,Latency,1009
30,22,Lookup,WAVL Tree,Latency,1024
30,22,Delete,RB Tree,Latency,1008
30,22,Delete,WAVL Tree,Latency,1013
30,22,Traversal,RB Tree,Latency,56528579
30,22,Traversal,WAVL Tree,Latency,56516426
30,23,Insert,RB Tree,Latency,1001
30,23,Insert,WAVL Tree,Latency,1042
30,23,Lookup,RB Tree,Latency,1006
30,23,Lookup,WAVL Tree,Latency,1024
30,23,Delete,RB Tree,Latency,1006
30,23,Delete,WAVL Tree,Latency,1010
30,23,Traversal,RB Tree,Latency,58144976
30,23,Traversal,WAVL Tree,Latency,59588168
30,24,Insert,RB Tree,Latency,1005
30,24,Insert,WAVL Tree,Latency,1044
30,24,Lookup,RB Tree,Latency,1006
30,24,Lookup,WAVL Tree,Latency,1024
30,24,Delete,RB Tree,Latency,1007
30,24,Delete,WAVL Tree,Latency,1012
30,24,Traversal,RB Tree,Latency,57840959
30,24,Traversal,WAVL Tree,Latency,57735359
30,25,Insert,RB Tree,Latency,1007
30,25,Insert,WAVL Tree,Latency,1045
30,25,Lookup,RB Tree,Latency,1009
30,25,Lookup,WAVL Tree,Latency,1024
30,25,Delete,RB Tree,Latency,1005
30,25,Delete,WAVL Tree,Latency,1010
30,25,Traversal,RB Tree,Latency,57697637
30,25,Traversal,WAVL Tree,Latency,57418451
30,26,Insert,RB Tree,Latency,1003
30,26,Insert,WAVL Tree,Latency,1044
30,26,Lookup,RB Tree,Latency,1007
30,26,Lookup,WAVL Tree,Latency,1023
30,26,Delete,RB Tree,Latency,1008
30,26,Delete,WAVL Tree,Latency,1013
30,26,Traversal,RB Tree,Latency,56595465
30,26,Traversal,WAVL Tree,Latency,56535536
30,27,Insert,RB Tree,Latency,1004
30,27,Insert,WAVL Tree,Latency,1045
30,27,Lookup,RB Tree,Latency,1006
30,27,Lookup,WAVL Tree,Latency,1027
30,27,Delete,RB Tree,Latency,1006
30,27,Delete,WAVL Tree,Latency,1011
30,27,Traversal,RB Tree,Latency,56658933
30,27,Traversal,WAVL Tree,Latency,56642728
30,28,Insert,RB Tree,Latency,1005
30,28,Insert,WAVL Tree,Latency,1043
30,28,Lookup,RB Tree,Latency,1008
30,28,Lookup,WAVL Tree,Latency,1023
30,28,Delete,RB Tree,Latency,1008
30,28,Delete,WAVL Tree,Latency,1015
30,28,Traversal,RB Tree,Latency,58100225
30,28,Traversal,WAVL Tree,Latency,57731288
30,29,Insert,RB Tree,Latency,1004
30,29,Insert,WAVL Tree,Latency,1047
30,29,Lookup,RB Tree,Latency,1005
30,29,Lookup,WAVL Tree,Latency,1024
30,29,Delete,RB Tree,Latency,1006
30,29,Delete,WAVL Tree,Latency,1011
30,29,Traversal,RB Tree,Latency,56487001
30,29,Traversal,WAVL Tree,Latency,57052210
30,30,Insert,RB Tree,Latency,1005
30,30,Insert,WAVL Tree,Latency,1044
30,30,Lookup,RB Tree,Latency,1008
30,30,Lookup,WAVL Tree,Latency,1023
30,30,Delete,RB Tree,Latency,1005
30,30,Delete,WAVL Tree,Latency,1012
30,30,Traversal,RB Tree,Latency,56177846
30,30,Traversal,WAVL Tree,Latency,57491679
30,31,Insert,RB Tree,Latency,1020
30,31,Insert,WAVL Tree,Latency,1053
30,31,Lookup,RB Tree,Latency,1015
30,31,Lookup,WAVL Tree,Latency,1030
30,31,Delete,RB Tree,Latency,1007
30,31,Delete,WAVL Tree,Latency,1014
30,31,Traversal,RB Tree,Latency,57334724
30,31,Traversal,WAVL Tree,Latency,57536443
30,32,Insert,RB Tree,Latency,1005
30,32,Insert,WAVL Tree,Latency,1045
30,32,Lookup,RB Tree,Latency,1006
30,32,Lookup,WAVL Tree,Latency,1027
30,32,Delete,RB Tree,Latency,1006
30,32,Delete,WAVL Tree,Latency,1012
30,32,Traversal,RB Tree,Latency,58544692
30,32,Traversal,WAVL Tree,Latency,58007768
30,33,Insert,RB Tree,Latency,1003
30,33,Insert,WAVL Tree,Latency,1043
30,33,Lookup,RB Tree,Latency,1006
30,33,Lookup,WAVL Tree,Latency,1021
30,33,Delete,RB Tree,Latency,1005
30,33,Delete,WAVL Tree,Latency,1011
30,33,Traversal,RB Tree,Latency,55933537
30,33,Traversal,WAVL Tree,Latency,57195313
30,34,Insert,RB Tree,Latency,1008
30,34,Insert,WAVL Tree,Latency,1045
30,34,Lookup,RB Tree,Latency,1010
30,34,Lookup,WAVL Tree,Latency,1027
30,34,Delete,RB Tree,Latency,1006
30,34,Delete,WAVL Tree,Latency,1011
30,34,Traversal,RB Tree,Latency,58256374
30,34,Traversal,WAVL Tree,Latency,58332717
30,35,Insert,RB Tree,Latency,1005
30,35,Insert,WAVL Tree,Latency,1044
30,35,Lookup,RB Tree,Latency,1009
30,35,Lookup,WAVL Tree,Latency,1025
30,35,Delete,RB Tree,Latency,1008
30,35,Delete,WAVL Tree,Latency,1013
30,35,Traversal,RB Tree,Latency,58511951
30,35,Traversal,WAVL Tree,Latency,58455654
30,36,Insert,RB Tree,Latency,1003
30,36,Insert,WAVL Tree,Latency,1043
30,36,Lookup,RB Tree,Latency,1007
30,36,Lookup,WAVL Tree,Latency,1027
30,36,Delete,RB Tree,Latency,1007
30,36,Delete,WAVL Tree,Latency,1010
30,36,Traversal,RB Tree,Latency,56045189
30,36,Traversal,WAVL Tree,Latency,56522661
30,37,Insert,RB Tree,Latency,1004
30,37,Insert,WAVL Tree,Latency,1043
30,37,Lookup,RB Tree,Latency,1007
30,37,Lookup,WAVL Tree,Latency,1026
30,37,Delete,RB Tree,Latency,1006
30,37,Delete,WAVL Tree,Latency,1010
30,37,Traversal,RB Tree,Latency,58763982
30,37,Traversal,WAVL Tree,Latency,58650202
30,38,Insert,RB Tree,Latency,1001
30,38,Insert,WAVL Tree,Latency,1042
30,38,Lookup,RB Tree,Latency,1006
30,38,Lookup,WAVL Tree,Latency,1024
30,38,Delete,RB Tree,Latency,1007
30,38,Delete,WAVL Tree,Latency,1014
30,38,Traversal,RB Tree,Latency,57064430
30,38,Traversal,WAVL Tree,Latency,57163471
30,39,Insert,RB Tree,Latency,1005
30,39,Insert,WAVL Tree,Latency,1044
30,39,Lookup,RB Tree,Latency,1014
30,39,Lookup,WAVL Tree,Latency,1024
30,39,Delete,RB Tree,Latency,1008
30,39,Delete,WAVL Tree,Latency,1013
30,39,Traversal,RB Tree,Latency,57073884
30,39,Traversal,WAVL Tree,Latency,57486256
30,40,Insert,RB Tree,Latency,1006
30,40,Insert,WAVL Tree,Latency,1046
30,40,Lookup,RB Tree,Latency,1007
30,40,Lookup,WAVL Tree,Latency,1025
30,40,Delete,RB Tree,Latency,1008
30,40,Delete,WAVL Tree,Latency,1012
30,40,Traversal,RB Tree,Latency,57366079
30,40,Traversal,WAVL Tree,Latency,57103318
30,41,Insert,RB Tree,Latency,1002
30,41,Insert,WAVL Tree,Latency,1043
30,41,Lookup,RB Tree,Latency,1005
30,41,Lookup,WAVL Tree,Latency,1023
30,41,Delete,RB Tree,Latency,1008
30,41,Delete,WAVL Tree,Latency,1010
30,41,Traversal,RB Tree,Latency,55948797
30,41,Traversal,WAVL Tree,Latency,56279867
30,42,Insert,RB Tree,Latency,1005
30,42,Insert,WAVL Tree,Latency,1043
30,42,Lookup,RB Tree,Latency,1008
30,42,Lookup,WAVL Tree,Latency,1027
30,42,Delete,RB Tree,Latency,1006
30,42,Delete,WAVL Tree,Latency,1009
30,42,Traversal,RB Tree,Latency,57300978
30,42,Traversal,WAVL Tree,Latency,57255719
30,43,Insert,RB Tree,Latency,1005
30,43,Insert,WAVL Tree,Latency,1046
30,43,Lookup,RB Tree,Latency,1010
30,43,Lookup,WAVL Tree,Latency,1027
30,43,Delete,RB Tree,Latency,1007
30,43,Delete,WAVL Tree,Latency,1013
30,43,Traversal,RB Tree,Latency,57572227
30,43,Traversal,WAVL Tree,Latency,57373307
30,44,Insert,RB Tree,Latency,1002
30,44,Insert,WAVL Tree,Latency,1043
30,44,Lookup,RB Tree,Latency,1006
30,44,Lookup,WAVL Tree,Latency,1022
30,44,Delete,RB Tree,Latency,1008
30,44,Delete,WAVL Tree,Latency,1014
30,44,Traversal,RB Tree,Latency,56171097
30,44,Traversal,WAVL Tree,Latency,57688142
30,45,Insert,RB Tree,Latency,1003
30,45,Insert,WAVL Tree,Latency,1045
30,45,Lookup,RB Tree,Latency,1006
30,45,Lookup,WAVL Tree,Latency,1028
30,45,Delete,RB Tree,Latency,1007
30,45,Delete,WAVL Tree,Latency,1009
30,45,Traversal,RB Tree,Latency,56265155
30,45,Traversal,WAVL Tree,Latency,56113731
30,46,Insert,RB Tree,Latency,1003
30,46,Insert,WAVL Tree,Latency,1044
30,46,Lookup,RB Tree,Latency,1005
30,46,Lookup,WAVL Tree,Latency,1023
30,46,Delete,RB Tree,Latency,1007
30,46,Delete,WAVL Tree,Latency,1012
30,46,Traversal,RB Tree,Latency,57597364
30,46,Traversal,WAVL Tree,Latency,57600506
30,47,Insert,RB Tree,Latency,1004
30,47,Insert,WAVL Tree,Latency,1045
30,47,Lookup,RB Tree,Latency,1008
30,47,Lookup,WAVL Tree,Latency,1025
30,47,Delete,RB Tree,Latency,1006
30,47,Delete,WAVL Tree,Latency,1011
30,47,Traversal,RB Tree,Latency,57238549
30,47,Traversal,WAVL Tree,Latency,56605822
30,48,Insert,RB Tree,Latency,1003
30,48,Insert,WAVL Tree,Latency,1043
30,48,Lookup,RB Tree,Latency,1005
30,48,Lookup,WAVL Tree,Latency,1024
30,48,Delete,RB Tree,Latency,1007
30,48,Delete,WAVL Tree,Latency,1013
30,48,Traversal,RB Tree,Latency,58945406
30,48,Traversal,WAVL Tree,Latency,60348593
30,49,Insert,RB Tree,Latency,1001
30,49,Insert,WAVL Tree,Latency,1042
30,49,Lookup,RB Tree,Latency,1006
30,49,Lookup,WAVL Tree,Latency,1024
30,49,Delete,RB Tree,Latency,1008
30,49,Delete,WAVL Tree,Latency,1011
30,49,Traversal,RB Tree,Latency,59049738
30,49,Traversal,WAVL Tree,Latency,58240165
30,50,Insert,RB Tree,Latency,1006
30,50,Insert,WAVL Tree,Latency,1041
30,50,Lookup,RB Tree,Latency,1010
30,50,Lookup,WAVL Tree,Latency,1023
30,50,Delete,RB Tree,Latency,1004
30,50,Delete,WAVL Tree,Latency,1011
30,50,Traversal,RB Tree,Latency,56166317
30,50,Traversal,WAVL Tree,Latency,56784305
40,1,Insert,RB Tree,Latency,1003
40,1,Insert,WAVL Tree,Latency,1042
40,1,Lookup,RB Tree,Latency,1006
40,1,Lookup,WAVL Tree,Latency,1019
40,1,Delete,RB Tree,Latency,1008
40,1,Delete,WAVL Tree,Latency,1014
40,1,Traversal,RB Tree,Latency,50028071
40,1,Traversal,WAVL Tree,Latency,51563810
40,2,Insert,RB Tree,Latency,1001
40,2,Insert,WAVL Tree,Latency,1043
40,2,Lookup,RB Tree,Latency,1007
40,2,Lookup,WAVL Tree,Latency,1023
40,2,Delete,RB Tree,Latency,1007
40,2,Delete,WAVL Tree,Latency,1012
40,2,Traversal,RB Tree,Latency,47837457
40,2,Traversal,WAVL Tree,Latency,48050484
40,3,Insert,RB Tree,Latency,1002
40,3,Insert,WAVL Tree,Latency,1045
40,3,Lookup,RB Tree,Latency,1007
40,3,Lookup,WAVL Tree,Latency,1023
40,3,Delete,RB Tree,Latency,1008
40,3,Delete,WAVL Tree,Latency,1013
