Ratio,Run,Tree,Metric,Value
70,32,WAVL Tree,Branch Misses,48827231
70,33,RB Tree,L1 Misses,42733299
70,33,RB Tree,LLC Misses,
70,33,RB Tree,Branch Misses,45282966
70,33,WAVL Tree,L1 Misses,43546147
70,33,WAVL Tree,LLC Misses,
70,33,WAVL Tree,Branch Misses,48806447
70,34,RB Tree,L1 Misses,43778741
70,34,RB Tree,LLC Misses,
70,34,RB Tree,Branch Misses,45278732
70,34,WAVL Tree,L1 Misses,44104153
70,34,WAVL Tree,LLC Misses,
70,34,WAVL Tree,Branch Misses,48803228
70,35,RB Tree,L1 Misses,44093915
70,35,RB Tree,LLC Misses,
70,35,RB Tree,Branch Misses,45267995
70,35,WAVL Tree,L1 Misses,43697640
70,35,WAVL Tree,LLC Misses,
70,35,WAVL Tree,Branch Misses,48826265
70,36,RB Tree,L1 Misses,43723065
70,36,RB Tree,LLC Misses,
70,36,RB Tree,Branch Misses,45291089
70,36,WAVL Tree,L1 Misses,43795966
70,36,WAVL Tree,LLC Misses,
70,36,WAVL Tree,Branch Misses,48840176
70,37,RB Tree,L1 Misses,43524534
70,37,RB Tree,LLC Misses,
70,37,RB Tree,Branch Misses,45302053
70,37,WAVL Tree,L1 Misses,43837459
70,37,WAVL Tree,LLC Misses,
70,37,WAVL Tree,Branch Misses,48875021
70,38,RB Tree,L1 Misses,43676045
70,38,RB Tree,LLC Misses,
70,38,RB Tree,Branch Misses,45284797
70,38,WAVL Tree,L1 Misses,44008328
70,38,WAVL Tree,LLC Misses,
70,38,WAVL Tree,Branch Misses,48865399
70,39,RB Tree,L1 Misses,43617440
70,39,RB Tree,LLC Misses,
70,39,RB Tree,Branch Misses,45268812
70,39,WAVL Tree,L1 Misses,43774762
70,39,WAVL Tree,LLC Misses,
70,39,WAVL Tree,Branch Misses,48889756
70,40,RB Tree,L1 Misses,42328257
70,40,RB Tree,LLC Misses,
70,40,RB Tree,Branch Misses,45319748
70,40,WAVL Tree,L1 Misses,43783486
70,40,WAVL Tree,LLC Misses,
70,40,WAVL Tree,Branch Misses,48832644
70,41,RB Tree,L1 Misses,43668261
70,41,RB Tree,LLC Misses,
70,41,RB Tree,Branch Misses,45316724
70,41,WAVL Tree,L1 Misses,43243459
70,41,WAVL Tree,LLC Misses,
70,41,WAVL Tree,Branch Misses,48835740
70,42,RB Tree,L1 Misses,44007553
70,42,RB Tree,LLC Misses,
70,42,RB Tree,Branch Misses,45309692
70,42,WAVL Tree,L1 Misses,43409523
70,42,WAVL Tree,LLC Misses,
70,42,WAVL Tree,Branch Misses,48857716
70,43,RB Tree,L1 Misses,42896803
70,43,RB Tree,LLC Misses,
70,43,RB Tree,Branch Misses,45305936
70,43,WAVL Tree,L1 Misses,42613837
70,43,WAVL Tree,LLC Misses,
70,43,WAVL Tree,Branch Misses,48849443
70,44,RB Tree,L1 Misses,44136981
70,44,RB Tree,LLC Misses,
70,44,RB Tree,Branch Misses,45291111
70,44,WAVL Tree,L1 Misses,43681572
70,44,WAVL Tree,LLC Misses,
70,44,WAVL Tree,Branch Misses,48819521
70,45,RB Tree,L1 Misses,43381933
70,45,RB Tree,LLC Misses,
70,45,RB Tree,Branch Misses,45275774
70,45,WAVL Tree,L1 Misses,43473332
70,45,WAVL Tree,LLC Misses,
70,45,WAVL Tree,Branch Misses,48796779
70,46,RB Tree,L1 Misses,43045735
70,46,RB Tree,LLC Misses,
70,46,RB Tree,Branch Misses,45299837
70,46,WAVL Tree,L1 Misses,42695846
70,46,WAVL Tree,LLC Misses,
70,46,WAVL Tree,Branch Misses,48805078
70,47,RB Tree,L1 Misses,43106990
70,47,RB Tree,LLC Misses,
70,47,RB Tree,Branch Misses,45286935
70,47,WAVL Tree,L1 Misses,43373724
70,47,WAVL Tree,LLC Misses,
70,47,WAVL Tree,Branch Misses,48820957
70,48,RB Tree,L1 Misses,43840187
70,48,RB Tree,LLC Misses,
70,48,RB Tree,Branch Misses,45276895
70,48,WAVL Tree,L1 Misses,43566208
70,48,WAVL Tree,LLC Misses,
70,48,WAVL Tree,Branch Misses,48832392
70,49,RB Tree,L1 Misses,43224106
70,49,RB Tree,LLC Misses,
70,49,RB Tree,Branch Misses,45321755
70,49,WAVL Tree,L1 Misses,43038647
70,49,WAVL Tree,LLC Misses,
70,49,WAVL Tree,Branch Misses,48825846
70,50,RB Tree,L1 Misses,43944817
70,50,RB Tree,LLC Misses,
70,50,RB Tree,Branch Misses,45314795
70,50,WAVL Tree,L1 Misses,44395485
70,50,WAVL Tree,LLC Misses,
70,50,WAVL Tree,Branch Misses,48832655
80,1,RB Tree,L1 Misses,45934710
80,1,RB Tree,LLC Misses,
80,1,RB Tree,Branch Misses,47487859
80,1,WAVL Tree,L1 Misses,45655983
80,1,WAVL Tree,LLC Misses,
80,1,WAVL Tree,Branch Misses,51311377
80,2,RB Tree,L1 Misses,45960206
80,2,RB Tree,LLC Misses,
80,2,RB Tree,Branch Misses,47520360
80,2,WAVL Tree,L1 Misses,45224926
80,2,WAVL Tree,LLC Misses,
80,2,WAVL Tree,Branch Misses,51282625
80,3,RB Tree,L1 Misses,45985607
80,3,RB Tree,LLC Misses,
80,3,RB Tree,Branch Misses,47515890
80,3,WAVL Tree,L1 Misses,46254818
80,3,WAVL Tree,LLC Misses,
80,3,WAVL Tree,Branch Misses,51276728
80,4,RB Tree,L1 Misses,45852375
80,4,RB Tree,LLC Misses,
80,4,RB Tree,Branch Misses,47505465
80,4,WAVL Tree,L1 Misses,46082805
80,4,WAVL Tree,LLC Misses,
80,4,WAVL Tree,Branch Misses,51321329
80,5,RB Tree,L1 Misses,45889893
80,5,RB Tree,LLC Misses,
80,5,RB Tree,Branch Misses,47527651
80,5,WAVL Tree,L1 Misses,46966299
80,5,WAVL Tree,LLC Misses,
80,5,WAVL Tree,Branch Misses,51313266
80,6,RB Tree,L1 Misses,46467327
80,6,RB Tree,LLC Misses,
80,6,RB Tree,Branch Misses,47527088
80,6,WAVL Tree,L1 Misses,45116023
80,6,WAVL Tree,LLC Misses,
80,6,WAVL Tree,Branch Misses,51278955
80,7,RB Tree,L1 Misses,46384989
80,7,RB Tree,LLC Misses,
80,7,RB Tree,Branch Misses,47525193
80,7,WAVL Tree,L1 Misses,44421709
80,7,WAVL Tree,LLC Misses,
80,7,WAVL Tree,Branch Misses,51292776
80,8,RB Tree,L1 Misses,46074145
80,8,RB Tree,LLC Misses,
80,8,RB Tree,Branch Misses,47546709
80,8,WAVL Tree,L1 Misses,45377777
80,8,WAVL Tree,LLC Misses,
80,8,WAVL Tree,Branch Misses,51289099
80,9,RB Tree,L1 Misses,45823901
80,9,RB Tree,LLC Misses,
80,9,RB Tree,Branch Misses,47491553
80,9,WAVL Tree,L1 Misses,45384824
80,9,WAVL Tree,LLC Misses,
80,9,WAVL Tree,Branch Misses,51302362
80,10,RB Tree,L1 Misses,45866834
80,10,RB Tree,LLC Misses,
80,10,RB Tree,Branch Misses,47530997
80,10,WAVL Tree,L1 Misses,46044185
80,10,WAVL Tree,LLC Misses,
80,10,WAVL Tree,Branch Misses,51332944
80,11,RB Tree,L1 Misses,45813760
80,11,RB Tree,LLC Misses,
80,11,RB Tree,Branch Misses,47533173
80,11,WAVL Tree,L1 Misses,45211306
80,11,WAVL Tree,LLC Misses,
80,11,WAVL Tree,Branch Misses,51284495
80,12,RB Tree,L1 Misses,44838390
80,12,RB Tree,LLC Misses,
80,12,RB Tree,Branch Misses,47561285
80,12,WAVL Tree,L1 Misses,45647178
80,12,WAVL Tree,LLC Misses,
80,12,WAVL Tree,Branch Misses,51315409
80,13,RB Tree,L1 Misses,45956606
80,13,RB Tree,LLC Misses,
80,13,RB Tree,Branch Misses,47543442
80,13,WAVL Tree,L1 Misses,45904311
80,13,WAVL Tree,LLC Misses,
80,13,WAVL Tree,Branch Misses,51288087
80,14,RB Tree,L1 Misses,45878006
80,14,RB Tree,LLC Misses,
80,14,RB Tree,Branch Misses,47551921
80,14,WAVL Tree,L1 Misses,44676817
80,14,WAVL Tree,LLC Misses,
80,14,WAVL Tree,Branch Misses,51309439
80,15,RB Tree,L1 Misses,49204703
80,15,RB Tree,LLC Misses,
80,15,RB Tree,Branch Misses,47571489
80,15,WAVL Tree,L1 Misses,45090802
80,15,WAVL Tree,LLC Misses,
80,15,WAVL Tree,Branch Misses,51283578
80,16,RB Tree,L1 Misses,46254178
80,16,RB Tree,LLC Misses,
80,16,RB Tree,Branch Misses,47567883
80,16,WAVL Tree,L1 Misses,45674992
80,16,WAVL Tree,LLC Misses,
80,16,WAVL Tree,Branch Misses,51262695
80,17,RB Tree,L1 Misses,45898036
80,17,RB Tree,LLC Misses,
80,17,RB Tree,Branch Misses,47509744
80,17,WAVL Tree,L1 Misses,45659015
80,17,WAVL Tree,LLC Misses,
80,17,WAVL Tree,Branch Misses,51313667
80,18,RB Tree,L1 Misses,45279652
80,18,RB Tree,LLC Misses,
80,18,RB Tree,Branch Misses,47545059
80,18,WAVL Tree,L1 Misses,45801833
80,18,WAVL Tree,LLC Misses,
80,18,WAVL Tree,Branch Misses,51259369
80,19,RB Tree,L1 Misses,45860898
80,19,RB Tree,LLC Misses,
80,19,RB Tree,Branch Misses,47474626
80,19,WAVL Tree,L1 Misses,45333863
80,19,WAVL Tree,LLC Misses,
80,19,WAVL Tree,Branch Misses,51262661
80,20,RB Tree,L1 Misses,46814266
80,20,RB Tree,LLC Misses,
80,20,RB Tree,Branch Misses,47548639
80,20,WAVL Tree,L1 Misses,45714965
80,20,WAVL Tree,LLC Misses,
80,20,WAVL Tree,Branch Misses,51291727
80,21,RB Tree,L1 Misses,45796331
80,21,RB Tree,LLC Misses,
80,21,RB Tree,Branch Misses,47530089
80,21,WAVL Tree,L1 Misses,44947574
80,21,WAVL Tree,LLC Misses,
80,21,WAVL Tree,Branch Misses,51324904
80,22,RB Tree,L1 Misses,45883169
80,22,RB Tree,LLC Misses,
80,22,RB Tree,Branch Misses,47516049
80,22,WAVL Tree,L1 Misses,45071150
80,22,WAVL Tree,LLC Misses,
80,22,WAVL Tree,Branch Misses,51317405
80,23,RB Tree,L1 Misses,45612481
80,23,RB Tree,LLC Misses,
80,23,RB Tree,Branch Misses,47541405
80,23,WAVL Tree,L1 Misses,45631684
80,23,WAVL Tree,LLC Misses,
80,23,WAVL Tree,Branch Misses,51301447
80,24,RB Tree,L1 Misses,45890747
80,24,RB Tree,LLC Misses,
80,24,RB Tree,Branch Misses,47550092
80,24,WAVL Tree,L1 Misses,46049116
80,24,WAVL Tree,LLC Misses,
80,24,WAVL Tree,Branch Misses,51280466
80,25,RB Tree,L1 Misses,45274548
80,25,RB Tree,LLC Misses,
80,25,RB Tree,Branch Misses,47543806
80,25,WAVL Tree,L1 Misses,46732424
80,25,WAVL Tree,LLC Misses,
80,25,WAVL Tree,Branch Misses,51302187
80,26,RB Tree,L1 Misses,46125557
80,26,RB Tree,LLC Misses,
80,26,RB Tree,Branch Misses,47485635
80,26,WAVL Tree,L1 Misses,46199866
80,26,WAVL Tree,LLC Misses,
80,26,WAVL Tree,Branch Misses,51311171
80,27,RB Tree,L1 Misses,45705618
80,27,RB Tree,LLC Misses,
80,27,RB Tree,Branch Misses,47520895
80,27,WAVL Tree,L1 Misses,46197595
80,27,WAVL Tree,LLC Misses,
80,27,WAVL Tree,Branch Misses,51289042
80,28,RB Tree,L1 Misses,45156955
80,28,RB Tree,LLC Misses,
80,28,RB Tree,Branch Misses,47531477
80,28,WAVL Tree,L1 Misses,46224784
80,28,WAVL Tree,LLC Misses,
80,28,WAVL Tree,Branch Misses,51296563
80,29,RB Tree,L1 Misses,46471115
80,29,RB Tree,LLC Misses,
80,29,RB Tree,Branch Misses,47503394
80,29,WAVL Tree,L1 Misses,47030168
80,29,WAVL Tree,LLC Misses,
80,29,WAVL Tree,Branch Misses,51305233
80,30,RB Tree,L1 Misses,45600126
80,30,RB Tree,LLC Misses,
80,30,RB Tree,Branch Misses,47544094
80,30,WAVL Tree,L1 Misses,46258629
80,30,WAVL Tree,LLC Misses,
80,30,WAVL Tree,Branch Misses,51290906
80,31,RB Tree,L1 Misses,46077183
80,31,RB Tree,LLC Misses,
80,31,RB Tree,Branch Misses,47536040
80,31,WAVL Tree,L1 Misses,45373731
80,31,WAVL Tree,LLC Misses,
80,31,WAVL Tree,Branch Misses,51298599
80,32,RB Tree,L1 Misses,46083096
80,32,RB Tree,LLC Misses,
80,32,RB Tree,Branch Misses,47540444
80,32,WAVL Tree,L1 Misses,46568598
80,32,WAVL Tree,LLC Misses,
80,32,WAVL Tree,Branch Misses,51298117
80,33,RB Tree,L1 Misses,45758578
80,33,RB Tree,LLC Misses,
80,33,RB Tree,Branch Misses,47531468
80,33,WAVL Tree,L1 Misses,45504419
80,33,WAVL Tree,LLC Misses,
80,33,WAVL Tree,Branch Misses,51286332
80,34,RB Tree,L1 Misses,45567645
80,34,RB Tree,LLC Misses,
80,34,RB Tree,Branch Misses,47530868
80,34,WAVL Tree,L1 Misses,45926324
80,34,WAVL Tree,LLC Misses,
80,34,WAVL Tree,Branch Misses,51329818
80,35,RB Tree,L1 Misses,45698966
80,35,RB Tree,LLC Misses,
80,35,RB Tree,Branch Misses,47523419
80,35,WAVL Tree,L1 Misses,45364082
80,35,WAVL Tree,LLC Misses,
80,35,WAVL Tree,Branch Misses,51281020
80,36,RB Tree,L1 Misses,45766057
80,36,RB Tree,LLC Misses,
80,36,RB Tree,Branch Misses,47530722
80,36,WAVL Tree,L1 Misses,46024402
80,36,WAVL Tree,LLC Misses,
80,36,WAVL Tree,Branch Misses,51286989
80,37,RB Tree,L1 Misses,46230342
80,37,RB Tree,LLC Misses,
80,37,RB Tree,Branch Misses,47541603
80,37,WAVL Tree,L1 Misses,45786094
80,37,WAVL Tree,LLC Misses,
80,37,WAVL Tree,Branch Misses,51317580
80,38,RB Tree,L1 Misses,44580731
80,38,RB Tree,LLC Misses,
80,38,RB Tree,Branch Misses,47528544
80,38,WAVL Tree,L1 Misses,46637349
80,38,WAVL Tree,LLC Misses,
80,38,WAVL Tree,Branch Misses,51293551
80,39,RB Tree,L1 Misses,46812268
80,39,RB Tree,LLC Misses,
80,39,RB Tree,Branch Misses,47523982
80,39,WAVL Tree,L1 Misses,45727095
80,39,WAVL Tree,LLC Misses,
80,39,WAVL Tree,Branch Misses,51306198
80,40,RB Tree,L1 Misses,46607236
80,40,RB Tree,LLC Misses,
80,40,RB Tree,Branch Misses,47532576
80,40,WAVL Tree,L1 Misses,46099406
80,40,WAVL Tree,LLC Misses,
80,40,WAVL Tree,Branch Misses,51295596
80,41,RB Tree,L1 Misses,45371935
80,41,RB Tree,LLC Misses,
80,41,RB Tree,Branch Misses,47549473
80,41,WAVL Tree,L1 Misses,45791134
80,41,WAVL Tree,LLC Misses,
80,41,WAVL Tree,Branch Misses,51263863
80,42,RB Tree,L1 Misses,45916299
80,42,RB Tree,LLC Misses,
80,42,RB Tree,Branch Misses,47520014
80,42,WAVL Tree,L1 Misses,45913624
80,42,WAVL Tree,LLC Misses,
80,42,WAVL Tree,Branch Misses,51308658
80,43,RB Tree,L1 Misses,47169058
80,43,RB Tree,LLC Misses,
80,43,RB Tree,Branch Misses,47515656
80,43,WAVL Tree,L1 Misses,46935198
80,43,WAVL Tree,LLC Misses,
80,43,WAVL Tree,Branch Misses,51307996
80,44,RB Tree,L1 Misses,46006355
80,44,RB Tree,LLC Misses,
80,44,RB Tree,Branch Misses,47551265
80,44,WAVL Tree,L1 Misses,45790287
80,44,WAVL Tree,LLC Misses,
80,44,WAVL Tree,Branch Misses,51296543
80,45,RB Tree,L1 Misses,46183925
80,45,RB Tree,LLC Misses,
80,45,RB Tree,Branch Misses,47575972
80,45,WAVL Tree,L1 Misses,45811784
80,45,WAVL Tree,LLC Misses,
80,45,WAVL Tree,Branch Misses,51320164
80,46,RB Tree,L1 Misses,45900142
80,46,RB Tree,LLC Misses,
80,46,RB Tree,Branch Misses,47521863
80,46,WAVL Tree,L1 Misses,45605017
80,46,WAVL Tree,LLC Misses,
80,46,WAVL Tree,Branch Misses,51309679
80,47,RB Tree,L1 Misses,44348692
80,47,RB Tree,LLC Misses,
80,47,RB Tree,Branch Misses,47560728
80,47,WAVL Tree,L1 Misses,45543317
80,47,WAVL Tree,LLC Misses,
80,47,WAVL Tree,Branch Misses,51311312
80,48,RB Tree,L1 Misses,44772825
80,48,RB Tree,LLC Misses,
80,48,RB Tree,Branch Misses,47508783
80,48,WAVL Tree,L1 Misses,45957338
80,48,WAVL Tree,LLC Misses,
80,48,WAVL Tree,Branch Misses,51295094
80,49,RB Tree,L1 Misses,47354097
80,49,RB Tree,LLC Misses,
80,49,RB Tree,Branch Misses,47498627
80,49,WAVL Tree,L1 Misses,46240838
80,49,WAVL Tree,LLC Misses,
80,49,WAVL Tree,Branch Misses,51286221
80,50,RB Tree,L1 Misses,45697797
80,50,RB Tree,LLC Misses,
80,50,RB Tree,Branch Misses,47517568
80,50,WAVL Tree,L1 Misses,45507556
80,50,WAVL Tree,LLC Misses,
80,50,WAVL Tree,Branch Misses,51308476
90,1,RB Tree,L1 Misses,47910208
90,1,RB Tree,LLC Misses,
90,1,RB Tree,Branch Misses,49701676
90,1,WAVL Tree,L1 Misses,47533499
90,1,WAVL Tree,LLC Misses,
90,1,WAVL Tree,Branch Misses,53724244
90,2,RB Tree,L1 Misses,48058730
90,2,RB Tree,LLC Misses,
90,2,RB Tree,Branch Misses,49700229
90,2,WAVL Tree,L1 Misses,48471903
90,2,WAVL Tree,LLC Misses,
90,2,WAVL Tree,Branch Misses,53697784
90,3,RB Tree,L1 Misses,48026618
90,3,RB Tree,LLC Misses,
90,3,RB Tree,Branch Misses,49678658
90,3,WAVL Tree,L1 Misses,48200467
90,3,WAVL Tree,LLC Misses,
90,3,WAVL Tree,Branch Misses,53713622
90,4,RB Tree,L1 Misses,48176060
90,4,RB Tree,LLC Misses,
90,4,RB Tree,Branch Misses,49715166
90,4,WAVL Tree,L1 Misses,47612101
90,4,WAVL Tree,LLC Misses,
90,4,WAVL Tree,Branch Misses,53754196
90,5,RB Tree,L1 Misses,48524822
90,5,RB Tree,LLC Misses,
90,5,RB Tree,Branch Misses,49797484
90,5,WAVL Tree,L1 Misses,48630556
90,5,WAVL Tree,LLC Misses,
90,5,WAVL Tree,Branch Misses,53701609
90,6,RB Tree,L1 Misses,48286026
90,6,RB Tree,LLC Misses,
90,6,RB Tree,Branch Misses,49752115
90,6,WAVL Tree,L1 Misses,48179618
90,6,WAVL Tree,LLC Misses,
90,6,WAVL Tree,Branch Misses,53695726
90,7,RB Tree,L1 Misses,48250440
90,7,RB Tree,LLC Misses,
90,7,RB Tree,Branch Misses,49730773
90,7,WAVL Tree,L1 Misses,48049390
90,7,WAVL Tree,LLC Misses,
90,7,WAVL Tree,Branch Misses,53717967
90,8,RB Tree,L1 Misses,47668673
90,8,RB Tree,LLC Misses,
90,8,RB Tree,Branch Misses,49726135
90,8,WAVL Tree,L1 Misses,48075520
90,8,WAVL Tree,LLC Misses,
90,8,WAVL Tree,Branch Misses,53697285
90,9,RB Tree,L1 Misses,48165038
90,9,RB Tree,LLC Misses,
90,9,RB Tree,Branch Misses,49724648
90,9,WAVL Tree,L1 Misses,48325936
90,9,WAVL Tree,LLC Misses,
90,9,WAVL Tree,Branch Misses,53702464
90,10,RB Tree,L1 Misses,48396162
90,10,RB Tree,LLC Misses,
90,10,RB Tree,Branch Misses,49728055
90,10,WAVL Tree,L1 Misses,47806713
90,10,WAVL Tree,LLC Misses,
90,10,WAVL Tree,Branch Misses,53730182
90,11,RB Tree,L1 Misses,48060523
90,11,RB Tree,LLC Misses,
90,11,RB Tree,Branch Misses,49737953
90,11,WAVL Tree,L1 Misses,47880597
90,11,WAVL Tree,LLC Misses,
90,11,WAVL Tree,Branch Misses,53714819
90,12,RB Tree,L1 Misses,48404921
90,12,RB Tree,LLC Misses,
90,12,RB Tree,Branch Misses,49691177
90,12,WAVL Tree,L1 Misses,48040455
90,12,WAVL Tree,LLC Misses,
90,12,WAVL Tree,Branch Misses,53695153
90,13,RB Tree,L1 Misses,48138470
90,13,RB Tree,LLC Misses,
90,13,RB Tree,Branch Misses,49686882
90,13,WAVL Tree,L1 Misses,48143127
90,13,WAVL Tree,LLC Misses,
90,13,WAVL Tree,Branch Misses,53730767
90,14,RB Tree,L1 Misses,47637776
90,14,RB Tree,LLC Misses,
90,14,RB Tree,Branch Misses,49685502
90,14,WAVL Tree,L1 Misses,53808107
90,14,WAVL Tree,LLC Misses,
90,14,WAVL Tree,Branch Misses,53700392
90,15,RB Tree,L1 Misses,48113735
90,15,RB Tree,LLC Misses,
90,15,RB Tree,Branch Misses,49706052
90,15,WAVL Tree,L1 Misses,48350060
90,15,WAVL Tree,LLC Misses,
90,15,WAVL Tree,Branch Misses,53702532
90,16,RB Tree,L1 Misses,47706661
90,16,RB Tree,LLC Misses,
90,16,RB Tree,Branch Misses,49734291
90,16,WAVL Tree,L1 Misses,48473927
90,16,WAVL Tree,LLC Misses,
90,16,WAVL Tree,Branch Misses,53742090
90,17,RB Tree,L1 Misses,48289057
90,17,RB Tree,LLC Misses,
90,17,RB Tree,Branch Misses,49689340
90,17,WAVL Tree,L1 Misses,46668001
90,17,WAVL Tree,LLC Misses,
90,17,WAVL Tree,Branch Misses,53715301
90,18,RB Tree,L1 Misses,47797734
90,18,RB Tree,LLC Misses,
90,18,RB Tree,Branch Misses,49714167
90,18,WAVL Tree,L1 Misses,47830082
90,18,WAVL Tree,LLC Misses,
90,18,WAVL Tree,Branch Misses,53715885
90,19,RB Tree,L1 Misses,48001271
90,19,RB Tree,LLC Misses,
90,19,RB Tree,Branch Misses,49678518
90,19,WAVL Tree,L1 Misses,48059872
90,19,WAVL Tree,LLC Misses,
90,19,WAVL Tree,Branch Misses,53716224
90,20,RB Tree,L1 Misses,47958010
90,20,RB Tree,LLC Misses,
90,20,RB Tree,Branch Misses,49697673
90,20,WAVL Tree,L1 Misses,48366160
90,20,WAVL Tree,LLC Misses,
90,20,WAVL Tree,Branch Misses,53702825
90,21,RB Tree,L1 Misses,48000189
90,21,RB Tree,LLC Misses,
90,21,RB Tree,Branch Misses,49702001
90,21,WAVL Tree,L1 Misses,48764380
90,21,WAVL Tree,LLC Misses,
90,21,WAVL Tree,Branch Misses,53731896
90,22,RB Tree,L1 Misses,48036025
90,22,RB Tree,LLC Misses,
90,22,RB Tree,Branch Misses,49709919
90,22,WAVL Tree,L1 Misses,47879745
90,22,WAVL Tree,LLC Misses,
90,22,WAVL Tree,Branch Misses,53725434
90,23,RB Tree,L1 Misses,47826842
90,23,RB Tree,LLC Misses,
90,23,RB Tree,Branch Misses,49706935
90,23,WAVL Tree,L1 Misses,47783793
90,23,WAVL Tree,LLC Misses,
90,23,WAVL Tree,Branch Misses,53700772
90,24,RB Tree,L1 Misses,48122530
90,24,RB Tree,LLC Misses,
90,24,RB Tree,Branch Misses,49670709
90,24,WAVL Tree,L1 Misses,47777944
90,24,WAVL Tree,LLC Misses,
90,24,WAVL Tree,Branch Misses,53689138
90,25,RB Tree,L1 Misses,48045864
90,25,RB Tree,LLC Misses,
90,25,RB Tree,Branch Misses,49717767
90,25,WAVL Tree,L1 Misses,47851174
90,25,WAVL Tree,LLC Misses,
90,25,WAVL Tree,Branch Misses,53719448
90,26,RB Tree,L1 Misses,47841753
90,26,RB Tree,LLC Misses,
90,26,RB Tree,Branch Misses,49712926
90,26,WAVL Tree,L1 Misses,47727750
90,26,WAVL Tree,LLC Misses,
90,26,WAVL Tree,Branch Misses,53711939
90,27,RB Tree,L1 Misses,48217288
90,27,RB Tree,LLC Misses,
90,27,RB Tree,Branch Misses,49693479
90,27,WAVL Tree,L1 Misses,48499049
90,27,WAVL Tree,LLC Misses,
90,27,WAVL Tree,Branch Misses,53750842
90,28,RB Tree,L1 Misses,48390122
90,28,RB Tree,LLC Misses,
90,28,RB Tree,Branch Misses,49703418
90,28,WAVL Tree,L1 Misses,48139665
90,28,WAVL Tree,LLC Misses,
90,28,WAVL Tree,Branch Misses,53755415
90,29,RB Tree,L1 Misses,47932115
90,29,RB Tree,LLC Misses,
90,29,RB Tree,Branch Misses,49686704
90,29,WAVL Tree,L1 Misses,47924771
90,29,WAVL Tree,LLC Misses,
90,29,WAVL Tree,Branch Misses,53730465
90,30,RB Tree,L1 Misses,46602573
90,30,RB Tree,LLC Misses,
90,30,RB Tree,Branch Misses,49725105
90,30,WAVL Tree,L1 Misses,47428076
90,30,WAVL Tree,LLC Misses,
90,30,WAVL Tree,Branch Misses,53733895
90,31,RB Tree,L1 Misses,47123271
90,31,RB Tree,LLC Misses,
90,31,RB Tree,Branch Misses,49691004
90,31,WAVL Tree,L1 Misses,48457140
90,31,WAVL Tree,LLC Misses,
90,31,WAVL Tree,Branch Misses,53684305
90,32,RB Tree,L1 Misses,48266507
90,32,RB Tree,LLC Misses,
90,32,RB Tree,Branch Misses,49688891
90,32,WAVL Tree,L1 Misses,48547589
90,32,WAVL Tree,LLC Misses,
90,32,WAVL Tree,Branch Misses,53703199
90,33,RB Tree,L1 Misses,47897279
90,33,RB Tree,LLC Misses,
90,33,RB Tree,Branch Misses,49726612
90,33,WAVL Tree,L1 Misses,47522430
90,33,WAVL Tree,LLC Misses,
90,33,WAVL Tree,Branch Misses,53734831
90,34,RB Tree,L1 Misses,47779814
90,34,RB Tree,LLC Misses,
90,34,RB Tree,Branch Misses,49733821
90,34,WAVL Tree,L1 Misses,47626858
90,34,WAVL Tree,LLC Misses,
90,34,WAVL Tree,Branch Misses,53735573
90,35,RB Tree,L1 Misses,47883684
90,35,RB Tree,LLC Misses,
90,35,RB Tree,Branch Misses,49719380
90,35,WAVL Tree,L1 Misses,47960954
90,35,WAVL Tree,LLC Misses,
90,35,WAVL Tree,Branch Misses,53736030
90,36,RB Tree,L1 Misses,47695813
90,36,RB Tree,LLC Misses,
90,36,RB Tree,Branch Misses,49715439
90,36,WAVL Tree,L1 Misses,48104073
90,36,WAVL Tree,LLC Misses,
90,36,WAVL Tree,Branch Misses,53699934
90,37,RB Tree,L1 Misses,48165230
90,37,RB Tree,LLC Misses,
90,37,RB Tree,Branch Misses,49757135
90,37,WAVL Tree,L1 Misses,48150260
90,37,WAVL Tree,LLC Misses,
90,37,WAVL Tree,Branch Misses,53729395
90,38,RB Tree,L1 Misses,47650534
90,38,RB Tree,LLC Misses,
90,38,RB Tree,Branch Misses,49735498
90,38,WAVL Tree,L1 Misses,47529350
90,38,WAVL Tree,LLC Misses,
90,38,WAVL Tree,Branch Misses,53677910
90,39,RB Tree,L1 Misses,47623753
90,39,RB Tree,LLC Misses,
90,39,RB Tree,Branch Misses,49694126
90,39,WAVL Tree,L1 Misses,47719765
90,39,WAVL Tree,LLC Misses,
90,39,WAVL Tree,Branch Misses,53750400
90,40,RB Tree,L1 Misses,47121381
90,40,RB Tree,LLC Misses,
90,40,RB Tree,Branch Misses,49733067
90,40,WAVL Tree,L1 Misses,49159041
90,40,WAVL Tree,LLC Misses,
90,40,WAVL Tree,Branch Misses,53753526
90,41,RB Tree,L1 Misses,47915347
90,41,RB Tree,LLC Misses,
90,41,RB Tree,Branch Misses,49727281
90,41,WAVL Tree,L1 Misses,48011107
90,41,WAVL Tree,LLC Misses,
90,41,WAVL Tree,Branch Misses,53721311
90,42,RB Tree,L1 Misses,47680429
90,42,RB Tree,LLC Misses,
90,42,RB Tree,Branch Misses,49725001
90,42,WAVL Tree,L1 Misses,47994630
90,42,WAVL Tree,LLC Misses,
90,42,WAVL Tree,Branch Misses,53731163
90,43,RB Tree,L1 Misses,48097644
90,43,RB Tree,LLC Misses,
90,43,RB Tree,Branch Misses,49694816
90,43,WAVL Tree,L1 Misses,47658644
