Ratio,Run,Tree,Metric,Value
30,11,RB Tree,LLC Misses,
30,11,RB Tree,Branch Misses,36230329
30,11,WAVL Tree,L1 Misses,34648860
30,11,WAVL Tree,LLC Misses,
30,11,WAVL Tree,Branch Misses,38855617
30,12,RB Tree,L1 Misses,34538421
30,12,RB Tree,LLC Misses,
30,12,RB Tree,Branch Misses,36231457
30,12,WAVL Tree,L1 Misses,33391479
30,12,WAVL Tree,LLC Misses,
30,12,WAVL Tree,Branch Misses,38882518
30,13,RB Tree,L1 Misses,33203896
30,13,RB Tree,LLC Misses,
30,13,RB Tree,Branch Misses,36239302
30,13,WAVL Tree,L1 Misses,33762041
30,13,WAVL Tree,LLC Misses,
30,13,WAVL Tree,Branch Misses,38874716
30,14,RB Tree,L1 Misses,33704231
30,14,RB Tree,LLC Misses,
30,14,RB Tree,Branch Misses,36246720
30,14,WAVL Tree,L1 Misses,34003236
30,14,WAVL Tree,LLC Misses,
30,14,WAVL Tree,Branch Misses,38845011
30,15,RB Tree,L1 Misses,33735060
30,15,RB Tree,LLC Misses,
30,15,RB Tree,Branch Misses,36217633
30,15,WAVL Tree,L1 Misses,33846270
30,15,WAVL Tree,LLC Misses,
30,15,WAVL Tree,Branch Misses,38861759
30,16,RB Tree,L1 Misses,33944362
30,16,RB Tree,LLC Misses,
30,16,RB Tree,Branch Misses,36273904
30,16,WAVL Tree,L1 Misses,33090842
30,16,WAVL Tree,LLC Misses,
30,16,WAVL Tree,Branch Misses,38843433
30,17,RB Tree,L1 Misses,33226451
30,17,RB Tree,LLC Misses,
30,17,RB Tree,Branch Misses,36256098
30,17,WAVL Tree,L1 Misses,33538848
30,17,WAVL Tree,LLC Misses,
30,17,WAVL Tree,Branch Misses,38886518
30,18,RB Tree,L1 Misses,34067251
30,18,RB Tree,LLC Misses,
30,18,RB Tree,Branch Misses,36246505
30,18,WAVL Tree,L1 Misses,37148027
30,18,WAVL Tree,LLC Misses,
30,18,WAVL Tree,Branch Misses,38876188
30,19,RB Tree,L1 Misses,33007814
30,19,RB Tree,LLC Misses,
30,19,RB Tree,Branch Misses,36267418
30,19,WAVL Tree,L1 Misses,34102286
30,19,WAVL Tree,LLC Misses,
30,19,WAVL Tree,Branch Misses,38858409
30,20,RB Tree,L1 Misses,33235873
30,20,RB Tree,LLC Misses,
30,20,RB Tree,Branch Misses,36270033
30,20,WAVL Tree,L1 Misses,33789018
30,20,WAVL Tree,LLC Misses,
30,20,WAVL Tree,Branch Misses,38859308
30,21,RB Tree,L1 Misses,34157255
30,21,RB Tree,LLC Misses,
30,21,RB Tree,Branch Misses,36258531
30,21,WAVL Tree,L1 Misses,34147825
30,21,WAVL Tree,LLC Misses,
30,21,WAVL Tree,Branch Misses,38882336
30,22,RB Tree,L1 Misses,32792876
30,22,RB Tree,LLC Misses,
30,22,RB Tree,Branch Misses,36237800
30,22,WAVL Tree,L1 Misses,35771576
30,22,WAVL Tree,LLC Misses,
30,22,WAVL Tree,Branch Misses,38877729
30,23,RB Tree,L1 Misses,33530639
30,23,RB Tree,LLC Misses,
30,23,RB Tree,Branch Misses,36269704
30,23,WAVL Tree,L1 Misses,33598781
30,23,WAVL Tree,LLC Misses,
30,23,WAVL Tree,Branch Misses,38864064
30,24,RB Tree,L1 Misses,33389349
30,24,RB Tree,LLC Misses,
30,24,RB Tree,Branch Misses,36245707
30,24,WAVL Tree,L1 Misses,33267658
30,24,WAVL Tree,LLC Misses,
30,24,WAVL Tree,Branch Misses,38871745
30,25,RB Tree,L1 Misses,33052459
30,25,RB Tree,LLC Misses,
30,25,RB Tree,Branch Misses,36272699
30,25,WAVL Tree,L1 Misses,33785937
30,25,WAVL Tree,LLC Misses,
30,25,WAVL Tree,Branch Misses,38869962
30,26,RB Tree,L1 Misses,33829385
30,26,RB Tree,LLC Misses,
30,26,RB Tree,Branch Misses,36230322
30,26,WAVL Tree,L1 Misses,33343573
30,26,WAVL Tree,LLC Misses,
30,26,WAVL Tree,Branch Misses,38887477
30,27,RB Tree,L1 Misses,33653605
30,27,RB Tree,LLC Misses,
30,27,RB Tree,Branch Misses,36241045
30,27,WAVL Tree,L1 Misses,34553936
30,27,WAVL Tree,LLC Misses,
30,27,WAVL Tree,Branch Misses,38833635
30,28,RB Tree,L1 Misses,33639621
30,28,RB Tree,LLC Misses,
30,28,RB Tree,Branch Misses,36236364
30,28,WAVL Tree,L1 Misses,32988886
30,28,WAVL Tree,LLC Misses,
30,28,WAVL Tree,Branch Misses,38846236
30,29,RB Tree,L1 Misses,33485807
30,29,RB Tree,LLC Misses,
30,29,RB Tree,Branch Misses,36262525
30,29,WAVL Tree,L1 Misses,33008431
30,29,WAVL Tree,LLC Misses,
30,29,WAVL Tree,Branch Misses,38853523
30,30,RB Tree,L1 Misses,33291552
30,30,RB Tree,LLC Misses,
30,30,RB Tree,Branch Misses,36225779
30,30,WAVL Tree,L1 Misses,33507007
30,30,WAVL Tree,LLC Misses,
30,30,WAVL Tree,Branch Misses,38858058
30,31,RB Tree,L1 Misses,33520759
30,31,RB Tree,LLC Misses,
30,31,RB Tree,Branch Misses,36270806
30,31,WAVL Tree,L1 Misses,33558787
30,31,WAVL Tree,LLC Misses,
30,31,WAVL Tree,Branch Misses,38859732
30,32,RB Tree,L1 Misses,33165917
30,32,RB Tree,LLC Misses,
30,32,RB Tree,Branch Misses,36262658
30,32,WAVL Tree,L1 Misses,33298563
30,32,WAVL Tree,LLC Misses,
30,32,WAVL Tree,Branch Misses,38851641
30,33,RB Tree,L1 Misses,33512933
30,33,RB Tree,LLC Misses,
30,33,RB Tree,Branch Misses,36223149
30,33,WAVL Tree,L1 Misses,33647891
30,33,WAVL Tree,LLC Misses,
30,33,WAVL Tree,Branch Misses,38852743
30,34,RB Tree,L1 Misses,33284933
30,34,RB Tree,LLC Misses,
30,34,RB Tree,Branch Misses,36302544
30,34,WAVL Tree,L1 Misses,34365021
30,34,WAVL Tree,LLC Misses,
30,34,WAVL Tree,Branch Misses,38883479
30,35,RB Tree,L1 Misses,33179378
30,35,RB Tree,LLC Misses,
30,35,RB Tree,Branch Misses,36224323
30,35,WAVL Tree,L1 Misses,33748864
30,35,WAVL Tree,LLC Misses,
30,35,WAVL Tree,Branch Misses,38870194
30,36,RB Tree,L1 Misses,33543513
30,36,RB Tree,LLC Misses,
30,36,RB Tree,Branch Misses,36253786
30,36,WAVL Tree,L1 Misses,33981618
30,36,WAVL Tree,LLC Misses,
30,36,WAVL Tree,Branch Misses,38884793
30,37,RB Tree,L1 Misses,33335772
30,37,RB Tree,LLC Misses,
30,37,RB Tree,Branch Misses,36223459
30,37,WAVL Tree,L1 Misses,34825309
30,37,WAVL Tree,LLC Misses,
30,37,WAVL Tree,Branch Misses,38872187
30,38,RB Tree,L1 Misses,33231887
30,38,RB Tree,LLC Misses,
30,38,RB Tree,Branch Misses,36222481
30,38,WAVL Tree,L1 Misses,34649385
30,38,WAVL Tree,LLC Misses,
30,38,WAVL Tree,Branch Misses,38866218
30,39,RB Tree,L1 Misses,34878581
30,39,RB Tree,LLC Misses,
30,39,RB Tree,Branch Misses,36253898
30,39,WAVL Tree,L1 Misses,34525143
30,39,WAVL Tree,LLC Misses,
30,39,WAVL Tree,Branch Misses,38865686
30,40,RB Tree,L1 Misses,33584602
30,40,RB Tree,LLC Misses,
30,40,RB Tree,Branch Misses,36253893
30,40,WAVL Tree,L1 Misses,33640278
30,40,WAVL Tree,LLC Misses,
30,40,WAVL Tree,Branch Misses,38862616
30,41,RB Tree,L1 Misses,33886656
30,41,RB Tree,LLC Misses,
30,41,RB Tree,Branch Misses,36284343
30,41,WAVL Tree,L1 Misses,33619465
30,41,WAVL Tree,LLC Misses,
30,41,WAVL Tree,Branch Misses,38879891
30,42,RB Tree,L1 Misses,34209503
30,42,RB Tree,LLC Misses,
30,42,RB Tree,Branch Misses,36238476
30,42,WAVL Tree,L1 Misses,34432341
30,42,WAVL Tree,LLC Misses,
30,42,WAVL Tree,Branch Misses,38851959
30,43,RB Tree,L1 Misses,33715880
30,43,RB Tree,LLC Misses,
30,43,RB Tree,Branch Misses,36230881
30,43,WAVL Tree,L1 Misses,33634234
30,43,WAVL Tree,LLC Misses,
30,43,WAVL Tree,Branch Misses,38876669
30,44,RB Tree,L1 Misses,33563568
30,44,RB Tree,LLC Misses,
30,44,RB Tree,Branch Misses,36249796
30,44,WAVL Tree,L1 Misses,33580488
30,44,WAVL Tree,LLC Misses,
30,44,WAVL Tree,Branch Misses,38876098
30,45,RB Tree,L1 Misses,33570436
30,45,RB Tree,LLC Misses,
30,45,RB Tree,Branch Misses,36275129
30,45,WAVL Tree,L1 Misses,33172644
30,45,WAVL Tree,LLC Misses,
30,45,WAVL Tree,Branch Misses,38875558
30,46,RB Tree,L1 Misses,33483389
30,46,RB Tree,LLC Misses,
30,46,RB Tree,Branch Misses,36219040
30,46,WAVL Tree,L1 Misses,34042496
30,46,WAVL Tree,LLC Misses,
30,46,WAVL Tree,Branch Misses,38879899
30,47,RB Tree,L1 Misses,34098227
30,47,RB Tree,LLC Misses,
30,47,RB Tree,Branch Misses,36270844
30,47,WAVL Tree,L1 Misses,33960889
30,47,WAVL Tree,LLC Misses,
30,47,WAVL Tree,Branch Misses,38870547
30,48,RB Tree,L1 Misses,32628792
30,48,RB Tree,LLC Misses,
30,48,RB Tree,Branch Misses,36236912
30,48,WAVL Tree,L1 Misses,33713674
30,48,WAVL Tree,LLC Misses,
30,48,WAVL Tree,Branch Misses,38840752
30,49,RB Tree,L1 Misses,35216221
30,49,RB Tree,LLC Misses,
30,49,RB Tree,Branch Misses,36215675
30,49,WAVL Tree,L1 Misses,34206703
30,49,WAVL Tree,LLC Misses,
30,49,WAVL Tree,Branch Misses,38853970
30,50,RB Tree,L1 Misses,34540704
30,50,RB Tree,LLC Misses,
30,50,RB Tree,Branch Misses,36258524
30,50,WAVL Tree,L1 Misses,34390592
30,50,WAVL Tree,LLC Misses,
30,50,WAVL Tree,Branch Misses,38866406
40,1,RB Tree,L1 Misses,36511676
40,1,RB Tree,LLC Misses,
40,1,RB Tree,Branch Misses,38517333
40,1,WAVL Tree,L1 Misses,36500221
40,1,WAVL Tree,LLC Misses,
40,1,WAVL Tree,Branch Misses,41372897
40,2,RB Tree,L1 Misses,36181263
40,2,RB Tree,LLC Misses,
40,2,RB Tree,Branch Misses,38514987
40,2,WAVL Tree,L1 Misses,36112603
40,2,WAVL Tree,LLC Misses,
40,2,WAVL Tree,Branch Misses,41356999
40,3,RB Tree,L1 Misses,36323467
40,3,RB Tree,LLC Misses,
40,3,RB Tree,Branch Misses,38533702
40,3,WAVL Tree,L1 Misses,36406824
40,3,WAVL Tree,LLC Misses,
40,3,WAVL Tree,Branch Misses,41320406
40,4,RB Tree,L1 Misses,37454479
40,4,RB Tree,LLC Misses,
40,4,RB Tree,Branch Misses,38545959
40,4,WAVL Tree,L1 Misses,36699352
40,4,WAVL Tree,LLC Misses,
40,4,WAVL Tree,Branch Misses,41375787
40,5,RB Tree,L1 Misses,36137017
40,5,RB Tree,LLC Misses,
40,5,RB Tree,Branch Misses,38520562
40,5,WAVL Tree,L1 Misses,36401599
40,5,WAVL Tree,LLC Misses,
40,5,WAVL Tree,Branch Misses,41372422
40,6,RB Tree,L1 Misses,36647901
40,6,RB Tree,LLC Misses,
40,6,RB Tree,Branch Misses,38487673
40,6,WAVL Tree,L1 Misses,36041269
40,6,WAVL Tree,LLC Misses,
40,6,WAVL Tree,Branch Misses,41332561
40,7,RB Tree,L1 Misses,36416117
40,7,RB Tree,LLC Misses,
40,7,RB Tree,Branch Misses,38502755
40,7,WAVL Tree,L1 Misses,36244172
40,7,WAVL Tree,LLC Misses,
40,7,WAVL Tree,Branch Misses,41345677
40,8,RB Tree,L1 Misses,36213863
40,8,RB Tree,LLC Misses,
40,8,RB Tree,Branch Misses,38538105
40,8,WAVL Tree,L1 Misses,36455870
40,8,WAVL Tree,LLC Misses,
40,8,WAVL Tree,Branch Misses,41363636
40,9,RB Tree,L1 Misses,36437869
40,9,RB Tree,LLC Misses,
40,9,RB Tree,Branch Misses,38533267
40,9,WAVL Tree,L1 Misses,36515072
40,9,WAVL Tree,LLC Misses,
40,9,WAVL Tree,Branch Misses,41328598
40,10,RB Tree,L1 Misses,36227761
40,10,RB Tree,LLC Misses,
40,10,RB Tree,Branch Misses,38498635
40,10,WAVL Tree,L1 Misses,36058141
40,10,WAVL Tree,LLC Misses,
40,10,WAVL Tree,Branch Misses,41348796
40,11,RB Tree,L1 Misses,35978798
40,11,RB Tree,LLC Misses,
40,11,RB Tree,Branch Misses,38526638
40,11,WAVL Tree,L1 Misses,36182603
40,11,WAVL Tree,LLC Misses,
40,11,WAVL Tree,Branch Misses,41376686
40,12,RB Tree,L1 Misses,36490907
40,12,RB Tree,LLC Misses,
40,12,RB Tree,Branch Misses,38535527
40,12,WAVL Tree,L1 Misses,36501145
40,12,WAVL Tree,LLC Misses,
40,12,WAVL Tree,Branch Misses,41348873
40,13,RB Tree,L1 Misses,34461494
40,13,RB Tree,LLC Misses,
40,13,RB Tree,Branch Misses,38549399
40,13,WAVL Tree,L1 Misses,37087405
40,13,WAVL Tree,LLC Misses,
40,13,WAVL Tree,Branch Misses,41349647
40,14,RB Tree,L1 Misses,36183209
40,14,RB Tree,LLC Misses,
40,14,RB Tree,Branch Misses,38518836
40,14,WAVL Tree,L1 Misses,36810885
40,14,WAVL Tree,LLC Misses,
40,14,WAVL Tree,Branch Misses,41367005
40,15,RB Tree,L1 Misses,35741935
40,15,RB Tree,LLC Misses,
40,15,RB Tree,Branch Misses,38507529
40,15,WAVL Tree,L1 Misses,36058813
40,15,WAVL Tree,LLC Misses,
40,15,WAVL Tree,Branch Misses,41358134
40,16,RB Tree,L1 Misses,35866028
40,16,RB Tree,LLC Misses,
40,16,RB Tree,Branch Misses,38517991
40,16,WAVL Tree,L1 Misses,35811911
40,16,WAVL Tree,LLC Misses,
40,16,WAVL Tree,Branch Misses,41370317
40,17,RB Tree,L1 Misses,35827252
40,17,RB Tree,LLC Misses,
40,17,RB Tree,Branch Misses,38542590
40,17,WAVL Tree,L1 Misses,36259261
40,17,WAVL Tree,LLC Misses,
40,17,WAVL Tree,Branch Misses,41367523
40,18,RB Tree,L1 Misses,35939682
40,18,RB Tree,LLC Misses,
40,18,RB Tree,Branch Misses,38482564
40,18,WAVL Tree,L1 Misses,36358643
40,18,WAVL Tree,LLC Misses,
40,18,WAVL Tree,Branch Misses,41371034
40,19,RB Tree,L1 Misses,35417787
40,19,RB Tree,LLC Misses,
40,19,RB Tree,Branch Misses,38540794
40,19,WAVL Tree,L1 Misses,36437802
40,19,WAVL Tree,LLC Misses,
40,19,WAVL Tree,Branch Misses,41336349
40,20,RB Tree,L1 Misses,36838370
40,20,RB Tree,LLC Misses,
40,20,RB Tree,Branch Misses,38528099
40,20,WAVL Tree,L1 Misses,35921007
40,20,WAVL Tree,LLC Misses,
40,20,WAVL Tree,Branch Misses,41320389
40,21,RB Tree,L1 Misses,35919351
40,21,RB Tree,LLC Misses,
40,21,RB Tree,Branch Misses,38541028
40,21,WAVL Tree,L1 Misses,36685280
40,21,WAVL Tree,LLC Misses,
40,21,WAVL Tree,Branch Misses,41365697
40,22,RB Tree,L1 Misses,36387386
40,22,RB Tree,LLC Misses,
40,22,RB Tree,Branch Misses,38524767
40,22,WAVL Tree,L1 Misses,36164298
40,22,WAVL Tree,LLC Misses,
40,22,WAVL Tree,Branch Misses,41399552
40,23,RB Tree,L1 Misses,35872555
40,23,RB Tree,LLC Misses,
40,23,RB Tree,Branch Misses,38509062
40,23,WAVL Tree,L1 Misses,36383351
40,23,WAVL Tree,LLC Misses,
40,23,WAVL Tree,Branch Misses,41325587
40,24,RB Tree,L1 Misses,36781662
40,24,RB Tree,LLC Misses,
40,24,RB Tree,Branch Misses,38533418
40,24,WAVL Tree,L1 Misses,35987728
40,24,WAVL Tree,LLC Misses,
40,24,WAVL Tree,Branch Misses,41375044
40,25,RB Tree,L1 Misses,35335133
40,25,RB Tree,LLC Misses,
40,25,RB Tree,Branch Misses,38525973
40,25,WAVL Tree,L1 Misses,36276634
40,25,WAVL Tree,LLC Misses,
40,25,WAVL Tree,Branch Misses,41352790
40,26,RB Tree,L1 Misses,35926319
40,26,RB Tree,LLC Misses,
40,26,RB Tree,Branch Misses,38552360
40,26,WAVL Tree,L1 Misses,35829858
40,26,WAVL Tree,LLC Misses,
40,26,WAVL Tree,Branch Misses,41392951
40,27,RB Tree,L1 Misses,35427776
40,27,RB Tree,LLC Misses,
40,27,RB Tree,Branch Misses,38521554
40,27,WAVL Tree,L1 Misses,35301124
40,27,WAVL Tree,LLC Misses,
40,27,WAVL Tree,Branch Misses,41352505
40,28,RB Tree,L1 Misses,35477785
40,28,RB Tree,LLC Misses,
40,28,RB Tree,Branch Misses,38530648
40,28,WAVL Tree,L1 Misses,35636636
40,28,WAVL Tree,LLC Misses,
40,28,WAVL Tree,Branch Misses,41333409
40,29,RB Tree,L1 Misses,35928345
40,29,RB Tree,LLC Misses,
40,29,RB Tree,Branch Misses,38497358
40,29,WAVL Tree,L1 Misses,36073768
40,29,WAVL Tree,LLC Misses,
40,29,WAVL Tree,Branch Misses,41391492
40,30,RB Tree,L1 Misses,36232012
40,30,RB Tree,LLC Misses,
40,30,RB Tree,Branch Misses,38540044
40,30,WAVL Tree,L1 Misses,35826260
40,30,WAVL Tree,LLC Misses,
40,30,WAVL Tree,Branch Misses,41370796
40,31,RB Tree,L1 Misses,35653022
40,31,RB Tree,LLC Misses,
40,31,RB Tree,Branch Misses,38536484
40,31,WAVL Tree,L1 Misses,36162826
40,31,WAVL Tree,LLC Misses,
40,31,WAVL Tree,Branch Misses,41330006
40,32,RB Tree,L1 Misses,36033119
40,32,RB Tree,LLC Misses,
40,32,RB Tree,Branch Misses,38507009
40,32,WAVL Tree,L1 Misses,35810483
40,32,WAVL Tree,LLC Misses,
40,32,WAVL Tree,Branch Misses,41363276
40,33,RB Tree,L1 Misses,35804734
40,33,RB Tree,LLC Misses,
40,33,RB Tree,Branch Misses,38515134
40,33,WAVL Tree,L1 Misses,35466930
40,33,WAVL Tree,LLC Misses,
40,33,WAVL Tree,Branch Misses,41369613
40,34,RB Tree,L1 Misses,36193651
40,34,RB Tree,LLC Misses,
40,34,RB Tree,Branch Misses,38532738
40,34,WAVL Tree,L1 Misses,35843702
40,34,WAVL Tree,LLC Misses,
40,34,WAVL Tree,Branch Misses,41362511
40,35,RB Tree,L1 Misses,35173227
40,35,RB Tree,LLC Misses,
40,35,RB Tree,Branch Misses,38491660
40,35,WAVL Tree,L1 Misses,36583056
40,35,WAVL Tree,LLC Misses,
40,35,WAVL Tree,Branch Misses,41344842
40,36,RB Tree,L1 Misses,35566590
40,36,RB Tree,LLC Misses,
40,36,RB Tree,Branch Misses,38516751
40,36,WAVL Tree,L1 Misses,36854227
40,36,WAVL Tree,LLC Misses,
40,36,WAVL Tree,Branch Misses,41364581
40,37,RB Tree,L1 Misses,36004804
40,37,RB Tree,LLC Misses,
40,37,RB Tree,Branch Misses,38524098
40,37,WAVL Tree,L1 Misses,34917572
40,37,WAVL Tree,LLC Misses,
40,37,WAVL Tree,Branch Misses,41351335
40,38,RB Tree,L1 Misses,44404392
40,38,RB Tree,LLC Misses,
40,38,RB Tree,Branch Misses,38490352
40,38,WAVL Tree,L1 Misses,36190196
40,38,WAVL Tree,LLC Misses,
40,38,WAVL Tree,Branch Misses,41374809
40,39,RB Tree,L1 Misses,35464636
40,39,RB Tree,LLC Misses,
40,39,RB Tree,Branch Misses,38528492
40,39,WAVL Tree,L1 Misses,36263980
40,39,WAVL Tree,LLC Misses,
40,39,WAVL Tree,Branch Misses,41356017
40,40,RB Tree,L1 Misses,36525899
40,40,RB Tree,LLC Misses,
40,40,RB Tree,Branch Misses,38508739
40,40,WAVL Tree,L1 Misses,36147958
40,40,WAVL Tree,LLC Misses,
40,40,WAVL Tree,Branch Misses,41379301
40,41,RB Tree,L1 Misses,36084647
40,41,RB Tree,LLC Misses,
40,41,RB Tree,Branch Misses,38543264
40,41,WAVL Tree,L1 Misses,36331866
40,41,WAVL Tree,LLC Misses,
40,41,WAVL Tree,Branch Misses,41342797
40,42,RB Tree,L1 Misses,36812152
40,42,RB Tree,LLC Misses,
40,42,RB Tree,Branch Misses,38524770
40,42,WAVL Tree,L1 Misses,36450422
40,42,WAVL Tree,LLC Misses,
40,42,WAVL Tree,Branch Misses,41331433
40,43,RB Tree,L1 Misses,36194899
40,43,RB Tree,LLC Misses,
40,43,RB Tree,Branch Misses,38490082
40,43,WAVL Tree,L1 Misses,35938243
40,43,WAVL Tree,LLC Misses,
40,43,WAVL Tree,Branch Misses,41389406
40,44,RB Tree,L1 Misses,35871460
40,44,RB Tree,LLC Misses,
40,44,RB Tree,Branch Misses,38535435
40,44,WAVL Tree,L1 Misses,35892388
40,44,WAVL Tree,LLC Misses,
40,44,WAVL Tree,Branch Misses,41349356
40,45,RB Tree,L1 Misses,36155383
40,45,RB Tree,LLC Misses,
40,45,RB Tree,Branch Misses,38538978
40,45,WAVL Tree,L1 Misses,36222264
40,45,WAVL Tree,LLC Misses,
40,45,WAVL Tree,Branch Misses,41340271
40,46,RB Tree,L1 Misses,36078913
40,46,RB Tree,LLC Misses,
40,46,RB Tree,Branch Misses,38518256
40,46,WAVL Tree,L1 Misses,36040016
40,46,WAVL Tree,LLC Misses,
40,46,WAVL Tree,Branch Misses,41395260
40,47,RB Tree,L1 Misses,36046671
40,47,RB Tree,LLC Misses,
40,47,RB Tree,Branch Misses,38545665
40,47,WAVL Tree,L1 Misses,36349252
40,47,WAVL Tree,LLC Misses,
40,47,WAVL Tree,Branch Misses,41391941
40,48,RB Tree,L1 Misses,36332003
40,48,RB Tree,LLC Misses,
40,48,RB Tree,Branch Misses,38522171
40,48,WAVL Tree,L1 Misses,36185025
40,48,WAVL Tree,LLC Misses,
40,48,WAVL Tree,Branch Misses,41366525
40,49,RB Tree,L1 Misses,34804173
40,49,RB Tree,LLC Misses,
40,49,RB Tree,Branch Misses,38486858
40,49,WAVL Tree,L1 Misses,35718962
40,49,WAVL Tree,LLC Misses,
40,49,WAVL Tree,Branch Misses,41352233
40,50,RB Tree,L1 Misses,36028287
40,50,RB Tree,LLC Misses,
40,50,RB Tree,Branch Misses,38492411
40,50,WAVL Tree,L1 Misses,36441936
40,50,WAVL Tree,LLC Misses,
40,50,WAVL Tree,Branch Misses,41372156
50,1,RB Tree,L1 Misses,38555981
50,1,RB Tree,LLC Misses,
50,1,RB Tree,Branch Misses,40805113
50,1,WAVL Tree,L1 Misses,37779055
50,1,WAVL Tree,LLC Misses,
50,1,WAVL Tree,Branch Misses,43826002
50,2,RB Tree,L1 Misses,38209874
50,2,RB Tree,LLC Misses,
50,2,RB Tree,Branch Misses,40779079
50,2,WAVL Tree,L1 Misses,38594511
50,2,WAVL Tree,LLC Misses,
50,2,WAVL Tree,Branch Misses,43847528
50,3,RB Tree,L1 Misses,38253964
50,3,RB Tree,LLC Misses,
50,3,RB Tree,Branch Misses,40754337
50,3,WAVL Tree,L1 Misses,38094741
50,3,WAVL Tree,LLC Misses,
50,3,WAVL Tree,Branch Misses,43859498
50,4,RB Tree,L1 Misses,39022111
50,4,RB Tree,LLC Misses,
50,4,RB Tree,Branch Misses,40823884
50,4,WAVL Tree,L1 Misses,39065995
50,4,WAVL Tree,LLC Misses,
50,4,WAVL Tree,Branch Misses,43874114
50,5,RB Tree,L1 Misses,37930782
50,5,RB Tree,LLC Misses,
50,5,RB Tree,Branch Misses,40809490
50,5,WAVL Tree,L1 Misses,38475084
50,5,WAVL Tree,LLC Misses,
50,5,WAVL Tree,Branch Misses,43831173
50,6,RB Tree,L1 Misses,38143743
50,6,RB Tree,LLC Misses,
50,6,RB Tree,Branch Misses,40779481
50,6,WAVL Tree,L1 Misses,39039894
50,6,WAVL Tree,LLC Misses,
50,6,WAVL Tree,Branch Misses,43870850
50,7,RB Tree,L1 Misses,39318532
50,7,RB Tree,LLC Misses,
50,7,RB Tree,Branch Misses,40805141
50,7,WAVL Tree,L1 Misses,39224928
50,7,WAVL Tree,LLC Misses,
50,7,WAVL Tree,Branch Misses,43851383
50,8,RB Tree,L1 Misses,37781033
50,8,RB Tree,LLC Misses,
50,8,RB Tree,Branch Misses,40800731
50,8,WAVL Tree,L1 Misses,38235836
50,8,WAVL Tree,LLC Misses,
50,8,WAVL Tree,Branch Misses,43856290
50,9,RB Tree,L1 Misses,37936354
50,9,RB Tree,LLC Misses,
50,9,RB Tree,Branch Misses,40760956
50,9,WAVL Tree,L1 Misses,40017148
50,9,WAVL Tree,LLC Misses,
50,9,WAVL Tree,Branch Misses,43865268
50,10,RB Tree,L1 Misses,37995199
50,10,RB Tree,LLC Misses,
50,10,RB Tree,Branch Misses,40798750
50,10,WAVL Tree,L1 Misses,38174748
50,10,WAVL Tree,LLC Misses,
50,10,WAVL Tree,Branch Misses,43840355
50,11,RB Tree,L1 Misses,39070359
50,11,RB Tree,LLC Misses,
50,11,RB Tree,Branch Misses,40803419
50,11,WAVL Tree,L1 Misses,38746691
50,11,WAVL Tree,LLC Misses,
50,11,WAVL Tree,Branch Misses,43822425
50,12,RB Tree,L1 Misses,38665751
50,12,RB Tree,LLC Misses,
50,12,RB Tree,Branch Misses,40802124
50,12,WAVL Tree,L1 Misses,38929272
50,12,WAVL Tree,LLC Misses,
50,12,WAVL Tree,Branch Misses,43877416
50,13,RB Tree,L1 Misses,38263576
50,13,RB Tree,LLC Misses,
50,13,RB Tree,Branch Misses,40772778
50,13,WAVL Tree,L1 Misses,38968743
50,13,WAVL Tree,LLC Misses,
50,13,WAVL Tree,Branch Misses,43848798
50,14,RB Tree,L1 Misses,38619725
50,14,RB Tree,LLC Misses,
50,14,RB Tree,Branch Misses,40807028
50,14,WAVL Tree,L1 Misses,38934273
50,14,WAVL Tree,LLC Misses,
50,14,WAVL Tree,Branch Misses,43872745
50,15,RB Tree,L1 Misses,37932025
50,15,RB Tree,LLC Misses,
50,15,RB Tree,Branch Misses,40809592
50,15,WAVL Tree,L1 Misses,37920264
50,15,WAVL Tree,LLC Misses,
50,15,WAVL Tree,Branch Misses,43848194
50,16,RB Tree,L1 Misses,38214497
50,16,RB Tree,LLC Misses,
50,16,RB Tree,Branch Misses,40829217
50,16,WAVL Tree,L1 Misses,38385567
50,16,WAVL Tree,LLC Misses,
50,16,WAVL Tree,Branch Misses,43830801
50,17,RB Tree,L1 Misses,39423047
50,17,RB Tree,LLC Misses,
50,17,RB Tree,Branch Misses,40791756
50,17,WAVL Tree,L1 Misses,39645880
50,17,WAVL Tree,LLC Misses,
50,17,WAVL Tree,Branch Misses,43851395
50,18,RB Tree,L1 Misses,39544562
50,18,RB Tree,LLC Misses,
50,18,RB Tree,Branch Misses,40761738
50,18,WAVL Tree,L1 Misses,38289168
50,18,WAVL Tree,LLC Misses,
50,18,WAVL Tree,Branch Misses,43837294
50,19,RB Tree,L1 Misses,38893736
50,19,RB Tree,LLC Misses,
50,19,RB Tree,Branch Misses,40775016
50,19,WAVL Tree,L1 Misses,38289756
50,19,WAVL Tree,LLC Misses,
50,19,WAVL Tree,Branch Misses,43839090
50,20,RB Tree,L1 Misses,38735196
50,20,RB Tree,LLC Misses,
50,20,RB Tree,Branch Misses,40791651
50,20,WAVL Tree,L1 Misses,38776367
50,20,WAVL Tree,LLC Misses,
50,20,WAVL Tree,Branch Misses,43886722
50,21,RB Tree,L1 Misses,38278018
50,21,RB Tree,LLC Misses,
50,21,RB Tree,Branch Misses,40781348
50,21,WAVL Tree,L1 Misses,38934395
50,21,WAVL Tree,LLC Misses,
50,21,WAVL Tree,Branch Misses,43853030
