Mode,Ratio,Run,Tree,Metric,Value
seq_rev,10,12,WAVL Tree,Branch Misses,22135133
seq_rev,10,13,RB Tree,L1 Misses,3501165
seq_rev,10,13,RB Tree,LLC Misses,
seq_rev,10,13,RB Tree,Branch Misses,18983339
seq_rev,10,13,WAVL Tree,L1 Misses,3642337
seq_rev,10,13,WAVL Tree,LLC Misses,
seq_rev,10,13,WAVL Tree,Branch Misses,22104079
seq_rev,10,14,RB Tree,L1 Misses,3531323
seq_rev,10,14,RB Tree,LLC Misses,
seq_rev,10,14,RB Tree,Branch Misses,19024127
seq_rev,10,14,WAVL Tree,L1 Misses,3384618
seq_rev,10,14,WAVL Tree,LLC Misses,
seq_rev,10,14,WAVL Tree,Branch Misses,22135649
seq_rev,10,15,RB Tree,L1 Misses,3587175
seq_rev,10,15,RB Tree,LLC Misses,
seq_rev,10,15,RB Tree,Branch Misses,18950323
seq_rev,10,15,WAVL Tree,L1 Misses,3482564
seq_rev,10,15,WAVL Tree,LLC Misses,
seq_rev,10,15,WAVL Tree,Branch Misses,22065296
seq_rev,10,16,RB Tree,L1 Misses,3608837
seq_rev,10,16,RB Tree,LLC Misses,
seq_rev,10,16,RB Tree,Branch Misses,19005590
seq_rev,10,16,WAVL Tree,L1 Misses,3362821
seq_rev,10,16,WAVL Tree,LLC Misses,
seq_rev,10,16,WAVL Tree,Branch Misses,22102530
seq_rev,10,17,RB Tree,L1 Misses,3565589
seq_rev,10,17,RB Tree,LLC Misses,
seq_rev,10,17,RB Tree,Branch Misses,18946238
seq_rev,10,17,WAVL Tree,L1 Misses,3370186
seq_rev,10,17,WAVL Tree,LLC Misses,
seq_rev,10,17,WAVL Tree,Branch Misses,22090815
seq_rev,10,18,RB Tree,L1 Misses,3526463
seq_rev,10,18,RB Tree,LLC Misses,
seq_rev,10,18,RB Tree,Branch Misses,18932049
seq_rev,10,18,WAVL Tree,L1 Misses,3441497
seq_rev,10,18,WAVL Tree,LLC Misses,
seq_rev,10,18,WAVL Tree,Branch Misses,22152885
seq_rev,10,19,RB Tree,L1 Misses,3517889
seq_rev,10,19,RB Tree,LLC Misses,
seq_rev,10,19,RB Tree,Branch Misses,18978528
seq_rev,10,19,WAVL Tree,L1 Misses,3391969
seq_rev,10,19,WAVL Tree,LLC Misses,
seq_rev,10,19,WAVL Tree,Branch Misses,22119948
seq_rev,10,20,RB Tree,L1 Misses,3548183
seq_rev,10,20,RB Tree,LLC Misses,
seq_rev,10,20,RB Tree,Branch Misses,18953393
seq_rev,10,20,WAVL Tree,L1 Misses,3380169
seq_rev,10,20,WAVL Tree,LLC Misses,
seq_rev,10,20,WAVL Tree,Branch Misses,22024161
seq_rev,20,1,RB Tree,L1 Misses,4263953
seq_rev,20,1,RB Tree,LLC Misses,
seq_rev,20,1,RB Tree,Branch Misses,20181833
seq_rev,20,1,WAVL Tree,L1 Misses,3410585
seq_rev,20,1,WAVL Tree,LLC Misses,
seq_rev,20,1,WAVL Tree,Branch Misses,23483308
seq_rev,20,2,RB Tree,L1 Misses,3583144
seq_rev,20,2,RB Tree,LLC Misses,
seq_rev,20,2,RB Tree,Branch Misses,20108695
seq_rev,20,2,WAVL Tree,L1 Misses,3561593
seq_rev,20,2,WAVL Tree,LLC Misses,
seq_rev,20,2,WAVL Tree,Branch Misses,23513108
seq_rev,20,3,RB Tree,L1 Misses,3606448
seq_rev,20,3,RB Tree,LLC Misses,
seq_rev,20,3,RB Tree,Branch Misses,20186256
seq_rev,20,3,WAVL Tree,L1 Misses,3418579
seq_rev,20,3,WAVL Tree,LLC Misses,
seq_rev,20,3,WAVL Tree,Branch Misses,23475631
seq_rev,20,4,RB Tree,L1 Misses,3640524
seq_rev,20,4,RB Tree,LLC Misses,
seq_rev,20,4,RB Tree,Branch Misses,20228335
seq_rev,20,4,WAVL Tree,L1 Misses,3464608
seq_rev,20,4,WAVL Tree,LLC Misses,
seq_rev,20,4,WAVL Tree,Branch Misses,23535594
seq_rev,20,5,RB Tree,L1 Misses,3646085
seq_rev,20,5,RB Tree,LLC Misses,
seq_rev,20,5,RB Tree,Branch Misses,20241887
seq_rev,20,5,WAVL Tree,L1 Misses,3440395
seq_rev,20,5,WAVL Tree,LLC Misses,
seq_rev,20,5,WAVL Tree,Branch Misses,23524514
seq_rev,20,6,RB Tree,L1 Misses,3577758
seq_rev,20,6,RB Tree,LLC Misses,
seq_rev,20,6,RB Tree,Branch Misses,20195317
seq_rev,20,6,WAVL Tree,L1 Misses,3384347
seq_rev,20,6,WAVL Tree,LLC Misses,
seq_rev,20,6,WAVL Tree,Branch Misses,23495143
seq_rev,20,7,RB Tree,L1 Misses,3694012
seq_rev,20,7,RB Tree,LLC Misses,
seq_rev,20,7,RB Tree,Branch Misses,20188973
seq_rev,20,7,WAVL Tree,L1 Misses,3455816
seq_rev,20,7,WAVL Tree,LLC Misses,
seq_rev,20,7,WAVL Tree,Branch Misses,23450952
seq_rev,20,8,RB Tree,L1 Misses,3544484
seq_rev,20,8,RB Tree,LLC Misses,
seq_rev,20,8,RB Tree,Branch Misses,20198325
seq_rev,20,8,WAVL Tree,L1 Misses,3463390
seq_rev,20,8,WAVL Tree,LLC Misses,
seq_rev,20,8,WAVL Tree,Branch Misses,23560014
seq_rev,20,9,RB Tree,L1 Misses,3632781
seq_rev,20,9,RB Tree,LLC Misses,
seq_rev,20,9,RB Tree,Branch Misses,20196660
seq_rev,20,9,WAVL Tree,L1 Misses,3367130
seq_rev,20,9,WAVL Tree,LLC Misses,
seq_rev,20,9,WAVL Tree,Branch Misses,23432844
seq_rev,20,10,RB Tree,L1 Misses,3632930
seq_rev,20,10,RB Tree,LLC Misses,
seq_rev,20,10,RB Tree,Branch Misses,20192332
seq_rev,20,10,WAVL Tree,L1 Misses,3384519
seq_rev,20,10,WAVL Tree,LLC Misses,
seq_rev,20,10,WAVL Tree,Branch Misses,23492287
seq_rev,20,11,RB Tree,L1 Misses,3510503
seq_rev,20,11,RB Tree,LLC Misses,
seq_rev,20,11,RB Tree,Branch Misses,20121444
seq_rev,20,11,WAVL Tree,L1 Misses,3436708
seq_rev,20,11,WAVL Tree,LLC Misses,
seq_rev,20,11,WAVL Tree,Branch Misses,23495499
seq_rev,20,12,RB Tree,L1 Misses,3649130
seq_rev,20,12,RB Tree,LLC Misses,
seq_rev,20,12,RB Tree,Branch Misses,20190025
seq_rev,20,12,WAVL Tree,L1 Misses,3465449
seq_rev,20,12,WAVL Tree,LLC Misses,
seq_rev,20,12,WAVL Tree,Branch Misses,23425388
seq_rev,20,13,RB Tree,L1 Misses,3753661
seq_rev,20,13,RB Tree,LLC Misses,
seq_rev,20,13,RB Tree,Branch Misses,20147984
seq_rev,20,13,WAVL Tree,L1 Misses,3497265
seq_rev,20,13,WAVL Tree,LLC Misses,
seq_rev,20,13,WAVL Tree,Branch Misses,23452752
seq_rev,20,14,RB Tree,L1 Misses,3624820
seq_rev,20,14,RB Tree,LLC Misses,
seq_rev,20,14,RB Tree,Branch Misses,20128505
seq_rev,20,14,WAVL Tree,L1 Misses,3438503
seq_rev,20,14,WAVL Tree,LLC Misses,
seq_rev,20,14,WAVL Tree,Branch Misses,23484422
seq_rev,20,15,RB Tree,L1 Misses,3508051
seq_rev,20,15,RB Tree,LLC Misses,
seq_rev,20,15,RB Tree,Branch Misses,20159782
seq_rev,20,15,WAVL Tree,L1 Misses,3406499
seq_rev,20,15,WAVL Tree,LLC Misses,
seq_rev,20,15,WAVL Tree,Branch Misses,23557018
seq_rev,20,16,RB Tree,L1 Misses,3598188
seq_rev,20,16,RB Tree,LLC Misses,
seq_rev,20,16,RB Tree,Branch Misses,20226031
seq_rev,20,16,WAVL Tree,L1 Misses,3540172
seq_rev,20,16,WAVL Tree,LLC Misses,
seq_rev,20,16,WAVL Tree,Branch Misses,23518852
seq_rev,20,17,RB Tree,L1 Misses,3579302
seq_rev,20,17,RB Tree,LLC Misses,
seq_rev,20,17,RB Tree,Branch Misses,20187436
seq_rev,20,17,WAVL Tree,L1 Misses,3371779
seq_rev,20,17,WAVL Tree,LLC Misses,
seq_rev,20,17,WAVL Tree,Branch Misses,23498881
seq_rev,20,18,RB Tree,L1 Misses,3580640
seq_rev,20,18,RB Tree,LLC Misses,
seq_rev,20,18,RB Tree,Branch Misses,20185248
seq_rev,20,18,WAVL Tree,L1 Misses,3455438
seq_rev,20,18,WAVL Tree,LLC Misses,
seq_rev,20,18,WAVL Tree,Branch Misses,23519762
seq_rev,20,19,RB Tree,L1 Misses,3579292
seq_rev,20,19,RB Tree,LLC Misses,
seq_rev,20,19,RB Tree,Branch Misses,20209399
seq_rev,20,19,WAVL Tree,L1 Misses,3368554
seq_rev,20,19,WAVL Tree,LLC Misses,
seq_rev,20,19,WAVL Tree,Branch Misses,23518908
seq_rev,20,20,RB Tree,L1 Misses,3576291
seq_rev,20,20,RB Tree,LLC Misses,
seq_rev,20,20,RB Tree,Branch Misses,20195485
seq_rev,20,20,WAVL Tree,L1 Misses,3393831
seq_rev,20,20,WAVL Tree,LLC Misses,
seq_rev,20,20,WAVL Tree,Branch Misses,23461339
seq_rev,30,1,RB Tree,L1 Misses,3612865
seq_rev,30,1,RB Tree,LLC Misses,
seq_rev,30,1,RB Tree,Branch Misses,21413830
seq_rev,30,1,WAVL Tree,L1 Misses,3485095
seq_rev,30,1,WAVL Tree,LLC Misses,
seq_rev,30,1,WAVL Tree,Branch Misses,24854513
seq_rev,30,2,RB Tree,L1 Misses,3653921
seq_rev,30,2,RB Tree,LLC Misses,
seq_rev,30,2,RB Tree,Branch Misses,21358196
seq_rev,30,2,WAVL Tree,L1 Misses,3487309
seq_rev,30,2,WAVL Tree,LLC Misses,
seq_rev,30,2,WAVL Tree,Branch Misses,24890355
seq_rev,30,3,RB Tree,L1 Misses,3631062
seq_rev,30,3,RB Tree,LLC Misses,
seq_rev,30,3,RB Tree,Branch Misses,21434935
seq_rev,30,3,WAVL Tree,L1 Misses,3434545
seq_rev,30,3,WAVL Tree,LLC Misses,
seq_rev,30,3,WAVL Tree,Branch Misses,24895158
seq_rev,30,4,RB Tree,L1 Misses,3645425
seq_rev,30,4,RB Tree,LLC Misses,
seq_rev,30,4,RB Tree,Branch Misses,21340177
seq_rev,30,4,WAVL Tree,L1 Misses,15564847
seq_rev,30,4,WAVL Tree,LLC Misses,
seq_rev,30,4,WAVL Tree,Branch Misses,24850015
seq_rev,30,5,RB Tree,L1 Misses,3730985
seq_rev,30,5,RB Tree,LLC Misses,
seq_rev,30,5,RB Tree,Branch Misses,21405302
seq_rev,30,5,WAVL Tree,L1 Misses,3628507
seq_rev,30,5,WAVL Tree,LLC Misses,
seq_rev,30,5,WAVL Tree,Branch Misses,24982109
seq_rev,30,6,RB Tree,L1 Misses,3629995
seq_rev,30,6,RB Tree,LLC Misses,
seq_rev,30,6,RB Tree,Branch Misses,21412342
seq_rev,30,6,WAVL Tree,L1 Misses,3456614
seq_rev,30,6,WAVL Tree,LLC Misses,
seq_rev,30,6,WAVL Tree,Branch Misses,24963798
seq_rev,30,7,RB Tree,L1 Misses,3687889
seq_rev,30,7,RB Tree,LLC Misses,
seq_rev,30,7,RB Tree,Branch Misses,21423096
seq_rev,30,7,WAVL Tree,L1 Misses,3464297
seq_rev,30,7,WAVL Tree,LLC Misses,
seq_rev,30,7,WAVL Tree,Branch Misses,24890120
seq_rev,30,8,RB Tree,L1 Misses,3654565
seq_rev,30,8,RB Tree,LLC Misses,
seq_rev,30,8,RB Tree,Branch Misses,21368702
seq_rev,30,8,WAVL Tree,L1 Misses,3409574
seq_rev,30,8,WAVL Tree,LLC Misses,
seq_rev,30,8,WAVL Tree,Branch Misses,24783592
seq_rev,30,9,RB Tree,L1 Misses,3697465
seq_rev,30,9,RB Tree,LLC Misses,
seq_rev,30,9,RB Tree,Branch Misses,21409911
seq_rev,30,9,WAVL Tree,L1 Misses,3397797
seq_rev,30,9,WAVL Tree,LLC Misses,
seq_rev,30,9,WAVL Tree,Branch Misses,24873598
seq_rev,30,10,RB Tree,L1 Misses,3596735
seq_rev,30,10,RB Tree,LLC Misses,
seq_rev,30,10,RB Tree,Branch Misses,21387578
seq_rev,30,10,WAVL Tree,L1 Misses,3463629
seq_rev,30,10,WAVL Tree,LLC Misses,
seq_rev,30,10,WAVL Tree,Branch Misses,24932691
seq_rev,30,11,RB Tree,L1 Misses,3599369
seq_rev,30,11,RB Tree,LLC Misses,
seq_rev,30,11,RB Tree,Branch Misses,21417997
seq_rev,30,11,WAVL Tree,L1 Misses,3449193
seq_rev,30,11,WAVL Tree,LLC Misses,
seq_rev,30,11,WAVL Tree,Branch Misses,24840440
seq_rev,30,12,RB Tree,L1 Misses,3661569
seq_rev,30,12,RB Tree,LLC Misses,
seq_rev,30,12,RB Tree,Branch Misses,21371774
seq_rev,30,12,WAVL Tree,L1 Misses,3470276
seq_rev,30,12,WAVL Tree,LLC Misses,
seq_rev,30,12,WAVL Tree,Branch Misses,24843844
seq_rev,30,13,RB Tree,L1 Misses,3554903
seq_rev,30,13,RB Tree,LLC Misses,
seq_rev,30,13,RB Tree,Branch Misses,21366654
seq_rev,30,13,WAVL Tree,L1 Misses,4016316
seq_rev,30,13,WAVL Tree,LLC Misses,
seq_rev,30,13,WAVL Tree,Branch Misses,24825214
seq_rev,30,14,RB Tree,L1 Misses,3651728
seq_rev,30,14,RB Tree,LLC Misses,
seq_rev,30,14,RB Tree,Branch Misses,21379268
seq_rev,30,14,WAVL Tree,L1 Misses,3453612
seq_rev,30,14,WAVL Tree,LLC Misses,
seq_rev,30,14,WAVL Tree,Branch Misses,24865063
seq_rev,30,15,RB Tree,L1 Misses,3635524
seq_rev,30,15,RB Tree,LLC Misses,
seq_rev,30,15,RB Tree,Branch Misses,21451796
seq_rev,30,15,WAVL Tree,L1 Misses,3419701
seq_rev,30,15,WAVL Tree,LLC Misses,
seq_rev,30,15,WAVL Tree,Branch Misses,24899765
seq_rev,30,16,RB Tree,L1 Misses,3669351
seq_rev,30,16,RB Tree,LLC Misses,
seq_rev,30,16,RB Tree,Branch Misses,21394659
seq_rev,30,16,WAVL Tree,L1 Misses,4061912
seq_rev,30,16,WAVL Tree,LLC Misses,
seq_rev,30,16,WAVL Tree,Branch Misses,24824902
seq_rev,30,17,RB Tree,L1 Misses,3633967
seq_rev,30,17,RB Tree,LLC Misses,
seq_rev,30,17,RB Tree,Branch Misses,21350604
seq_rev,30,17,WAVL Tree,L1 Misses,3715155
seq_rev,30,17,WAVL Tree,LLC Misses,
seq_rev,30,17,WAVL Tree,Branch Misses,24806539
seq_rev,30,18,RB Tree,L1 Misses,3635562
seq_rev,30,18,RB Tree,LLC Misses,
seq_rev,30,18,RB Tree,Branch Misses,21371929
seq_rev,30,18,WAVL Tree,L1 Misses,3516085
seq_rev,30,18,WAVL Tree,LLC Misses,
seq_rev,30,18,WAVL Tree,Branch Misses,24867017
seq_rev,30,19,RB Tree,L1 Misses,3713795
seq_rev,30,19,RB Tree,LLC Misses,
seq_rev,30,19,RB Tree,Branch Misses,21373168
seq_rev,30,19,WAVL Tree,L1 Misses,3514476
seq_rev,30,19,WAVL Tree,LLC Misses,
seq_rev,30,19,WAVL Tree,Branch Misses,24817562
seq_rev,30,20,RB Tree,L1 Misses,3624899
seq_rev,30,20,RB Tree,LLC Misses,
seq_rev,30,20,RB Tree,Branch Misses,21463698
seq_rev,30,20,WAVL Tree,L1 Misses,3503222
seq_rev,30,20,WAVL Tree,LLC Misses,
seq_rev,30,20,WAVL Tree,Branch Misses,24935268
seq_rev,40,1,RB Tree,L1 Misses,3683633
seq_rev,40,1,RB Tree,LLC Misses,
seq_rev,40,1,RB Tree,Branch Misses,22581177
seq_rev,40,1,WAVL Tree,L1 Misses,3559697
seq_rev,40,1,WAVL Tree,LLC Misses,
seq_rev,40,1,WAVL Tree,Branch Misses,26319811
seq_rev,40,2,RB Tree,L1 Misses,3719554
seq_rev,40,2,RB Tree,LLC Misses,
seq_rev,40,2,RB Tree,Branch Misses,22669531
seq_rev,40,2,WAVL Tree,L1 Misses,3598536
seq_rev,40,2,WAVL Tree,LLC Misses,
seq_rev,40,2,WAVL Tree,Branch Misses,26205623
seq_rev,40,3,RB Tree,L1 Misses,3673946
seq_rev,40,3,RB Tree,LLC Misses,
seq_rev,40,3,RB Tree,Branch Misses,22585829
seq_rev,40,3,WAVL Tree,L1 Misses,3562283
seq_rev,40,3,WAVL Tree,LLC Misses,
seq_rev,40,3,WAVL Tree,Branch Misses,26208202
seq_rev,40,4,RB Tree,L1 Misses,3773102
seq_rev,40,4,RB Tree,LLC Misses,
seq_rev,40,4,RB Tree,Branch Misses,22612097
seq_rev,40,4,WAVL Tree,L1 Misses,3457759
seq_rev,40,4,WAVL Tree,LLC Misses,
seq_rev,40,4,WAVL Tree,Branch Misses,26252588
seq_rev,40,5,RB Tree,L1 Misses,3633721
seq_rev,40,5,RB Tree,LLC Misses,
seq_rev,40,5,RB Tree,Branch Misses,22624040
seq_rev,40,5,WAVL Tree,L1 Misses,3530406
seq_rev,40,5,WAVL Tree,LLC Misses,
seq_rev,40,5,WAVL Tree,Branch Misses,26177213
seq_rev,40,6,RB Tree,L1 Misses,3679971
seq_rev,40,6,RB Tree,LLC Misses,
seq_rev,40,6,RB Tree,Branch Misses,22667470
seq_rev,40,6,WAVL Tree,L1 Misses,3537065
seq_rev,40,6,WAVL Tree,LLC Misses,
seq_rev,40,6,WAVL Tree,Branch Misses,26183937
seq_rev,40,7,RB Tree,L1 Misses,3675241
seq_rev,40,7,RB Tree,LLC Misses,
seq_rev,40,7,RB Tree,Branch Misses,22591070
seq_rev,40,7,WAVL Tree,L1 Misses,3486399
seq_rev,40,7,WAVL Tree,LLC Misses,
seq_rev,40,7,WAVL Tree,Branch Misses,26200484
seq_rev,40,8,RB Tree,L1 Misses,3690195
seq_rev,40,8,RB Tree,LLC Misses,
seq_rev,40,8,RB Tree,Branch Misses,22599814
seq_rev,40,8,WAVL Tree,L1 Misses,3504902
seq_rev,40,8,WAVL Tree,LLC Misses,
seq_rev,40,8,WAVL Tree,Branch Misses,26199846
seq_rev,40,9,RB Tree,L1 Misses,3732748
seq_rev,40,9,RB Tree,LLC Misses,
seq_rev,40,9,RB Tree,Branch Misses,22617096
seq_rev,40,9,WAVL Tree,L1 Misses,3570183
seq_rev,40,9,WAVL Tree,LLC Misses,
seq_rev,40,9,WAVL Tree,Branch Misses,26212842
seq_rev,40,10,RB Tree,L1 Misses,3691749
seq_rev,40,10,RB Tree,LLC Misses,
seq_rev,40,10,RB Tree,Branch Misses,22605080
seq_rev,40,10,WAVL Tree,L1 Misses,3611401
seq_rev,40,10,WAVL Tree,LLC Misses,
seq_rev,40,10,WAVL Tree,Branch Misses,26262936
seq_rev,40,11,RB Tree,L1 Misses,3686243
seq_rev,40,11,RB Tree,LLC Misses,
seq_rev,40,11,RB Tree,Branch Misses,22603357
seq_rev,40,11,WAVL Tree,L1 Misses,3409077
seq_rev,40,11,WAVL Tree,LLC Misses,
seq_rev,40,11,WAVL Tree,Branch Misses,26225551
seq_rev,40,12,RB Tree,L1 Misses,3634515
seq_rev,40,12,RB Tree,LLC Misses,
seq_rev,40,12,RB Tree,Branch Misses,22624154
seq_rev,40,12,WAVL Tree,L1 Misses,3558990
seq_rev,40,12,WAVL Tree,LLC Misses,
seq_rev,40,12,WAVL Tree,Branch Misses,26265958
seq_rev,40,13,RB Tree,L1 Misses,3696838
seq_rev,40,13,RB Tree,LLC Misses,
seq_rev,40,13,RB Tree,Branch Misses,22705167
seq_rev,40,13,WAVL Tree,L1 Misses,3543035
seq_rev,40,13,WAVL Tree,LLC Misses,
seq_rev,40,13,WAVL Tree,Branch Misses,26186577
seq_rev,40,14,RB Tree,L1 Misses,3682116
seq_rev,40,14,RB Tree,LLC Misses,
seq_rev,40,14,RB Tree,Branch Misses,22522068
seq_rev,40,14,WAVL Tree,L1 Misses,3475131
seq_rev,40,14,WAVL Tree,LLC Misses,
seq_rev,40,14,WAVL Tree,Branch Misses,26272698
seq_rev,40,15,RB Tree,L1 Misses,3805745
seq_rev,40,15,RB Tree,LLC Misses,
seq_rev,40,15,RB Tree,Branch Misses,22645260
seq_rev,40,15,WAVL Tree,L1 Misses,3521599
seq_rev,40,15,WAVL Tree,LLC Misses,
seq_rev,40,15,WAVL Tree,Branch Misses,26265930
seq_rev,40,16,RB Tree,L1 Misses,3695777
seq_rev,40,16,RB Tree,LLC Misses,
seq_rev,40,16,RB Tree,Branch Misses,22602896
seq_rev,40,16,WAVL Tree,L1 Misses,3540152
seq_rev,40,16,WAVL Tree,LLC Misses,
seq_rev,40,16,WAVL Tree,Branch Misses,26267632
seq_rev,40,17,RB Tree,L1 Misses,3721336
seq_rev,40,17,RB Tree,LLC Misses,
seq_rev,40,17,RB Tree,Branch Misses,22588673
seq_rev,40,17,WAVL Tree,L1 Misses,3497384
seq_rev,40,17,WAVL Tree,LLC Misses,
seq_rev,40,17,WAVL Tree,Branch Misses,26212468
seq_rev,40,18,RB Tree,L1 Misses,3660946
seq_rev,40,18,RB Tree,LLC Misses,
seq_rev,40,18,RB Tree,Branch Misses,22622577
seq_rev,40,18,WAVL Tree,L1 Misses,3563730
seq_rev,40,18,WAVL Tree,LLC Misses,
seq_rev,40,18,WAVL Tree,Branch Misses,26321844
seq_rev,40,19,RB Tree,L1 Misses,3606850
seq_rev,40,19,RB Tree,LLC Misses,
seq_rev,40,19,RB Tree,Branch Misses,22603444
seq_rev,40,19,WAVL Tree,L1 Misses,3551388
seq_rev,40,19,WAVL Tree,LLC Misses,
seq_rev,40,19,WAVL Tree,Branch Misses,26203735
seq_rev,40,20,RB Tree,L1 Misses,3733541
seq_rev,40,20,RB Tree,LLC Misses,
seq_rev,40,20,RB Tree,Branch Misses,22651444
seq_rev,40,20,WAVL Tree,L1 Misses,3614473
seq_rev,40,20,WAVL Tree,LLC Misses,
seq_rev,40,20,WAVL Tree,Branch Misses,26219202
seq_rev,50,1,RB Tree,L1 Misses,3724779
seq_rev,50,1,RB Tree,LLC Misses,
seq_rev,50,1,RB Tree,Branch Misses,23732046
seq_rev,50,1,WAVL Tree,L1 Misses,3545777
seq_rev,50,1,WAVL Tree,LLC Misses,
seq_rev,50,1,WAVL Tree,Branch Misses,27578788
seq_rev,50,2,RB Tree,L1 Misses,3714547
seq_rev,50,2,RB Tree,LLC Misses,
seq_rev,50,2,RB Tree,Branch Misses,23825568
seq_rev,50,2,WAVL Tree,L1 Misses,3565550
seq_rev,50,2,WAVL Tree,LLC Misses,
seq_rev,50,2,WAVL Tree,Branch Misses,27684536
seq_rev,50,3,RB Tree,L1 Misses,3731342
seq_rev,50,3,RB Tree,LLC Misses,
seq_rev,50,3,RB Tree,Branch Misses,23792472
seq_rev,50,3,WAVL Tree,L1 Misses,3488088
seq_rev,50,3,WAVL Tree,LLC Misses,
seq_rev,50,3,WAVL Tree,Branch Misses,27556599
seq_rev,50,4,RB Tree,L1 Misses,3729822
seq_rev,50,4,RB Tree,LLC Misses,
seq_rev,50,4,RB Tree,Branch Misses,23735087
seq_rev,50,4,WAVL Tree,L1 Misses,3544710
seq_rev,50,4,WAVL Tree,LLC Misses,
seq_rev,50,4,WAVL Tree,Branch Misses,27586600
seq_rev,50,5,RB Tree,L1 Misses,3767820
seq_rev,50,5,RB Tree,LLC Misses,
seq_rev,50,5,RB Tree,Branch Misses,23777703
seq_rev,50,5,WAVL Tree,L1 Misses,3485808
seq_rev,50,5,WAVL Tree,LLC Misses,
seq_rev,50,5,WAVL Tree,Branch Misses,27629914
seq_rev,50,6,RB Tree,L1 Misses,3655595
seq_rev,50,6,RB Tree,LLC Misses,
seq_rev,50,6,RB Tree,Branch Misses,23758006
seq_rev,50,6,WAVL Tree,L1 Misses,3520727
seq_rev,50,6,WAVL Tree,LLC Misses,
seq_rev,50,6,WAVL Tree,Branch Misses,27559131
seq_rev,50,7,RB Tree,L1 Misses,3731427
seq_rev,50,7,RB Tree,LLC Misses,
seq_rev,50,7,RB Tree,Branch Misses,23831622
seq_rev,50,7,WAVL Tree,L1 Misses,3531660
seq_rev,50,7,WAVL Tree,LLC Misses,
seq_rev,50,7,WAVL Tree,Branch Misses,27671794
seq_rev,50,8,RB Tree,L1 Misses,8704831
seq_rev,50,8,RB Tree,LLC Misses,
seq_rev,50,8,RB Tree,Branch Misses,23811302
seq_rev,50,8,WAVL Tree,L1 Misses,3526422
seq_rev,50,8,WAVL Tree,LLC Misses,
seq_rev,50,8,WAVL Tree,Branch Misses,27675978
seq_rev,50,9,RB Tree,L1 Misses,3724745
seq_rev,50,9,RB Tree,LLC Misses,
seq_rev,50,9,RB Tree,Branch Misses,23813455
seq_rev,50,9,WAVL Tree,L1 Misses,3617048
seq_rev,50,9,WAVL Tree,LLC Misses,
seq_rev,50,9,WAVL Tree,Branch Misses,27607400
seq_rev,50,10,RB Tree,L1 Misses,3707744
seq_rev,50,10,RB Tree,LLC Misses,
seq_rev,50,10,RB Tree,Branch Misses,23890410
seq_rev,50,10,WAVL Tree,L1 Misses,3680951
seq_rev,50,10,WAVL Tree,LLC Misses,
seq_rev,50,10,WAVL Tree,Branch Misses,27676247
seq_rev,50,11,RB Tree,L1 Misses,3710351
seq_rev,50,11,RB Tree,LLC Misses,
seq_rev,50,11,RB Tree,Branch Misses,23876482
seq_rev,50,11,WAVL Tree,L1 Misses,5448491
seq_rev,50,11,WAVL Tree,LLC Misses,
seq_rev,50,11,WAVL Tree,Branch Misses,27657032
seq_rev,50,12,RB Tree,L1 Misses,3726288
seq_rev,50,12,RB Tree,LLC Misses,
seq_rev,50,12,RB Tree,Branch Misses,23808352
seq_rev,50,12,WAVL Tree,L1 Misses,3505709
seq_rev,50,12,WAVL Tree,LLC Misses,
seq_rev,50,12,WAVL Tree,Branch Misses,27645216
seq_rev,50,13,RB Tree,L1 Misses,3759589
seq_rev,50,13,RB Tree,LLC Misses,
seq_rev,50,13,RB Tree,Branch Misses,23780593
seq_rev,50,13,WAVL Tree,L1 Misses,3493921
seq_rev,50,13,WAVL Tree,LLC Misses,
seq_rev,50,13,WAVL Tree,Branch Misses,27553301
seq_rev,50,14,RB Tree,L1 Misses,3696640
seq_rev,50,14,RB Tree,LLC Misses,
seq_rev,50,14,RB Tree,Branch Misses,23786971
seq_rev,50,14,WAVL Tree,L1 Misses,3517071
seq_rev,50,14,WAVL Tree,LLC Misses,
seq_rev,50,14,WAVL Tree,Branch Misses,27586807
seq_rev,50,15,RB Tree,L1 Misses,3689399
seq_rev,50,15,RB Tree,LLC Misses,
seq_rev,50,15,RB Tree,Branch Misses,23866523
seq_rev,50,15,WAVL Tree,L1 Misses,3513673
seq_rev,50,15,WAVL Tree,LLC Misses,
seq_rev,50,15,WAVL Tree,Branch Misses,27731732
seq_rev,50,16,RB Tree,L1 Misses,3957339
seq_rev,50,16,RB Tree,LLC Misses,
seq_rev,50,16,RB Tree,Branch Misses,23803745
seq_rev,50,16,WAVL Tree,L1 Misses,3489209
seq_rev,50,16,WAVL Tree,LLC Misses,
seq_rev,50,16,WAVL Tree,Branch Misses,27540930
seq_rev,50,17,RB Tree,L1 Misses,3746824
seq_rev,50,17,RB Tree,LLC Misses,
seq_rev,50,17,RB Tree,Branch Misses,23813464
seq_rev,50,17,WAVL Tree,L1 Misses,5586429
seq_rev,50,17,WAVL Tree,LLC Misses,
seq_rev,50,17,WAVL Tree,Branch Misses,27647888
seq_rev,50,18,RB Tree,L1 Misses,3673509
seq_rev,50,18,RB Tree,LLC Misses,
seq_rev,50,18,RB Tree,Branch Misses,23787793
seq_rev,50,18,WAVL Tree,L1 Misses,3522666
seq_rev,50,18,WAVL Tree,LLC Misses,
seq_rev,50,18,WAVL Tree,Branch Misses,27739403
