Mode,Ratio,Run,Tree,Metric,Value
reverse,10,11,RB Tree,L1 Misses,3400249
reverse,10,11,RB Tree,LLC Misses,
reverse,10,11,RB Tree,Branch Misses,18935035
reverse,10,11,WAVL Tree,L1 Misses,3316313
reverse,10,11,WAVL Tree,LLC Misses,
reverse,10,11,WAVL Tree,Branch Misses,21835660
reverse,10,12,RB Tree,L1 Misses,3408502
reverse,10,12,RB Tree,LLC Misses,
reverse,10,12,RB Tree,Branch Misses,18857707
reverse,10,12,WAVL Tree,L1 Misses,3250863
reverse,10,12,WAVL Tree,LLC Misses,
reverse,10,12,WAVL Tree,Branch Misses,21776693
reverse,10,13,RB Tree,L1 Misses,3411684
reverse,10,13,RB Tree,LLC Misses,
reverse,10,13,RB Tree,Branch Misses,18864150
reverse,10,13,WAVL Tree,L1 Misses,3268568
reverse,10,13,WAVL Tree,LLC Misses,
reverse,10,13,WAVL Tree,Branch Misses,21837250
reverse,10,14,RB Tree,L1 Misses,3403581
reverse,10,14,RB Tree,LLC Misses,
reverse,10,14,RB Tree,Branch Misses,18924879
reverse,10,14,WAVL Tree,L1 Misses,3230202
reverse,10,14,WAVL Tree,LLC Misses,
reverse,10,14,WAVL Tree,Branch Misses,21812879
reverse,10,15,RB Tree,L1 Misses,3391056
reverse,10,15,RB Tree,LLC Misses,
reverse,10,15,RB Tree,Branch Misses,18930358
reverse,10,15,WAVL Tree,L1 Misses,5431446
reverse,10,15,WAVL Tree,LLC Misses,
reverse,10,15,WAVL Tree,Branch Misses,21917239
reverse,10,16,RB Tree,L1 Misses,3409309
reverse,10,16,RB Tree,LLC Misses,
reverse,10,16,RB Tree,Branch Misses,18862851
reverse,10,16,WAVL Tree,L1 Misses,3262442
reverse,10,16,WAVL Tree,LLC Misses,
reverse,10,16,WAVL Tree,Branch Misses,21851034
reverse,10,17,RB Tree,L1 Misses,3438344
reverse,10,17,RB Tree,LLC Misses,
reverse,10,17,RB Tree,Branch Misses,18860433
reverse,10,17,WAVL Tree,L1 Misses,3257228
reverse,10,17,WAVL Tree,LLC Misses,
reverse,10,17,WAVL Tree,Branch Misses,21857691
reverse,10,18,RB Tree,L1 Misses,3386927
reverse,10,18,RB Tree,LLC Misses,
reverse,10,18,RB Tree,Branch Misses,18894004
reverse,10,18,WAVL Tree,L1 Misses,3300316
reverse,10,18,WAVL Tree,LLC Misses,
reverse,10,18,WAVL Tree,Branch Misses,21879848
reverse,10,19,RB Tree,L1 Misses,3421189
reverse,10,19,RB Tree,LLC Misses,
reverse,10,19,RB Tree,Branch Misses,18838966
reverse,10,19,WAVL Tree,L1 Misses,3256513
reverse,10,19,WAVL Tree,LLC Misses,
reverse,10,19,WAVL Tree,Branch Misses,21856092
reverse,10,20,RB Tree,L1 Misses,3351256
reverse,10,20,RB Tree,LLC Misses,
reverse,10,20,RB Tree,Branch Misses,18884066
reverse,10,20,WAVL Tree,L1 Misses,3180807
reverse,10,20,WAVL Tree,LLC Misses,
reverse,10,20,WAVL Tree,Branch Misses,21828167
reverse,20,1,RB Tree,L1 Misses,3394666
reverse,20,1,RB Tree,LLC Misses,
reverse,20,1,RB Tree,Branch Misses,20114605
reverse,20,1,WAVL Tree,L1 Misses,3273539
reverse,20,1,WAVL Tree,LLC Misses,
reverse,20,1,WAVL Tree,Branch Misses,23189881
reverse,20,2,RB Tree,L1 Misses,3463933
reverse,20,2,RB Tree,LLC Misses,
reverse,20,2,RB Tree,Branch Misses,20159182
reverse,20,2,WAVL Tree,L1 Misses,3322231
reverse,20,2,WAVL Tree,LLC Misses,
reverse,20,2,WAVL Tree,Branch Misses,23233681
reverse,20,3,RB Tree,L1 Misses,3393691
reverse,20,3,RB Tree,LLC Misses,
reverse,20,3,RB Tree,Branch Misses,20108984
reverse,20,3,WAVL Tree,L1 Misses,3310831
reverse,20,3,WAVL Tree,LLC Misses,
reverse,20,3,WAVL Tree,Branch Misses,23361495
reverse,20,4,RB Tree,L1 Misses,3429617
reverse,20,4,RB Tree,LLC Misses,
reverse,20,4,RB Tree,Branch Misses,20066767
reverse,20,4,WAVL Tree,L1 Misses,3285433
reverse,20,4,WAVL Tree,LLC Misses,
reverse,20,4,WAVL Tree,Branch Misses,23240231
reverse,20,5,RB Tree,L1 Misses,3431220
reverse,20,5,RB Tree,LLC Misses,
reverse,20,5,RB Tree,Branch Misses,20132140
reverse,20,5,WAVL Tree,L1 Misses,8794132
reverse,20,5,WAVL Tree,LLC Misses,
reverse,20,5,WAVL Tree,Branch Misses,23234060
reverse,20,6,RB Tree,L1 Misses,3427139
reverse,20,6,RB Tree,LLC Misses,
reverse,20,6,RB Tree,Branch Misses,20169118
reverse,20,6,WAVL Tree,L1 Misses,3263624
reverse,20,6,WAVL Tree,LLC Misses,
reverse,20,6,WAVL Tree,Branch Misses,23193678
reverse,20,7,RB Tree,L1 Misses,3380512
reverse,20,7,RB Tree,LLC Misses,
reverse,20,7,RB Tree,Branch Misses,20065226
reverse,20,7,WAVL Tree,L1 Misses,3417025
reverse,20,7,WAVL Tree,LLC Misses,
reverse,20,7,WAVL Tree,Branch Misses,23218884
reverse,20,8,RB Tree,L1 Misses,3450184
reverse,20,8,RB Tree,LLC Misses,
reverse,20,8,RB Tree,Branch Misses,20104550
reverse,20,8,WAVL Tree,L1 Misses,3293016
reverse,20,8,WAVL Tree,LLC Misses,
reverse,20,8,WAVL Tree,Branch Misses,23236823
reverse,20,9,RB Tree,L1 Misses,3538647
reverse,20,9,RB Tree,LLC Misses,
reverse,20,9,RB Tree,Branch Misses,20113251
reverse,20,9,WAVL Tree,L1 Misses,3242562
reverse,20,9,WAVL Tree,LLC Misses,
reverse,20,9,WAVL Tree,Branch Misses,23192061
reverse,20,10,RB Tree,L1 Misses,3423535
reverse,20,10,RB Tree,LLC Misses,
reverse,20,10,RB Tree,Branch Misses,20113283
reverse,20,10,WAVL Tree,L1 Misses,3297389
reverse,20,10,WAVL Tree,LLC Misses,
reverse,20,10,WAVL Tree,Branch Misses,23228752
reverse,20,11,RB Tree,L1 Misses,3525631
reverse,20,11,RB Tree,LLC Misses,
reverse,20,11,RB Tree,Branch Misses,20096551
reverse,20,11,WAVL Tree,L1 Misses,3298821
reverse,20,11,WAVL Tree,LLC Misses,
reverse,20,11,WAVL Tree,Branch Misses,23219609
reverse,20,12,RB Tree,L1 Misses,3425128
reverse,20,12,RB Tree,LLC Misses,
reverse,20,12,RB Tree,Branch Misses,20160943
reverse,20,12,WAVL Tree,L1 Misses,3290621
reverse,20,12,WAVL Tree,LLC Misses,
reverse,20,12,WAVL Tree,Branch Misses,23384489
reverse,20,13,RB Tree,L1 Misses,3484931
reverse,20,13,RB Tree,LLC Misses,
reverse,20,13,RB Tree,Branch Misses,20126896
reverse,20,13,WAVL Tree,L1 Misses,3364806
reverse,20,13,WAVL Tree,LLC Misses,
reverse,20,13,WAVL Tree,Branch Misses,23344720
reverse,20,14,RB Tree,L1 Misses,3422136
reverse,20,14,RB Tree,LLC Misses,
reverse,20,14,RB Tree,Branch Misses,20169111
reverse,20,14,WAVL Tree,L1 Misses,3440760
reverse,20,14,WAVL Tree,LLC Misses,
reverse,20,14,WAVL Tree,Branch Misses,23321389
reverse,20,15,RB Tree,L1 Misses,3455605
reverse,20,15,RB Tree,LLC Misses,
reverse,20,15,RB Tree,Branch Misses,20141051
reverse,20,15,WAVL Tree,L1 Misses,3315650
reverse,20,15,WAVL Tree,LLC Misses,
reverse,20,15,WAVL Tree,Branch Misses,23221688
reverse,20,16,RB Tree,L1 Misses,3530913
reverse,20,16,RB Tree,LLC Misses,
reverse,20,16,RB Tree,Branch Misses,20124759
reverse,20,16,WAVL Tree,L1 Misses,3312179
reverse,20,16,WAVL Tree,LLC Misses,
reverse,20,16,WAVL Tree,Branch Misses,23208877
reverse,20,17,RB Tree,L1 Misses,3815088
reverse,20,17,RB Tree,LLC Misses,
reverse,20,17,RB Tree,Branch Misses,20159730
reverse,20,17,WAVL Tree,L1 Misses,3307132
reverse,20,17,WAVL Tree,LLC Misses,
reverse,20,17,WAVL Tree,Branch Misses,23188593
reverse,20,18,RB Tree,L1 Misses,3401182
reverse,20,18,RB Tree,LLC Misses,
reverse,20,18,RB Tree,Branch Misses,20128359
reverse,20,18,WAVL Tree,L1 Misses,3279384
reverse,20,18,WAVL Tree,LLC Misses,
reverse,20,18,WAVL Tree,Branch Misses,23235548
reverse,20,19,RB Tree,L1 Misses,3371431
reverse,20,19,RB Tree,LLC Misses,
reverse,20,19,RB Tree,Branch Misses,20139118
reverse,20,19,WAVL Tree,L1 Misses,3344121
reverse,20,19,WAVL Tree,LLC Misses,
reverse,20,19,WAVL Tree,Branch Misses,23227366
reverse,20,20,RB Tree,L1 Misses,3416077
reverse,20,20,RB Tree,LLC Misses,
reverse,20,20,RB Tree,Branch Misses,20139642
reverse,20,20,WAVL Tree,L1 Misses,3329785
reverse,20,20,WAVL Tree,LLC Misses,
reverse,20,20,WAVL Tree,Branch Misses,23361736
reverse,30,1,RB Tree,L1 Misses,3519583
reverse,30,1,RB Tree,LLC Misses,
reverse,30,1,RB Tree,Branch Misses,21280163
reverse,30,1,WAVL Tree,L1 Misses,3377882
reverse,30,1,WAVL Tree,LLC Misses,
reverse,30,1,WAVL Tree,Branch Misses,24595644
reverse,30,2,RB Tree,L1 Misses,3529627
reverse,30,2,RB Tree,LLC Misses,
reverse,30,2,RB Tree,Branch Misses,21356117
reverse,30,2,WAVL Tree,L1 Misses,3316333
reverse,30,2,WAVL Tree,LLC Misses,
reverse,30,2,WAVL Tree,Branch Misses,24737476
reverse,30,3,RB Tree,L1 Misses,3397337
reverse,30,3,RB Tree,LLC Misses,
reverse,30,3,RB Tree,Branch Misses,21358732
reverse,30,3,WAVL Tree,L1 Misses,3333650
reverse,30,3,WAVL Tree,LLC Misses,
reverse,30,3,WAVL Tree,Branch Misses,24596418
reverse,30,4,RB Tree,L1 Misses,3519404
reverse,30,4,RB Tree,LLC Misses,
reverse,30,4,RB Tree,Branch Misses,21354061
reverse,30,4,WAVL Tree,L1 Misses,3342972
reverse,30,4,WAVL Tree,LLC Misses,
reverse,30,4,WAVL Tree,Branch Misses,24627825
reverse,30,5,RB Tree,L1 Misses,3688844
reverse,30,5,RB Tree,LLC Misses,
reverse,30,5,RB Tree,Branch Misses,21333670
reverse,30,5,WAVL Tree,L1 Misses,3385046
reverse,30,5,WAVL Tree,LLC Misses,
reverse,30,5,WAVL Tree,Branch Misses,24593606
reverse,30,6,RB Tree,L1 Misses,3501969
reverse,30,6,RB Tree,LLC Misses,
reverse,30,6,RB Tree,Branch Misses,21332335
reverse,30,6,WAVL Tree,L1 Misses,3378156
reverse,30,6,WAVL Tree,LLC Misses,
reverse,30,6,WAVL Tree,Branch Misses,24804766
reverse,30,7,RB Tree,L1 Misses,3457652
reverse,30,7,RB Tree,LLC Misses,
reverse,30,7,RB Tree,Branch Misses,21386186
reverse,30,7,WAVL Tree,L1 Misses,3365463
reverse,30,7,WAVL Tree,LLC Misses,
reverse,30,7,WAVL Tree,Branch Misses,24702678
reverse,30,8,RB Tree,L1 Misses,3610027
reverse,30,8,RB Tree,LLC Misses,
reverse,30,8,RB Tree,Branch Misses,21366258
reverse,30,8,WAVL Tree,L1 Misses,3329263
reverse,30,8,WAVL Tree,LLC Misses,
reverse,30,8,WAVL Tree,Branch Misses,24789939
reverse,30,9,RB Tree,L1 Misses,3465943
reverse,30,9,RB Tree,LLC Misses,
reverse,30,9,RB Tree,Branch Misses,21345628
reverse,30,9,WAVL Tree,L1 Misses,3358253
reverse,30,9,WAVL Tree,LLC Misses,
reverse,30,9,WAVL Tree,Branch Misses,24579723
reverse,30,10,RB Tree,L1 Misses,3512247
reverse,30,10,RB Tree,LLC Misses,
reverse,30,10,RB Tree,Branch Misses,21344563
reverse,30,10,WAVL Tree,L1 Misses,3317981
reverse,30,10,WAVL Tree,LLC Misses,
reverse,30,10,WAVL Tree,Branch Misses,24620302
reverse,30,11,RB Tree,L1 Misses,3554990
reverse,30,11,RB Tree,LLC Misses,
reverse,30,11,RB Tree,Branch Misses,21343431
reverse,30,11,WAVL Tree,L1 Misses,3373901
reverse,30,11,WAVL Tree,LLC Misses,
reverse,30,11,WAVL Tree,Branch Misses,24617923
reverse,30,12,RB Tree,L1 Misses,3428883
reverse,30,12,RB Tree,LLC Misses,
reverse,30,12,RB Tree,Branch Misses,21288070
reverse,30,12,WAVL Tree,L1 Misses,3285470
reverse,30,12,WAVL Tree,LLC Misses,
reverse,30,12,WAVL Tree,Branch Misses,24536066
reverse,30,13,RB Tree,L1 Misses,3456154
reverse,30,13,RB Tree,LLC Misses,
reverse,30,13,RB Tree,Branch Misses,21326411
reverse,30,13,WAVL Tree,L1 Misses,3311571
reverse,30,13,WAVL Tree,LLC Misses,
reverse,30,13,WAVL Tree,Branch Misses,24602333
reverse,30,14,RB Tree,L1 Misses,3397302
reverse,30,14,RB Tree,LLC Misses,
reverse,30,14,RB Tree,Branch Misses,21386867
reverse,30,14,WAVL Tree,L1 Misses,3341428
reverse,30,14,WAVL Tree,LLC Misses,
reverse,30,14,WAVL Tree,Branch Misses,24610743
reverse,30,15,RB Tree,L1 Misses,3513091
reverse,30,15,RB Tree,LLC Misses,
reverse,30,15,RB Tree,Branch Misses,21349108
reverse,30,15,WAVL Tree,L1 Misses,3406727
reverse,30,15,WAVL Tree,LLC Misses,
reverse,30,15,WAVL Tree,Branch Misses,24587361
reverse,30,16,RB Tree,L1 Misses,3523215
reverse,30,16,RB Tree,LLC Misses,
reverse,30,16,RB Tree,Branch Misses,21327647
reverse,30,16,WAVL Tree,L1 Misses,3443875
reverse,30,16,WAVL Tree,LLC Misses,
reverse,30,16,WAVL Tree,Branch Misses,24771841
reverse,30,17,RB Tree,L1 Misses,3510911
reverse,30,17,RB Tree,LLC Misses,
reverse,30,17,RB Tree,Branch Misses,21308298
reverse,30,17,WAVL Tree,L1 Misses,3297348
reverse,30,17,WAVL Tree,LLC Misses,
reverse,30,17,WAVL Tree,Branch Misses,24632765
reverse,30,18,RB Tree,L1 Misses,3536512
reverse,30,18,RB Tree,LLC Misses,
reverse,30,18,RB Tree,Branch Misses,21326185
reverse,30,18,WAVL Tree,L1 Misses,3383727
reverse,30,18,WAVL Tree,LLC Misses,
reverse,30,18,WAVL Tree,Branch Misses,24595907
reverse,30,19,RB Tree,L1 Misses,3494333
reverse,30,19,RB Tree,LLC Misses,
reverse,30,19,RB Tree,Branch Misses,21303302
reverse,30,19,WAVL Tree,L1 Misses,3320134
reverse,30,19,WAVL Tree,LLC Misses,
reverse,30,19,WAVL Tree,Branch Misses,24621866
reverse,30,20,RB Tree,L1 Misses,3519134
reverse,30,20,RB Tree,LLC Misses,
reverse,30,20,RB Tree,Branch Misses,21271248
reverse,30,20,WAVL Tree,L1 Misses,3403933
reverse,30,20,WAVL Tree,LLC Misses,
reverse,30,20,WAVL Tree,Branch Misses,24745515
reverse,40,1,RB Tree,L1 Misses,3597047
reverse,40,1,RB Tree,LLC Misses,
reverse,40,1,RB Tree,Branch Misses,22559006
reverse,40,1,WAVL Tree,L1 Misses,3410489
reverse,40,1,WAVL Tree,LLC Misses,
reverse,40,1,WAVL Tree,Branch Misses,25956262
reverse,40,2,RB Tree,L1 Misses,3582328
reverse,40,2,RB Tree,LLC Misses,
reverse,40,2,RB Tree,Branch Misses,22549242
reverse,40,2,WAVL Tree,L1 Misses,3341897
reverse,40,2,WAVL Tree,LLC Misses,
reverse,40,2,WAVL Tree,Branch Misses,26100555
reverse,40,3,RB Tree,L1 Misses,3534073
reverse,40,3,RB Tree,LLC Misses,
reverse,40,3,RB Tree,Branch Misses,22563042
reverse,40,3,WAVL Tree,L1 Misses,3356978
reverse,40,3,WAVL Tree,LLC Misses,
reverse,40,3,WAVL Tree,Branch Misses,25933346
reverse,40,4,RB Tree,L1 Misses,3696085
reverse,40,4,RB Tree,LLC Misses,
reverse,40,4,RB Tree,Branch Misses,22546768
reverse,40,4,WAVL Tree,L1 Misses,3306988
reverse,40,4,WAVL Tree,LLC Misses,
reverse,40,4,WAVL Tree,Branch Misses,25994461
reverse,40,5,RB Tree,L1 Misses,3609147
reverse,40,5,RB Tree,LLC Misses,
reverse,40,5,RB Tree,Branch Misses,22637925
reverse,40,5,WAVL Tree,L1 Misses,3410099
reverse,40,5,WAVL Tree,LLC Misses,
reverse,40,5,WAVL Tree,Branch Misses,26116849
reverse,40,6,RB Tree,L1 Misses,3483034
reverse,40,6,RB Tree,LLC Misses,
reverse,40,6,RB Tree,Branch Misses,22566738
reverse,40,6,WAVL Tree,L1 Misses,3401017
reverse,40,6,WAVL Tree,LLC Misses,
reverse,40,6,WAVL Tree,Branch Misses,26128568
reverse,40,7,RB Tree,L1 Misses,3468962
reverse,40,7,RB Tree,LLC Misses,
reverse,40,7,RB Tree,Branch Misses,22552283
reverse,40,7,WAVL Tree,L1 Misses,3343625
reverse,40,7,WAVL Tree,LLC Misses,
reverse,40,7,WAVL Tree,Branch Misses,26106815
reverse,40,8,RB Tree,L1 Misses,3529651
reverse,40,8,RB Tree,LLC Misses,
reverse,40,8,RB Tree,Branch Misses,22529445
reverse,40,8,WAVL Tree,L1 Misses,3390329
reverse,40,8,WAVL Tree,LLC Misses,
reverse,40,8,WAVL Tree,Branch Misses,26249828
reverse,40,9,RB Tree,L1 Misses,3575596
reverse,40,9,RB Tree,LLC Misses,
reverse,40,9,RB Tree,Branch Misses,22578575
reverse,40,9,WAVL Tree,L1 Misses,3331622
reverse,40,9,WAVL Tree,LLC Misses,
reverse,40,9,WAVL Tree,Branch Misses,26240338
reverse,40,10,RB Tree,L1 Misses,3521125
reverse,40,10,RB Tree,LLC Misses,
reverse,40,10,RB Tree,Branch Misses,22544483
reverse,40,10,WAVL Tree,L1 Misses,3325618
reverse,40,10,WAVL Tree,LLC Misses,
reverse,40,10,WAVL Tree,Branch Misses,26058159
reverse,40,11,RB Tree,L1 Misses,3463233
reverse,40,11,RB Tree,LLC Misses,
reverse,40,11,RB Tree,Branch Misses,22570410
reverse,40,11,WAVL Tree,L1 Misses,3434101
reverse,40,11,WAVL Tree,LLC Misses,
reverse,40,11,WAVL Tree,Branch Misses,25974681
reverse,40,12,RB Tree,L1 Misses,3504670
reverse,40,12,RB Tree,LLC Misses,
reverse,40,12,RB Tree,Branch Misses,22579008
reverse,40,12,WAVL Tree,L1 Misses,3435609
reverse,40,12,WAVL Tree,LLC Misses,
reverse,40,12,WAVL Tree,Branch Misses,26170498
reverse,40,13,RB Tree,L1 Misses,3554713
reverse,40,13,RB Tree,LLC Misses,
reverse,40,13,RB Tree,Branch Misses,22530283
reverse,40,13,WAVL Tree,L1 Misses,3326169
reverse,40,13,WAVL Tree,LLC Misses,
reverse,40,13,WAVL Tree,Branch Misses,26032921
reverse,40,14,RB Tree,L1 Misses,3582089
reverse,40,14,RB Tree,LLC Misses,
reverse,40,14,RB Tree,Branch Misses,22537436
reverse,40,14,WAVL Tree,L1 Misses,3467470
reverse,40,14,WAVL Tree,LLC Misses,
reverse,40,14,WAVL Tree,Branch Misses,26153241
reverse,40,15,RB Tree,L1 Misses,3599422
reverse,40,15,RB Tree,LLC Misses,
reverse,40,15,RB Tree,Branch Misses,22563045
reverse,40,15,WAVL Tree,L1 Misses,3460839
reverse,40,15,WAVL Tree,LLC Misses,
reverse,40,15,WAVL Tree,Branch Misses,26032625
reverse,40,16,RB Tree,L1 Misses,3512041
reverse,40,16,RB Tree,LLC Misses,
reverse,40,16,RB Tree,Branch Misses,22591600
reverse,40,16,WAVL Tree,L1 Misses,3325300
reverse,40,16,WAVL Tree,LLC Misses,
reverse,40,16,WAVL Tree,Branch Misses,25922584
reverse,40,17,RB Tree,L1 Misses,3520730
reverse,40,17,RB Tree,LLC Misses,
reverse,40,17,RB Tree,Branch Misses,22575341
reverse,40,17,WAVL Tree,L1 Misses,3321612
reverse,40,17,WAVL Tree,LLC Misses,
reverse,40,17,WAVL Tree,Branch Misses,26090299
reverse,40,18,RB Tree,L1 Misses,3536725
reverse,40,18,RB Tree,LLC Misses,
reverse,40,18,RB Tree,Branch Misses,22507316
reverse,40,18,WAVL Tree,L1 Misses,10380371
reverse,40,18,WAVL Tree,LLC Misses,
reverse,40,18,WAVL Tree,Branch Misses,26190949
reverse,40,19,RB Tree,L1 Misses,3530691
reverse,40,19,RB Tree,LLC Misses,
reverse,40,19,RB Tree,Branch Misses,22534539
reverse,40,19,WAVL Tree,L1 Misses,3361584
reverse,40,19,WAVL Tree,LLC Misses,
reverse,40,19,WAVL Tree,Branch Misses,25987683
reverse,40,20,RB Tree,L1 Misses,3537743
reverse,40,20,RB Tree,LLC Misses,
reverse,40,20,RB Tree,Branch Misses,22585769
reverse,40,20,WAVL Tree,L1 Misses,3357854
reverse,40,20,WAVL Tree,LLC Misses,
reverse,40,20,WAVL Tree,Branch Misses,25960506
reverse,50,1,RB Tree,L1 Misses,3599080
reverse,50,1,RB Tree,LLC Misses,
reverse,50,1,RB Tree,Branch Misses,23762436
reverse,50,1,WAVL Tree,L1 Misses,3396596
reverse,50,1,WAVL Tree,LLC Misses,
reverse,50,1,WAVL Tree,Branch Misses,27442446
reverse,50,2,RB Tree,L1 Misses,3537152
reverse,50,2,RB Tree,LLC Misses,
reverse,50,2,RB Tree,Branch Misses,23788708
reverse,50,2,WAVL Tree,L1 Misses,3406838
reverse,50,2,WAVL Tree,LLC Misses,
reverse,50,2,WAVL Tree,Branch Misses,27310651
reverse,50,3,RB Tree,L1 Misses,3548112
reverse,50,3,RB Tree,LLC Misses,
reverse,50,3,RB Tree,Branch Misses,23802917
reverse,50,3,WAVL Tree,L1 Misses,3433085
reverse,50,3,WAVL Tree,LLC Misses,
reverse,50,3,WAVL Tree,Branch Misses,27324193
reverse,50,4,RB Tree,L1 Misses,3570057
reverse,50,4,RB Tree,LLC Misses,
reverse,50,4,RB Tree,Branch Misses,23752690
reverse,50,4,WAVL Tree,L1 Misses,3388952
reverse,50,4,WAVL Tree,LLC Misses,
reverse,50,4,WAVL Tree,Branch Misses,27511866
reverse,50,5,RB Tree,L1 Misses,3595400
reverse,50,5,RB Tree,LLC Misses,
reverse,50,5,RB Tree,Branch Misses,23740396
reverse,50,5,WAVL Tree,L1 Misses,3389368
reverse,50,5,WAVL Tree,LLC Misses,
reverse,50,5,WAVL Tree,Branch Misses,27593968
reverse,50,6,RB Tree,L1 Misses,3646324
reverse,50,6,RB Tree,LLC Misses,
reverse,50,6,RB Tree,Branch Misses,23779548
reverse,50,6,WAVL Tree,L1 Misses,3393419
reverse,50,6,WAVL Tree,LLC Misses,
reverse,50,6,WAVL Tree,Branch Misses,27351461
reverse,50,7,RB Tree,L1 Misses,3606959
reverse,50,7,RB Tree,LLC Misses,
reverse,50,7,RB Tree,Branch Misses,23706783
reverse,50,7,WAVL Tree,L1 Misses,3375214
reverse,50,7,WAVL Tree,LLC Misses,
reverse,50,7,WAVL Tree,Branch Misses,27354445
reverse,50,8,RB Tree,L1 Misses,3503342
reverse,50,8,RB Tree,LLC Misses,
reverse,50,8,RB Tree,Branch Misses,23828787
reverse,50,8,WAVL Tree,L1 Misses,3399412
reverse,50,8,WAVL Tree,LLC Misses,
reverse,50,8,WAVL Tree,Branch Misses,27390778
reverse,50,9,RB Tree,L1 Misses,3723958
reverse,50,9,RB Tree,LLC Misses,
reverse,50,9,RB Tree,Branch Misses,23833061
reverse,50,9,WAVL Tree,L1 Misses,3426996
reverse,50,9,WAVL Tree,LLC Misses,
reverse,50,9,WAVL Tree,Branch Misses,27515013
reverse,50,10,RB Tree,L1 Misses,3568650
reverse,50,10,RB Tree,LLC Misses,
reverse,50,10,RB Tree,Branch Misses,23806399
reverse,50,10,WAVL Tree,L1 Misses,3442368
reverse,50,10,WAVL Tree,LLC Misses,
reverse,50,10,WAVL Tree,Branch Misses,27413726
reverse,50,11,RB Tree,L1 Misses,3623957
reverse,50,11,RB Tree,LLC Misses,
reverse,50,11,RB Tree,Branch Misses,23774567
reverse,50,11,WAVL Tree,L1 Misses,3433913
reverse,50,11,WAVL Tree,LLC Misses,
reverse,50,11,WAVL Tree,Branch Misses,27326753
reverse,50,12,RB Tree,L1 Misses,3542863
reverse,50,12,RB Tree,LLC Misses,
reverse,50,12,RB Tree,Branch Misses,23790661
reverse,50,12,WAVL Tree,L1 Misses,3408611
reverse,50,12,WAVL Tree,LLC Misses,
reverse,50,12,WAVL Tree,Branch Misses,27376635
reverse,50,13,RB Tree,L1 Misses,3617980
reverse,50,13,RB Tree,LLC Misses,
reverse,50,13,RB Tree,Branch Misses,23772309
reverse,50,13,WAVL Tree,L1 Misses,3433193
reverse,50,13,WAVL Tree,LLC Misses,
reverse,50,13,WAVL Tree,Branch Misses,27317003
reverse,50,14,RB Tree,L1 Misses,3591184
reverse,50,14,RB Tree,LLC Misses,
reverse,50,14,RB Tree,Branch Misses,23796828
reverse,50,14,WAVL Tree,L1 Misses,3437275
reverse,50,14,WAVL Tree,LLC Misses,
reverse,50,14,WAVL Tree,Branch Misses,27364829
reverse,50,15,RB Tree,L1 Misses,3536812
reverse,50,15,RB Tree,LLC Misses,
reverse,50,15,RB Tree,Branch Misses,23773683
reverse,50,15,WAVL Tree,L1 Misses,3432010
reverse,50,15,WAVL Tree,LLC Misses,
reverse,50,15,WAVL Tree,Branch Misses,27564322
reverse,50,16,RB Tree,L1 Misses,3635926
reverse,50,16,RB Tree,LLC Misses,
reverse,50,16,RB Tree,Branch Misses,23757478
reverse,50,16,WAVL Tree,L1 Misses,3400434
reverse,50,16,WAVL Tree,LLC Misses,
reverse,50,16,WAVL Tree,Branch Misses,27465010
reverse,50,17,RB Tree,L1 Misses,3502770
reverse,50,17,RB Tree,LLC Misses,
reverse,50,17,RB Tree,Branch Misses,23765995
reverse,50,17,WAVL Tree,L1 Misses,3325358
reverse,50,17,WAVL Tree,LLC Misses,
reverse,50,17,WAVL Tree,Branch Misses,27595365
reverse,50,18,RB Tree,L1 Misses,3580306
reverse,50,18,RB Tree,LLC Misses,
reverse,50,18,RB Tree,Branch Misses,23831417
reverse,50,18,WAVL Tree,L1 Misses,3633774
reverse,50,18,WAVL Tree,LLC Misses,
reverse,50,18,WAVL Tree,Branch Misses,27573572
reverse,50,19,RB Tree,L1 Misses,3623269
reverse,50,19,RB Tree,LLC Misses,
reverse,50,19,RB Tree,Branch Misses,23775281
reverse,50,19,WAVL Tree,L1 Misses,3367228
reverse,50,19,WAVL Tree,LLC Misses,
reverse,50,19,WAVL Tree,Branch Misses,27500218
reverse,50,20,RB Tree,L1 Misses,3558201
reverse,50,20,RB Tree,LLC Misses,
reverse,50,20,RB Tree,Branch Misses,23748255
reverse,50,20,WAVL Tree,L1 Misses,3443734
reverse,50,20,WAVL Tree,LLC Misses,
reverse,50,20,WAVL Tree,Branch Misses,27565935
reverse,60,1,RB Tree,L1 Misses,3635852
reverse,60,1,RB Tree,LLC Misses,
reverse,60,1,RB Tree,Branch Misses,25015574
reverse,60,1,WAVL Tree,L1 Misses,3493206
reverse,60,1,WAVL Tree,LLC Misses,
reverse,60,1,WAVL Tree,Branch Misses,28703132
reverse,60,2,RB Tree,L1 Misses,3994253
reverse,60,2,RB Tree,LLC Misses,
reverse,60,2,RB Tree,Branch Misses,25063010
reverse,60,2,WAVL Tree,L1 Misses,3489337
reverse,60,2,WAVL Tree,LLC Misses,
reverse,60,2,WAVL Tree,Branch Misses,28750211
reverse,60,3,RB Tree,L1 Misses,3890698
reverse,60,3,RB Tree,LLC Misses,
reverse,60,3,RB Tree,Branch Misses,25043663
reverse,60,3,WAVL Tree,L1 Misses,3490484
reverse,60,3,WAVL Tree,LLC Misses,
reverse,60,3,WAVL Tree,Branch Misses,28758820
reverse,60,4,RB Tree,L1 Misses,3582650
