Mode,N,D,Phase,RB_Latency_ns,WAVL_Latency_ns
rev_seq,1000000,210000,Lookup,45,41
rev_seq,1000000,210000,Delete,46,54
rev_seq,1000000,210000,Traversal,21783406,21074502
rev_seq,1000000,230000,Lookup,45,41
rev_seq,1000000,230000,Delete,47,55
rev_seq,1000000,230000,Traversal,21294159,20678021
rev_seq,1000000,250000,Lookup,46,41
rev_seq,1000000,250000,Delete,45,54
rev_seq,1000000,250000,Traversal,20776508,20091770
rev_seq,1000000,270000,Lookup,45,41
rev_seq,1000000,270000,Delete,46,54
rev_seq,1000000,270000,Traversal,20113361,19492084
rev_seq,1000000,290000,Lookup,45,41
rev_seq,1000000,290000,Delete,46,54
rev_seq,1000000,290000,Traversal,19547339,18898189
rev_seq,1000000,310000,Lookup,44,41
rev_seq,1000000,310000,Delete,46,54
rev_seq,1000000,310000,Traversal,19013828,18454578
rev_seq,1000000,330000,Lookup,44,41
rev_seq,1000000,330000,Delete,47,56
rev_seq,1000000,330000,Traversal,18432907,17858719
rev_seq,1000000,350000,Lookup,44,41
rev_seq,1000000,350000,Delete,47,55
rev_seq,1000000,350000,Traversal,17779098,17190473
rev_seq,1000000,370000,Lookup,44,41
rev_seq,1000000,370000,Delete,47,56
rev_seq,1000000,370000,Traversal,17508846,16753535
rev_seq,1000000,390000,Lookup,44,41
rev_seq,1000000,390000,Delete,47,56
rev_seq,1000000,390000,Traversal,16731092,16067935
rev_seq,1000000,410000,Lookup,44,40
rev_seq,1000000,410000,Delete,48,56
rev_seq,1000000,410000,Traversal,16294836,15592555
rev_seq,1000000,430000,Lookup,44,41
rev_seq,1000000,430000,Delete,48,56
rev_seq,1000000,430000,Traversal,15781744,15111103
rev_seq,1000000,450000,Lookup,44,40
rev_seq,1000000,450000,Delete,47,56
rev_seq,1000000,450000,Traversal,15186065,14434101
rev_seq,1000000,470000,Lookup,44,40
rev_seq,1000000,470000,Delete,47,56
rev_seq,1000000,470000,Traversal,14755409,13959440
rev_seq,1000000,490000,Lookup,44,41
rev_seq,1000000,490000,Delete,48,56
rev_seq,1000000,490000,Traversal,14303602,13631259
rev_seq,1000000,510000,Lookup,44,40
rev_seq,1000000,510000,Delete,48,56
rev_seq,1000000,510000,Traversal,13594900,12779645
rev_seq,1000000,530000,Lookup,44,41
rev_seq,1000000,530000,Delete,48,56
rev_seq,1000000,530000,Traversal,13034818,12172605
rev_seq,1000000,550000,Lookup,44,41
rev_seq,1000000,550000,Delete,48,57
rev_seq,1000000,550000,Traversal,12467053,11804177
rev_seq,1000000,570000,Lookup,43,41
rev_seq,1000000,570000,Delete,48,56
rev_seq,1000000,570000,Traversal,11894348,11055628
rev_seq,1000000,590000,Lookup,44,40
rev_seq,1000000,590000,Delete,49,56
rev_seq,1000000,590000,Traversal,11617543,10670189
rev_seq,1000000,610000,Lookup,43,41
rev_seq,1000000,610000,Delete,48,56
rev_seq,1000000,610000,Traversal,10837094,10084890
rev_seq,1000000,630000,Lookup,43,40
rev_seq,1000000,630000,Delete,48,57
rev_seq,1000000,630000,Traversal,10280300,9364554
rev_seq,1000000,650000,Lookup,43,41
rev_seq,1000000,650000,Delete,48,57
rev_seq,1000000,650000,Traversal,9806492,8805144
rev_seq,1000000,670000,Lookup,43,40
rev_seq,1000000,670000,Delete,48,57
rev_seq,1000000,670000,Traversal,9269334,8157257
rev_seq,1000000,690000,Lookup,43,40
rev_seq,1000000,690000,Delete,48,56
rev_seq,1000000,690000,Traversal,8654329,7420992
rev_seq,1000000,710000,Lookup,43,40
rev_seq,1000000,710000,Delete,48,57
rev_seq,1000000,710000,Traversal,8185580,6828529
rev_seq,1000000,730000,Lookup,43,40
rev_seq,1000000,730000,Delete,48,56
rev_seq,1000000,730000,Traversal,7599390,6398093
rev_seq,1000000,750000,Lookup,43,40
rev_seq,1000000,750000,Delete,48,57
rev_seq,1000000,750000,Traversal,7162312,5085516
rev_seq,1000000,770000,Lookup,43,41
rev_seq,1000000,770000,Delete,50,58
rev_seq,1000000,770000,Traversal,6659569,4323172
rev_seq,1000000,790000,Lookup,43,41
rev_seq,1000000,790000,Delete,48,56
rev_seq,1000000,790000,Traversal,5962508,3600623
rev_seq,1000000,810000,Lookup,43,40
rev_seq,1000000,810000,Delete,48,57
rev_seq,1000000,810000,Traversal,5453464,2765540
rev_seq,1000000,830000,Lookup,43,40
rev_seq,1000000,830000,Delete,48,57
rev_seq,1000000,830000,Traversal,4883974,1977416
rev_seq,1000000,850000,Lookup,43,40
rev_seq,1000000,850000,Delete,48,57
rev_seq,1000000,850000,Traversal,4374880,1871566
rev_seq,1000000,870000,Lookup,43,40
rev_seq,1000000,870000,Delete,48,57
rev_seq,1000000,870000,Traversal,3791133,1345871
rev_seq,1000000,890000,Lookup,43,40
rev_seq,1000000,890000,Delete,48,57
rev_seq,1000000,890000,Traversal,3153155,1016877
rev_seq,1000000,910000,Lookup,43,40
rev_seq,1000000,910000,Delete,48,57
rev_seq,1000000,910000,Traversal,2602431,792482
rev_seq,1000000,930000,Lookup,43,40
rev_seq,1000000,930000,Delete,48,57
rev_seq,1000000,930000,Traversal,2067117,628531
rev_seq,1000000,950000,Lookup,43,40
rev_seq,1000000,950000,Delete,48,57
rev_seq,1000000,950000,Traversal,1491025,452147
rev_seq,1000000,970000,Lookup,42,40
rev_seq,1000000,970000,Delete,49,57
rev_seq,1000000,970000,Traversal,866773,273849
rev_seq,1000000,990000,Lookup,42,39
rev_seq,1000000,990000,Delete,48,57
rev_seq,1000000,990000,Traversal,298817,88107
