Mode,N,D,Phase,RB_Latency_ns,WAVL_Latency_ns
seq_rev,1000000,490000,Lookup,44,42
seq_rev,1000000,490000,Delete,48,55
seq_rev,1000000,490000,Traversal,14384666,13736487
seq_rev,1000000,510000,Lookup,44,42
seq_rev,1000000,510000,Delete,47,55
seq_rev,1000000,510000,Traversal,13562187,13040088
seq_rev,1000000,530000,Lookup,44,42
seq_rev,1000000,530000,Delete,48,55
seq_rev,1000000,530000,Traversal,13436208,12655369
seq_rev,1000000,550000,Lookup,44,42
seq_rev,1000000,550000,Delete,48,55
seq_rev,1000000,550000,Traversal,12482431,11761225
seq_rev,1000000,570000,Lookup,44,42
seq_rev,1000000,570000,Delete,48,55
seq_rev,1000000,570000,Traversal,12175740,11611481
seq_rev,1000000,590000,Lookup,44,44
seq_rev,1000000,590000,Delete,50,57
seq_rev,1000000,590000,Traversal,11138976,10415204
seq_rev,1000000,610000,Lookup,44,42
seq_rev,1000000,610000,Delete,48,56
seq_rev,1000000,610000,Traversal,10994843,10197783
seq_rev,1000000,630000,Lookup,44,42
seq_rev,1000000,630000,Delete,48,55
seq_rev,1000000,630000,Traversal,10198844,9358131
seq_rev,1000000,650000,Lookup,44,42
seq_rev,1000000,650000,Delete,48,55
seq_rev,1000000,650000,Traversal,10013865,9055859
seq_rev,1000000,670000,Lookup,44,42
seq_rev,1000000,670000,Delete,49,56
seq_rev,1000000,670000,Traversal,9207196,8218362
seq_rev,1000000,690000,Lookup,44,42
seq_rev,1000000,690000,Delete,48,55
seq_rev,1000000,690000,Traversal,8995264,7916640
seq_rev,1000000,710000,Lookup,44,42
seq_rev,1000000,710000,Delete,48,55
seq_rev,1000000,710000,Traversal,8269700,6961420
seq_rev,1000000,730000,Lookup,44,42
seq_rev,1000000,730000,Delete,49,56
seq_rev,1000000,730000,Traversal,7828653,6251765
seq_rev,1000000,750000,Lookup,43,42
seq_rev,1000000,750000,Delete,48,55
seq_rev,1000000,750000,Traversal,7141862,5253504
seq_rev,1000000,770000,Lookup,44,42
seq_rev,1000000,770000,Delete,48,55
seq_rev,1000000,770000,Traversal,6723620,4558397
seq_rev,1000000,790000,Lookup,43,42
seq_rev,1000000,790000,Delete,49,56
seq_rev,1000000,790000,Traversal,6014717,3759824
seq_rev,1000000,810000,Lookup,43,42
seq_rev,1000000,810000,Delete,48,55
seq_rev,1000000,810000,Traversal,5519017,3391697
seq_rev,1000000,830000,Lookup,43,42
seq_rev,1000000,830000,Delete,49,55
seq_rev,1000000,830000,Traversal,4962523,2114837
seq_rev,1000000,850000,Lookup,43,42
seq_rev,1000000,850000,Delete,49,55
seq_rev,1000000,850000,Traversal,4474548,1684793
seq_rev,1000000,870000,Lookup,43,42
seq_rev,1000000,870000,Delete,48,55
seq_rev,1000000,870000,Traversal,3729316,1292379
seq_rev,1000000,890000,Lookup,43,42
seq_rev,1000000,890000,Delete,48,55
seq_rev,1000000,890000,Traversal,3171219,1009813
seq_rev,1000000,910000,Lookup,43,42
seq_rev,1000000,910000,Delete,49,56
seq_rev,1000000,910000,Traversal,2666602,821386
seq_rev,1000000,930000,Lookup,43,42
seq_rev,1000000,930000,Delete,48,55
seq_rev,1000000,930000,Traversal,2022542,642377
seq_rev,1000000,950000,Lookup,43,42
seq_rev,1000000,950000,Delete,49,56
seq_rev,1000000,950000,Traversal,1410202,451666
seq_rev,1000000,970000,Lookup,43,42
seq_rev,1000000,970000,Delete,48,56
seq_rev,1000000,970000,Traversal,877743,274711
seq_rev,1000000,990000,Lookup,43,42
seq_rev,1000000,990000,Delete,49,56
seq_rev,1000000,990000,Traversal,316720,92987
rev_seq,1000000,10000,Lookup,50,40
rev_seq,1000000,10000,Delete,38,49
rev_seq,1000000,10000,Traversal,25288928,26621261
rev_seq,1000000,30000,Lookup,47,41
rev_seq,1000000,30000,Delete,39,49
rev_seq,1000000,30000,Traversal,25468378,26141663
rev_seq,1000000,50000,Lookup,47,41
rev_seq,1000000,50000,Delete,39,49
rev_seq,1000000,50000,Traversal,24785734,25180873
rev_seq,1000000,70000,Lookup,46,40
rev_seq,1000000,70000,Delete,39,49
rev_seq,1000000,70000,Traversal,24667931,24891374
rev_seq,1000000,90000,Lookup,46,41
rev_seq,1000000,90000,Delete,43,52
rev_seq,1000000,90000,Traversal,24887988,24586517
rev_seq,1000000,110000,Lookup,46,41
rev_seq,1000000,110000,Delete,42,51
rev_seq,1000000,110000,Traversal,24338787,23857495
rev_seq,1000000,130000,Lookup,46,41
rev_seq,1000000,130000,Delete,45,54
rev_seq,1000000,130000,Traversal,23905716,23390070
rev_seq,1000000,150000,Lookup,46,41
rev_seq,1000000,150000,Delete,43,52
rev_seq,1000000,150000,Traversal,23203677,22870966
rev_seq,1000000,170000,Lookup,46,40
rev_seq,1000000,170000,Delete,44,52
rev_seq,1000000,170000,Traversal,22912375,22348326
rev_seq,1000000,190000,Lookup,51,44
rev_seq,1000000,190000,Delete,44,53
rev_seq,1000000,190000,Traversal,22423809,21789216
