Ratio,Run,Phase,Tree,Metric,Value_ns
20,30,Delete,WAVL Tree,Latency,61
20,30,Traversal,RB Tree,Latency,112263
20,30,Traversal,WAVL Tree,Latency,111041
20,31,Insert,RB Tree,Latency,116
20,31,Insert,WAVL Tree,Latency,131
20,31,Lookup,RB Tree,Latency,100
20,31,Lookup,WAVL Tree,Latency,107
20,31,Delete,RB Tree,Latency,66
20,31,Delete,WAVL Tree,Latency,64
20,31,Traversal,RB Tree,Latency,115198
20,31,Traversal,WAVL Tree,Latency,110269
20,32,Insert,RB Tree,Latency,111
20,32,Insert,WAVL Tree,Latency,125
20,32,Lookup,RB Tree,Latency,97
20,32,Lookup,WAVL Tree,Latency,98
20,32,Delete,RB Tree,Latency,55
20,32,Delete,WAVL Tree,Latency,62
20,32,Traversal,RB Tree,Latency,112663
20,32,Traversal,WAVL Tree,Latency,108936
20,33,Insert,RB Tree,Latency,116
20,33,Insert,WAVL Tree,Latency,132
20,33,Lookup,RB Tree,Latency,101
20,33,Lookup,WAVL Tree,Latency,109
20,33,Delete,RB Tree,Latency,59
20,33,Delete,WAVL Tree,Latency,69
20,33,Traversal,RB Tree,Latency,119937
20,33,Traversal,WAVL Tree,Latency,111482
20,34,Insert,RB Tree,Latency,107
20,34,Insert,WAVL Tree,Latency,125
20,34,Lookup,RB Tree,Latency,109
20,34,Lookup,WAVL Tree,Latency,98
20,34,Delete,RB Tree,Latency,54
20,34,Delete,WAVL Tree,Latency,62
20,34,Traversal,RB Tree,Latency,113956
20,34,Traversal,WAVL Tree,Latency,109748
20,35,Insert,RB Tree,Latency,110
20,35,Insert,WAVL Tree,Latency,127
20,35,Lookup,RB Tree,Latency,96
20,35,Lookup,WAVL Tree,Latency,96
20,35,Delete,RB Tree,Latency,54
20,35,Delete,WAVL Tree,Latency,62
20,35,Traversal,RB Tree,Latency,113706
20,35,Traversal,WAVL Tree,Latency,110780
20,36,Insert,RB Tree,Latency,112
20,36,Insert,WAVL Tree,Latency,126
20,36,Lookup,RB Tree,Latency,97
20,36,Lookup,WAVL Tree,Latency,96
20,36,Delete,RB Tree,Latency,54
20,36,Delete,WAVL Tree,Latency,62
20,36,Traversal,RB Tree,Latency,116892
20,36,Traversal,WAVL Tree,Latency,111381
20,37,Insert,RB Tree,Latency,110
20,37,Insert,WAVL Tree,Latency,128
20,37,Lookup,RB Tree,Latency,96
20,37,Lookup,WAVL Tree,Latency,98
20,37,Delete,RB Tree,Latency,56
20,37,Delete,WAVL Tree,Latency,65
20,37,Traversal,RB Tree,Latency,112253
20,37,Traversal,WAVL Tree,Latency,108706
20,38,Insert,RB Tree,Latency,110
20,38,Insert,WAVL Tree,Latency,127
20,38,Lookup,RB Tree,Latency,95
20,38,Lookup,WAVL Tree,Latency,96
20,38,Delete,RB Tree,Latency,54
20,38,Delete,WAVL Tree,Latency,62
20,38,Traversal,RB Tree,Latency,117443
20,38,Traversal,WAVL Tree,Latency,110820
20,39,Insert,RB Tree,Latency,110
20,39,Insert,WAVL Tree,Latency,128
20,39,Lookup,RB Tree,Latency,95
20,39,Lookup,WAVL Tree,Latency,98
20,39,Delete,RB Tree,Latency,54
20,39,Delete,WAVL Tree,Latency,61
20,39,Traversal,RB Tree,Latency,115669
20,39,Traversal,WAVL Tree,Latency,110489
20,40,Insert,RB Tree,Latency,108
20,40,Insert,WAVL Tree,Latency,127
20,40,Lookup,RB Tree,Latency,97
20,40,Lookup,WAVL Tree,Latency,96
20,40,Delete,RB Tree,Latency,54
20,40,Delete,WAVL Tree,Latency,62
20,40,Traversal,RB Tree,Latency,113836
20,40,Traversal,WAVL Tree,Latency,110540
20,41,Insert,RB Tree,Latency,119
20,41,Insert,WAVL Tree,Latency,133
20,41,Lookup,RB Tree,Latency,99
20,41,Lookup,WAVL Tree,Latency,100
20,41,Delete,RB Tree,Latency,56
20,41,Delete,WAVL Tree,Latency,62
20,41,Traversal,RB Tree,Latency,137741
20,41,Traversal,WAVL Tree,Latency,112764
20,42,Insert,RB Tree,Latency,111
20,42,Insert,WAVL Tree,Latency,126
20,42,Lookup,RB Tree,Latency,96
20,42,Lookup,WAVL Tree,Latency,98
20,42,Delete,RB Tree,Latency,55
20,42,Delete,WAVL Tree,Latency,62
20,42,Traversal,RB Tree,Latency,112684
20,42,Traversal,WAVL Tree,Latency,110329
20,43,Insert,RB Tree,Latency,107
20,43,Insert,WAVL Tree,Latency,128
20,43,Lookup,RB Tree,Latency,96
20,43,Lookup,WAVL Tree,Latency,95
20,43,Delete,RB Tree,Latency,53
20,43,Delete,WAVL Tree,Latency,61
20,43,Traversal,RB Tree,Latency,111982
20,43,Traversal,WAVL Tree,Latency,110770
20,44,Insert,RB Tree,Latency,108
20,44,Insert,WAVL Tree,Latency,126
20,44,Lookup,RB Tree,Latency,96
20,44,Lookup,WAVL Tree,Latency,97
20,44,Delete,RB Tree,Latency,56
20,44,Delete,WAVL Tree,Latency,62
20,44,Traversal,RB Tree,Latency,116641
20,44,Traversal,WAVL Tree,Latency,110720
20,45,Insert,RB Tree,Latency,108
20,45,Insert,WAVL Tree,Latency,127
20,45,Lookup,RB Tree,Latency,97
20,45,Lookup,WAVL Tree,Latency,96
20,45,Delete,RB Tree,Latency,54
20,45,Delete,WAVL Tree,Latency,62
20,45,Traversal,RB Tree,Latency,111932
20,45,Traversal,WAVL Tree,Latency,110099
20,46,Insert,RB Tree,Latency,108
20,46,Insert,WAVL Tree,Latency,127
20,46,Lookup,RB Tree,Latency,96
20,46,Lookup,WAVL Tree,Latency,97
20,46,Delete,RB Tree,Latency,55
20,46,Delete,WAVL Tree,Latency,63
20,46,Traversal,RB Tree,Latency,113626
20,46,Traversal,WAVL Tree,Latency,111421
20,47,Insert,RB Tree,Latency,107
20,47,Insert,WAVL Tree,Latency,125
20,47,Lookup,RB Tree,Latency,99
20,47,Lookup,WAVL Tree,Latency,100
20,47,Delete,RB Tree,Latency,58
20,47,Delete,WAVL Tree,Latency,65
20,47,Traversal,RB Tree,Latency,126429
20,47,Traversal,WAVL Tree,Latency,111772
20,48,Insert,RB Tree,Latency,108
20,48,Insert,WAVL Tree,Latency,127
20,48,Lookup,RB Tree,Latency,95
20,48,Lookup,WAVL Tree,Latency,97
20,48,Delete,RB Tree,Latency,55
20,48,Delete,WAVL Tree,Latency,62
20,48,Traversal,RB Tree,Latency,113245
20,48,Traversal,WAVL Tree,Latency,109447
20,49,Insert,RB Tree,Latency,107
20,49,Insert,WAVL Tree,Latency,127
20,49,Lookup,RB Tree,Latency,96
20,49,Lookup,WAVL Tree,Latency,96
20,49,Delete,RB Tree,Latency,54
20,49,Delete,WAVL Tree,Latency,62
20,49,Traversal,RB Tree,Latency,112944
20,49,Traversal,WAVL Tree,Latency,110039
20,50,Insert,RB Tree,Latency,107
20,50,Insert,WAVL Tree,Latency,125
20,50,Lookup,RB Tree,Latency,94
20,50,Lookup,WAVL Tree,Latency,97
20,50,Delete,RB Tree,Latency,54
20,50,Delete,WAVL Tree,Latency,62
20,50,Traversal,RB Tree,Latency,111942
20,50,Traversal,WAVL Tree,Latency,110259
30,1,Insert,RB Tree,Latency,111
30,1,Insert,WAVL Tree,Latency,128
30,1,Lookup,RB Tree,Latency,98
30,1,Lookup,WAVL Tree,Latency,103
30,1,Delete,RB Tree,Latency,56
30,1,Delete,WAVL Tree,Latency,65
30,1,Traversal,RB Tree,Latency,98226
30,1,Traversal,WAVL Tree,Latency,96553
30,2,Insert,RB Tree,Latency,107
30,2,Insert,WAVL Tree,Latency,126
30,2,Lookup,RB Tree,Latency,95
30,2,Lookup,WAVL Tree,Latency,97
30,2,Delete,RB Tree,Latency,54
30,2,Delete,WAVL Tree,Latency,65
30,2,Traversal,RB Tree,Latency,98637
30,2,Traversal,WAVL Tree,Latency,95671
30,3,Insert,RB Tree,Latency,108
30,3,Insert,WAVL Tree,Latency,125
30,3,Lookup,RB Tree,Latency,95
30,3,Lookup,WAVL Tree,Latency,96
30,3,Delete,RB Tree,Latency,55
30,3,Delete,WAVL Tree,Latency,63
30,3,Traversal,RB Tree,Latency,98807
30,3,Traversal,WAVL Tree,Latency,104408
30,4,Insert,RB Tree,Latency,109
30,4,Insert,WAVL Tree,Latency,127
30,4,Lookup,RB Tree,Latency,94
30,4,Lookup,WAVL Tree,Latency,95
30,4,Delete,RB Tree,Latency,55
30,4,Delete,WAVL Tree,Latency,62
30,4,Traversal,RB Tree,Latency,98106
30,4,Traversal,WAVL Tree,Latency,95741
30,5,Insert,RB Tree,Latency,109
30,5,Insert,WAVL Tree,Latency,126
30,5,Lookup,RB Tree,Latency,96
30,5,Lookup,WAVL Tree,Latency,96
30,5,Delete,RB Tree,Latency,55
30,5,Delete,WAVL Tree,Latency,63
30,5,Traversal,RB Tree,Latency,97345
30,5,Traversal,WAVL Tree,Latency,118464
30,6,Insert,RB Tree,Latency,107
30,6,Insert,WAVL Tree,Latency,127
30,6,Lookup,RB Tree,Latency,96
30,6,Lookup,WAVL Tree,Latency,96
30,6,Delete,RB Tree,Latency,55
30,6,Delete,WAVL Tree,Latency,63
30,6,Traversal,RB Tree,Latency,146278
30,6,Traversal,WAVL Tree,Latency,100340
30,7,Insert,RB Tree,Latency,108
30,7,Insert,WAVL Tree,Latency,127
30,7,Lookup,RB Tree,Latency,94
30,7,Lookup,WAVL Tree,Latency,96
30,7,Delete,RB Tree,Latency,54
30,7,Delete,WAVL Tree,Latency,62
30,7,Traversal,RB Tree,Latency,98767
30,7,Traversal,WAVL Tree,Latency,95671
30,8,Insert,RB Tree,Latency,108
30,8,Insert,WAVL Tree,Latency,126
30,8,Lookup,RB Tree,Latency,95
30,8,Lookup,WAVL Tree,Latency,97
30,8,Delete,RB Tree,Latency,55
30,8,Delete,WAVL Tree,Latency,63
30,8,Traversal,RB Tree,Latency,99148
30,8,Traversal,WAVL Tree,Latency,97144
30,9,Insert,RB Tree,Latency,109
30,9,Insert,WAVL Tree,Latency,126
30,9,Lookup,RB Tree,Latency,95
30,9,Lookup,WAVL Tree,Latency,96
30,9,Delete,RB Tree,Latency,55
30,9,Delete,WAVL Tree,Latency,63
30,9,Traversal,RB Tree,Latency,119336
30,9,Traversal,WAVL Tree,Latency,101763
30,10,Insert,RB Tree,Latency,109
30,10,Insert,WAVL Tree,Latency,127
30,10,Lookup,RB Tree,Latency,95
30,10,Lookup,WAVL Tree,Latency,95
30,10,Delete,RB Tree,Latency,54
30,10,Delete,WAVL Tree,Latency,62
30,10,Traversal,RB Tree,Latency,96924
30,10,Traversal,WAVL Tree,Latency,95611
30,11,Insert,RB Tree,Latency,113
30,11,Insert,WAVL Tree,Latency,130
30,11,Lookup,RB Tree,Latency,101
30,11,Lookup,WAVL Tree,Latency,103
30,11,Delete,RB Tree,Latency,56
30,11,Delete,WAVL Tree,Latency,69
30,11,Traversal,RB Tree,Latency,98807
30,11,Traversal,WAVL Tree,Latency,97835
30,12,Insert,RB Tree,Latency,108
30,12,Insert,WAVL Tree,Latency,125
30,12,Lookup,RB Tree,Latency,95
30,12,Lookup,WAVL Tree,Latency,94
30,12,Delete,RB Tree,Latency,54
30,12,Delete,WAVL Tree,Latency,62
30,12,Traversal,RB Tree,Latency,108285
30,12,Traversal,WAVL Tree,Latency,98978
30,13,Insert,RB Tree,Latency,109
30,13,Insert,WAVL Tree,Latency,126
30,13,Lookup,RB Tree,Latency,95
30,13,Lookup,WAVL Tree,Latency,96
30,13,Delete,RB Tree,Latency,55
30,13,Delete,WAVL Tree,Latency,63
30,13,Traversal,RB Tree,Latency,97615
30,13,Traversal,WAVL Tree,Latency,96924
30,14,Insert,RB Tree,Latency,107
30,14,Insert,WAVL Tree,Latency,126
30,14,Lookup,RB Tree,Latency,95
30,14,Lookup,WAVL Tree,Latency,95
30,14,Delete,RB Tree,Latency,54
30,14,Delete,WAVL Tree,Latency,63
30,14,Traversal,RB Tree,Latency,101432
30,14,Traversal,WAVL Tree,Latency,97735
30,15,Insert,RB Tree,Latency,108
30,15,Insert,WAVL Tree,Latency,126
30,15,Lookup,RB Tree,Latency,94
30,15,Lookup,WAVL Tree,Latency,96
30,15,Delete,RB Tree,Latency,55
30,15,Delete,WAVL Tree,Latency,63
30,15,Traversal,RB Tree,Latency,96653
30,15,Traversal,WAVL Tree,Latency,95250
30,16,Insert,RB Tree,Latency,108
30,16,Insert,WAVL Tree,Latency,126
30,16,Lookup,RB Tree,Latency,94
30,16,Lookup,WAVL Tree,Latency,95
30,16,Delete,RB Tree,Latency,55
30,16,Delete,WAVL Tree,Latency,62
30,16,Traversal,RB Tree,Latency,99198
30,16,Traversal,WAVL Tree,Latency,97725
30,17,Insert,RB Tree,Latency,108
30,17,Insert,WAVL Tree,Latency,126
30,17,Lookup,RB Tree,Latency,94
30,17,Lookup,WAVL Tree,Latency,97
30,17,Delete,RB Tree,Latency,55
30,17,Delete,WAVL Tree,Latency,63
30,17,Traversal,RB Tree,Latency,97224
30,17,Traversal,WAVL Tree,Latency,115018
30,18,Insert,RB Tree,Latency,109
30,18,Insert,WAVL Tree,Latency,125
30,18,Lookup,RB Tree,Latency,94
30,18,Lookup,WAVL Tree,Latency,95
30,18,Delete,RB Tree,Latency,54
30,18,Delete,WAVL Tree,Latency,63
30,18,Traversal,RB Tree,Latency,96873
30,18,Traversal,WAVL Tree,Latency,101914
30,19,Insert,RB Tree,Latency,107
30,19,Insert,WAVL Tree,Latency,125
30,19,Lookup,RB Tree,Latency,96
30,19,Lookup,WAVL Tree,Latency,95
30,19,Delete,RB Tree,Latency,54
30,19,Delete,WAVL Tree,Latency,63
30,19,Traversal,RB Tree,Latency,99789
30,19,Traversal,WAVL Tree,Latency,96493
30,20,Insert,RB Tree,Latency,108
30,20,Insert,WAVL Tree,Latency,127
30,20,Lookup,RB Tree,Latency,97
30,20,Lookup,WAVL Tree,Latency,97
30,20,Delete,RB Tree,Latency,55
30,20,Delete,WAVL Tree,Latency,65
30,20,Traversal,RB Tree,Latency,99038
30,20,Traversal,WAVL Tree,Latency,97765
30,21,Insert,RB Tree,Latency,111
30,21,Insert,WAVL Tree,Latency,129
30,21,Lookup,RB Tree,Latency,97
30,21,Lookup,WAVL Tree,Latency,99
30,21,Delete,RB Tree,Latency,56
30,21,Delete,WAVL Tree,Latency,64
30,21,Traversal,RB Tree,Latency,97274
30,21,Traversal,WAVL Tree,Latency,96072
30,22,Insert,RB Tree,Latency,109
30,22,Insert,WAVL Tree,Latency,126
30,22,Lookup,RB Tree,Latency,96
30,22,Lookup,WAVL Tree,Latency,96
30,22,Delete,RB Tree,Latency,56
30,22,Delete,WAVL Tree,Latency,63
30,22,Traversal,RB Tree,Latency,98657
30,22,Traversal,WAVL Tree,Latency,96984
30,23,Insert,RB Tree,Latency,109
30,23,Insert,WAVL Tree,Latency,127
30,23,Lookup,RB Tree,Latency,98
30,23,Lookup,WAVL Tree,Latency,98
30,23,Delete,RB Tree,Latency,57
30,23,Delete,WAVL Tree,Latency,66
30,23,Traversal,RB Tree,Latency,97124
30,23,Traversal,WAVL Tree,Latency,95791
30,24,Insert,RB Tree,Latency,111
30,24,Insert,WAVL Tree,Latency,128
30,24,Lookup,RB Tree,Latency,95
30,24,Lookup,WAVL Tree,Latency,95
30,24,Delete,RB Tree,Latency,55
30,24,Delete,WAVL Tree,Latency,63
30,24,Traversal,RB Tree,Latency,111591
30,24,Traversal,WAVL Tree,Latency,99439
30,25,Insert,RB Tree,Latency,108
30,25,Insert,WAVL Tree,Latency,126
30,25,Lookup,RB Tree,Latency,94
30,25,Lookup,WAVL Tree,Latency,95
30,25,Delete,RB Tree,Latency,54
30,25,Delete,WAVL Tree,Latency,63
30,25,Traversal,RB Tree,Latency,97344
30,25,Traversal,WAVL Tree,Latency,95691
30,26,Insert,RB Tree,Latency,107
30,26,Insert,WAVL Tree,Latency,126
30,26,Lookup,RB Tree,Latency,95
30,26,Lookup,WAVL Tree,Latency,96
30,26,Delete,RB Tree,Latency,55
30,26,Delete,WAVL Tree,Latency,63
30,26,Traversal,RB Tree,Latency,98406
30,26,Traversal,WAVL Tree,Latency,96212
30,27,Insert,RB Tree,Latency,108
30,27,Insert,WAVL Tree,Latency,126
30,27,Lookup,RB Tree,Latency,95
30,27,Lookup,WAVL Tree,Latency,95
30,27,Delete,RB Tree,Latency,55
30,27,Delete,WAVL Tree,Latency,63
30,27,Traversal,RB Tree,Latency,114096
30,27,Traversal,WAVL Tree,Latency,98577
30,28,Insert,RB Tree,Latency,108
30,28,Insert,WAVL Tree,Latency,127
30,28,Lookup,RB Tree,Latency,94
30,28,Lookup,WAVL Tree,Latency,96
30,28,Delete,RB Tree,Latency,55
30,28,Delete,WAVL Tree,Latency,62
30,28,Traversal,RB Tree,Latency,98256
30,28,Traversal,WAVL Tree,Latency,101753
30,29,Insert,RB Tree,Latency,108
30,29,Insert,WAVL Tree,Latency,125
30,29,Lookup,RB Tree,Latency,96
30,29,Lookup,WAVL Tree,Latency,96
30,29,Delete,RB Tree,Latency,54
30,29,Delete,WAVL Tree,Latency,64
30,29,Traversal,RB Tree,Latency,99458
30,29,Traversal,WAVL Tree,Latency,98487
30,30,Insert,RB Tree,Latency,107
30,30,Insert,WAVL Tree,Latency,125
30,30,Lookup,RB Tree,Latency,95
30,30,Lookup,WAVL Tree,Latency,96
30,30,Delete,RB Tree,Latency,55
30,30,Delete,WAVL Tree,Latency,66
30,30,Traversal,RB Tree,Latency,99328
30,30,Traversal,WAVL Tree,Latency,96993
30,31,Insert,RB Tree,Latency,113
30,31,Insert,WAVL Tree,Latency,133
30,31,Lookup,RB Tree,Latency,99
30,31,Lookup,WAVL Tree,Latency,99
30,31,Delete,RB Tree,Latency,57
30,31,Delete,WAVL Tree,Latency,65
30,31,Traversal,RB Tree,Latency,98036
30,31,Traversal,WAVL Tree,Latency,96122
30,32,Insert,RB Tree,Latency,107
30,32,Insert,WAVL Tree,Latency,125
30,32,Lookup,RB Tree,Latency,95
30,32,Lookup,WAVL Tree,Latency,95
30,32,Delete,RB Tree,Latency,55
30,32,Delete,WAVL Tree,Latency,64
30,32,Traversal,RB Tree,Latency,98477
30,32,Traversal,WAVL Tree,Latency,98437
30,33,Insert,RB Tree,Latency,107
30,33,Insert,WAVL Tree,Latency,128
30,33,Lookup,RB Tree,Latency,95
30,33,Lookup,WAVL Tree,Latency,94
30,33,Delete,RB Tree,Latency,54
30,33,Delete,WAVL Tree,Latency,62
30,33,Traversal,RB Tree,Latency,119868
30,33,Traversal,WAVL Tree,Latency,100049
30,34,Insert,RB Tree,Latency,110
30,34,Insert,WAVL Tree,Latency,127
30,34,Lookup,RB Tree,Latency,96
30,34,Lookup,WAVL Tree,Latency,96
30,34,Delete,RB Tree,Latency,56
30,34,Delete,WAVL Tree,Latency,64
30,34,Traversal,RB Tree,Latency,98227
30,34,Traversal,WAVL Tree,Latency,115879
30,35,Insert,RB Tree,Latency,109
30,35,Insert,WAVL Tree,Latency,126
30,35,Lookup,RB Tree,Latency,95
30,35,Lookup,WAVL Tree,Latency,96
30,35,Delete,RB Tree,Latency,54
30,35,Delete,WAVL Tree,Latency,63
30,35,Traversal,RB Tree,Latency,98257
30,35,Traversal,WAVL Tree,Latency,97535
30,36,Insert,RB Tree,Latency,108
30,36,Insert,WAVL Tree,Latency,126
30,36,Lookup,RB Tree,Latency,94
30,36,Lookup,WAVL Tree,Latency,95
30,36,Delete,RB Tree,Latency,54
30,36,Delete,WAVL Tree,Latency,62
30,36,Traversal,RB Tree,Latency,97976
30,36,Traversal,WAVL Tree,Latency,97014
30,37,Insert,RB Tree,Latency,108
30,37,Insert,WAVL Tree,Latency,126
30,37,Lookup,RB Tree,Latency,96
30,37,Lookup,WAVL Tree,Latency,98
30,37,Delete,RB Tree,Latency,56
30,37,Delete,WAVL Tree,Latency,63
30,37,Traversal,RB Tree,Latency,101662
30,37,Traversal,WAVL Tree,Latency,98506
30,38,Insert,RB Tree,Latency,107
30,38,Insert,WAVL Tree,Latency,126
30,38,Lookup,RB Tree,Latency,95
30,38,Lookup,WAVL Tree,Latency,95
30,38,Delete,RB Tree,Latency,54
30,38,Delete,WAVL Tree,Latency,62
30,38,Traversal,RB Tree,Latency,96763
30,38,Traversal,WAVL Tree,Latency,97064
30,39,Insert,RB Tree,Latency,112
30,39,Insert,WAVL Tree,Latency,126
30,39,Lookup,RB Tree,Latency,98
30,39,Lookup,WAVL Tree,Latency,98
30,39,Delete,RB Tree,Latency,55
30,39,Delete,WAVL Tree,Latency,63
30,39,Traversal,RB Tree,Latency,97245
30,39,Traversal,WAVL Tree,Latency,95621
30,40,Insert,RB Tree,Latency,109
30,40,Insert,WAVL Tree,Latency,126
30,40,Lookup,RB Tree,Latency,97
30,40,Lookup,WAVL Tree,Latency,98
30,40,Delete,RB Tree,Latency,56
30,40,Delete,WAVL Tree,Latency,63
30,40,Traversal,RB Tree,Latency,98146
30,40,Traversal,WAVL Tree,Latency,95872
30,41,Insert,RB Tree,Latency,113
30,41,Insert,WAVL Tree,Latency,128
30,41,Lookup,RB Tree,Latency,96
30,41,Lookup,WAVL Tree,Latency,100
30,41,Delete,RB Tree,Latency,57
30,41,Delete,WAVL Tree,Latency,63
30,41,Traversal,RB Tree,Latency,100440
30,41,Traversal,WAVL Tree,Latency,97185
30,42,Insert,RB Tree,Latency,107
30,42,Insert,WAVL Tree,Latency,125
30,42,Lookup,RB Tree,Latency,95
30,42,Lookup,WAVL Tree,Latency,95
30,42,Delete,RB Tree,Latency,55
30,42,Delete,WAVL Tree,Latency,63
30,42,Traversal,RB Tree,Latency,98307
30,42,Traversal,WAVL Tree,Latency,97605
30,43,Insert,RB Tree,Latency,109
30,43,Insert,WAVL Tree,Latency,127
30,43,Lookup,RB Tree,Latency,96
30,43,Lookup,WAVL Tree,Latency,96
30,43,Delete,RB Tree,Latency,55
30,43,Delete,WAVL Tree,Latency,65
30,43,Traversal,RB Tree,Latency,105220
30,43,Traversal,WAVL Tree,Latency,100270
30,44,Insert,RB Tree,Latency,108
30,44,Insert,WAVL Tree,Latency,127
30,44,Lookup,RB Tree,Latency,95
30,44,Lookup,WAVL Tree,Latency,95
30,44,Delete,RB Tree,Latency,55
30,44,Delete,WAVL Tree,Latency,63
30,44,Traversal,RB Tree,Latency,96943
30,44,Traversal,WAVL Tree,Latency,96343
30,45,Insert,RB Tree,Latency,108
30,45,Insert,WAVL Tree,Latency,126
30,45,Lookup,RB Tree,Latency,109
30,45,Lookup,WAVL Tree,Latency,108
30,45,Delete,RB Tree,Latency,63
30,45,Delete,WAVL Tree,Latency,69
30,45,Traversal,RB Tree,Latency,99809
30,45,Traversal,WAVL Tree,Latency,97134
30,46,Insert,RB Tree,Latency,108
30,46,Insert,WAVL Tree,Latency,126
30,46,Lookup,RB Tree,Latency,95
30,46,Lookup,WAVL Tree,Latency,96
30,46,Delete,RB Tree,Latency,55
30,46,Delete,WAVL Tree,Latency,64
30,46,Traversal,RB Tree,Latency,105079
30,46,Traversal,WAVL Tree,Latency,98637
30,47,Insert,RB Tree,Latency,108
30,47,Insert,WAVL Tree,Latency,127
30,47,Lookup,RB Tree,Latency,95
30,47,Lookup,WAVL Tree,Latency,95
30,47,Delete,RB Tree,Latency,55
30,47,Delete,WAVL Tree,Latency,64
30,47,Traversal,RB Tree,Latency,99498
30,47,Traversal,WAVL Tree,Latency,96974
30,48,Insert,RB Tree,Latency,108
30,48,Insert,WAVL Tree,Latency,126
30,48,Lookup,RB Tree,Latency,94
30,48,Lookup,WAVL Tree,Latency,94
30,48,Delete,RB Tree,Latency,54
30,48,Delete,WAVL Tree,Latency,63
30,48,Traversal,RB Tree,Latency,97475
30,48,Traversal,WAVL Tree,Latency,110239
30,49,Insert,RB Tree,Latency,110
30,49,Insert,WAVL Tree,Latency,129
30,49,Lookup,RB Tree,Latency,96
30,49,Lookup,WAVL Tree,Latency,97
30,49,Delete,RB Tree,Latency,56
30,49,Delete,WAVL Tree,Latency,64
30,49,Traversal,RB Tree,Latency,97925
30,49,Traversal,WAVL Tree,Latency,96442
30,50,Insert,RB Tree,Latency,108
30,50,Insert,WAVL Tree,Latency,128
30,50,Lookup,RB Tree,Latency,95
30,50,Lookup,WAVL Tree,Latency,95
30,50,Delete,RB Tree,Latency,54
30,50,Delete,WAVL Tree,Latency,63
30,50,Traversal,RB Tree,Latency,96924
30,50,Traversal,WAVL Tree,Latency,95922
40,1,Insert,RB Tree,Latency,113
40,1,Insert,WAVL Tree,Latency,130
40,1,Lookup,RB Tree,Latency,97
40,1,Lookup,WAVL Tree,Latency,100
40,1,Delete,RB Tree,Latency,55
40,1,Delete,WAVL Tree,Latency,67
40,1,Traversal,RB Tree,Latency,82767
40,1,Traversal,WAVL Tree,Latency,83358
40,2,Insert,RB Tree,Latency,108
40,2,Insert,WAVL Tree,Latency,127
40,2,Lookup,RB Tree,Latency,95
40,2,Lookup,WAVL Tree,Latency,95
40,2,Delete,RB Tree,Latency,55
40,2,Delete,WAVL Tree,Latency,66
40,2,Traversal,RB Tree,Latency,103707
40,2,Traversal,WAVL Tree,Latency,87586
40,3,Insert,RB Tree,Latency,108
40,3,Insert,WAVL Tree,Latency,127
40,3,Lookup,RB Tree,Latency,97
40,3,Lookup,WAVL Tree,Latency,95
40,3,Delete,RB Tree,Latency,55
40,3,Delete,WAVL Tree,Latency,64
40,3,Traversal,RB Tree,Latency,86403
40,3,Traversal,WAVL Tree,Latency,84329
40,4,Insert,RB Tree,Latency,109
40,4,Insert,WAVL Tree,Latency,132
40,4,Lookup,RB Tree,Latency,94
40,4,Lookup,WAVL Tree,Latency,95
40,4,Delete,RB Tree,Latency,55
40,4,Delete,WAVL Tree,Latency,64
40,4,Traversal,RB Tree,Latency,82877
40,4,Traversal,WAVL Tree,Latency,83298
40,5,Insert,RB Tree,Latency,109
40,5,Insert,WAVL Tree,Latency,126
40,5,Lookup,RB Tree,Latency,97
40,5,Lookup,WAVL Tree,Latency,97
40,5,Delete,RB Tree,Latency,55
40,5,Delete,WAVL Tree,Latency,65
40,5,Traversal,RB Tree,Latency,83067
40,5,Traversal,WAVL Tree,Latency,84030
40,6,Insert,RB Tree,Latency,107
40,6,Insert,WAVL Tree,Latency,125
40,6,Lookup,RB Tree,Latency,94
40,6,Lookup,WAVL Tree,Latency,95
40,6,Delete,RB Tree,Latency,55
40,6,Delete,WAVL Tree,Latency,65
40,6,Traversal,RB Tree,Latency,84731
40,6,Traversal,WAVL Tree,Latency,83308
40,7,Insert,RB Tree,Latency,108
40,7,Insert,WAVL Tree,Latency,126
40,7,Lookup,RB Tree,Latency,96
40,7,Lookup,WAVL Tree,Latency,95
40,7,Delete,RB Tree,Latency,55
40,7,Delete,WAVL Tree,Latency,65
40,7,Traversal,RB Tree,Latency,83939
40,7,Traversal,WAVL Tree,Latency,83569
40,8,Insert,RB Tree,Latency,108
40,8,Insert,WAVL Tree,Latency,127
40,8,Lookup,RB Tree,Latency,95
40,8,Lookup,WAVL Tree,Latency,96
40,8,Delete,RB Tree,Latency,56
40,8,Delete,WAVL Tree,Latency,65
40,8,Traversal,RB Tree,Latency,84680
40,8,Traversal,WAVL Tree,Latency,85061
40,9,Insert,RB Tree,Latency,107
40,9,Insert,WAVL Tree,Latency,126
40,9,Lookup,RB Tree,Latency,95
40,9,Lookup,WAVL Tree,Latency,95
40,9,Delete,RB Tree,Latency,55
40,9,Delete,WAVL Tree,Latency,64
40,9,Traversal,RB Tree,Latency,82526
40,9,Traversal,WAVL Tree,Latency,81975
40,10,Insert,RB Tree,Latency,107
40,10,Insert,WAVL Tree,Latency,127
40,10,Lookup,RB Tree,Latency,94
40,10,Lookup,WAVL Tree,Latency,95
40,10,Delete,RB Tree,Latency,54
40,10,Delete,WAVL Tree,Latency,64
40,10,Traversal,RB Tree,Latency,82396
