Ratio,Run,Phase,Tree,Metric,Value
20,31,Delete,RB Tree,Path,758
20,31,Delete,WAVL Tree,Path,736
20,32,Insert,RB Tree,Rotations,5804
20,32,Insert,WAVL Tree,Rotations,6949
20,32,Insert,RB Tree,Path,10364
20,32,Insert,WAVL Tree,Path,17825
20,32,Delete,RB Tree,Rotations,672
20,32,Delete,WAVL Tree,Rotations,575
20,32,Delete,RB Tree,Path,719
20,32,Delete,WAVL Tree,Path,743
20,33,Insert,RB Tree,Rotations,5835
20,33,Insert,WAVL Tree,Rotations,6989
20,33,Insert,RB Tree,Path,10178
20,33,Insert,WAVL Tree,Path,17827
20,33,Delete,RB Tree,Rotations,638
20,33,Delete,WAVL Tree,Rotations,623
20,33,Delete,RB Tree,Path,674
20,33,Delete,WAVL Tree,Path,707
20,34,Insert,RB Tree,Rotations,5934
20,34,Insert,WAVL Tree,Rotations,6966
20,34,Insert,RB Tree,Path,10286
20,34,Insert,WAVL Tree,Path,17871
20,34,Delete,RB Tree,Rotations,721
20,34,Delete,WAVL Tree,Rotations,647
20,34,Delete,RB Tree,Path,762
20,34,Delete,WAVL Tree,Path,768
20,35,Insert,RB Tree,Rotations,5954
20,35,Insert,WAVL Tree,Rotations,7011
20,35,Insert,RB Tree,Path,10324
20,35,Insert,WAVL Tree,Path,17886
20,35,Delete,RB Tree,Rotations,677
20,35,Delete,WAVL Tree,Rotations,608
20,35,Delete,RB Tree,Path,744
20,35,Delete,WAVL Tree,Path,764
20,36,Insert,RB Tree,Rotations,5821
20,36,Insert,WAVL Tree,Rotations,6976
20,36,Insert,RB Tree,Path,10214
20,36,Insert,WAVL Tree,Path,17761
20,36,Delete,RB Tree,Rotations,632
20,36,Delete,WAVL Tree,Rotations,625
20,36,Delete,RB Tree,Path,719
20,36,Delete,WAVL Tree,Path,727
20,37,Insert,RB Tree,Rotations,5780
20,37,Insert,WAVL Tree,Rotations,6994
20,37,Insert,RB Tree,Path,10238
20,37,Insert,WAVL Tree,Path,17864
20,37,Delete,RB Tree,Rotations,639
20,37,Delete,WAVL Tree,Rotations,635
20,37,Delete,RB Tree,Path,718
20,37,Delete,WAVL Tree,Path,722
20,38,Insert,RB Tree,Rotations,5837
20,38,Insert,WAVL Tree,Rotations,6920
20,38,Insert,RB Tree,Path,10312
20,38,Insert,WAVL Tree,Path,17750
20,38,Delete,RB Tree,Rotations,684
20,38,Delete,WAVL Tree,Rotations,640
20,38,Delete,RB Tree,Path,749
20,38,Delete,WAVL Tree,Path,707
20,39,Insert,RB Tree,Rotations,5688
20,39,Insert,WAVL Tree,Rotations,6985
20,39,Insert,RB Tree,Path,10248
20,39,Insert,WAVL Tree,Path,17847
20,39,Delete,RB Tree,Rotations,678
20,39,Delete,WAVL Tree,Rotations,655
20,39,Delete,RB Tree,Path,744
20,39,Delete,WAVL Tree,Path,748
20,40,Insert,RB Tree,Rotations,5751
20,40,Insert,WAVL Tree,Rotations,6885
20,40,Insert,RB Tree,Path,10238
20,40,Insert,WAVL Tree,Path,17816
20,40,Delete,RB Tree,Rotations,699
20,40,Delete,WAVL Tree,Rotations,654
20,40,Delete,RB Tree,Path,744
20,40,Delete,WAVL Tree,Path,787
20,41,Insert,RB Tree,Rotations,5826
20,41,Insert,WAVL Tree,Rotations,7005
20,41,Insert,RB Tree,Path,10370
20,41,Insert,WAVL Tree,Path,17874
20,41,Delete,RB Tree,Rotations,718
20,41,Delete,WAVL Tree,Rotations,680
20,41,Delete,RB Tree,Path,760
20,41,Delete,WAVL Tree,Path,750
20,42,Insert,RB Tree,Rotations,5686
20,42,Insert,WAVL Tree,Rotations,6939
20,42,Insert,RB Tree,Path,10246
20,42,Insert,WAVL Tree,Path,17788
20,42,Delete,RB Tree,Rotations,671
20,42,Delete,WAVL Tree,Rotations,636
20,42,Delete,RB Tree,Path,715
20,42,Delete,WAVL Tree,Path,726
20,43,Insert,RB Tree,Rotations,5752
20,43,Insert,WAVL Tree,Rotations,6963
20,43,Insert,RB Tree,Path,10242
20,43,Insert,WAVL Tree,Path,17780
20,43,Delete,RB Tree,Rotations,661
20,43,Delete,WAVL Tree,Rotations,628
20,43,Delete,RB Tree,Path,709
20,43,Delete,WAVL Tree,Path,739
20,44,Insert,RB Tree,Rotations,5842
20,44,Insert,WAVL Tree,Rotations,6983
20,44,Insert,RB Tree,Path,10300
20,44,Insert,WAVL Tree,Path,17849
20,44,Delete,RB Tree,Rotations,681
20,44,Delete,WAVL Tree,Rotations,647
20,44,Delete,RB Tree,Path,735
20,44,Delete,WAVL Tree,Path,722
20,45,Insert,RB Tree,Rotations,5755
20,45,Insert,WAVL Tree,Rotations,6763
20,45,Insert,RB Tree,Path,10224
20,45,Insert,WAVL Tree,Path,17743
20,45,Delete,RB Tree,Rotations,657
20,45,Delete,WAVL Tree,Rotations,637
20,45,Delete,RB Tree,Path,708
20,45,Delete,WAVL Tree,Path,744
20,46,Insert,RB Tree,Rotations,5713
20,46,Insert,WAVL Tree,Rotations,6972
20,46,Insert,RB Tree,Path,10236
20,46,Insert,WAVL Tree,Path,17813
20,46,Delete,RB Tree,Rotations,622
20,46,Delete,WAVL Tree,Rotations,613
20,46,Delete,RB Tree,Path,703
20,46,Delete,WAVL Tree,Path,747
20,47,Insert,RB Tree,Rotations,5896
20,47,Insert,WAVL Tree,Rotations,7010
20,47,Insert,RB Tree,Path,10282
20,47,Insert,WAVL Tree,Path,17807
20,47,Delete,RB Tree,Rotations,682
20,47,Delete,WAVL Tree,Rotations,643
20,47,Delete,RB Tree,Path,724
20,47,Delete,WAVL Tree,Path,725
20,48,Insert,RB Tree,Rotations,5809
20,48,Insert,WAVL Tree,Rotations,6928
20,48,Insert,RB Tree,Path,10258
20,48,Insert,WAVL Tree,Path,17872
20,48,Delete,RB Tree,Rotations,716
20,48,Delete,WAVL Tree,Rotations,634
20,48,Delete,RB Tree,Path,751
20,48,Delete,WAVL Tree,Path,743
20,49,Insert,RB Tree,Rotations,5719
20,49,Insert,WAVL Tree,Rotations,6832
20,49,Insert,RB Tree,Path,10266
20,49,Insert,WAVL Tree,Path,17783
20,49,Delete,RB Tree,Rotations,687
20,49,Delete,WAVL Tree,Rotations,615
20,49,Delete,RB Tree,Path,730
20,49,Delete,WAVL Tree,Path,738
20,50,Insert,RB Tree,Rotations,5709
20,50,Insert,WAVL Tree,Rotations,6964
20,50,Insert,RB Tree,Path,10272
20,50,Insert,WAVL Tree,Path,17792
20,50,Delete,RB Tree,Rotations,709
20,50,Delete,WAVL Tree,Rotations,643
20,50,Delete,RB Tree,Path,744
20,50,Delete,WAVL Tree,Path,720
30,1,Insert,RB Tree,Rotations,5793
30,1,Insert,WAVL Tree,Rotations,7090
30,1,Insert,RB Tree,Path,10268
30,1,Insert,WAVL Tree,Path,17826
30,1,Delete,RB Tree,Rotations,1095
30,1,Delete,WAVL Tree,Rotations,994
30,1,Delete,RB Tree,Path,1297
30,1,Delete,WAVL Tree,Path,1293
30,2,Insert,RB Tree,Rotations,5884
30,2,Insert,WAVL Tree,Rotations,7008
30,2,Insert,RB Tree,Path,10196
30,2,Insert,WAVL Tree,Path,17875
30,2,Delete,RB Tree,Rotations,1057
30,2,Delete,WAVL Tree,Rotations,1018
30,2,Delete,RB Tree,Path,1252
30,2,Delete,WAVL Tree,Path,1286
30,3,Insert,RB Tree,Rotations,5847
30,3,Insert,WAVL Tree,Rotations,6992
30,3,Insert,RB Tree,Path,10266
30,3,Insert,WAVL Tree,Path,17909
30,3,Delete,RB Tree,Rotations,962
30,3,Delete,WAVL Tree,Rotations,1013
30,3,Delete,RB Tree,Path,1200
30,3,Delete,WAVL Tree,Path,1362
30,4,Insert,RB Tree,Rotations,5856
30,4,Insert,WAVL Tree,Rotations,6967
30,4,Insert,RB Tree,Path,10232
30,4,Insert,WAVL Tree,Path,17835
30,4,Delete,RB Tree,Rotations,1070
30,4,Delete,WAVL Tree,Rotations,976
30,4,Delete,RB Tree,Path,1265
30,4,Delete,WAVL Tree,Path,1307
30,5,Insert,RB Tree,Rotations,5758
30,5,Insert,WAVL Tree,Rotations,6921
30,5,Insert,RB Tree,Path,10254
30,5,Insert,WAVL Tree,Path,17757
30,5,Delete,RB Tree,Rotations,999
30,5,Delete,WAVL Tree,Rotations,989
30,5,Delete,RB Tree,Path,1238
30,5,Delete,WAVL Tree,Path,1283
30,6,Insert,RB Tree,Rotations,5791
30,6,Insert,WAVL Tree,Rotations,6981
30,6,Insert,RB Tree,Path,10214
30,6,Insert,WAVL Tree,Path,17766
30,6,Delete,RB Tree,Rotations,991
30,6,Delete,WAVL Tree,Rotations,953
30,6,Delete,RB Tree,Path,1254
30,6,Delete,WAVL Tree,Path,1256
30,7,Insert,RB Tree,Rotations,5845
30,7,Insert,WAVL Tree,Rotations,7061
30,7,Insert,RB Tree,Path,10260
30,7,Insert,WAVL Tree,Path,17866
30,7,Delete,RB Tree,Rotations,958
30,7,Delete,WAVL Tree,Rotations,974
30,7,Delete,RB Tree,Path,1236
30,7,Delete,WAVL Tree,Path,1307
30,8,Insert,RB Tree,Rotations,5872
30,8,Insert,WAVL Tree,Rotations,7037
30,8,Insert,RB Tree,Path,10224
30,8,Insert,WAVL Tree,Path,17834
30,8,Delete,RB Tree,Rotations,997
30,8,Delete,WAVL Tree,Rotations,935
30,8,Delete,RB Tree,Path,1216
30,8,Delete,WAVL Tree,Path,1293
30,9,Insert,RB Tree,Rotations,5809
30,9,Insert,WAVL Tree,Rotations,7021
30,9,Insert,RB Tree,Path,10204
30,9,Insert,WAVL Tree,Path,17891
30,9,Delete,RB Tree,Rotations,1014
30,9,Delete,WAVL Tree,Rotations,978
30,9,Delete,RB Tree,Path,1229
30,9,Delete,WAVL Tree,Path,1285
30,10,Insert,RB Tree,Rotations,5693
30,10,Insert,WAVL Tree,Rotations,6885
30,10,Insert,RB Tree,Path,10232
30,10,Insert,WAVL Tree,Path,17753
30,10,Delete,RB Tree,Rotations,1026
30,10,Delete,WAVL Tree,Rotations,954
30,10,Delete,RB Tree,Path,1243
30,10,Delete,WAVL Tree,Path,1316
30,11,Insert,RB Tree,Rotations,5798
30,11,Insert,WAVL Tree,Rotations,6932
30,11,Insert,RB Tree,Path,10216
30,11,Insert,WAVL Tree,Path,17890
30,11,Delete,RB Tree,Rotations,1039
30,11,Delete,WAVL Tree,Rotations,998
30,11,Delete,RB Tree,Path,1263
30,11,Delete,WAVL Tree,Path,1284
30,12,Insert,RB Tree,Rotations,5907
30,12,Insert,WAVL Tree,Rotations,7052
30,12,Insert,RB Tree,Path,10272
30,12,Insert,WAVL Tree,Path,17853
30,12,Delete,RB Tree,Rotations,1067
30,12,Delete,WAVL Tree,Rotations,1010
30,12,Delete,RB Tree,Path,1313
30,12,Delete,WAVL Tree,Path,1280
30,13,Insert,RB Tree,Rotations,5971
30,13,Insert,WAVL Tree,Rotations,7096
30,13,Insert,RB Tree,Path,10206
30,13,Insert,WAVL Tree,Path,17888
30,13,Delete,RB Tree,Rotations,1056
30,13,Delete,WAVL Tree,Rotations,1053
30,13,Delete,RB Tree,Path,1261
30,13,Delete,WAVL Tree,Path,1346
30,14,Insert,RB Tree,Rotations,5943
30,14,Insert,WAVL Tree,Rotations,7063
30,14,Insert,RB Tree,Path,10198
30,14,Insert,WAVL Tree,Path,17871
30,14,Delete,RB Tree,Rotations,1040
30,14,Delete,WAVL Tree,Rotations,928
30,14,Delete,RB Tree,Path,1242
30,14,Delete,WAVL Tree,Path,1289
30,15,Insert,RB Tree,Rotations,5713
30,15,Insert,WAVL Tree,Rotations,6996
30,15,Insert,RB Tree,Path,10264
30,15,Insert,WAVL Tree,Path,17920
30,15,Delete,RB Tree,Rotations,1023
30,15,Delete,WAVL Tree,Rotations,1016
30,15,Delete,RB Tree,Path,1256
30,15,Delete,WAVL Tree,Path,1306
30,16,Insert,RB Tree,Rotations,5756
30,16,Insert,WAVL Tree,Rotations,6911
30,16,Insert,RB Tree,Path,10356
30,16,Insert,WAVL Tree,Path,17853
30,16,Delete,RB Tree,Rotations,1034
30,16,Delete,WAVL Tree,Rotations,1001
30,16,Delete,RB Tree,Path,1289
30,16,Delete,WAVL Tree,Path,1275
30,17,Insert,RB Tree,Rotations,5814
30,17,Insert,WAVL Tree,Rotations,6990
30,17,Insert,RB Tree,Path,10236
30,17,Insert,WAVL Tree,Path,17849
30,17,Delete,RB Tree,Rotations,1022
30,17,Delete,WAVL Tree,Rotations,948
30,17,Delete,RB Tree,Path,1254
30,17,Delete,WAVL Tree,Path,1353
30,18,Insert,RB Tree,Rotations,5916
30,18,Insert,WAVL Tree,Rotations,7071
30,18,Insert,RB Tree,Path,10280
30,18,Insert,WAVL Tree,Path,17831
30,18,Delete,RB Tree,Rotations,1034
30,18,Delete,WAVL Tree,Rotations,945
30,18,Delete,RB Tree,Path,1260
30,18,Delete,WAVL Tree,Path,1301
30,19,Insert,RB Tree,Rotations,5759
30,19,Insert,WAVL Tree,Rotations,6960
30,19,Insert,RB Tree,Path,10168
30,19,Insert,WAVL Tree,Path,17774
30,19,Delete,RB Tree,Rotations,1022
30,19,Delete,WAVL Tree,Rotations,941
30,19,Delete,RB Tree,Path,1235
30,19,Delete,WAVL Tree,Path,1312
30,20,Insert,RB Tree,Rotations,5848
30,20,Insert,WAVL Tree,Rotations,6989
30,20,Insert,RB Tree,Path,10278
30,20,Insert,WAVL Tree,Path,17781
30,20,Delete,RB Tree,Rotations,1010
30,20,Delete,WAVL Tree,Rotations,967
30,20,Delete,RB Tree,Path,1260
30,20,Delete,WAVL Tree,Path,1279
30,21,Insert,RB Tree,Rotations,5855
30,21,Insert,WAVL Tree,Rotations,6980
30,21,Insert,RB Tree,Path,10294
30,21,Insert,WAVL Tree,Path,17759
30,21,Delete,RB Tree,Rotations,1059
30,21,Delete,WAVL Tree,Rotations,978
30,21,Delete,RB Tree,Path,1276
30,21,Delete,WAVL Tree,Path,1247
30,22,Insert,RB Tree,Rotations,5787
30,22,Insert,WAVL Tree,Rotations,6970
30,22,Insert,RB Tree,Path,10238
30,22,Insert,WAVL Tree,Path,17773
30,22,Delete,RB Tree,Rotations,998
30,22,Delete,WAVL Tree,Rotations,981
30,22,Delete,RB Tree,Path,1240
30,22,Delete,WAVL Tree,Path,1291
30,23,Insert,RB Tree,Rotations,5888
30,23,Insert,WAVL Tree,Rotations,6933
30,23,Insert,RB Tree,Path,10312
30,23,Insert,WAVL Tree,Path,17806
30,23,Delete,RB Tree,Rotations,1137
30,23,Delete,WAVL Tree,Rotations,1002
30,23,Delete,RB Tree,Path,1327
30,23,Delete,WAVL Tree,Path,1367
30,24,Insert,RB Tree,Rotations,5792
30,24,Insert,WAVL Tree,Rotations,6919
30,24,Insert,RB Tree,Path,10282
30,24,Insert,WAVL Tree,Path,17755
30,24,Delete,RB Tree,Rotations,1073
30,24,Delete,WAVL Tree,Rotations,1000
30,24,Delete,RB Tree,Path,1293
30,24,Delete,WAVL Tree,Path,1307
30,25,Insert,RB Tree,Rotations,5991
30,25,Insert,WAVL Tree,Rotations,7147
30,25,Insert,RB Tree,Path,10272
30,25,Insert,WAVL Tree,Path,17865
30,25,Delete,RB Tree,Rotations,1065
30,25,Delete,WAVL Tree,Rotations,1045
30,25,Delete,RB Tree,Path,1282
30,25,Delete,WAVL Tree,Path,1283
30,26,Insert,RB Tree,Rotations,5662
30,26,Insert,WAVL Tree,Rotations,6761
30,26,Insert,RB Tree,Path,10178
30,26,Insert,WAVL Tree,Path,17745
30,26,Delete,RB Tree,Rotations,989
30,26,Delete,WAVL Tree,Rotations,990
30,26,Delete,RB Tree,Path,1183
30,26,Delete,WAVL Tree,Path,1272
30,27,Insert,RB Tree,Rotations,5915
30,27,Insert,WAVL Tree,Rotations,7182
30,27,Insert,RB Tree,Path,10330
30,27,Insert,WAVL Tree,Path,17984
30,27,Delete,RB Tree,Rotations,1063
30,27,Delete,WAVL Tree,Rotations,1016
30,27,Delete,RB Tree,Path,1304
30,27,Delete,WAVL Tree,Path,1328
30,28,Insert,RB Tree,Rotations,5871
30,28,Insert,WAVL Tree,Rotations,7151
30,28,Insert,RB Tree,Path,10308
30,28,Insert,WAVL Tree,Path,17923
30,28,Delete,RB Tree,Rotations,1026
30,28,Delete,WAVL Tree,Rotations,967
30,28,Delete,RB Tree,Path,1267
30,28,Delete,WAVL Tree,Path,1333
30,29,Insert,RB Tree,Rotations,5806
30,29,Insert,WAVL Tree,Rotations,6905
30,29,Insert,RB Tree,Path,10210
30,29,Insert,WAVL Tree,Path,17847
30,29,Delete,RB Tree,Rotations,1046
30,29,Delete,WAVL Tree,Rotations,998
30,29,Delete,RB Tree,Path,1284
30,29,Delete,WAVL Tree,Path,1327
30,30,Insert,RB Tree,Rotations,5749
30,30,Insert,WAVL Tree,Rotations,7033
30,30,Insert,RB Tree,Path,10276
30,30,Insert,WAVL Tree,Path,17853
30,30,Delete,RB Tree,Rotations,1050
30,30,Delete,WAVL Tree,Rotations,947
30,30,Delete,RB Tree,Path,1256
30,30,Delete,WAVL Tree,Path,1278
30,31,Insert,RB Tree,Rotations,5821
30,31,Insert,WAVL Tree,Rotations,6939
30,31,Insert,RB Tree,Path,10196
30,31,Insert,WAVL Tree,Path,17771
30,31,Delete,RB Tree,Rotations,1021
30,31,Delete,WAVL Tree,Rotations,1001
30,31,Delete,RB Tree,Path,1262
30,31,Delete,WAVL Tree,Path,1314
30,32,Insert,RB Tree,Rotations,5852
30,32,Insert,WAVL Tree,Rotations,6968
30,32,Insert,RB Tree,Path,10216
30,32,Insert,WAVL Tree,Path,17755
30,32,Delete,RB Tree,Rotations,1040
30,32,Delete,WAVL Tree,Rotations,1019
30,32,Delete,RB Tree,Path,1229
30,32,Delete,WAVL Tree,Path,1281
30,33,Insert,RB Tree,Rotations,6001
30,33,Insert,WAVL Tree,Rotations,7227
30,33,Insert,RB Tree,Path,10274
30,33,Insert,WAVL Tree,Path,17888
30,33,Delete,RB Tree,Rotations,1017
30,33,Delete,WAVL Tree,Rotations,948
30,33,Delete,RB Tree,Path,1243
30,33,Delete,WAVL Tree,Path,1298
30,34,Insert,RB Tree,Rotations,5887
30,34,Insert,WAVL Tree,Rotations,7055
30,34,Insert,RB Tree,Path,10274
30,34,Insert,WAVL Tree,Path,17896
30,34,Delete,RB Tree,Rotations,1023
30,34,Delete,WAVL Tree,Rotations,973
30,34,Delete,RB Tree,Path,1232
30,34,Delete,WAVL Tree,Path,1270
30,35,Insert,RB Tree,Rotations,5824
30,35,Insert,WAVL Tree,Rotations,7048
30,35,Insert,RB Tree,Path,10298
30,35,Insert,WAVL Tree,Path,17837
30,35,Delete,RB Tree,Rotations,1087
30,35,Delete,WAVL Tree,Rotations,1011
30,35,Delete,RB Tree,Path,1293
30,35,Delete,WAVL Tree,Path,1307
30,36,Insert,RB Tree,Rotations,5812
30,36,Insert,WAVL Tree,Rotations,6979
30,36,Insert,RB Tree,Path,10188
30,36,Insert,WAVL Tree,Path,17727
30,36,Delete,RB Tree,Rotations,948
30,36,Delete,WAVL Tree,Rotations,957
30,36,Delete,RB Tree,Path,1227
30,36,Delete,WAVL Tree,Path,1269
30,37,Insert,RB Tree,Rotations,5780
30,37,Insert,WAVL Tree,Rotations,7075
30,37,Insert,RB Tree,Path,10294
30,37,Insert,WAVL Tree,Path,17788
30,37,Delete,RB Tree,Rotations,1038
30,37,Delete,WAVL Tree,Rotations,939
30,37,Delete,RB Tree,Path,1245
30,37,Delete,WAVL Tree,Path,1306
30,38,Insert,RB Tree,Rotations,6009
30,38,Insert,WAVL Tree,Rotations,7108
30,38,Insert,RB Tree,Path,10298
30,38,Insert,WAVL Tree,Path,17943
30,38,Delete,RB Tree,Rotations,1081
30,38,Delete,WAVL Tree,Rotations,988
30,38,Delete,RB Tree,Path,1279
30,38,Delete,WAVL Tree,Path,1313
30,39,Insert,RB Tree,Rotations,5886
30,39,Insert,WAVL Tree,Rotations,7050
30,39,Insert,RB Tree,Path,10398
30,39,Insert,WAVL Tree,Path,17869
30,39,Delete,RB Tree,Rotations,999
30,39,Delete,WAVL Tree,Rotations,971
30,39,Delete,RB Tree,Path,1278
30,39,Delete,WAVL Tree,Path,1299
30,40,Insert,RB Tree,Rotations,5845
30,40,Insert,WAVL Tree,Rotations,7089
30,40,Insert,RB Tree,Path,10294
30,40,Insert,WAVL Tree,Path,17931
30,40,Delete,RB Tree,Rotations,1082
30,40,Delete,WAVL Tree,Rotations,1004
30,40,Delete,RB Tree,Path,1313
30,40,Delete,WAVL Tree,Path,1292
30,41,Insert,RB Tree,Rotations,5815
30,41,Insert,WAVL Tree,Rotations,6932
30,41,Insert,RB Tree,Path,10248
30,41,Insert,WAVL Tree,Path,17905
30,41,Delete,RB Tree,Rotations,984
30,41,Delete,WAVL Tree,Rotations,945
30,41,Delete,RB Tree,Path,1229
30,41,Delete,WAVL Tree,Path,1351
30,42,Insert,RB Tree,Rotations,5813
30,42,Insert,WAVL Tree,Rotations,6924
30,42,Insert,RB Tree,Path,10220
30,42,Insert,WAVL Tree,Path,17759
30,42,Delete,RB Tree,Rotations,897
30,42,Delete,WAVL Tree,Rotations,911
30,42,Delete,RB Tree,Path,1161
30,42,Delete,WAVL Tree,Path,1305
30,43,Insert,RB Tree,Rotations,5861
30,43,Insert,WAVL Tree,Rotations,7046
30,43,Insert,RB Tree,Path,10238
30,43,Insert,WAVL Tree,Path,17810
30,43,Delete,RB Tree,Rotations,1077
30,43,Delete,WAVL Tree,Rotations,1022
30,43,Delete,RB Tree,Path,1322
30,43,Delete,WAVL Tree,Path,1291
30,44,Insert,RB Tree,Rotations,5852
30,44,Insert,WAVL Tree,Rotations,6951
30,44,Insert,RB Tree,Path,10198
30,44,Insert,WAVL Tree,Path,17764
30,44,Delete,RB Tree,Rotations,1030
30,44,Delete,WAVL Tree,Rotations,1005
30,44,Delete,RB Tree,Path,1230
30,44,Delete,WAVL Tree,Path,1264
30,45,Insert,RB Tree,Rotations,5827
30,45,Insert,WAVL Tree,Rotations,7010
30,45,Insert,RB Tree,Path,10420
30,45,Insert,WAVL Tree,Path,17880
30,45,Delete,RB Tree,Rotations,1110
30,45,Delete,WAVL Tree,Rotations,979
30,45,Delete,RB Tree,Path,1364
30,45,Delete,WAVL Tree,Path,1329
30,46,Insert,RB Tree,Rotations,5777
30,46,Insert,WAVL Tree,Rotations,6900
30,46,Insert,RB Tree,Path,10230
30,46,Insert,WAVL Tree,Path,17757
30,46,Delete,RB Tree,Rotations,1030
30,46,Delete,WAVL Tree,Rotations,977
30,46,Delete,RB Tree,Path,1265
30,46,Delete,WAVL Tree,Path,1304
30,47,Insert,RB Tree,Rotations,5878
30,47,Insert,WAVL Tree,Rotations,7031
30,47,Insert,RB Tree,Path,10212
30,47,Insert,WAVL Tree,Path,17829
30,47,Delete,RB Tree,Rotations,1037
30,47,Delete,WAVL Tree,Rotations,991
30,47,Delete,RB Tree,Path,1247
30,47,Delete,WAVL Tree,Path,1304
30,48,Insert,RB Tree,Rotations,5863
30,48,Insert,WAVL Tree,Rotations,6974
30,48,Insert,RB Tree,Path,10254
30,48,Insert,WAVL Tree,Path,17808
30,48,Delete,RB Tree,Rotations,1051
30,48,Delete,WAVL Tree,Rotations,938
30,48,Delete,RB Tree,Path,1272
30,48,Delete,WAVL Tree,Path,1308
30,49,Insert,RB Tree,Rotations,5777
30,49,Insert,WAVL Tree,Rotations,6893
30,49,Insert,RB Tree,Path,10154
30,49,Insert,WAVL Tree,Path,17770
30,49,Delete,RB Tree,Rotations,1026
30,49,Delete,WAVL Tree,Rotations,962
30,49,Delete,RB Tree,Path,1211
30,49,Delete,WAVL Tree,Path,1284
30,50,Insert,RB Tree,Rotations,5803
30,50,Insert,WAVL Tree,Rotations,6950
30,50,Insert,RB Tree,Path,10176
30,50,Insert,WAVL Tree,Path,17818
30,50,Delete,RB Tree,Rotations,1020
30,50,Delete,WAVL Tree,Rotations,1042
30,50,Delete,RB Tree,Path,1244
30,50,Delete,WAVL Tree,Path,1275
40,1,Insert,RB Tree,Rotations,5859
40,1,Insert,WAVL Tree,Rotations,6979
40,1,Insert,RB Tree,Path,10278
40,1,Insert,WAVL Tree,Path,17898
40,1,Delete,RB Tree,Rotations,1418
40,1,Delete,WAVL Tree,Rotations,1321
40,1,Delete,RB Tree,Path,1875
40,1,Delete,WAVL Tree,Path,2052
40,2,Insert,RB Tree,Rotations,5852
40,2,Insert,WAVL Tree,Rotations,6970
40,2,Insert,RB Tree,Path,10180
40,2,Insert,WAVL Tree,Path,17791
40,2,Delete,RB Tree,Rotations,1404
40,2,Delete,WAVL Tree,Rotations,1363
40,2,Delete,RB Tree,Path,1848
40,2,Delete,WAVL Tree,Path,1987
40,3,Insert,RB Tree,Rotations,5813
40,3,Insert,WAVL Tree,Rotations,6911
40,3,Insert,RB Tree,Path,10178
40,3,Insert,WAVL Tree,Path,17840
40,3,Delete,RB Tree,Rotations,1390
40,3,Delete,WAVL Tree,Rotations,1392
40,3,Delete,RB Tree,Path,1870
40,3,Delete,WAVL Tree,Path,1998
40,4,Insert,RB Tree,Rotations,5886
40,4,Insert,WAVL Tree,Rotations,6982
40,4,Insert,RB Tree,Path,10256
40,4,Insert,WAVL Tree,Path,17867
40,4,Delete,RB Tree,Rotations,1438
40,4,Delete,WAVL Tree,Rotations,1381
40,4,Delete,RB Tree,Path,1889
40,4,Delete,WAVL Tree,Path,1990
40,5,Insert,RB Tree,Rotations,5876
40,5,Insert,WAVL Tree,Rotations,7139
40,5,Insert,RB Tree,Path,10196
40,5,Insert,WAVL Tree,Path,17954
40,5,Delete,RB Tree,Rotations,1408
40,5,Delete,WAVL Tree,Rotations,1420
40,5,Delete,RB Tree,Path,1832
40,5,Delete,WAVL Tree,Path,2016
40,6,Insert,RB Tree,Rotations,5851
40,6,Insert,WAVL Tree,Rotations,6896
40,6,Insert,RB Tree,Path,10276
40,6,Insert,WAVL Tree,Path,17711
40,6,Delete,RB Tree,Rotations,1363
40,6,Delete,WAVL Tree,Rotations,1320
40,6,Delete,RB Tree,Path,1845
40,6,Delete,WAVL Tree,Path,1991
40,7,Insert,RB Tree,Rotations,5822
40,7,Insert,WAVL Tree,Rotations,7053
40,7,Insert,RB Tree,Path,10220
40,7,Insert,WAVL Tree,Path,17866
40,7,Delete,RB Tree,Rotations,1449
40,7,Delete,WAVL Tree,Rotations,1350
40,7,Delete,RB Tree,Path,1957
40,7,Delete,WAVL Tree,Path,1983
40,8,Insert,RB Tree,Rotations,5736
40,8,Insert,WAVL Tree,Rotations,6833
40,8,Insert,RB Tree,Path,10200
40,8,Insert,WAVL Tree,Path,17702
40,8,Delete,RB Tree,Rotations,1399
40,8,Delete,WAVL Tree,Rotations,1344
40,8,Delete,RB Tree,Path,1864
40,8,Delete,WAVL Tree,Path,2031
40,9,Insert,RB Tree,Rotations,5638
40,9,Insert,WAVL Tree,Rotations,6855
40,9,Insert,RB Tree,Path,10298
40,9,Insert,WAVL Tree,Path,17752
40,9,Delete,RB Tree,Rotations,1434
40,9,Delete,WAVL Tree,Rotations,1320
40,9,Delete,RB Tree,Path,1955
40,9,Delete,WAVL Tree,Path,2017
40,10,Insert,RB Tree,Rotations,5829
40,10,Insert,WAVL Tree,Rotations,7027
40,10,Insert,RB Tree,Path,10332
40,10,Insert,WAVL Tree,Path,17808
40,10,Delete,RB Tree,Rotations,1465
40,10,Delete,WAVL Tree,Rotations,1354
40,10,Delete,RB Tree,Path,1933
40,10,Delete,WAVL Tree,Path,1935
40,11,Insert,RB Tree,Rotations,5876
40,11,Insert,WAVL Tree,Rotations,6999
40,11,Insert,RB Tree,Path,10218
40,11,Insert,WAVL Tree,Path,17837
40,11,Delete,RB Tree,Rotations,1368
40,11,Delete,WAVL Tree,Rotations,1368
