Ratio,Run,Tree,Metric,Value
40,16,WAVL Tree,Branch Misses,387116
40,17,RB Tree,L1 Misses,167643
40,17,RB Tree,Branch Misses,361700
40,17,WAVL Tree,L1 Misses,168858
40,17,WAVL Tree,Branch Misses,386812
40,18,RB Tree,L1 Misses,167858
40,18,RB Tree,Branch Misses,362104
40,18,WAVL Tree,L1 Misses,168932
40,18,WAVL Tree,Branch Misses,388350
40,19,RB Tree,L1 Misses,167545
40,19,RB Tree,Branch Misses,361944
40,19,WAVL Tree,L1 Misses,169839
40,19,WAVL Tree,Branch Misses,387151
40,20,RB Tree,L1 Misses,165948
40,20,RB Tree,Branch Misses,362653
40,20,WAVL Tree,L1 Misses,169778
40,20,WAVL Tree,Branch Misses,386636
40,21,RB Tree,L1 Misses,167368
40,21,RB Tree,Branch Misses,362676
40,21,WAVL Tree,L1 Misses,171698
40,21,WAVL Tree,Branch Misses,387290
40,22,RB Tree,L1 Misses,168559
40,22,RB Tree,Branch Misses,362892
40,22,WAVL Tree,L1 Misses,169277
40,22,WAVL Tree,Branch Misses,386710
40,23,RB Tree,L1 Misses,165365
40,23,RB Tree,Branch Misses,361577
40,23,WAVL Tree,L1 Misses,169796
40,23,WAVL Tree,Branch Misses,386541
40,24,RB Tree,L1 Misses,165552
40,24,RB Tree,Branch Misses,359326
40,24,WAVL Tree,L1 Misses,170569
40,24,WAVL Tree,Branch Misses,387743
40,25,RB Tree,L1 Misses,167580
40,25,RB Tree,Branch Misses,362628
40,25,WAVL Tree,L1 Misses,171050
40,25,WAVL Tree,Branch Misses,386985
40,26,RB Tree,L1 Misses,167933
40,26,RB Tree,Branch Misses,362590
40,26,WAVL Tree,L1 Misses,171558
40,26,WAVL Tree,Branch Misses,387131
40,27,RB Tree,L1 Misses,168131
40,27,RB Tree,Branch Misses,363272
40,27,WAVL Tree,L1 Misses,170109
40,27,WAVL Tree,Branch Misses,387415
40,28,RB Tree,L1 Misses,166626
40,28,RB Tree,Branch Misses,363135
40,28,WAVL Tree,L1 Misses,169242
40,28,WAVL Tree,Branch Misses,386540
40,29,RB Tree,L1 Misses,169363
40,29,RB Tree,Branch Misses,362996
40,29,WAVL Tree,L1 Misses,170073
40,29,WAVL Tree,Branch Misses,387237
40,30,RB Tree,L1 Misses,167893
40,30,RB Tree,Branch Misses,362759
40,30,WAVL Tree,L1 Misses,170738
40,30,WAVL Tree,Branch Misses,391166
40,31,RB Tree,L1 Misses,166197
40,31,RB Tree,Branch Misses,359397
40,31,WAVL Tree,L1 Misses,171433
40,31,WAVL Tree,Branch Misses,391860
40,32,RB Tree,L1 Misses,168130
40,32,RB Tree,Branch Misses,362361
40,32,WAVL Tree,L1 Misses,172521
40,32,WAVL Tree,Branch Misses,386525
40,33,RB Tree,L1 Misses,166276
40,33,RB Tree,Branch Misses,360116
40,33,WAVL Tree,L1 Misses,170321
40,33,WAVL Tree,Branch Misses,386468
40,34,RB Tree,L1 Misses,168251
40,34,RB Tree,Branch Misses,362986
40,34,WAVL Tree,L1 Misses,170628
40,34,WAVL Tree,Branch Misses,387080
40,35,RB Tree,L1 Misses,165971
40,35,RB Tree,Branch Misses,358676
40,35,WAVL Tree,L1 Misses,170373
40,35,WAVL Tree,Branch Misses,391431
40,36,RB Tree,L1 Misses,166365
40,36,RB Tree,Branch Misses,358651
40,36,WAVL Tree,L1 Misses,169041
40,36,WAVL Tree,Branch Misses,391136
40,37,RB Tree,L1 Misses,167499
40,37,RB Tree,Branch Misses,358672
40,37,WAVL Tree,L1 Misses,170979
40,37,WAVL Tree,Branch Misses,391510
40,38,RB Tree,L1 Misses,165825
40,38,RB Tree,Branch Misses,358910
40,38,WAVL Tree,L1 Misses,172765
40,38,WAVL Tree,Branch Misses,391624
40,39,RB Tree,L1 Misses,167273
40,39,RB Tree,Branch Misses,357608
40,39,WAVL Tree,L1 Misses,172655
40,39,WAVL Tree,Branch Misses,391192
40,40,RB Tree,L1 Misses,166228
40,40,RB Tree,Branch Misses,358942
40,40,WAVL Tree,L1 Misses,171490
40,40,WAVL Tree,Branch Misses,390714
40,41,RB Tree,L1 Misses,167063
40,41,RB Tree,Branch Misses,358678
40,41,WAVL Tree,L1 Misses,170559
40,41,WAVL Tree,Branch Misses,391317
40,42,RB Tree,L1 Misses,166853
40,42,RB Tree,Branch Misses,358125
40,42,WAVL Tree,L1 Misses,178605
40,42,WAVL Tree,Branch Misses,391217
40,43,RB Tree,L1 Misses,166392
40,43,RB Tree,Branch Misses,358994
40,43,WAVL Tree,L1 Misses,174624
40,43,WAVL Tree,Branch Misses,390537
40,44,RB Tree,L1 Misses,164975
40,44,RB Tree,Branch Misses,358429
40,44,WAVL Tree,L1 Misses,171053
40,44,WAVL Tree,Branch Misses,391087
40,45,RB Tree,L1 Misses,166004
40,45,RB Tree,Branch Misses,359036
40,45,WAVL Tree,L1 Misses,171220
40,45,WAVL Tree,Branch Misses,391143
40,46,RB Tree,L1 Misses,166292
40,46,RB Tree,Branch Misses,358482
40,46,WAVL Tree,L1 Misses,171061
40,46,WAVL Tree,Branch Misses,391699
40,47,RB Tree,L1 Misses,166427
40,47,RB Tree,Branch Misses,358423
40,47,WAVL Tree,L1 Misses,170253
40,47,WAVL Tree,Branch Misses,391409
40,48,RB Tree,L1 Misses,166954
40,48,RB Tree,Branch Misses,358387
40,48,WAVL Tree,L1 Misses,171367
40,48,WAVL Tree,Branch Misses,391260
40,49,RB Tree,L1 Misses,166611
40,49,RB Tree,Branch Misses,358361
40,49,WAVL Tree,L1 Misses,170287
40,49,WAVL Tree,Branch Misses,389877
40,50,RB Tree,L1 Misses,166438
40,50,RB Tree,Branch Misses,358617
40,50,WAVL Tree,L1 Misses,170586
40,50,WAVL Tree,Branch Misses,390462
50,1,RB Tree,L1 Misses,174248
50,1,RB Tree,Branch Misses,378148
50,1,WAVL Tree,L1 Misses,178043
50,1,WAVL Tree,Branch Misses,410971
50,2,RB Tree,L1 Misses,175209
50,2,RB Tree,Branch Misses,376565
50,2,WAVL Tree,L1 Misses,179229
50,2,WAVL Tree,Branch Misses,406943
50,3,RB Tree,L1 Misses,177582
50,3,RB Tree,Branch Misses,381694
50,3,WAVL Tree,L1 Misses,178495
50,3,WAVL Tree,Branch Misses,407271
50,4,RB Tree,L1 Misses,178519
50,4,RB Tree,Branch Misses,381690
50,4,WAVL Tree,L1 Misses,179795
50,4,WAVL Tree,Branch Misses,407807
50,5,RB Tree,L1 Misses,176177
50,5,RB Tree,Branch Misses,382418
50,5,WAVL Tree,L1 Misses,179450
50,5,WAVL Tree,Branch Misses,407401
50,6,RB Tree,L1 Misses,175619
50,6,RB Tree,Branch Misses,381147
50,6,WAVL Tree,L1 Misses,179919
50,6,WAVL Tree,Branch Misses,408714
50,7,RB Tree,L1 Misses,174413
50,7,RB Tree,Branch Misses,380509
50,7,WAVL Tree,L1 Misses,179223
50,7,WAVL Tree,Branch Misses,406981
50,8,RB Tree,L1 Misses,174448
50,8,RB Tree,Branch Misses,377449
50,8,WAVL Tree,L1 Misses,178564
50,8,WAVL Tree,Branch Misses,411297
50,9,RB Tree,L1 Misses,175060
50,9,RB Tree,Branch Misses,377269
50,9,WAVL Tree,L1 Misses,180153
50,9,WAVL Tree,Branch Misses,410399
50,10,RB Tree,L1 Misses,175764
50,10,RB Tree,Branch Misses,376905
50,10,WAVL Tree,L1 Misses,179801
50,10,WAVL Tree,Branch Misses,411799
50,11,RB Tree,L1 Misses,175020
50,11,RB Tree,Branch Misses,378058
50,11,WAVL Tree,L1 Misses,181495
50,11,WAVL Tree,Branch Misses,409766
50,12,RB Tree,L1 Misses,173249
50,12,RB Tree,Branch Misses,376767
50,12,WAVL Tree,L1 Misses,177800
50,12,WAVL Tree,Branch Misses,407997
50,13,RB Tree,L1 Misses,177094
50,13,RB Tree,Branch Misses,381551
50,13,WAVL Tree,L1 Misses,182909
50,13,WAVL Tree,Branch Misses,406929
50,14,RB Tree,L1 Misses,174942
50,14,RB Tree,Branch Misses,381986
50,14,WAVL Tree,L1 Misses,177854
50,14,WAVL Tree,Branch Misses,407951
50,15,RB Tree,L1 Misses,175788
50,15,RB Tree,Branch Misses,381108
50,15,WAVL Tree,L1 Misses,179882
50,15,WAVL Tree,Branch Misses,407332
50,16,RB Tree,L1 Misses,175688
50,16,RB Tree,Branch Misses,379580
50,16,WAVL Tree,L1 Misses,177582
50,16,WAVL Tree,Branch Misses,407707
50,17,RB Tree,L1 Misses,175353
50,17,RB Tree,Branch Misses,378687
50,17,WAVL Tree,L1 Misses,177631
50,17,WAVL Tree,Branch Misses,407728
50,18,RB Tree,L1 Misses,184042
50,18,RB Tree,Branch Misses,377329
50,18,WAVL Tree,L1 Misses,178716
50,18,WAVL Tree,Branch Misses,411165
50,19,RB Tree,L1 Misses,174312
50,19,RB Tree,Branch Misses,377308
50,19,WAVL Tree,L1 Misses,180404
50,19,WAVL Tree,Branch Misses,412575
50,20,RB Tree,L1 Misses,173610
50,20,RB Tree,Branch Misses,376699
50,20,WAVL Tree,L1 Misses,179702
50,20,WAVL Tree,Branch Misses,411716
50,21,RB Tree,L1 Misses,174317
50,21,RB Tree,Branch Misses,377238
50,21,WAVL Tree,L1 Misses,180239
50,21,WAVL Tree,Branch Misses,411759
50,22,RB Tree,L1 Misses,176441
50,22,RB Tree,Branch Misses,377958
50,22,WAVL Tree,L1 Misses,179876
50,22,WAVL Tree,Branch Misses,411342
50,23,RB Tree,L1 Misses,174112
50,23,RB Tree,Branch Misses,376792
50,23,WAVL Tree,L1 Misses,179223
50,23,WAVL Tree,Branch Misses,412019
50,24,RB Tree,L1 Misses,175419
50,24,RB Tree,Branch Misses,377063
50,24,WAVL Tree,L1 Misses,180146
50,24,WAVL Tree,Branch Misses,412155
50,25,RB Tree,L1 Misses,174986
50,25,RB Tree,Branch Misses,377201
50,25,WAVL Tree,L1 Misses,177625
50,25,WAVL Tree,Branch Misses,408213
50,26,RB Tree,L1 Misses,174758
50,26,RB Tree,Branch Misses,376862
50,26,WAVL Tree,L1 Misses,180700
50,26,WAVL Tree,Branch Misses,411302
50,27,RB Tree,L1 Misses,174366
50,27,RB Tree,Branch Misses,376655
50,27,WAVL Tree,L1 Misses,179908
50,27,WAVL Tree,Branch Misses,410676
50,28,RB Tree,L1 Misses,175465
50,28,RB Tree,Branch Misses,377015
50,28,WAVL Tree,L1 Misses,180644
50,28,WAVL Tree,Branch Misses,410417
50,29,RB Tree,L1 Misses,173540
50,29,RB Tree,Branch Misses,376749
50,29,WAVL Tree,L1 Misses,178585
50,29,WAVL Tree,Branch Misses,409316
50,30,RB Tree,L1 Misses,176890
50,30,RB Tree,Branch Misses,381248
50,30,WAVL Tree,L1 Misses,180124
50,30,WAVL Tree,Branch Misses,413367
50,31,RB Tree,L1 Misses,175058
50,31,RB Tree,Branch Misses,377112
50,31,WAVL Tree,L1 Misses,178959
50,31,WAVL Tree,Branch Misses,412110
50,32,RB Tree,L1 Misses,173858
50,32,RB Tree,Branch Misses,376966
50,32,WAVL Tree,L1 Misses,179469
50,32,WAVL Tree,Branch Misses,411706
50,33,RB Tree,L1 Misses,174131
50,33,RB Tree,Branch Misses,377425
50,33,WAVL Tree,L1 Misses,179688
50,33,WAVL Tree,Branch Misses,410727
50,34,RB Tree,L1 Misses,174009
50,34,RB Tree,Branch Misses,376802
50,34,WAVL Tree,L1 Misses,178205
50,34,WAVL Tree,Branch Misses,406709
50,35,RB Tree,L1 Misses,175279
50,35,RB Tree,Branch Misses,379210
50,35,WAVL Tree,L1 Misses,182667
50,35,WAVL Tree,Branch Misses,407049
50,36,RB Tree,L1 Misses,173518
50,36,RB Tree,Branch Misses,376502
50,36,WAVL Tree,L1 Misses,180530
50,36,WAVL Tree,Branch Misses,411076
50,37,RB Tree,L1 Misses,177994
50,37,RB Tree,Branch Misses,376885
50,37,WAVL Tree,L1 Misses,201637
50,37,WAVL Tree,Branch Misses,411103
50,38,RB Tree,L1 Misses,174872
50,38,RB Tree,Branch Misses,377804
50,38,WAVL Tree,L1 Misses,178317
50,38,WAVL Tree,Branch Misses,407496
50,39,RB Tree,L1 Misses,175583
50,39,RB Tree,Branch Misses,381198
50,39,WAVL Tree,L1 Misses,179369
50,39,WAVL Tree,Branch Misses,411585
50,40,RB Tree,L1 Misses,175996
50,40,RB Tree,Branch Misses,382089
50,40,WAVL Tree,L1 Misses,179092
50,40,WAVL Tree,Branch Misses,412336
50,41,RB Tree,L1 Misses,176170
50,41,RB Tree,Branch Misses,380749
50,41,WAVL Tree,L1 Misses,178690
50,41,WAVL Tree,Branch Misses,412023
50,42,RB Tree,L1 Misses,176083
50,42,RB Tree,Branch Misses,382254
50,42,WAVL Tree,L1 Misses,177565
50,42,WAVL Tree,Branch Misses,407388
50,43,RB Tree,L1 Misses,175113
50,43,RB Tree,Branch Misses,381433
50,43,WAVL Tree,L1 Misses,180047
50,43,WAVL Tree,Branch Misses,407658
50,44,RB Tree,L1 Misses,175859
50,44,RB Tree,Branch Misses,381645
50,44,WAVL Tree,L1 Misses,177592
50,44,WAVL Tree,Branch Misses,407875
50,45,RB Tree,L1 Misses,175621
50,45,RB Tree,Branch Misses,381270
50,45,WAVL Tree,L1 Misses,179227
50,45,WAVL Tree,Branch Misses,406952
50,46,RB Tree,L1 Misses,176537
50,46,RB Tree,Branch Misses,380922
50,46,WAVL Tree,L1 Misses,180326
50,46,WAVL Tree,Branch Misses,407374
50,47,RB Tree,L1 Misses,176360
50,47,RB Tree,Branch Misses,382001
50,47,WAVL Tree,L1 Misses,179852
50,47,WAVL Tree,Branch Misses,406971
50,48,RB Tree,L1 Misses,177098
50,48,RB Tree,Branch Misses,381284
50,48,WAVL Tree,L1 Misses,178367
50,48,WAVL Tree,Branch Misses,406903
50,49,RB Tree,L1 Misses,175909
50,49,RB Tree,Branch Misses,381443
50,49,WAVL Tree,L1 Misses,179787
50,49,WAVL Tree,Branch Misses,406692
50,50,RB Tree,L1 Misses,175560
50,50,RB Tree,Branch Misses,381330
50,50,WAVL Tree,L1 Misses,178324
50,50,WAVL Tree,Branch Misses,407761
60,1,RB Tree,L1 Misses,182154
60,1,RB Tree,Branch Misses,395734
60,1,WAVL Tree,L1 Misses,186824
60,1,WAVL Tree,Branch Misses,428764
60,2,RB Tree,L1 Misses,182566
60,2,RB Tree,Branch Misses,395893
60,2,WAVL Tree,L1 Misses,186145
60,2,WAVL Tree,Branch Misses,430962
60,3,RB Tree,L1 Misses,183222
60,3,RB Tree,Branch Misses,395535
60,3,WAVL Tree,L1 Misses,188254
60,3,WAVL Tree,Branch Misses,430684
60,4,RB Tree,L1 Misses,183046
60,4,RB Tree,Branch Misses,399998
60,4,WAVL Tree,L1 Misses,185534
60,4,WAVL Tree,Branch Misses,427484
60,5,RB Tree,L1 Misses,184345
60,5,RB Tree,Branch Misses,400174
60,5,WAVL Tree,L1 Misses,187640
60,5,WAVL Tree,Branch Misses,433347
60,6,RB Tree,L1 Misses,182146
60,6,RB Tree,Branch Misses,395400
60,6,WAVL Tree,L1 Misses,188374
60,6,WAVL Tree,Branch Misses,432614
60,7,RB Tree,L1 Misses,184567
60,7,RB Tree,Branch Misses,399434
60,7,WAVL Tree,L1 Misses,186298
60,7,WAVL Tree,Branch Misses,432635
60,8,RB Tree,L1 Misses,183926
60,8,RB Tree,Branch Misses,396436
60,8,WAVL Tree,L1 Misses,196856
60,8,WAVL Tree,Branch Misses,431713
60,9,RB Tree,L1 Misses,185508
60,9,RB Tree,Branch Misses,395768
60,9,WAVL Tree,L1 Misses,189099
60,9,WAVL Tree,Branch Misses,432726
60,10,RB Tree,L1 Misses,187307
60,10,RB Tree,Branch Misses,395939
60,10,WAVL Tree,L1 Misses,188968
60,10,WAVL Tree,Branch Misses,432376
60,11,RB Tree,L1 Misses,184179
60,11,RB Tree,Branch Misses,395378
60,11,WAVL Tree,L1 Misses,187240
60,11,WAVL Tree,Branch Misses,427640
60,12,RB Tree,L1 Misses,196274
60,12,RB Tree,Branch Misses,400402
60,12,WAVL Tree,L1 Misses,186271
60,12,WAVL Tree,Branch Misses,428557
60,13,RB Tree,L1 Misses,185117
60,13,RB Tree,Branch Misses,400274
60,13,WAVL Tree,L1 Misses,187839
60,13,WAVL Tree,Branch Misses,428105
60,14,RB Tree,L1 Misses,184984
60,14,RB Tree,Branch Misses,398436
60,14,WAVL Tree,L1 Misses,185784
60,14,WAVL Tree,Branch Misses,427465
60,15,RB Tree,L1 Misses,183827
60,15,RB Tree,Branch Misses,398576
60,15,WAVL Tree,L1 Misses,186959
60,15,WAVL Tree,Branch Misses,427297
60,16,RB Tree,L1 Misses,183535
60,16,RB Tree,Branch Misses,399151
60,16,WAVL Tree,L1 Misses,189536
60,16,WAVL Tree,Branch Misses,432921
60,17,RB Tree,L1 Misses,184518
60,17,RB Tree,Branch Misses,400712
60,17,WAVL Tree,L1 Misses,187926
60,17,WAVL Tree,Branch Misses,433849
60,18,RB Tree,L1 Misses,185323
60,18,RB Tree,Branch Misses,400359
60,18,WAVL Tree,L1 Misses,188166
60,18,WAVL Tree,Branch Misses,433131
60,19,RB Tree,L1 Misses,185351
60,19,RB Tree,Branch Misses,399463
60,19,WAVL Tree,L1 Misses,187406
60,19,WAVL Tree,Branch Misses,427278
60,20,RB Tree,L1 Misses,182239
60,20,RB Tree,Branch Misses,398496
60,20,WAVL Tree,L1 Misses,186587
60,20,WAVL Tree,Branch Misses,428395
60,21,RB Tree,L1 Misses,183701
60,21,RB Tree,Branch Misses,399237
60,21,WAVL Tree,L1 Misses,188514
60,21,WAVL Tree,Branch Misses,431816
60,22,RB Tree,L1 Misses,184292
60,22,RB Tree,Branch Misses,400809
60,22,WAVL Tree,L1 Misses,186984
60,22,WAVL Tree,Branch Misses,427682
60,23,RB Tree,L1 Misses,184670
60,23,RB Tree,Branch Misses,399863
60,23,WAVL Tree,L1 Misses,185954
60,23,WAVL Tree,Branch Misses,427727
60,24,RB Tree,L1 Misses,183719
60,24,RB Tree,Branch Misses,400092
60,24,WAVL Tree,L1 Misses,185676
60,24,WAVL Tree,Branch Misses,427261
60,25,RB Tree,L1 Misses,184138
60,25,RB Tree,Branch Misses,400105
60,25,WAVL Tree,L1 Misses,188315
60,25,WAVL Tree,Branch Misses,428045
60,26,RB Tree,L1 Misses,182376
60,26,RB Tree,Branch Misses,400307
60,26,WAVL Tree,L1 Misses,186347
60,26,WAVL Tree,Branch Misses,428100
60,27,RB Tree,L1 Misses,183728
60,27,RB Tree,Branch Misses,399643
60,27,WAVL Tree,L1 Misses,185519
60,27,WAVL Tree,Branch Misses,427818
60,28,RB Tree,L1 Misses,183976
60,28,RB Tree,Branch Misses,398516
60,28,WAVL Tree,L1 Misses,186287
60,28,WAVL Tree,Branch Misses,428004
60,29,RB Tree,L1 Misses,181290
60,29,RB Tree,Branch Misses,397881
60,29,WAVL Tree,L1 Misses,191249
60,29,WAVL Tree,Branch Misses,432368
60,30,RB Tree,L1 Misses,182424
60,30,RB Tree,Branch Misses,396024
60,30,WAVL Tree,L1 Misses,186589
60,30,WAVL Tree,Branch Misses,427539
60,31,RB Tree,L1 Misses,182997
60,31,RB Tree,Branch Misses,395731
60,31,WAVL Tree,L1 Misses,187367
60,31,WAVL Tree,Branch Misses,432413
60,32,RB Tree,L1 Misses,184749
60,32,RB Tree,Branch Misses,401237
60,32,WAVL Tree,L1 Misses,187734
60,32,WAVL Tree,Branch Misses,430258
60,33,RB Tree,L1 Misses,182608
60,33,RB Tree,Branch Misses,395484
60,33,WAVL Tree,L1 Misses,185843
60,33,WAVL Tree,Branch Misses,430285
60,34,RB Tree,L1 Misses,182286
60,34,RB Tree,Branch Misses,395759
60,34,WAVL Tree,L1 Misses,186640
60,34,WAVL Tree,Branch Misses,430504
60,35,RB Tree,L1 Misses,182690
60,35,RB Tree,Branch Misses,395899
60,35,WAVL Tree,L1 Misses,187527
60,35,WAVL Tree,Branch Misses,431729
60,36,RB Tree,L1 Misses,184637
60,36,RB Tree,Branch Misses,395150
60,36,WAVL Tree,L1 Misses,186883
60,36,WAVL Tree,Branch Misses,432360
60,37,RB Tree,L1 Misses,183900
60,37,RB Tree,Branch Misses,399900
60,37,WAVL Tree,L1 Misses,186268
60,37,WAVL Tree,Branch Misses,428029
60,38,RB Tree,L1 Misses,182984
60,38,RB Tree,Branch Misses,398375
60,38,WAVL Tree,L1 Misses,190611
60,38,WAVL Tree,Branch Misses,427497
60,39,RB Tree,L1 Misses,184176
60,39,RB Tree,Branch Misses,398819
60,39,WAVL Tree,L1 Misses,186277
60,39,WAVL Tree,Branch Misses,427818
60,40,RB Tree,L1 Misses,184407
60,40,RB Tree,Branch Misses,398578
60,40,WAVL Tree,L1 Misses,186639
60,40,WAVL Tree,Branch Misses,428374
60,41,RB Tree,L1 Misses,182303
60,41,RB Tree,Branch Misses,395756
60,41,WAVL Tree,L1 Misses,189065
60,41,WAVL Tree,Branch Misses,432311
60,42,RB Tree,L1 Misses,183130
60,42,RB Tree,Branch Misses,396503
60,42,WAVL Tree,L1 Misses,187075
60,42,WAVL Tree,Branch Misses,431847
60,43,RB Tree,L1 Misses,183987
60,43,RB Tree,Branch Misses,395665
60,43,WAVL Tree,L1 Misses,189820
60,43,WAVL Tree,Branch Misses,432966
60,44,RB Tree,L1 Misses,182744
60,44,RB Tree,Branch Misses,395616
60,44,WAVL Tree,L1 Misses,188588
60,44,WAVL Tree,Branch Misses,431474
60,45,RB Tree,L1 Misses,184156
60,45,RB Tree,Branch Misses,395158
60,45,WAVL Tree,L1 Misses,186878
60,45,WAVL Tree,Branch Misses,432199
60,46,RB Tree,L1 Misses,181711
60,46,RB Tree,Branch Misses,395609
60,46,WAVL Tree,L1 Misses,188791
60,46,WAVL Tree,Branch Misses,431686
60,47,RB Tree,L1 Misses,183170
60,47,RB Tree,Branch Misses,396632
60,47,WAVL Tree,L1 Misses,191080
60,47,WAVL Tree,Branch Misses,429862
60,48,RB Tree,L1 Misses,183378
60,48,RB Tree,Branch Misses,399622
60,48,WAVL Tree,L1 Misses,188761
60,48,WAVL Tree,Branch Misses,428362
60,49,RB Tree,L1 Misses,184377
60,49,RB Tree,Branch Misses,400426
60,49,WAVL Tree,L1 Misses,186294
60,49,WAVL Tree,Branch Misses,427748
60,50,RB Tree,L1 Misses,185880
60,50,RB Tree,Branch Misses,399817
60,50,WAVL Tree,L1 Misses,185996
60,50,WAVL Tree,Branch Misses,427999
70,1,RB Tree,L1 Misses,191733
70,1,RB Tree,Branch Misses,419376
70,1,WAVL Tree,L1 Misses,200514
70,1,WAVL Tree,Branch Misses,452670
70,2,RB Tree,L1 Misses,190482
70,2,RB Tree,Branch Misses,413616
70,2,WAVL Tree,L1 Misses,196130
70,2,WAVL Tree,Branch Misses,453256
70,3,RB Tree,L1 Misses,190566
70,3,RB Tree,Branch Misses,417775
70,3,WAVL Tree,L1 Misses,194043
70,3,WAVL Tree,Branch Misses,447721
70,4,RB Tree,L1 Misses,191970
70,4,RB Tree,Branch Misses,416233
70,4,WAVL Tree,L1 Misses,194497
70,4,WAVL Tree,Branch Misses,448618
70,5,RB Tree,L1 Misses,190764
70,5,RB Tree,Branch Misses,413542
70,5,WAVL Tree,L1 Misses,196474
70,5,WAVL Tree,Branch Misses,453424
70,6,RB Tree,L1 Misses,189899
70,6,RB Tree,Branch Misses,414318
70,6,WAVL Tree,L1 Misses,196814
70,6,WAVL Tree,Branch Misses,452633
70,7,RB Tree,L1 Misses,191287
70,7,RB Tree,Branch Misses,413549
70,7,WAVL Tree,L1 Misses,195943
70,7,WAVL Tree,Branch Misses,451928
70,8,RB Tree,L1 Misses,190929
70,8,RB Tree,Branch Misses,417826
70,8,WAVL Tree,L1 Misses,196163
70,8,WAVL Tree,Branch Misses,452745
70,9,RB Tree,L1 Misses,191738
70,9,RB Tree,Branch Misses,417187
70,9,WAVL Tree,L1 Misses,194570
70,9,WAVL Tree,Branch Misses,447726
70,10,RB Tree,L1 Misses,189868
70,10,RB Tree,Branch Misses,416688
70,10,WAVL Tree,L1 Misses,194466
70,10,WAVL Tree,Branch Misses,447317
70,11,RB Tree,L1 Misses,191073
70,11,RB Tree,Branch Misses,418250
70,11,WAVL Tree,L1 Misses,195743
70,11,WAVL Tree,Branch Misses,453837
70,12,RB Tree,L1 Misses,193388
70,12,RB Tree,Branch Misses,419390
70,12,WAVL Tree,L1 Misses,194763
70,12,WAVL Tree,Branch Misses,449050
70,13,RB Tree,L1 Misses,193164
70,13,RB Tree,Branch Misses,419266
70,13,WAVL Tree,L1 Misses,195048
70,13,WAVL Tree,Branch Misses,448826
70,14,RB Tree,L1 Misses,193110
70,14,RB Tree,Branch Misses,418306
70,14,WAVL Tree,L1 Misses,193949
70,14,WAVL Tree,Branch Misses,448207
70,15,RB Tree,L1 Misses,192058
70,15,RB Tree,Branch Misses,416859
70,15,WAVL Tree,L1 Misses,194676
70,15,WAVL Tree,Branch Misses,454008
70,16,RB Tree,L1 Misses,190967
70,16,RB Tree,Branch Misses,414401
70,16,WAVL Tree,L1 Misses,197780
70,16,WAVL Tree,Branch Misses,452198
70,17,RB Tree,L1 Misses,190245
70,17,RB Tree,Branch Misses,413997
70,17,WAVL Tree,L1 Misses,195308
70,17,WAVL Tree,Branch Misses,451856
70,18,RB Tree,L1 Misses,188638
70,18,RB Tree,Branch Misses,413275
70,18,WAVL Tree,L1 Misses,196411
70,18,WAVL Tree,Branch Misses,452099
70,19,RB Tree,L1 Misses,190224
70,19,RB Tree,Branch Misses,414180
70,19,WAVL Tree,L1 Misses,196429
70,19,WAVL Tree,Branch Misses,451601
70,20,RB Tree,L1 Misses,189873
70,20,RB Tree,Branch Misses,418613
70,20,WAVL Tree,L1 Misses,194538
70,20,WAVL Tree,Branch Misses,447879
70,21,RB Tree,L1 Misses,191401
70,21,RB Tree,Branch Misses,418342
70,21,WAVL Tree,L1 Misses,194221
70,21,WAVL Tree,Branch Misses,447617
70,22,RB Tree,L1 Misses,192820
70,22,RB Tree,Branch Misses,418691
70,22,WAVL Tree,L1 Misses,193071
70,22,WAVL Tree,Branch Misses,448871
70,23,RB Tree,L1 Misses,191105
70,23,RB Tree,Branch Misses,417044
70,23,WAVL Tree,L1 Misses,195626
70,23,WAVL Tree,Branch Misses,448146
70,24,RB Tree,L1 Misses,191194
70,24,RB Tree,Branch Misses,415711
70,24,WAVL Tree,L1 Misses,193993
70,24,WAVL Tree,Branch Misses,451875
70,25,RB Tree,L1 Misses,190893
70,25,RB Tree,Branch Misses,413426
70,25,WAVL Tree,L1 Misses,196187
70,25,WAVL Tree,Branch Misses,452368
70,26,RB Tree,L1 Misses,191817
70,26,RB Tree,Branch Misses,413732
70,26,WAVL Tree,L1 Misses,195537
70,26,WAVL Tree,Branch Misses,452556
70,27,RB Tree,L1 Misses,190686
70,27,RB Tree,Branch Misses,415021
70,27,WAVL Tree,L1 Misses,194721
70,27,WAVL Tree,Branch Misses,451906
70,28,RB Tree,L1 Misses,191152
70,28,RB Tree,Branch Misses,418574
70,28,WAVL Tree,L1 Misses,193645
70,28,WAVL Tree,Branch Misses,448435
70,29,RB Tree,L1 Misses,193229
70,29,RB Tree,Branch Misses,418096
70,29,WAVL Tree,L1 Misses,194270
70,29,WAVL Tree,Branch Misses,449025
70,30,RB Tree,L1 Misses,190515
70,30,RB Tree,Branch Misses,417412
70,30,WAVL Tree,L1 Misses,193256
70,30,WAVL Tree,Branch Misses,449547
70,31,RB Tree,L1 Misses,191264
70,31,RB Tree,Branch Misses,416378
70,31,WAVL Tree,L1 Misses,196629
70,31,WAVL Tree,Branch Misses,451987
70,32,RB Tree,L1 Misses,192637
70,32,RB Tree,Branch Misses,418836
70,32,WAVL Tree,L1 Misses,195549
70,32,WAVL Tree,Branch Misses,455545
