Mode,Ratio,Run,Tree,Metric,Value
reverse,70,20,WAVL Tree,L1 Misses,2662534
reverse,70,20,WAVL Tree,Branch Misses,28914490
reverse,80,1,RB Tree,L1 Misses,2843337
reverse,80,1,RB Tree,LLC Misses,
reverse,80,1,RB Tree,Branch Misses,25943713
reverse,80,1,WAVL Tree,L1 Misses,2534127
reverse,80,1,WAVL Tree,Branch Misses,30099035
reverse,80,2,RB Tree,L1 Misses,2779234
reverse,80,2,RB Tree,LLC Misses,
reverse,80,2,RB Tree,Branch Misses,25941047
reverse,80,2,WAVL Tree,L1 Misses,2561693
reverse,80,2,WAVL Tree,Branch Misses,30103038
reverse,80,3,RB Tree,L1 Misses,2716041
reverse,80,3,RB Tree,LLC Misses,
reverse,80,3,RB Tree,Branch Misses,25942828
reverse,80,3,WAVL Tree,L1 Misses,2513032
reverse,80,3,WAVL Tree,Branch Misses,30091387
reverse,80,4,RB Tree,L1 Misses,2798502
reverse,80,4,RB Tree,LLC Misses,
reverse,80,4,RB Tree,Branch Misses,26020809
reverse,80,4,WAVL Tree,L1 Misses,2525756
reverse,80,4,WAVL Tree,Branch Misses,30102431
reverse,80,5,RB Tree,L1 Misses,2948052
reverse,80,5,RB Tree,LLC Misses,
reverse,80,5,RB Tree,Branch Misses,25963146
reverse,80,5,WAVL Tree,L1 Misses,2974961
reverse,80,5,WAVL Tree,Branch Misses,30095509
reverse,80,6,RB Tree,L1 Misses,3083021
reverse,80,6,RB Tree,LLC Misses,
reverse,80,6,RB Tree,Branch Misses,25897811
reverse,80,6,WAVL Tree,L1 Misses,2613347
reverse,80,6,WAVL Tree,Branch Misses,30107843
reverse,80,7,RB Tree,L1 Misses,2711410
reverse,80,7,RB Tree,LLC Misses,
reverse,80,7,RB Tree,Branch Misses,25906474
reverse,80,7,WAVL Tree,L1 Misses,2595245
reverse,80,7,WAVL Tree,Branch Misses,30088086
reverse,80,8,RB Tree,L1 Misses,2647469
reverse,80,8,RB Tree,LLC Misses,
reverse,80,8,RB Tree,Branch Misses,25918446
reverse,80,8,WAVL Tree,L1 Misses,2753148
reverse,80,8,WAVL Tree,Branch Misses,30099760
reverse,80,9,RB Tree,L1 Misses,2782991
reverse,80,9,RB Tree,LLC Misses,
reverse,80,9,RB Tree,Branch Misses,25934313
reverse,80,9,WAVL Tree,L1 Misses,2518473
reverse,80,9,WAVL Tree,Branch Misses,30106724
reverse,80,10,RB Tree,L1 Misses,2703441
reverse,80,10,RB Tree,LLC Misses,
reverse,80,10,RB Tree,Branch Misses,25899339
reverse,80,10,WAVL Tree,L1 Misses,2572566
reverse,80,10,WAVL Tree,Branch Misses,30101912
reverse,80,11,RB Tree,L1 Misses,2700996
reverse,80,11,RB Tree,LLC Misses,
reverse,80,11,RB Tree,Branch Misses,25924789
reverse,80,11,WAVL Tree,L1 Misses,2524568
reverse,80,11,WAVL Tree,Branch Misses,30088890
reverse,80,12,RB Tree,L1 Misses,2632456
reverse,80,12,RB Tree,LLC Misses,
reverse,80,12,RB Tree,Branch Misses,25977662
reverse,80,12,WAVL Tree,L1 Misses,3069937
reverse,80,12,WAVL Tree,Branch Misses,30103536
reverse,80,13,RB Tree,L1 Misses,2663049
reverse,80,13,RB Tree,LLC Misses,
reverse,80,13,RB Tree,Branch Misses,25974846
reverse,80,13,WAVL Tree,L1 Misses,2566597
reverse,80,13,WAVL Tree,Branch Misses,30098941
reverse,80,14,RB Tree,L1 Misses,2699289
reverse,80,14,RB Tree,LLC Misses,
reverse,80,14,RB Tree,Branch Misses,25921554
reverse,80,14,WAVL Tree,L1 Misses,2831368
reverse,80,14,WAVL Tree,Branch Misses,30085657
reverse,80,15,RB Tree,L1 Misses,2690761
reverse,80,15,RB Tree,LLC Misses,
reverse,80,15,RB Tree,Branch Misses,25941283
reverse,80,15,WAVL Tree,L1 Misses,2532724
reverse,80,15,WAVL Tree,Branch Misses,30194343
reverse,80,16,RB Tree,L1 Misses,2661750
reverse,80,16,RB Tree,LLC Misses,
reverse,80,16,RB Tree,Branch Misses,25962398
reverse,80,16,WAVL Tree,L1 Misses,2504165
reverse,80,16,WAVL Tree,Branch Misses,30159923
reverse,80,17,RB Tree,L1 Misses,2639149
reverse,80,17,RB Tree,LLC Misses,
reverse,80,17,RB Tree,Branch Misses,25848508
reverse,80,17,WAVL Tree,L1 Misses,2517117
reverse,80,17,WAVL Tree,Branch Misses,30183990
reverse,80,18,RB Tree,L1 Misses,2660151
reverse,80,18,RB Tree,LLC Misses,
reverse,80,18,RB Tree,Branch Misses,25850870
reverse,80,18,WAVL Tree,L1 Misses,2567680
reverse,80,18,WAVL Tree,Branch Misses,30170845
reverse,80,19,RB Tree,L1 Misses,2655797
reverse,80,19,RB Tree,LLC Misses,
reverse,80,19,RB Tree,Branch Misses,25864307
reverse,80,19,WAVL Tree,L1 Misses,2527981
reverse,80,19,WAVL Tree,Branch Misses,30163685
reverse,80,20,RB Tree,L1 Misses,2648595
reverse,80,20,RB Tree,LLC Misses,
reverse,80,20,RB Tree,Branch Misses,25851994
reverse,80,20,WAVL Tree,L1 Misses,2614535
reverse,80,20,WAVL Tree,Branch Misses,30179426
reverse,90,1,RB Tree,L1 Misses,2753533
reverse,90,1,RB Tree,LLC Misses,
reverse,90,1,RB Tree,Branch Misses,26976528
reverse,90,1,WAVL Tree,L1 Misses,2507111
reverse,90,1,WAVL Tree,Branch Misses,31437537
reverse,90,2,RB Tree,L1 Misses,3069630
reverse,90,2,RB Tree,LLC Misses,
reverse,90,2,RB Tree,Branch Misses,26971482
reverse,90,2,WAVL Tree,L1 Misses,2509862
reverse,90,2,WAVL Tree,Branch Misses,31464179
reverse,90,3,RB Tree,L1 Misses,2737339
reverse,90,3,RB Tree,LLC Misses,
reverse,90,3,RB Tree,Branch Misses,27059432
reverse,90,3,WAVL Tree,L1 Misses,2513788
reverse,90,3,WAVL Tree,Branch Misses,31373315
reverse,90,4,RB Tree,L1 Misses,2792211
reverse,90,4,RB Tree,LLC Misses,
reverse,90,4,RB Tree,Branch Misses,27025531
reverse,90,4,WAVL Tree,L1 Misses,2508288
reverse,90,4,WAVL Tree,Branch Misses,31365670
reverse,90,5,RB Tree,L1 Misses,2667782
reverse,90,5,RB Tree,LLC Misses,
reverse,90,5,RB Tree,Branch Misses,27315223
reverse,90,5,WAVL Tree,L1 Misses,2495946
reverse,90,5,WAVL Tree,Branch Misses,31382660
reverse,90,6,RB Tree,L1 Misses,2658009
reverse,90,6,RB Tree,LLC Misses,
reverse,90,6,RB Tree,Branch Misses,27067650
reverse,90,6,WAVL Tree,L1 Misses,2521639
reverse,90,6,WAVL Tree,Branch Misses,31376258
reverse,90,7,RB Tree,L1 Misses,2935010
reverse,90,7,RB Tree,LLC Misses,
reverse,90,7,RB Tree,Branch Misses,27177881
reverse,90,7,WAVL Tree,L1 Misses,2525004
reverse,90,7,WAVL Tree,Branch Misses,31391772
reverse,90,8,RB Tree,L1 Misses,2712808
reverse,90,8,RB Tree,LLC Misses,
reverse,90,8,RB Tree,Branch Misses,26977015
reverse,90,8,WAVL Tree,L1 Misses,2486006
reverse,90,8,WAVL Tree,Branch Misses,31459702
reverse,90,9,RB Tree,L1 Misses,2674378
reverse,90,9,RB Tree,LLC Misses,
reverse,90,9,RB Tree,Branch Misses,26971944
reverse,90,9,WAVL Tree,L1 Misses,2529820
reverse,90,9,WAVL Tree,Branch Misses,31434663
reverse,90,10,RB Tree,L1 Misses,2679310
reverse,90,10,RB Tree,LLC Misses,
reverse,90,10,RB Tree,Branch Misses,26985912
reverse,90,10,WAVL Tree,L1 Misses,2523568
reverse,90,10,WAVL Tree,Branch Misses,31387298
reverse,90,11,RB Tree,L1 Misses,2608198
reverse,90,11,RB Tree,LLC Misses,
reverse,90,11,RB Tree,Branch Misses,27034156
reverse,90,11,WAVL Tree,L1 Misses,2503238
reverse,90,11,WAVL Tree,Branch Misses,31363819
reverse,90,12,RB Tree,L1 Misses,2657297
reverse,90,12,RB Tree,LLC Misses,
reverse,90,12,RB Tree,Branch Misses,27061446
reverse,90,12,WAVL Tree,L1 Misses,2500192
reverse,90,12,WAVL Tree,Branch Misses,31365509
reverse,90,13,RB Tree,L1 Misses,2999849
reverse,90,13,RB Tree,LLC Misses,
reverse,90,13,RB Tree,Branch Misses,27030210
reverse,90,13,WAVL Tree,L1 Misses,2522405
reverse,90,13,WAVL Tree,Branch Misses,31369232
reverse,90,14,RB Tree,L1 Misses,2659423
reverse,90,14,RB Tree,LLC Misses,
reverse,90,14,RB Tree,Branch Misses,27056611
reverse,90,14,WAVL Tree,L1 Misses,2512713
reverse,90,14,WAVL Tree,Branch Misses,31371701
reverse,90,15,RB Tree,L1 Misses,2625591
reverse,90,15,RB Tree,LLC Misses,
reverse,90,15,RB Tree,Branch Misses,27108290
reverse,90,15,WAVL Tree,L1 Misses,2506311
reverse,90,15,WAVL Tree,Branch Misses,31461577
reverse,90,16,RB Tree,L1 Misses,2618834
reverse,90,16,RB Tree,LLC Misses,
reverse,90,16,RB Tree,Branch Misses,27042009
reverse,90,16,WAVL Tree,L1 Misses,2517864
reverse,90,16,WAVL Tree,Branch Misses,31375320
reverse,90,17,RB Tree,L1 Misses,2750141
reverse,90,17,RB Tree,LLC Misses,
reverse,90,17,RB Tree,Branch Misses,27054393
reverse,90,17,WAVL Tree,L1 Misses,2508873
reverse,90,17,WAVL Tree,Branch Misses,31368178
reverse,90,18,RB Tree,L1 Misses,2682993
reverse,90,18,RB Tree,LLC Misses,
reverse,90,18,RB Tree,Branch Misses,27095923
reverse,90,18,WAVL Tree,L1 Misses,2521654
reverse,90,18,WAVL Tree,Branch Misses,31385897
reverse,90,19,RB Tree,L1 Misses,2627231
reverse,90,19,RB Tree,LLC Misses,
reverse,90,19,RB Tree,Branch Misses,27050322
reverse,90,19,WAVL Tree,L1 Misses,2507774
reverse,90,19,WAVL Tree,Branch Misses,31362698
reverse,90,20,RB Tree,L1 Misses,2654952
reverse,90,20,RB Tree,LLC Misses,
reverse,90,20,RB Tree,Branch Misses,27022032
reverse,90,20,WAVL Tree,L1 Misses,2523113
reverse,90,20,WAVL Tree,Branch Misses,31374600
reverse,100,1,RB Tree,L1 Misses,2572470
reverse,100,1,RB Tree,LLC Misses,
reverse,100,1,RB Tree,Branch Misses,28151331
reverse,100,1,WAVL Tree,L1 Misses,2521220
reverse,100,1,WAVL Tree,Branch Misses,32622120
reverse,100,2,RB Tree,L1 Misses,2631168
reverse,100,2,RB Tree,LLC Misses,
reverse,100,2,RB Tree,Branch Misses,28425629
reverse,100,2,WAVL Tree,L1 Misses,2467131
reverse,100,2,WAVL Tree,Branch Misses,32637709
reverse,100,3,RB Tree,L1 Misses,2740201
reverse,100,3,RB Tree,LLC Misses,
reverse,100,3,RB Tree,Branch Misses,28405788
reverse,100,3,WAVL Tree,L1 Misses,2484267
reverse,100,3,WAVL Tree,Branch Misses,32640104
reverse,100,4,RB Tree,L1 Misses,2664609
reverse,100,4,RB Tree,LLC Misses,
reverse,100,4,RB Tree,Branch Misses,28408351
reverse,100,4,WAVL Tree,L1 Misses,2473545
reverse,100,4,WAVL Tree,Branch Misses,32653960
reverse,100,5,RB Tree,L1 Misses,2705077
reverse,100,5,RB Tree,LLC Misses,
reverse,100,5,RB Tree,Branch Misses,28175411
reverse,100,5,WAVL Tree,L1 Misses,2473763
reverse,100,5,WAVL Tree,Branch Misses,32648302
reverse,100,6,RB Tree,L1 Misses,2590386
reverse,100,6,RB Tree,LLC Misses,
reverse,100,6,RB Tree,Branch Misses,28151207
reverse,100,6,WAVL Tree,L1 Misses,2472573
reverse,100,6,WAVL Tree,Branch Misses,32641822
reverse,100,7,RB Tree,L1 Misses,2596673
reverse,100,7,RB Tree,LLC Misses,
reverse,100,7,RB Tree,Branch Misses,28178053
reverse,100,7,WAVL Tree,L1 Misses,2491071
reverse,100,7,WAVL Tree,Branch Misses,32650175
reverse,100,8,RB Tree,L1 Misses,2627606
reverse,100,8,RB Tree,LLC Misses,
reverse,100,8,RB Tree,Branch Misses,28155755
reverse,100,8,WAVL Tree,L1 Misses,2483527
reverse,100,8,WAVL Tree,Branch Misses,32641236
reverse,100,9,RB Tree,L1 Misses,2584934
reverse,100,9,RB Tree,LLC Misses,
reverse,100,9,RB Tree,Branch Misses,28128345
reverse,100,9,WAVL Tree,L1 Misses,2464213
reverse,100,9,WAVL Tree,Branch Misses,32638955
reverse,100,10,RB Tree,L1 Misses,2632247
reverse,100,10,RB Tree,LLC Misses,
reverse,100,10,RB Tree,Branch Misses,28109491
reverse,100,10,WAVL Tree,L1 Misses,2465564
reverse,100,10,WAVL Tree,Branch Misses,32647681
reverse,100,11,RB Tree,L1 Misses,2664529
reverse,100,11,RB Tree,LLC Misses,
reverse,100,11,RB Tree,Branch Misses,28146577
reverse,100,11,WAVL Tree,L1 Misses,2506711
reverse,100,11,WAVL Tree,Branch Misses,32642696
reverse,100,12,RB Tree,L1 Misses,2578611
reverse,100,12,RB Tree,LLC Misses,
reverse,100,12,RB Tree,Branch Misses,28159743
reverse,100,12,WAVL Tree,L1 Misses,2621973
reverse,100,12,WAVL Tree,Branch Misses,32647867
reverse,100,13,RB Tree,L1 Misses,2606723
reverse,100,13,RB Tree,LLC Misses,
reverse,100,13,RB Tree,Branch Misses,28169237
reverse,100,13,WAVL Tree,L1 Misses,2485500
reverse,100,13,WAVL Tree,Branch Misses,32656900
reverse,100,14,RB Tree,L1 Misses,2612233
reverse,100,14,RB Tree,LLC Misses,
reverse,100,14,RB Tree,Branch Misses,28108864
reverse,100,14,WAVL Tree,L1 Misses,2538148
reverse,100,14,WAVL Tree,Branch Misses,32654585
reverse,100,15,RB Tree,L1 Misses,2624609
reverse,100,15,RB Tree,LLC Misses,
reverse,100,15,RB Tree,Branch Misses,28147296
reverse,100,15,WAVL Tree,L1 Misses,2463364
reverse,100,15,WAVL Tree,Branch Misses,32636592
reverse,100,16,RB Tree,L1 Misses,2593261
reverse,100,16,RB Tree,LLC Misses,
reverse,100,16,RB Tree,Branch Misses,28162148
reverse,100,16,WAVL Tree,L1 Misses,2495552
reverse,100,16,WAVL Tree,Branch Misses,32647055
reverse,100,17,RB Tree,L1 Misses,2606960
reverse,100,17,RB Tree,LLC Misses,
reverse,100,17,RB Tree,Branch Misses,28166481
reverse,100,17,WAVL Tree,L1 Misses,2516044
reverse,100,17,WAVL Tree,Branch Misses,32640179
reverse,100,18,RB Tree,L1 Misses,2617588
reverse,100,18,RB Tree,LLC Misses,
reverse,100,18,RB Tree,Branch Misses,28129653
reverse,100,18,WAVL Tree,L1 Misses,2465250
reverse,100,18,WAVL Tree,Branch Misses,32653147
reverse,100,19,RB Tree,L1 Misses,2589585
reverse,100,19,RB Tree,LLC Misses,
reverse,100,19,RB Tree,Branch Misses,28099204
reverse,100,19,WAVL Tree,L1 Misses,2518072
reverse,100,19,WAVL Tree,Branch Misses,32643021
reverse,100,20,RB Tree,L1 Misses,2614453
reverse,100,20,RB Tree,LLC Misses,
reverse,100,20,RB Tree,Branch Misses,28153102
reverse,100,20,WAVL Tree,L1 Misses,2478640
reverse,100,20,WAVL Tree,Branch Misses,32626213
seq_rev,10,1,RB Tree,L1 Misses,2919833
seq_rev,10,1,RB Tree,LLC Misses,
seq_rev,10,1,RB Tree,Branch Misses,18415212
seq_rev,10,1,WAVL Tree,L1 Misses,2798350
seq_rev,10,1,WAVL Tree,Branch Misses,21419263
seq_rev,10,2,RB Tree,L1 Misses,2991087
seq_rev,10,2,RB Tree,LLC Misses,
seq_rev,10,2,RB Tree,Branch Misses,18400433
seq_rev,10,2,WAVL Tree,L1 Misses,2799628
seq_rev,10,2,WAVL Tree,Branch Misses,21424010
seq_rev,10,3,RB Tree,L1 Misses,2977946
seq_rev,10,3,RB Tree,LLC Misses,
seq_rev,10,3,RB Tree,Branch Misses,18450196
seq_rev,10,3,WAVL Tree,L1 Misses,2808670
seq_rev,10,3,WAVL Tree,Branch Misses,21405525
seq_rev,10,4,RB Tree,L1 Misses,2983478
seq_rev,10,4,RB Tree,LLC Misses,
seq_rev,10,4,RB Tree,Branch Misses,18400840
seq_rev,10,4,WAVL Tree,L1 Misses,2819631
seq_rev,10,4,WAVL Tree,Branch Misses,21422304
seq_rev,10,5,RB Tree,L1 Misses,2933853
seq_rev,10,5,RB Tree,LLC Misses,
seq_rev,10,5,RB Tree,Branch Misses,18368871
seq_rev,10,5,WAVL Tree,L1 Misses,2831711
seq_rev,10,5,WAVL Tree,Branch Misses,21398609
seq_rev,10,6,RB Tree,L1 Misses,2916379
seq_rev,10,6,RB Tree,LLC Misses,
seq_rev,10,6,RB Tree,Branch Misses,18253674
seq_rev,10,6,WAVL Tree,L1 Misses,2839054
seq_rev,10,6,WAVL Tree,Branch Misses,21459796
seq_rev,10,7,RB Tree,L1 Misses,3057946
seq_rev,10,7,RB Tree,LLC Misses,
seq_rev,10,7,RB Tree,Branch Misses,18263211
seq_rev,10,7,WAVL Tree,L1 Misses,2815296
seq_rev,10,7,WAVL Tree,Branch Misses,21496738
seq_rev,10,8,RB Tree,L1 Misses,2928416
seq_rev,10,8,RB Tree,LLC Misses,
seq_rev,10,8,RB Tree,Branch Misses,18266157
seq_rev,10,8,WAVL Tree,L1 Misses,2813518
seq_rev,10,8,WAVL Tree,Branch Misses,21472493
seq_rev,10,9,RB Tree,L1 Misses,2930095
seq_rev,10,9,RB Tree,LLC Misses,
seq_rev,10,9,RB Tree,Branch Misses,18277812
seq_rev,10,9,WAVL Tree,L1 Misses,2805713
seq_rev,10,9,WAVL Tree,Branch Misses,21447951
seq_rev,10,10,RB Tree,L1 Misses,2912714
seq_rev,10,10,RB Tree,LLC Misses,
seq_rev,10,10,RB Tree,Branch Misses,18261500
seq_rev,10,10,WAVL Tree,L1 Misses,2814926
seq_rev,10,10,WAVL Tree,Branch Misses,21482991
seq_rev,10,11,RB Tree,L1 Misses,2958047
seq_rev,10,11,RB Tree,LLC Misses,
seq_rev,10,11,RB Tree,Branch Misses,18269031
seq_rev,10,11,WAVL Tree,L1 Misses,2811829
seq_rev,10,11,WAVL Tree,Branch Misses,21485112
seq_rev,10,12,RB Tree,L1 Misses,3102720
seq_rev,10,12,RB Tree,LLC Misses,
seq_rev,10,12,RB Tree,Branch Misses,18244661
seq_rev,10,12,WAVL Tree,L1 Misses,2828183
seq_rev,10,12,WAVL Tree,Branch Misses,21473191
seq_rev,10,13,RB Tree,L1 Misses,3006371
seq_rev,10,13,RB Tree,LLC Misses,
seq_rev,10,13,RB Tree,Branch Misses,18258605
seq_rev,10,13,WAVL Tree,L1 Misses,2820351
seq_rev,10,13,WAVL Tree,Branch Misses,21474860
seq_rev,10,14,RB Tree,L1 Misses,2989798
seq_rev,10,14,RB Tree,LLC Misses,
seq_rev,10,14,RB Tree,Branch Misses,18239747
seq_rev,10,14,WAVL Tree,L1 Misses,2811098
seq_rev,10,14,WAVL Tree,Branch Misses,21449553
seq_rev,10,15,RB Tree,L1 Misses,3218806
seq_rev,10,15,RB Tree,LLC Misses,
seq_rev,10,15,RB Tree,Branch Misses,18253003
seq_rev,10,15,WAVL Tree,L1 Misses,2813357
seq_rev,10,15,WAVL Tree,Branch Misses,21467317
seq_rev,10,16,RB Tree,L1 Misses,2958405
seq_rev,10,16,RB Tree,LLC Misses,
seq_rev,10,16,RB Tree,Branch Misses,18254820
seq_rev,10,16,WAVL Tree,L1 Misses,2795560
seq_rev,10,16,WAVL Tree,Branch Misses,21476003
seq_rev,10,17,RB Tree,L1 Misses,2978202
seq_rev,10,17,RB Tree,LLC Misses,
seq_rev,10,17,RB Tree,Branch Misses,18257855
seq_rev,10,17,WAVL Tree,L1 Misses,2843033
seq_rev,10,17,WAVL Tree,Branch Misses,21469492
seq_rev,10,18,RB Tree,L1 Misses,2941403
seq_rev,10,18,RB Tree,LLC Misses,
seq_rev,10,18,RB Tree,Branch Misses,18259890
seq_rev,10,18,WAVL Tree,L1 Misses,2827760
seq_rev,10,18,WAVL Tree,Branch Misses,21478463
seq_rev,10,19,RB Tree,L1 Misses,3005782
seq_rev,10,19,RB Tree,LLC Misses,
seq_rev,10,19,RB Tree,Branch Misses,18268899
seq_rev,10,19,WAVL Tree,L1 Misses,2809326
seq_rev,10,19,WAVL Tree,Branch Misses,21477775
seq_rev,10,20,RB Tree,L1 Misses,2976247
seq_rev,10,20,RB Tree,LLC Misses,
seq_rev,10,20,RB Tree,Branch Misses,18250330
seq_rev,10,20,WAVL Tree,L1 Misses,2826215
seq_rev,10,20,WAVL Tree,Branch Misses,21466845
seq_rev,20,1,RB Tree,L1 Misses,2936476
seq_rev,20,1,RB Tree,LLC Misses,
seq_rev,20,1,RB Tree,Branch Misses,19403813
seq_rev,20,1,WAVL Tree,L1 Misses,2788844
seq_rev,20,1,WAVL Tree,Branch Misses,22753395
seq_rev,20,2,RB Tree,L1 Misses,3030417
seq_rev,20,2,RB Tree,LLC Misses,
seq_rev,20,2,RB Tree,Branch Misses,19368746
seq_rev,20,2,WAVL Tree,L1 Misses,2768511
seq_rev,20,2,WAVL Tree,Branch Misses,22736950
seq_rev,20,3,RB Tree,L1 Misses,2956125
seq_rev,20,3,RB Tree,LLC Misses,
seq_rev,20,3,RB Tree,Branch Misses,19392365
seq_rev,20,3,WAVL Tree,L1 Misses,2786300
seq_rev,20,3,WAVL Tree,Branch Misses,22761481
seq_rev,20,4,RB Tree,L1 Misses,2911630
seq_rev,20,4,RB Tree,LLC Misses,
seq_rev,20,4,RB Tree,Branch Misses,19385312
seq_rev,20,4,WAVL Tree,L1 Misses,2798203
seq_rev,20,4,WAVL Tree,Branch Misses,22731633
seq_rev,20,5,RB Tree,L1 Misses,2939207
seq_rev,20,5,RB Tree,LLC Misses,
seq_rev,20,5,RB Tree,Branch Misses,19382648
seq_rev,20,5,WAVL Tree,L1 Misses,2868510
seq_rev,20,5,WAVL Tree,Branch Misses,22696275
seq_rev,20,6,RB Tree,L1 Misses,3083391
seq_rev,20,6,RB Tree,LLC Misses,
seq_rev,20,6,RB Tree,Branch Misses,19373910
seq_rev,20,6,WAVL Tree,L1 Misses,2809096
seq_rev,20,6,WAVL Tree,Branch Misses,22740051
seq_rev,20,7,RB Tree,L1 Misses,2933171
seq_rev,20,7,RB Tree,LLC Misses,
seq_rev,20,7,RB Tree,Branch Misses,19388052
seq_rev,20,7,WAVL Tree,L1 Misses,2799954
seq_rev,20,7,WAVL Tree,Branch Misses,22748031
seq_rev,20,8,RB Tree,L1 Misses,2899588
seq_rev,20,8,RB Tree,LLC Misses,
seq_rev,20,8,RB Tree,Branch Misses,19404735
seq_rev,20,8,WAVL Tree,L1 Misses,2862056
seq_rev,20,8,WAVL Tree,Branch Misses,22752565
seq_rev,20,9,RB Tree,L1 Misses,2958145
seq_rev,20,9,RB Tree,LLC Misses,
seq_rev,20,9,RB Tree,Branch Misses,19396190
seq_rev,20,9,WAVL Tree,L1 Misses,2800011
seq_rev,20,9,WAVL Tree,Branch Misses,22728645
seq_rev,20,10,RB Tree,L1 Misses,2928471
seq_rev,20,10,RB Tree,LLC Misses,
seq_rev,20,10,RB Tree,Branch Misses,19406063
seq_rev,20,10,WAVL Tree,L1 Misses,2801735
seq_rev,20,10,WAVL Tree,Branch Misses,22743881
seq_rev,20,11,RB Tree,L1 Misses,3194792
seq_rev,20,11,RB Tree,LLC Misses,
seq_rev,20,11,RB Tree,Branch Misses,19390501
seq_rev,20,11,WAVL Tree,L1 Misses,2803380
seq_rev,20,11,WAVL Tree,Branch Misses,22777521
seq_rev,20,12,RB Tree,L1 Misses,2937948
seq_rev,20,12,RB Tree,LLC Misses,
seq_rev,20,12,RB Tree,Branch Misses,19362424
seq_rev,20,12,WAVL Tree,L1 Misses,2804566
seq_rev,20,12,WAVL Tree,Branch Misses,22760530
seq_rev,20,13,RB Tree,L1 Misses,2941291
seq_rev,20,13,RB Tree,LLC Misses,
seq_rev,20,13,RB Tree,Branch Misses,19394249
seq_rev,20,13,WAVL Tree,L1 Misses,2803171
seq_rev,20,13,WAVL Tree,Branch Misses,22732858
seq_rev,20,14,RB Tree,L1 Misses,3106226
seq_rev,20,14,RB Tree,LLC Misses,
seq_rev,20,14,RB Tree,Branch Misses,19374216
seq_rev,20,14,WAVL Tree,L1 Misses,2801290
seq_rev,20,14,WAVL Tree,Branch Misses,22758372
seq_rev,20,15,RB Tree,L1 Misses,2938137
seq_rev,20,15,RB Tree,LLC Misses,
seq_rev,20,15,RB Tree,Branch Misses,19393078
seq_rev,20,15,WAVL Tree,L1 Misses,2796568
seq_rev,20,15,WAVL Tree,Branch Misses,22762121
seq_rev,20,16,RB Tree,L1 Misses,2980638
seq_rev,20,16,RB Tree,LLC Misses,
seq_rev,20,16,RB Tree,Branch Misses,19398583
seq_rev,20,16,WAVL Tree,L1 Misses,2846020
seq_rev,20,16,WAVL Tree,Branch Misses,22728818
seq_rev,20,17,RB Tree,L1 Misses,2988373
seq_rev,20,17,RB Tree,LLC Misses,
seq_rev,20,17,RB Tree,Branch Misses,19399382
seq_rev,20,17,WAVL Tree,L1 Misses,2786192
seq_rev,20,17,WAVL Tree,Branch Misses,22748993
seq_rev,20,18,RB Tree,L1 Misses,2999980
seq_rev,20,18,RB Tree,LLC Misses,
seq_rev,20,18,RB Tree,Branch Misses,19392446
seq_rev,20,18,WAVL Tree,L1 Misses,2825421
seq_rev,20,18,WAVL Tree,Branch Misses,22792018
seq_rev,20,19,RB Tree,L1 Misses,2924227
seq_rev,20,19,RB Tree,LLC Misses,
seq_rev,20,19,RB Tree,Branch Misses,19378501
seq_rev,20,19,WAVL Tree,L1 Misses,2779914
seq_rev,20,19,WAVL Tree,Branch Misses,22729798
seq_rev,20,20,RB Tree,L1 Misses,3223992
seq_rev,20,20,RB Tree,LLC Misses,
seq_rev,20,20,RB Tree,Branch Misses,19402511
seq_rev,20,20,WAVL Tree,L1 Misses,2788940
seq_rev,20,20,WAVL Tree,Branch Misses,22757015
seq_rev,30,1,RB Tree,L1 Misses,2907036
seq_rev,30,1,RB Tree,LLC Misses,
seq_rev,30,1,RB Tree,Branch Misses,20657466
seq_rev,30,1,WAVL Tree,L1 Misses,2762241
seq_rev,30,1,WAVL Tree,Branch Misses,23996259
seq_rev,30,2,RB Tree,L1 Misses,2909081
seq_rev,30,2,RB Tree,LLC Misses,
seq_rev,30,2,RB Tree,Branch Misses,20776794
seq_rev,30,2,WAVL Tree,L1 Misses,2763312
seq_rev,30,2,WAVL Tree,Branch Misses,24027052
seq_rev,30,3,RB Tree,L1 Misses,3029877
seq_rev,30,3,RB Tree,LLC Misses,
seq_rev,30,3,RB Tree,Branch Misses,20519976
seq_rev,30,3,WAVL Tree,L1 Misses,2802626
seq_rev,30,3,WAVL Tree,Branch Misses,24024855
seq_rev,30,4,RB Tree,L1 Misses,2883629
seq_rev,30,4,RB Tree,LLC Misses,
seq_rev,30,4,RB Tree,Branch Misses,20532812
seq_rev,30,4,WAVL Tree,L1 Misses,2753389
seq_rev,30,4,WAVL Tree,Branch Misses,24040592
seq_rev,30,5,RB Tree,L1 Misses,2963653
seq_rev,30,5,RB Tree,LLC Misses,
seq_rev,30,5,RB Tree,Branch Misses,20514386
seq_rev,30,5,WAVL Tree,L1 Misses,2770015
seq_rev,30,5,WAVL Tree,Branch Misses,24025179
seq_rev,30,6,RB Tree,L1 Misses,2879981
seq_rev,30,6,RB Tree,LLC Misses,
seq_rev,30,6,RB Tree,Branch Misses,20523091
seq_rev,30,6,WAVL Tree,L1 Misses,2742993
seq_rev,30,6,WAVL Tree,Branch Misses,24028679
seq_rev,30,7,RB Tree,L1 Misses,2942997
seq_rev,30,7,RB Tree,LLC Misses,
seq_rev,30,7,RB Tree,Branch Misses,20512913
seq_rev,30,7,WAVL Tree,L1 Misses,2761610
