Mode,Ratio,Run,Tree,Metric,Value
seq,60,15,WAVL Tree,L1 Misses,2579006
seq,60,15,WAVL Tree,Branch Misses,27818246
seq,60,16,RB Tree,L1 Misses,3278372
seq,60,16,RB Tree,LLC Misses,
seq,60,16,RB Tree,Branch Misses,23928548
seq,60,16,WAVL Tree,L1 Misses,2580427
seq,60,16,WAVL Tree,Branch Misses,27809251
seq,60,17,RB Tree,L1 Misses,2730933
seq,60,17,RB Tree,LLC Misses,
seq,60,17,RB Tree,Branch Misses,23944859
seq,60,17,WAVL Tree,L1 Misses,2751831
seq,60,17,WAVL Tree,Branch Misses,27843361
seq,60,18,RB Tree,L1 Misses,2751583
seq,60,18,RB Tree,LLC Misses,
seq,60,18,RB Tree,Branch Misses,24048256
seq,60,18,WAVL Tree,L1 Misses,2670457
seq,60,18,WAVL Tree,Branch Misses,27869899
seq,60,19,RB Tree,L1 Misses,3726644
seq,60,19,RB Tree,LLC Misses,
seq,60,19,RB Tree,Branch Misses,24025938
seq,60,19,WAVL Tree,L1 Misses,2682272
seq,60,19,WAVL Tree,Branch Misses,27869014
seq,60,20,RB Tree,L1 Misses,2742741
seq,60,20,RB Tree,LLC Misses,
seq,60,20,RB Tree,Branch Misses,23865534
seq,60,20,WAVL Tree,L1 Misses,2620600
seq,60,20,WAVL Tree,Branch Misses,27893929
seq,70,1,RB Tree,L1 Misses,2846475
seq,70,1,RB Tree,LLC Misses,
seq,70,1,RB Tree,Branch Misses,25001264
seq,70,1,WAVL Tree,L1 Misses,2688916
seq,70,1,WAVL Tree,Branch Misses,29173322
seq,70,2,RB Tree,L1 Misses,2714826
seq,70,2,RB Tree,LLC Misses,
seq,70,2,RB Tree,Branch Misses,24956793
seq,70,2,WAVL Tree,L1 Misses,2972272
seq,70,2,WAVL Tree,Branch Misses,29141791
seq,70,3,RB Tree,L1 Misses,2773444
seq,70,3,RB Tree,LLC Misses,
seq,70,3,RB Tree,Branch Misses,25001436
seq,70,3,WAVL Tree,L1 Misses,2580371
seq,70,3,WAVL Tree,Branch Misses,29205473
seq,70,4,RB Tree,L1 Misses,2697727
seq,70,4,RB Tree,LLC Misses,
seq,70,4,RB Tree,Branch Misses,24990726
seq,70,4,WAVL Tree,L1 Misses,2586890
seq,70,4,WAVL Tree,Branch Misses,29112767
seq,70,5,RB Tree,L1 Misses,2748451
seq,70,5,RB Tree,LLC Misses,
seq,70,5,RB Tree,Branch Misses,25304180
seq,70,5,WAVL Tree,L1 Misses,2563596
seq,70,5,WAVL Tree,Branch Misses,29116501
seq,70,6,RB Tree,L1 Misses,4704544
seq,70,6,RB Tree,LLC Misses,
seq,70,6,RB Tree,Branch Misses,25294111
seq,70,6,WAVL Tree,L1 Misses,3425580
seq,70,6,WAVL Tree,Branch Misses,29085076
seq,70,7,RB Tree,L1 Misses,2990492
seq,70,7,RB Tree,LLC Misses,
seq,70,7,RB Tree,Branch Misses,25294187
seq,70,7,WAVL Tree,L1 Misses,2573247
seq,70,7,WAVL Tree,Branch Misses,29081489
seq,70,8,RB Tree,L1 Misses,2708280
seq,70,8,RB Tree,LLC Misses,
seq,70,8,RB Tree,Branch Misses,25097036
seq,70,8,WAVL Tree,L1 Misses,2558474
seq,70,8,WAVL Tree,Branch Misses,29097425
seq,70,9,RB Tree,L1 Misses,2667428
seq,70,9,RB Tree,LLC Misses,
seq,70,9,RB Tree,Branch Misses,25289615
seq,70,9,WAVL Tree,L1 Misses,2552649
seq,70,9,WAVL Tree,Branch Misses,29084859
seq,70,10,RB Tree,L1 Misses,2728068
seq,70,10,RB Tree,LLC Misses,
seq,70,10,RB Tree,Branch Misses,25112136
seq,70,10,WAVL Tree,L1 Misses,2573667
seq,70,10,WAVL Tree,Branch Misses,29065278
seq,70,11,RB Tree,L1 Misses,2693740
seq,70,11,RB Tree,LLC Misses,
seq,70,11,RB Tree,Branch Misses,25298873
seq,70,11,WAVL Tree,L1 Misses,2575146
seq,70,11,WAVL Tree,Branch Misses,29098138
seq,70,12,RB Tree,L1 Misses,2719422
seq,70,12,RB Tree,LLC Misses,
seq,70,12,RB Tree,Branch Misses,25272216
seq,70,12,WAVL Tree,L1 Misses,2584712
seq,70,12,WAVL Tree,Branch Misses,29097995
seq,70,13,RB Tree,L1 Misses,2709975
seq,70,13,RB Tree,LLC Misses,
seq,70,13,RB Tree,Branch Misses,25107488
seq,70,13,WAVL Tree,L1 Misses,2680154
seq,70,13,WAVL Tree,Branch Misses,29082933
seq,70,14,RB Tree,L1 Misses,2682958
seq,70,14,RB Tree,LLC Misses,
seq,70,14,RB Tree,Branch Misses,25279638
seq,70,14,WAVL Tree,L1 Misses,2597011
seq,70,14,WAVL Tree,Branch Misses,29100248
seq,70,15,RB Tree,L1 Misses,2792677
seq,70,15,RB Tree,LLC Misses,
seq,70,15,RB Tree,Branch Misses,25076000
seq,70,15,WAVL Tree,L1 Misses,2575668
seq,70,15,WAVL Tree,Branch Misses,29068149
seq,70,16,RB Tree,L1 Misses,2682858
seq,70,16,RB Tree,LLC Misses,
seq,70,16,RB Tree,Branch Misses,25138325
seq,70,16,WAVL Tree,L1 Misses,2558464
seq,70,16,WAVL Tree,Branch Misses,29084400
seq,70,17,RB Tree,L1 Misses,2691412
seq,70,17,RB Tree,LLC Misses,
seq,70,17,RB Tree,Branch Misses,25323913
seq,70,17,WAVL Tree,L1 Misses,2563489
seq,70,17,WAVL Tree,Branch Misses,29065757
seq,70,18,RB Tree,L1 Misses,2646388
seq,70,18,RB Tree,LLC Misses,
seq,70,18,RB Tree,Branch Misses,25285608
seq,70,18,WAVL Tree,L1 Misses,2565190
seq,70,18,WAVL Tree,Branch Misses,29121568
seq,70,19,RB Tree,L1 Misses,2945803
seq,70,19,RB Tree,LLC Misses,
seq,70,19,RB Tree,Branch Misses,25299639
seq,70,19,WAVL Tree,L1 Misses,2549204
seq,70,19,WAVL Tree,Branch Misses,29083593
seq,70,20,RB Tree,L1 Misses,2721674
seq,70,20,RB Tree,LLC Misses,
seq,70,20,RB Tree,Branch Misses,25286844
seq,70,20,WAVL Tree,L1 Misses,4130112
seq,70,20,WAVL Tree,Branch Misses,29095831
seq,80,1,RB Tree,L1 Misses,2666176
seq,80,1,RB Tree,LLC Misses,
seq,80,1,RB Tree,Branch Misses,26407882
seq,80,1,WAVL Tree,L1 Misses,2512427
seq,80,1,WAVL Tree,Branch Misses,30389946
seq,80,2,RB Tree,L1 Misses,2686290
seq,80,2,RB Tree,LLC Misses,
seq,80,2,RB Tree,Branch Misses,26384472
seq,80,2,WAVL Tree,L1 Misses,2787659
seq,80,2,WAVL Tree,Branch Misses,30447188
seq,80,3,RB Tree,L1 Misses,2819006
seq,80,3,RB Tree,LLC Misses,
seq,80,3,RB Tree,Branch Misses,26103926
seq,80,3,WAVL Tree,L1 Misses,2508804
seq,80,3,WAVL Tree,Branch Misses,30436317
seq,80,4,RB Tree,L1 Misses,2690132
seq,80,4,RB Tree,LLC Misses,
seq,80,4,RB Tree,Branch Misses,26104135
seq,80,4,WAVL Tree,L1 Misses,2519183
seq,80,4,WAVL Tree,Branch Misses,30457954
seq,80,5,RB Tree,L1 Misses,2655094
seq,80,5,RB Tree,LLC Misses,
seq,80,5,RB Tree,Branch Misses,26075254
seq,80,5,WAVL Tree,L1 Misses,2521714
seq,80,5,WAVL Tree,Branch Misses,30435889
seq,80,6,RB Tree,L1 Misses,2688389
seq,80,6,RB Tree,LLC Misses,
seq,80,6,RB Tree,Branch Misses,26091941
seq,80,6,WAVL Tree,L1 Misses,2551334
seq,80,6,WAVL Tree,Branch Misses,30447849
seq,80,7,RB Tree,L1 Misses,2786998
seq,80,7,RB Tree,LLC Misses,
seq,80,7,RB Tree,Branch Misses,26110606
seq,80,7,WAVL Tree,L1 Misses,2561212
seq,80,7,WAVL Tree,Branch Misses,30422929
seq,80,8,RB Tree,L1 Misses,2677833
seq,80,8,RB Tree,LLC Misses,
seq,80,8,RB Tree,Branch Misses,26092074
seq,80,8,WAVL Tree,L1 Misses,2551879
seq,80,8,WAVL Tree,Branch Misses,30455914
seq,80,9,RB Tree,L1 Misses,2686185
seq,80,9,RB Tree,LLC Misses,
seq,80,9,RB Tree,Branch Misses,26100647
seq,80,9,WAVL Tree,L1 Misses,2549942
seq,80,9,WAVL Tree,Branch Misses,30434614
seq,80,10,RB Tree,L1 Misses,2714265
seq,80,10,RB Tree,LLC Misses,
seq,80,10,RB Tree,Branch Misses,26103960
seq,80,10,WAVL Tree,L1 Misses,2522130
seq,80,10,WAVL Tree,Branch Misses,30469422
seq,80,11,RB Tree,L1 Misses,2649612
seq,80,11,RB Tree,LLC Misses,
seq,80,11,RB Tree,Branch Misses,26101066
seq,80,11,WAVL Tree,L1 Misses,2566253
seq,80,11,WAVL Tree,Branch Misses,30431395
seq,80,12,RB Tree,L1 Misses,2661116
seq,80,12,RB Tree,LLC Misses,
seq,80,12,RB Tree,Branch Misses,26097990
seq,80,12,WAVL Tree,L1 Misses,2593748
seq,80,12,WAVL Tree,Branch Misses,30424114
seq,80,13,RB Tree,L1 Misses,2691267
seq,80,13,RB Tree,LLC Misses,
seq,80,13,RB Tree,Branch Misses,26088058
seq,80,13,WAVL Tree,L1 Misses,2751937
seq,80,13,WAVL Tree,Branch Misses,30427262
seq,80,14,RB Tree,L1 Misses,2976832
seq,80,14,RB Tree,LLC Misses,
seq,80,14,RB Tree,Branch Misses,26102148
seq,80,14,WAVL Tree,L1 Misses,2514437
seq,80,14,WAVL Tree,Branch Misses,30442596
seq,80,15,RB Tree,L1 Misses,2671200
seq,80,15,RB Tree,LLC Misses,
seq,80,15,RB Tree,Branch Misses,26091438
seq,80,15,WAVL Tree,L1 Misses,2596672
seq,80,15,WAVL Tree,Branch Misses,30436759
seq,80,16,RB Tree,L1 Misses,2676564
seq,80,16,RB Tree,LLC Misses,
seq,80,16,RB Tree,Branch Misses,26105964
seq,80,16,WAVL Tree,L1 Misses,2544366
seq,80,16,WAVL Tree,Branch Misses,30433491
seq,80,17,RB Tree,L1 Misses,2677310
seq,80,17,RB Tree,LLC Misses,
seq,80,17,RB Tree,Branch Misses,26092428
seq,80,17,WAVL Tree,L1 Misses,2510982
seq,80,17,WAVL Tree,Branch Misses,30446029
seq,80,18,RB Tree,L1 Misses,2712727
seq,80,18,RB Tree,LLC Misses,
seq,80,18,RB Tree,Branch Misses,26082804
seq,80,18,WAVL Tree,L1 Misses,2517473
seq,80,18,WAVL Tree,Branch Misses,30456181
seq,80,19,RB Tree,L1 Misses,2822547
seq,80,19,RB Tree,LLC Misses,
seq,80,19,RB Tree,Branch Misses,26092221
seq,80,19,WAVL Tree,L1 Misses,2585662
seq,80,19,WAVL Tree,Branch Misses,30436940
seq,80,20,RB Tree,L1 Misses,2642270
seq,80,20,RB Tree,LLC Misses,
seq,80,20,RB Tree,Branch Misses,26114501
seq,80,20,WAVL Tree,L1 Misses,2560788
seq,80,20,WAVL Tree,Branch Misses,30469616
seq,90,1,RB Tree,L1 Misses,2709035
seq,90,1,RB Tree,LLC Misses,
seq,90,1,RB Tree,Branch Misses,27328146
seq,90,1,WAVL Tree,L1 Misses,2503697
seq,90,1,WAVL Tree,Branch Misses,31631967
seq,90,2,RB Tree,L1 Misses,2723084
seq,90,2,RB Tree,LLC Misses,
seq,90,2,RB Tree,Branch Misses,27504503
seq,90,2,WAVL Tree,L1 Misses,2508239
seq,90,2,WAVL Tree,Branch Misses,31635292
seq,90,3,RB Tree,L1 Misses,3101740
seq,90,3,RB Tree,LLC Misses,
seq,90,3,RB Tree,Branch Misses,27281223
seq,90,3,WAVL Tree,L1 Misses,2522804
seq,90,3,WAVL Tree,Branch Misses,31650126
seq,90,4,RB Tree,L1 Misses,2595739
seq,90,4,RB Tree,LLC Misses,
seq,90,4,RB Tree,Branch Misses,27284795
seq,90,4,WAVL Tree,L1 Misses,2503002
seq,90,4,WAVL Tree,Branch Misses,31664141
seq,90,5,RB Tree,L1 Misses,2655459
seq,90,5,RB Tree,LLC Misses,
seq,90,5,RB Tree,Branch Misses,27523445
seq,90,5,WAVL Tree,L1 Misses,2503385
seq,90,5,WAVL Tree,Branch Misses,31635718
seq,90,6,RB Tree,L1 Misses,2594815
seq,90,6,RB Tree,LLC Misses,
seq,90,6,RB Tree,Branch Misses,27420591
seq,90,6,WAVL Tree,L1 Misses,2537493
seq,90,6,WAVL Tree,Branch Misses,31633052
seq,90,7,RB Tree,L1 Misses,2630470
seq,90,7,RB Tree,LLC Misses,
seq,90,7,RB Tree,Branch Misses,27528435
seq,90,7,WAVL Tree,L1 Misses,2519681
seq,90,7,WAVL Tree,Branch Misses,31649312
seq,90,8,RB Tree,L1 Misses,2633027
seq,90,8,RB Tree,LLC Misses,
seq,90,8,RB Tree,Branch Misses,27513833
seq,90,8,WAVL Tree,L1 Misses,2507263
seq,90,8,WAVL Tree,Branch Misses,31666320
seq,90,9,RB Tree,L1 Misses,2667316
seq,90,9,RB Tree,LLC Misses,
seq,90,9,RB Tree,Branch Misses,27535681
seq,90,9,WAVL Tree,L1 Misses,2520812
seq,90,9,WAVL Tree,Branch Misses,31631437
seq,90,10,RB Tree,L1 Misses,2654687
seq,90,10,RB Tree,LLC Misses,
seq,90,10,RB Tree,Branch Misses,27512377
seq,90,10,WAVL Tree,L1 Misses,2556600
seq,90,10,WAVL Tree,Branch Misses,31639625
seq,90,11,RB Tree,L1 Misses,2630828
seq,90,11,RB Tree,LLC Misses,
seq,90,11,RB Tree,Branch Misses,27525794
seq,90,11,WAVL Tree,L1 Misses,2533629
seq,90,11,WAVL Tree,Branch Misses,31647765
seq,90,12,RB Tree,L1 Misses,2663721
seq,90,12,RB Tree,LLC Misses,
seq,90,12,RB Tree,Branch Misses,27543627
seq,90,12,WAVL Tree,L1 Misses,2513268
seq,90,12,WAVL Tree,Branch Misses,31640402
seq,90,13,RB Tree,L1 Misses,2612995
seq,90,13,RB Tree,LLC Misses,
seq,90,13,RB Tree,Branch Misses,27561510
seq,90,13,WAVL Tree,L1 Misses,2532487
seq,90,13,WAVL Tree,Branch Misses,31635894
seq,90,14,RB Tree,L1 Misses,2605036
seq,90,14,RB Tree,LLC Misses,
seq,90,14,RB Tree,Branch Misses,27505160
seq,90,14,WAVL Tree,L1 Misses,2493900
seq,90,14,WAVL Tree,Branch Misses,31637530
seq,90,15,RB Tree,L1 Misses,2704319
seq,90,15,RB Tree,LLC Misses,
seq,90,15,RB Tree,Branch Misses,27509204
seq,90,15,WAVL Tree,L1 Misses,2623929
seq,90,15,WAVL Tree,Branch Misses,31633115
seq,90,16,RB Tree,L1 Misses,2835803
seq,90,16,RB Tree,LLC Misses,
seq,90,16,RB Tree,Branch Misses,27519555
seq,90,16,WAVL Tree,L1 Misses,2490275
seq,90,16,WAVL Tree,Branch Misses,31628529
seq,90,17,RB Tree,L1 Misses,2641901
seq,90,17,RB Tree,LLC Misses,
seq,90,17,RB Tree,Branch Misses,27520424
seq,90,17,WAVL Tree,L1 Misses,2606075
seq,90,17,WAVL Tree,Branch Misses,31667393
seq,90,18,RB Tree,L1 Misses,2726689
seq,90,18,RB Tree,LLC Misses,
seq,90,18,RB Tree,Branch Misses,27526699
seq,90,18,WAVL Tree,L1 Misses,2509628
seq,90,18,WAVL Tree,Branch Misses,31697805
seq,90,19,RB Tree,L1 Misses,2708901
seq,90,19,RB Tree,LLC Misses,
seq,90,19,RB Tree,Branch Misses,27507769
seq,90,19,WAVL Tree,L1 Misses,2624135
seq,90,19,WAVL Tree,Branch Misses,31623041
seq,90,20,RB Tree,L1 Misses,3036548
seq,90,20,RB Tree,LLC Misses,
seq,90,20,RB Tree,Branch Misses,27547157
seq,90,20,WAVL Tree,L1 Misses,2519875
seq,90,20,WAVL Tree,Branch Misses,31651336
seq,100,1,RB Tree,L1 Misses,2652079
seq,100,1,RB Tree,LLC Misses,
seq,100,1,RB Tree,Branch Misses,28447340
seq,100,1,WAVL Tree,L1 Misses,2461816
seq,100,1,WAVL Tree,Branch Misses,32908736
seq,100,2,RB Tree,L1 Misses,2618022
seq,100,2,RB Tree,LLC Misses,
seq,100,2,RB Tree,Branch Misses,28628297
seq,100,2,WAVL Tree,L1 Misses,2496395
seq,100,2,WAVL Tree,Branch Misses,32913632
seq,100,3,RB Tree,L1 Misses,2633637
seq,100,3,RB Tree,LLC Misses,
seq,100,3,RB Tree,Branch Misses,28483372
seq,100,3,WAVL Tree,L1 Misses,2490834
seq,100,3,WAVL Tree,Branch Misses,32908882
seq,100,4,RB Tree,L1 Misses,2631164
seq,100,4,RB Tree,LLC Misses,
seq,100,4,RB Tree,Branch Misses,28375815
seq,100,4,WAVL Tree,L1 Misses,2493864
seq,100,4,WAVL Tree,Branch Misses,32994918
seq,100,5,RB Tree,L1 Misses,2581620
seq,100,5,RB Tree,LLC Misses,
seq,100,5,RB Tree,Branch Misses,28354857
seq,100,5,WAVL Tree,L1 Misses,2502500
seq,100,5,WAVL Tree,Branch Misses,33013716
seq,100,6,RB Tree,L1 Misses,2619107
seq,100,6,RB Tree,LLC Misses,
seq,100,6,RB Tree,Branch Misses,28349915
seq,100,6,WAVL Tree,L1 Misses,2491241
seq,100,6,WAVL Tree,Branch Misses,33015864
seq,100,7,RB Tree,L1 Misses,2641704
seq,100,7,RB Tree,LLC Misses,
seq,100,7,RB Tree,Branch Misses,28631229
seq,100,7,WAVL Tree,L1 Misses,2490971
seq,100,7,WAVL Tree,Branch Misses,32915617
seq,100,8,RB Tree,L1 Misses,2576457
seq,100,8,RB Tree,LLC Misses,
seq,100,8,RB Tree,Branch Misses,28651545
seq,100,8,WAVL Tree,L1 Misses,2488475
seq,100,8,WAVL Tree,Branch Misses,32922632
seq,100,9,RB Tree,L1 Misses,2652385
seq,100,9,RB Tree,LLC Misses,
seq,100,9,RB Tree,Branch Misses,28608969
seq,100,9,WAVL Tree,L1 Misses,2483825
seq,100,9,WAVL Tree,Branch Misses,32920412
seq,100,10,RB Tree,L1 Misses,2687355
seq,100,10,RB Tree,LLC Misses,
seq,100,10,RB Tree,Branch Misses,28639397
seq,100,10,WAVL Tree,L1 Misses,2474876
seq,100,10,WAVL Tree,Branch Misses,32916959
seq,100,11,RB Tree,L1 Misses,2617587
seq,100,11,RB Tree,LLC Misses,
seq,100,11,RB Tree,Branch Misses,28433422
seq,100,11,WAVL Tree,L1 Misses,2483312
seq,100,11,WAVL Tree,Branch Misses,32938730
seq,100,12,RB Tree,L1 Misses,2654606
seq,100,12,RB Tree,LLC Misses,
seq,100,12,RB Tree,Branch Misses,28624479
seq,100,12,WAVL Tree,L1 Misses,2475736
seq,100,12,WAVL Tree,Branch Misses,32925847
seq,100,13,RB Tree,L1 Misses,2581871
seq,100,13,RB Tree,LLC Misses,
seq,100,13,RB Tree,Branch Misses,28595878
seq,100,13,WAVL Tree,L1 Misses,2478353
seq,100,13,WAVL Tree,Branch Misses,32911567
seq,100,14,RB Tree,L1 Misses,2572146
seq,100,14,RB Tree,LLC Misses,
seq,100,14,RB Tree,Branch Misses,28632210
seq,100,14,WAVL Tree,L1 Misses,2484895
seq,100,14,WAVL Tree,Branch Misses,32912331
seq,100,15,RB Tree,L1 Misses,2679215
seq,100,15,RB Tree,LLC Misses,
seq,100,15,RB Tree,Branch Misses,28651917
seq,100,15,WAVL Tree,L1 Misses,2473181
seq,100,15,WAVL Tree,Branch Misses,32914999
seq,100,16,RB Tree,L1 Misses,2675151
seq,100,16,RB Tree,LLC Misses,
seq,100,16,RB Tree,Branch Misses,28497517
seq,100,16,WAVL Tree,L1 Misses,2479969
seq,100,16,WAVL Tree,Branch Misses,32911998
seq,100,17,RB Tree,L1 Misses,2647060
seq,100,17,RB Tree,LLC Misses,
seq,100,17,RB Tree,Branch Misses,28646951
seq,100,17,WAVL Tree,L1 Misses,2482811
seq,100,17,WAVL Tree,Branch Misses,32993434
seq,100,18,RB Tree,L1 Misses,2648884
seq,100,18,RB Tree,LLC Misses,
seq,100,18,RB Tree,Branch Misses,28348073
seq,100,18,WAVL Tree,L1 Misses,2473825
seq,100,18,WAVL Tree,Branch Misses,33000616
seq,100,19,RB Tree,L1 Misses,2617365
seq,100,19,RB Tree,LLC Misses,
seq,100,19,RB Tree,Branch Misses,28338547
seq,100,19,WAVL Tree,L1 Misses,2454313
seq,100,19,WAVL Tree,Branch Misses,32972733
seq,100,20,RB Tree,L1 Misses,2615822
seq,100,20,RB Tree,LLC Misses,
seq,100,20,RB Tree,Branch Misses,28359375
seq,100,20,WAVL Tree,L1 Misses,2492112
seq,100,20,WAVL Tree,Branch Misses,32972758
reverse,10,1,RB Tree,L1 Misses,2833073
reverse,10,1,RB Tree,LLC Misses,
reverse,10,1,RB Tree,Branch Misses,18124429
reverse,10,1,WAVL Tree,L1 Misses,2700366
reverse,10,1,WAVL Tree,Branch Misses,21157679
reverse,10,2,RB Tree,L1 Misses,2851202
reverse,10,2,RB Tree,LLC Misses,
reverse,10,2,RB Tree,Branch Misses,18173403
reverse,10,2,WAVL Tree,L1 Misses,2702899
reverse,10,2,WAVL Tree,Branch Misses,21159874
reverse,10,3,RB Tree,L1 Misses,2869396
reverse,10,3,RB Tree,LLC Misses,
reverse,10,3,RB Tree,Branch Misses,18151685
reverse,10,3,WAVL Tree,L1 Misses,2716322
reverse,10,3,WAVL Tree,Branch Misses,21166953
reverse,10,4,RB Tree,L1 Misses,2829617
reverse,10,4,RB Tree,LLC Misses,
reverse,10,4,RB Tree,Branch Misses,18128308
reverse,10,4,WAVL Tree,L1 Misses,2709864
reverse,10,4,WAVL Tree,Branch Misses,21158673
reverse,10,5,RB Tree,L1 Misses,2813473
reverse,10,5,RB Tree,LLC Misses,
reverse,10,5,RB Tree,Branch Misses,18131238
reverse,10,5,WAVL Tree,L1 Misses,2714047
reverse,10,5,WAVL Tree,Branch Misses,21158298
reverse,10,6,RB Tree,L1 Misses,2871625
reverse,10,6,RB Tree,LLC Misses,
reverse,10,6,RB Tree,Branch Misses,18156623
reverse,10,6,WAVL Tree,L1 Misses,2830980
reverse,10,6,WAVL Tree,Branch Misses,21176521
reverse,10,7,RB Tree,L1 Misses,2813848
reverse,10,7,RB Tree,LLC Misses,
reverse,10,7,RB Tree,Branch Misses,18138560
reverse,10,7,WAVL Tree,L1 Misses,2800498
reverse,10,7,WAVL Tree,Branch Misses,21164355
reverse,10,8,RB Tree,L1 Misses,2899803
reverse,10,8,RB Tree,LLC Misses,
reverse,10,8,RB Tree,Branch Misses,18217230
reverse,10,8,WAVL Tree,L1 Misses,2734337
reverse,10,8,WAVL Tree,Branch Misses,21155732
reverse,10,9,RB Tree,L1 Misses,2839727
reverse,10,9,RB Tree,LLC Misses,
reverse,10,9,RB Tree,Branch Misses,18160635
reverse,10,9,WAVL Tree,L1 Misses,2733554
reverse,10,9,WAVL Tree,Branch Misses,21167363
reverse,10,10,RB Tree,L1 Misses,2809117
reverse,10,10,RB Tree,LLC Misses,
reverse,10,10,RB Tree,Branch Misses,18154369
reverse,10,10,WAVL Tree,L1 Misses,2788107
reverse,10,10,WAVL Tree,Branch Misses,21163850
reverse,10,11,RB Tree,L1 Misses,3087779
reverse,10,11,RB Tree,LLC Misses,
reverse,10,11,RB Tree,Branch Misses,18244376
reverse,10,11,WAVL Tree,L1 Misses,2730500
reverse,10,11,WAVL Tree,Branch Misses,21162433
reverse,10,12,RB Tree,L1 Misses,2814248
reverse,10,12,RB Tree,LLC Misses,
reverse,10,12,RB Tree,Branch Misses,18120966
reverse,10,12,WAVL Tree,L1 Misses,2720699
reverse,10,12,WAVL Tree,Branch Misses,21168284
reverse,10,13,RB Tree,L1 Misses,2837886
reverse,10,13,RB Tree,LLC Misses,
reverse,10,13,RB Tree,Branch Misses,18119063
reverse,10,13,WAVL Tree,L1 Misses,2707575
reverse,10,13,WAVL Tree,Branch Misses,21166203
reverse,10,14,RB Tree,L1 Misses,2817995
reverse,10,14,RB Tree,LLC Misses,
reverse,10,14,RB Tree,Branch Misses,18148270
reverse,10,14,WAVL Tree,L1 Misses,2706187
reverse,10,14,WAVL Tree,Branch Misses,21151130
reverse,10,15,RB Tree,L1 Misses,2921399
reverse,10,15,RB Tree,LLC Misses,
reverse,10,15,RB Tree,Branch Misses,18154963
reverse,10,15,WAVL Tree,L1 Misses,2709371
reverse,10,15,WAVL Tree,Branch Misses,21153160
reverse,10,16,RB Tree,L1 Misses,2844971
reverse,10,16,RB Tree,LLC Misses,
reverse,10,16,RB Tree,Branch Misses,18155251
reverse,10,16,WAVL Tree,L1 Misses,2711292
reverse,10,16,WAVL Tree,Branch Misses,21157629
reverse,10,17,RB Tree,L1 Misses,2828400
reverse,10,17,RB Tree,LLC Misses,
reverse,10,17,RB Tree,Branch Misses,18119350
reverse,10,17,WAVL Tree,L1 Misses,2746338
reverse,10,17,WAVL Tree,Branch Misses,21164412
reverse,10,18,RB Tree,L1 Misses,2869302
reverse,10,18,RB Tree,LLC Misses,
reverse,10,18,RB Tree,Branch Misses,18122776
reverse,10,18,WAVL Tree,L1 Misses,2720326
reverse,10,18,WAVL Tree,Branch Misses,21152113
reverse,10,19,RB Tree,L1 Misses,2950235
reverse,10,19,RB Tree,LLC Misses,
reverse,10,19,RB Tree,Branch Misses,18129721
reverse,10,19,WAVL Tree,L1 Misses,2701315
reverse,10,19,WAVL Tree,Branch Misses,21154495
reverse,10,20,RB Tree,L1 Misses,2827180
reverse,10,20,RB Tree,LLC Misses,
reverse,10,20,RB Tree,Branch Misses,18148668
reverse,10,20,WAVL Tree,L1 Misses,2711768
reverse,10,20,WAVL Tree,Branch Misses,21162717
reverse,20,1,RB Tree,L1 Misses,2810504
reverse,20,1,RB Tree,LLC Misses,
reverse,20,1,RB Tree,Branch Misses,19318423
reverse,20,1,WAVL Tree,L1 Misses,2678059
reverse,20,1,WAVL Tree,Branch Misses,22441830
reverse,20,2,RB Tree,L1 Misses,2797320
reverse,20,2,RB Tree,LLC Misses,
reverse,20,2,RB Tree,Branch Misses,19258569
reverse,20,2,WAVL Tree,L1 Misses,2691499
reverse,20,2,WAVL Tree,Branch Misses,22436305
reverse,20,3,RB Tree,L1 Misses,2862184
reverse,20,3,RB Tree,LLC Misses,
reverse,20,3,RB Tree,Branch Misses,19254309
reverse,20,3,WAVL Tree,L1 Misses,2682829
reverse,20,3,WAVL Tree,Branch Misses,22436382
reverse,20,4,RB Tree,L1 Misses,2790900
reverse,20,4,RB Tree,LLC Misses,
reverse,20,4,RB Tree,Branch Misses,19272379
reverse,20,4,WAVL Tree,L1 Misses,2674088
reverse,20,4,WAVL Tree,Branch Misses,22432527
reverse,20,5,RB Tree,L1 Misses,2913059
reverse,20,5,RB Tree,LLC Misses,
reverse,20,5,RB Tree,Branch Misses,19269051
reverse,20,5,WAVL Tree,L1 Misses,2680494
reverse,20,5,WAVL Tree,Branch Misses,22422676
reverse,20,6,RB Tree,L1 Misses,2847386
reverse,20,6,RB Tree,LLC Misses,
reverse,20,6,RB Tree,Branch Misses,19136217
reverse,20,6,WAVL Tree,L1 Misses,2945725
reverse,20,6,WAVL Tree,Branch Misses,22557694
reverse,20,7,RB Tree,L1 Misses,2799188
reverse,20,7,RB Tree,LLC Misses,
reverse,20,7,RB Tree,Branch Misses,19124095
reverse,20,7,WAVL Tree,L1 Misses,2664212
reverse,20,7,WAVL Tree,Branch Misses,22445938
reverse,20,8,RB Tree,L1 Misses,2791922
reverse,20,8,RB Tree,LLC Misses,
reverse,20,8,RB Tree,Branch Misses,19266273
reverse,20,8,WAVL Tree,L1 Misses,2698158
reverse,20,8,WAVL Tree,Branch Misses,22444131
reverse,20,9,RB Tree,L1 Misses,2864964
reverse,20,9,RB Tree,LLC Misses,
reverse,20,9,RB Tree,Branch Misses,19229911
reverse,20,9,WAVL Tree,L1 Misses,2727493
